"GENE_SYMBOL","GSM4942759--P10","GSM4942760--P11","GSM4942761--P11","GSM4942762--P13","GSM4942763--P13","GSM4942764--P1","GSM4942765--P1","GSM4942766--P2","GSM4942767--P5","GSM4942768--P5","GSM4942769--P9","GSM4942786--P12","GSM4942787--P12","GSM4942788--P14","GSM4942789--P14","GSM4942790--P3","GSM4942791--P3","GSM4942792--P4","GSM4942793--P4","GSM4942794--P6","GSM4942795--P6","GSM4942796--P7","GSM4942797--P8","GSM4942798--P8","GSM4942799--P8"
"ECT2",0,4,0,12,10,4,11,3,6,18,12,4,6,0,0,2,29,5,0,6,8,0,7,27,0
"ECT2L",0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0
"EDA",0,0,0,0,0,2,4,0,1,0,1,0,5,0,0,0,2,3,0,1,10,17,2,0,3
"EDA2R",0,0,1,0,0,0,2,0,0,0,1,0,2,0,2,1,0,0,0,3,8,10,9,0,0
"EDAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EDARADD",6,5,8,20,5,1,28,32,13,2,10,4,8,5,3,14,6,3,23,5,14,2,8,13,9
"EDC3",1,9,1,6,4,4,1,28,5,8,22,13,4,0,14,1,4,0,0,7,5,22,2,9,12
"EDC4",1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,2,2,0,0,2,1,0
"EDDM3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EDDM3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EDEM1",18,26,18,37,24,19,13,33,31,36,21,21,13,35,13,23,28,18,6,29,35,50,41,6,14
"EDEM2",1,1,0,2,4,1,2,19,1,20,10,5,3,2,17,2,1,6,0,12,15,5,8,2,6
"EDEM3",20,7,33,32,23,27,17,4,20,47,8,47,24,20,6,18,9,11,26,28,36,0,35,16,27
"EDF1",144,66,58,98,89,27,104,203,65,147,158,87,52,59,37,97,48,60,11,108,90,82,99,63,57
"EDIL3",1,1,1,0,4,0,0,0,4,0,18,0,0,2,0,1,0,5,5,0,1,14,1,0,0
"EDN1",16,6,3,2,8,16,0,0,0,22,1,11,21,24,3,5,5,17,2,18,13,11,12,7,0
"EDN2",0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EDN3",7,6,2,0,1,0,0,0,0,0,20,0,3,0,0,1,6,0,0,0,0,0,0,0,0
"EDNRA",0,6,0,14,6,3,5,0,0,31,9,1,3,0,14,12,0,0,0,5,13,1,15,7,32
"EDNRB",49,19,15,8,5,6,22,11,4,9,17,10,11,46,11,4,0,0,8,28,32,31,13,18,63
"EDRF1",15,13,23,31,21,11,19,34,11,15,13,8,25,36,12,8,4,11,4,7,21,0,4,4,16
"EEA1",188,120,97,139,119,43,93,79,124,219,144,159,109,86,43,65,76,43,86,77,113,283,100,54,75
"EED",36,5,15,18,3,7,42,0,7,6,9,10,7,0,10,3,4,0,0,4,5,0,17,9,4
"EEF1A1",53,70,103,120,89,58,80,112,105,75,113,107,67,136,75,167,72,63,52,85,94,109,98,67,93
"EEF1A2",0,0,0,0,0,1,5,0,0,6,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"EEF1B2",55,53,67,99,115,27,133,64,101,150,97,85,78,64,40,50,43,35,40,59,45,102,83,69,24
"EEF1D",37,26,78,98,74,10,58,53,113,143,55,46,72,73,50,35,17,10,10,93,65,113,111,30,25
"EEF1E1",7,3,20,2,14,2,0,9,1,8,4,18,10,3,3,11,7,2,0,2,4,0,11,16,4
"EEF1G",1,1,0,0,6,0,3,0,0,1,2,0,0,0,1,1,0,2,0,0,0,0,5,1,2
"EEF2",425,371,559,654,651,233,469,585,673,912,563,529,578,408,365,602,281,299,291,436,422,648,431,400,290
"EEF2K",21,27,47,51,9,9,18,43,58,80,35,45,39,39,17,75,47,18,32,24,25,50,53,34,7
"EEF2KMT",0,0,0,1,1,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
"EEFSEC",0,5,26,6,1,2,2,13,0,21,5,6,2,6,1,4,1,6,0,3,5,12,7,2,15
"EEPD1",1,4,11,5,10,3,5,25,8,1,2,3,0,16,1,2,1,0,8,9,8,0,20,12,16
"EFCAB1",0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"EFCAB10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFCAB11",1,8,9,6,7,1,13,1,8,8,8,1,11,2,0,18,1,2,3,2,2,14,3,3,2
"EFCAB12",4,0,0,0,3,0,5,0,0,0,9,1,0,2,0,3,1,2,2,2,0,0,1,0,0
"EFCAB13",3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,6,0,2
"EFCAB14",39,38,72,99,61,36,32,68,47,104,67,78,66,43,34,118,47,45,43,83,48,75,52,46,45
"EFCAB2",7,2,6,12,14,2,3,0,0,11,8,3,8,8,7,0,3,1,5,2,2,14,2,4,4
"EFCAB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFCAB5",0,0,16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"EFCAB6",0,3,0,5,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,6,0,0,0,0
"EFCAB7",2,0,0,1,0,0,1,0,0,0,7,6,4,0,0,0,4,8,8,1,6,0,0,6,9
"EFCAB8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFCAB9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFCC1",0,4,5,0,0,0,0,0,2,12,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0
"EFEMP1",51,29,76,65,27,49,23,86,3,0,83,45,77,96,37,45,41,43,120,87,126,249,66,37,69
"EFEMP2",4,11,10,6,5,9,8,21,7,4,33,4,24,32,14,22,4,6,32,19,22,71,12,4,27
"EFHB",0,0,3,0,0,0,0,2,3,0,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0
"EFHC1",1,17,13,9,9,2,1,19,1,14,6,14,12,26,7,3,5,1,0,4,13,52,1,4,12
"EFHC2",0,1,9,0,0,0,0,0,0,0,3,0,0,0,0,1,2,6,0,3,0,11,0,0,0
"EFHD1",0,0,0,3,0,1,13,0,2,0,0,0,0,7,0,0,1,3,7,3,1,2,0,2,15
"EFHD2",28,27,31,40,40,31,123,38,44,12,29,43,66,39,21,54,43,34,32,47,63,48,79,50,34
"EFNA1",11,39,30,17,6,7,18,0,35,56,32,13,29,2,11,24,8,9,31,6,5,7,0,17,4
"EFNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFNA3",7,8,0,7,12,0,31,0,16,21,10,5,8,0,0,6,11,19,10,2,0,0,3,1,0
"EFNA4",11,1,4,14,6,4,0,11,10,25,9,3,1,0,8,1,4,8,0,6,10,0,8,1,13
"EFNA5",17,18,36,21,6,12,31,26,21,46,15,12,35,26,23,15,8,20,44,5,5,49,22,17,12
"EFNB1",49,45,11,77,97,16,28,80,41,87,63,69,33,16,20,32,24,43,29,8,17,39,36,33,18
"EFNB2",36,21,10,24,14,6,8,8,26,28,40,6,10,10,16,3,10,4,5,5,7,36,15,6,20
"EFNB3",4,5,2,4,0,1,8,0,1,3,11,1,0,0,0,2,2,0,0,0,0,0,1,0,1
"EFR3A",48,39,33,43,27,36,31,44,49,99,53,64,57,28,17,39,30,16,21,50,63,48,55,45,36
"EFR3B",1,1,1,1,4,1,1,1,7,29,0,1,0,0,1,0,0,9,1,0,3,36,1,3,0
"EFS",15,18,47,21,29,4,9,27,56,46,57,48,33,14,9,59,20,11,0,8,3,14,4,13,27
"EFTUD2",11,25,5,39,27,15,20,19,6,38,37,25,32,19,2,38,14,19,1,17,33,16,31,19,41
"EGF",0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGFL6",1,0,8,6,1,5,2,13,2,0,3,4,7,14,11,6,0,0,1,4,1,16,5,2,0
"EGFL7",50,8,49,39,2,24,36,24,11,16,27,6,32,32,14,19,5,19,12,37,40,96,30,5,52
"EGFL8",0,9,17,15,3,0,6,0,17,18,10,11,13,23,4,9,6,5,0,4,3,12,1,2,12
"EGFLAM",0,6,23,4,3,1,1,6,4,10,3,5,0,26,7,9,0,0,0,1,21,3,5,5,5
"EGFR",67,58,49,82,66,21,17,29,66,113,80,66,102,15,18,103,59,41,64,11,29,40,41,20,30
"EGLN1",10,19,57,22,35,17,0,15,18,46,15,30,20,21,14,31,14,28,81,6,8,53,3,7,23
"EGLN2",25,23,49,27,17,6,11,46,7,42,17,31,38,42,15,51,13,3,39,37,40,69,56,19,49
"EGLN3",26,70,5,17,84,15,34,1,103,119,98,65,43,10,12,115,37,41,136,11,7,27,61,32,6
"EGR1",61,15,70,20,191,37,151,26,27,59,49,162,123,29,17,74,21,42,62,431,273,91,197,54,21
"EGR2",1,3,9,0,5,4,6,0,19,26,24,10,3,7,6,18,17,7,42,13,17,0,0,11,1
"EGR3",4,11,0,2,29,1,8,0,44,92,10,25,0,0,3,20,4,32,2,19,1,0,11,0,0
"EGR4",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0
"EHBP1",29,23,31,18,13,7,23,7,13,27,26,28,19,27,3,17,18,20,7,16,8,24,24,12,14
"EHBP1L1",9,27,18,45,27,13,65,8,38,78,59,29,35,20,36,30,28,22,42,63,63,45,51,21,43
"EHD1",37,32,9,58,69,37,135,94,25,54,45,52,43,64,36,53,28,23,0,42,47,56,72,50,24
"EHD2",12,14,47,26,13,18,10,43,19,36,33,18,59,45,17,27,17,9,64,44,29,111,30,44,49
"EHD3",0,0,0,0,5,0,13,0,1,6,9,0,4,0,2,0,3,0,0,1,2,1,7,9,3
"EHD4",48,16,54,82,37,21,60,40,27,43,55,36,63,48,20,44,19,19,54,32,61,28,112,102,39
"EHF",49,30,0,36,47,2,2,0,78,109,19,57,36,0,0,19,14,16,28,0,7,12,3,28,0
"EHHADH",1,1,0,8,0,0,0,0,4,2,9,3,2,8,1,4,7,0,0,0,4,0,1,4,0
"EHMT1",5,17,29,32,31,25,27,29,21,51,23,23,32,33,23,35,26,22,5,31,15,39,26,35,14
"EHMT2",0,26,32,20,16,5,5,12,27,27,20,22,18,31,13,1,5,14,9,24,11,11,8,9,35
"EI24",108,42,14,96,90,25,64,103,52,146,95,67,92,48,13,116,25,31,28,35,66,22,119,45,70
"EID1",36,66,177,82,54,57,67,148,51,56,112,43,77,79,68,93,67,12,57,128,135,285,125,100,117
"EID2",40,8,5,19,20,10,18,8,9,20,24,17,15,13,7,22,13,16,0,15,12,37,13,3,13
"EID2B",0,3,2,2,0,0,0,6,0,0,0,1,7,11,0,6,1,0,0,7,2,0,7,4,0
"EID3",0,0,0,0,2,1,0,0,1,13,9,0,2,11,1,0,0,0,1,0,0,0,3,0,0
"EIF1",111,95,151,161,187,79,234,155,151,238,134,91,111,164,84,161,108,80,40,164,170,246,198,146,109
"EIF1AD",13,7,4,17,9,5,0,17,7,7,21,12,4,4,3,4,5,10,5,12,5,0,22,12,0
"EIF1AX",32,22,29,84,84,25,14,66,49,72,101,92,33,16,25,67,30,49,77,31,55,100,109,37,34
"EIF1AY",40,7,9,0,0,13,31,40,18,34,0,28,11,43,17,27,28,2,0,20,15,0,36,33,42
"EIF1B",23,6,42,23,16,12,21,3,26,13,7,16,12,25,19,4,13,13,0,11,28,45,19,22,26
"EIF2A",57,11,34,29,34,20,26,57,34,44,58,18,28,25,9,29,19,19,17,31,38,78,26,22,39
"EIF2AK1",21,27,39,70,36,47,29,20,45,74,72,58,60,40,26,41,28,20,36,35,35,54,52,36,34
"EIF2AK2",35,46,28,52,24,44,96,82,29,145,71,36,85,53,50,92,54,19,26,67,70,100,71,64,27
"EIF2AK3",0,5,7,2,11,0,16,13,1,3,2,9,9,13,4,0,12,10,0,6,9,27,8,12,0
"EIF2AK4",38,14,46,41,25,19,1,70,28,26,24,28,36,60,19,20,23,8,7,40,38,65,54,29,92
"EIF2B1",19,15,8,27,39,11,0,23,24,60,32,27,10,31,11,27,21,11,92,15,13,29,21,20,4
"EIF2B2",18,5,5,1,23,5,1,0,2,2,9,4,3,3,1,0,4,0,5,6,17,0,26,1,2
"EIF2B3",6,1,29,3,14,2,14,11,0,13,3,9,7,16,2,3,5,2,2,8,6,11,8,14,6
"EIF2B4",26,5,36,47,48,11,30,14,16,54,36,47,30,34,7,39,11,23,33,32,44,31,44,23,13
"EIF2B5",9,30,15,58,37,6,23,16,34,15,31,26,32,10,9,18,9,3,0,11,17,57,55,18,30
"EIF2D",23,3,13,33,13,4,10,6,24,6,5,13,12,34,8,14,8,0,0,21,12,31,6,2,22
"EIF2S1",21,14,19,36,51,27,73,37,25,61,21,38,46,19,3,39,17,17,32,19,24,61,36,19,27
"EIF2S2",48,42,39,69,89,39,127,61,41,134,71,83,47,57,30,87,31,8,12,51,44,60,109,52,57
"EIF2S3",77,34,36,50,57,14,23,37,55,37,57,23,15,29,46,56,8,30,17,33,21,16,31,43,24
"EIF3A",72,163,162,377,345,123,139,63,274,388,209,285,284,270,108,270,102,69,37,170,155,227,281,189,171
"EIF3B",130,60,61,103,106,42,140,134,55,121,102,86,109,90,38,80,49,53,11,72,68,69,94,28,61
"EIF3C",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EIF3CL",0,0,0,2,2,2,1,0,4,1,3,1,0,2,1,3,1,1,0,3,0,1,2,3,0
"EIF3D",107,62,83,131,114,40,131,109,65,147,110,72,73,97,58,110,50,64,61,89,100,125,119,51,56
"EIF3E",65,44,59,60,100,19,54,91,83,129,89,43,81,68,70,61,49,23,46,36,56,69,65,87,48
"EIF3F",1,9,8,27,11,7,4,8,13,10,18,8,8,29,13,12,17,3,0,15,13,13,13,10,0
"EIF3G",69,20,82,69,41,25,39,39,41,74,29,34,45,55,36,51,23,16,10,62,61,82,57,52,38
"EIF3H",91,62,33,102,44,45,67,70,49,116,57,52,48,80,29,75,42,44,11,60,40,73,96,68,36
"EIF3I",23,36,13,66,89,31,96,4,91,89,57,82,72,37,31,47,34,16,1,74,53,56,69,24,54
"EIF3J",99,118,76,215,264,69,147,130,178,273,168,158,180,75,56,158,55,29,115,102,118,150,216,74,50
"EIF3K",49,31,43,96,114,39,138,43,69,62,77,94,78,85,23,65,26,19,34,83,74,57,70,47,30
"EIF3L",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
"EIF3M",41,20,33,69,52,26,22,156,39,68,51,24,35,41,40,73,28,34,45,30,40,66,32,14,29
"EIF4A1",19,6,11,17,30,15,8,0,10,5,10,16,10,8,11,9,8,2,1,21,23,4,3,2,8
"EIF4A2",39,41,82,103,61,40,57,57,54,56,59,46,45,81,39,112,45,26,48,59,60,105,67,53,100
"EIF4A3",82,16,6,45,63,30,35,8,51,142,55,26,36,22,23,39,24,24,13,26,28,23,56,36,42
"EIF4B",16,27,46,60,34,28,23,47,30,25,29,42,30,22,32,25,23,35,7,36,65,101,43,44,26
"EIF4E",3,6,18,25,36,10,39,11,37,55,28,19,5,26,6,42,5,23,15,9,19,0,34,9,9
"EIF4E1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EIF4E2",13,32,44,47,66,26,52,40,57,47,68,64,32,9,42,76,26,11,3,32,60,104,68,25,53
"EIF4E3",9,6,1,11,15,14,22,19,11,10,29,23,17,24,23,25,20,12,2,16,23,28,10,7,4
"EIF4EBP1",6,0,16,6,7,2,19,18,5,5,7,1,10,0,1,6,0,4,0,7,2,2,9,2,0
"EIF4EBP2",33,27,59,46,48,34,36,66,58,68,106,60,32,92,34,95,25,56,37,54,78,47,41,70,28
"EIF4EBP3",25,32,12,6,14,0,23,47,10,12,8,28,16,36,13,48,11,3,23,24,35,58,24,19,20
"EIF4ENIF1",12,8,13,7,6,10,10,2,3,22,6,16,6,14,11,18,10,9,2,12,5,1,8,17,4
"EIF4G1",176,108,124,256,249,79,103,186,128,224,189,255,156,131,59,215,89,70,92,112,169,192,163,124,126
"EIF4G2",252,60,73,187,192,95,136,237,255,454,271,128,136,164,97,198,150,83,103,119,113,213,199,133,100
"EIF4G3",35,66,54,93,60,43,87,71,77,114,77,69,58,106,40,59,48,28,14,76,76,86,107,47,25
"EIF4H",1,3,1,6,10,3,0,1,1,9,4,2,3,0,1,3,0,8,0,4,8,4,5,2,0
"EIF5",55,43,65,110,118,71,76,60,117,175,88,79,60,60,46,95,55,46,10,81,92,73,98,71,23
"EIF5A",91,18,23,45,87,15,48,38,36,49,37,60,36,5,7,21,28,17,7,24,29,0,42,21,7
"EIF5A2",0,7,0,0,4,7,0,2,1,0,3,1,9,4,0,14,1,0,2,10,7,0,2,2,0
"EIF5AL1",247,67,52,122,172,105,100,112,59,97,133,130,147,67,39,144,101,50,19,46,66,62,113,124,33
"EIF5B",172,230,289,563,399,151,367,281,285,508,316,429,330,264,131,236,120,168,228,254,174,486,313,188,169
"EIF6",32,20,1,25,45,7,46,18,31,97,18,45,11,14,7,31,15,13,6,17,24,9,21,8,48
"ELAC1",6,1,4,6,1,2,21,8,0,12,0,1,5,0,3,8,12,0,7,4,15,0,19,7,2
"ELAC2",16,41,56,47,43,10,10,12,16,34,53,22,50,17,27,29,21,4,10,21,20,68,38,20,25
"ELANE",0,0,17,7,0,1,2,0,0,0,0,0,6,0,0,1,2,1,0,0,2,37,0,0,9
"ELAVL1",48,10,13,19,33,10,16,3,7,25,23,16,16,26,11,20,11,15,19,23,27,15,42,29,43
"ELAVL2",0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,7,5,0
"ELAVL3",1,0,1,0,0,0,0,5,2,0,0,2,1,1,2,1,1,0,2,0,0,1,1,2,0
"ELAVL4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,1,1,0,0,0,0,0
"ELF1",22,51,62,59,24,48,49,99,37,38,87,61,55,41,53,40,30,3,56,55,47,44,65,39,19
"ELF2",9,7,44,39,14,32,7,44,24,38,43,35,38,42,28,25,13,10,12,35,33,97,31,23,56
"ELF3",0,6,0,0,29,0,1,1,10,16,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
"ELF4",18,2,5,13,6,1,9,8,5,0,5,1,3,11,2,8,8,19,7,7,7,14,4,1,10
"ELF5",1,12,0,0,13,0,0,0,38,48,0,9,1,0,0,1,3,0,0,0,2,0,0,0,0
"ELFN1",6,0,0,0,0,0,14,15,1,0,5,0,0,5,0,0,0,0,0,4,0,26,0,0,0
"ELFN2",0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ELK1",5,5,0,2,0,5,2,0,2,16,14,1,2,10,1,1,0,0,0,3,5,0,3,0,0
"ELK3",44,19,30,43,30,31,42,26,25,42,40,31,42,91,53,79,23,27,3,47,93,71,63,36,9
"ELK4",57,43,35,73,49,39,42,80,62,36,81,48,50,47,37,82,81,49,29,72,80,81,80,49,40
"ELL",7,5,7,20,21,5,12,3,13,32,17,24,16,10,2,15,2,11,16,18,42,13,17,12,3
"ELL2",40,17,6,29,51,22,5,29,62,124,28,34,25,6,4,6,13,16,5,24,27,12,16,14,14
"ELL3",0,1,0,2,3,0,0,0,0,3,4,0,0,0,0,10,0,0,2,0,1,0,0,0,0
"ELMO1",28,2,21,5,12,13,1,26,12,6,12,14,11,17,14,4,20,5,18,31,16,0,27,21,30
"ELMO2",16,11,7,11,7,4,13,8,2,16,9,13,14,16,2,20,9,2,0,6,21,8,15,4,13
"ELMO3",5,13,10,9,18,1,15,34,15,52,8,21,17,4,0,25,10,2,0,4,4,0,2,12,0
"ELMOD1",0,5,0,0,0,0,0,0,5,61,15,13,0,0,0,2,3,14,1,1,0,0,0,0,0
"ELMOD2",1,6,13,14,15,7,17,20,18,27,17,17,4,22,18,31,9,4,3,5,18,9,6,7,2
"ELMOD3",0,28,32,17,7,9,8,10,24,19,28,24,12,4,11,24,3,4,4,14,20,10,12,17,11
"ELMSAN1",25,84,90,78,53,23,11,14,70,74,61,71,70,57,14,45,24,12,59,39,55,40,45,39,33
"ELN",7,26,53,35,4,10,0,116,0,3,32,28,39,125,17,14,19,22,16,17,13,115,94,125,538
"ELOF1",41,12,31,51,61,12,8,39,19,51,37,48,34,13,15,32,9,10,0,40,31,6,29,18,40
"ELOVL1",64,33,11,54,64,8,17,15,103,162,54,66,15,61,24,63,14,9,5,27,32,24,19,29,24
"ELOVL2",0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0
"ELOVL3",0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12
"ELOVL4",196,80,3,10,76,1,0,16,299,276,82,91,12,0,0,79,5,42,65,1,0,2,4,9,0
"ELOVL5",6,10,15,23,10,56,30,65,5,17,39,17,24,48,46,14,24,25,53,51,25,38,46,38,15
"ELOVL6",22,0,0,1,25,3,0,0,15,3,4,3,0,1,0,12,1,3,1,1,4,17,15,3,0
"ELOVL7",67,43,10,12,38,2,1,0,67,93,16,41,8,0,2,21,11,15,15,4,12,0,5,15,13
"ELP2",0,33,34,40,20,6,40,37,15,67,44,36,37,37,31,52,19,17,31,31,51,10,30,47,22
"ELP3",17,5,1,13,16,6,0,34,12,2,25,6,14,4,2,24,3,3,0,9,8,4,5,5,29
"ELP4",0,6,0,1,0,5,7,1,3,4,0,3,4,0,3,0,2,8,0,0,3,0,1,3,18
"ELP5",5,10,5,19,8,5,8,8,22,9,15,12,7,13,4,15,7,11,19,7,19,30,19,24,34
"ELP6",1,3,7,9,18,6,10,11,8,21,13,20,16,5,0,11,4,0,0,12,4,17,8,20,25
"ELSPBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EMB",76,69,132,60,33,27,60,48,119,139,82,57,33,89,25,81,69,38,31,67,99,79,108,60,75
"EMC1",30,17,11,19,23,18,20,36,10,26,8,19,12,29,10,17,6,9,0,6,10,54,24,13,4
"EMC10",59,59,36,38,40,31,48,30,46,54,63,53,49,79,36,53,21,14,76,85,65,83,51,51,54
"EMC2",7,14,68,2,11,12,24,5,34,42,49,27,26,36,8,32,17,27,25,19,38,33,41,15,6
"EMC3",25,15,25,38,25,12,8,15,40,44,34,34,25,47,8,24,3,9,9,33,33,13,72,35,12
"EMC4",17,26,77,62,29,14,7,3,19,73,32,21,51,26,33,16,26,38,19,30,27,53,25,28,31
"EMC6",19,11,9,26,20,9,0,2,21,24,21,19,22,9,8,13,21,4,0,12,4,0,41,5,9
"EMC7",12,19,25,51,45,14,53,32,26,32,35,31,12,22,5,39,10,24,0,25,34,38,21,36,11
"EMC8",8,11,4,39,33,12,14,11,8,10,9,16,17,7,5,14,6,3,2,10,22,1,24,2,29
"EMC9",0,5,2,4,7,2,0,0,11,4,11,8,5,9,0,3,2,0,10,7,0,3,8,7,4
"EMCN",3,4,29,26,1,9,5,29,11,4,4,6,15,9,16,5,2,6,16,16,3,117,8,13,12
"EMD",15,25,37,43,51,17,5,37,27,34,31,32,34,30,16,35,25,22,41,29,46,38,52,25,23
"EME1",0,0,0,0,9,0,1,0,4,0,1,2,2,0,0,0,0,9,0,0,1,0,0,11,2
"EME2",3,11,0,10,11,1,0,0,2,15,3,6,6,1,3,11,7,13,1,5,0,2,7,0,0
"EMG1",31,15,29,35,24,8,22,53,11,23,27,14,12,38,0,32,14,11,19,13,32,38,51,18,9
"EMID1",0,4,14,3,4,1,0,8,11,5,3,5,6,2,0,24,5,0,4,2,14,6,3,6,0
"EMILIN1",17,7,26,22,14,22,29,100,3,6,29,25,20,30,26,38,20,7,19,35,57,80,44,16,17
"EMILIN2",43,17,39,35,10,25,62,5,3,3,19,23,20,50,18,46,11,8,0,30,75,73,80,26,39
"EMILIN3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"EML1",30,3,5,23,5,8,4,26,16,5,21,15,15,7,0,13,13,9,4,9,15,29,7,17,16
"EML2",35,6,8,28,17,5,8,20,20,34,40,18,15,22,13,23,11,12,29,20,23,67,18,27,19
"EML3",2,2,3,32,2,1,9,49,11,19,2,9,12,0,10,4,3,6,5,20,5,53,23,2,11
"EML4",55,35,103,128,86,48,199,13,71,85,68,75,75,113,56,50,55,40,55,65,79,38,77,55,38
"EML5",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"EML6",0,5,0,0,1,0,1,1,4,7,6,1,0,0,0,0,4,6,8,3,0,0,3,2,0
"EMP1",93,100,122,317,234,66,64,230,84,148,175,90,194,90,67,130,129,64,293,84,90,67,210,101,103
"EMP2",148,128,41,191,183,27,66,85,345,292,203,182,111,27,34,273,150,143,60,41,38,84,70,80,22
"EMP3",1,7,10,39,20,18,52,15,1,6,26,22,18,36,2,22,22,1,4,26,28,31,38,34,19
"EMX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EMX2",14,4,46,19,6,2,3,8,5,2,6,15,22,13,8,4,19,4,0,8,9,35,13,9,16
"EN1",0,4,5,5,2,3,0,1,13,5,3,6,6,0,1,2,1,0,0,8,1,60,0,0,0
"EN2",0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"ENAH",109,34,34,83,60,27,27,112,110,222,107,73,93,45,51,74,66,27,34,38,49,241,85,54,22
"ENAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENC1",9,14,0,22,7,9,31,2,1,6,13,8,8,11,8,5,10,8,33,6,20,0,12,11,3
"ENDOD1",13,30,0,29,28,1,3,36,33,62,37,26,11,25,11,27,11,21,28,10,18,20,21,11,1
"ENDOG",10,9,0,4,12,4,1,5,9,24,6,6,6,12,3,18,2,0,0,6,5,30,20,2,6
"ENDOU",14,21,3,10,46,0,0,0,32,24,4,26,2,0,0,10,6,7,0,0,0,0,0,10,0
"ENDOV",0,1,5,9,6,3,1,0,6,24,5,8,7,9,4,5,5,0,0,8,3,3,8,7,20
"ENG",114,21,133,36,25,62,126,253,14,48,43,36,74,112,51,80,43,23,111,148,135,101,63,60,98
"ENGASE",37,13,11,18,2,6,18,27,9,14,31,15,10,21,17,11,6,4,9,18,16,3,6,15,14
"ENHO",0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,5
"ENKD1",17,2,14,0,1,1,0,3,1,12,2,5,2,8,6,12,1,0,0,8,1,0,14,5,10
"ENKUR",0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0
"ENO1",239,162,161,392,498,133,327,457,251,366,342,335,377,239,128,415,160,111,139,219,247,242,492,249,190
"ENO2",0,4,0,0,0,0,23,1,0,0,5,0,6,1,0,18,2,18,19,8,8,13,16,5,3
"ENO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,4,0,0,0,0,0
"ENO4",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,18
"ENOPH1",3,7,6,22,7,8,17,8,2,7,16,13,33,22,2,30,9,16,41,11,14,1,37,14,17
