"GENE_SYMBOL","GSM4673103--P5","GSM4673104--P5"
"SIAH2",8,8
"SIAH3",1,0
"SIDT1",4,10
"SIDT2",74,67
"SIGIRR",2,4
"SIGLEC1",0,0
"SIGLEC10",9,4
"SIGLEC11",0,0
"SIGLEC12",1,0
"SIGLEC14",0,0
"SIGLEC15",1,0
"SIGLEC5",0,0
"SIGLEC6",0,0
"SIGLEC7",0,0
"SIGLEC8",1,0
"SIGLEC9",1,1
"SIGLECL1",0,3
"SIGMAR1",121,109
"SIK1",2,0
"SIK2",8,8
"SIK3",20,32
"SIKE1",15,20
"SIL1",4,7
"SIM1",0,0
"SIM2",11,22
"SIMC1",9,11
"SIN3A",30,26
"SIN3B",6,4
"SIPA1",9,5
"SIPA1L1",17,37
"SIPA1L2",25,28
"SIPA1L3",8,4
"SIRPA",15,15
"SIRPB1",2,6
"SIRPB2",4,4
"SIRPD",0,0
"SIRPG",0,0
"SIRT1",22,40
"SIRT2",80,100
"SIRT3",5,3
"SIRT4",2,0
"SIRT5",41,57
"SIRT6",11,11
"SIRT7",23,31
"SIT1",0,3
"SIVA1",29,27
"SIX1",0,0
"SIX2",0,0
"SIX3",0,0
"SIX4",0,0
"SIX5",29,25
"SIX6",0,0
"SKA1",14,24
"SKA2",33,43
"SKA3",0,2
"SKAP1",0,0
"SKAP2",31,42
"SKI",10,4
"SKIDA1",1,2
"SKIL",38,51
"SKIV2L",13,18
"SKOR1",0,0
"SKOR2",0,2
"SKP1",58,79
"SKP2",6,4
"SLA",5,6
"SLA2",4,8
"SLAIN1",0,0
"SLAIN2",466,329
"SLAMF1",0,3
"SLAMF6",2,0
"SLAMF7",36,22
"SLAMF8",1,1
"SLAMF9",3,6
"SLBP",5,6
"SLC10A1",0,0
"SLC10A2",0,0
"SLC10A3",12,18
"SLC10A4",0,0
"SLC10A5",2,0
"SLC10A6",23,22
"SLC10A7",13,10
"SLC11A1",22,7
"SLC11A2",38,55
"SLC12A1",0,0
"SLC12A2",17,11
"SLC12A3",0,0
"SLC12A4",11,5
"SLC12A5",0,1
"SLC12A6",172,231
"SLC12A7",10,16
"SLC12A8",4,11
"SLC12A9",6,9
"SLC13A1",0,0
"SLC13A2",0,0
"SLC13A3",2,0
"SLC13A4",2,3
"SLC13A5",6,5
"SLC14A1",0,0
"SLC14A2",0,0
"SLC15A1",4,2
"SLC15A2",2,3
"SLC15A3",9,5
"SLC15A4",7,10
"SLC15A5",0,0
"SLC16A1",7,29
"SLC16A10",0,2
"SLC16A11",2,3
"SLC16A12",0,0
"SLC16A13",1,2
"SLC16A14",2,7
"SLC16A2",3,5
"SLC16A3",414,284
"SLC16A4",1,0
"SLC16A5",5,1
"SLC16A6",30,76
"SLC16A7",11,25
"SLC16A8",0,0
"SLC16A9",46,34
"SLC17A1",0,0
"SLC17A2",0,0
"SLC17A3",0,0
"SLC17A4",0,0
"SLC17A5",2,6
"SLC17A6",0,0
"SLC17A7",0,0
"SLC17A8",0,0
"SLC17A9",5,2
"SLC18A1",0,0
"SLC18A2",1,0
"SLC18A3",0,0
"SLC18B1",4,8
"SLC19A1",1,4
"SLC19A2",4,4
"SLC19A3",2,2
"SLC1A1",0,1
"SLC1A2",0,1
"SLC1A3",35,44
"SLC1A4",17,20
"SLC1A5",11,27
"SLC1A6",0,0
"SLC1A7",0,0
"SLC20A1",6,6
"SLC20A2",35,20
"SLC22A1",0,0
"SLC22A10",0,0
"SLC22A11",0,0
"SLC22A12",0,0
"SLC22A13",0,0
"SLC22A14",0,1
"SLC22A15",5,1
"SLC22A16",0,0
"SLC22A17",6,0
"SLC22A18",0,4
"SLC22A18AS",0,0
"SLC22A2",0,0
"SLC22A23",71,46
"SLC22A24",0,0
"SLC22A25",0,0
"SLC22A3",3,3
"SLC22A31",0,0
"SLC22A4",1,1
"SLC22A5",12,12
"SLC22A6",0,0
"SLC22A7",0,0
"SLC22A8",0,0
"SLC22A9",0,0
"SLC23A1",0,0
"SLC23A2",6,6
"SLC23A3",1,4
"SLC24A1",7,8
"SLC24A2",0,0
"SLC24A3",88,87
"SLC24A4",0,0
"SLC24A5",0,0
"SLC25A1",5,12
"SLC25A10",2,5
"SLC25A11",15,20
"SLC25A12",3,1
"SLC25A13",2,8
"SLC25A14",1,3
"SLC25A15",0,1
"SLC25A16",3,9
"SLC25A17",10,5
"SLC25A18",0,0
"SLC25A19",1,4
"SLC25A2",0,0
"SLC25A20",8,12
"SLC25A21",2,4
"SLC25A22",0,1
"SLC25A23",14,18
"SLC25A24",5,7
"SLC25A25",151,115
"SLC25A26",32,63
"SLC25A27",0,0
"SLC25A28",22,27
"SLC25A29",6,3
"SLC25A3",75,126
"SLC25A30",30,13
"SLC25A31",0,0
"SLC25A32",3,5
"SLC25A33",1,0
"SLC25A34",0,0
"SLC25A35",0,2
"SLC25A36",7,8
"SLC25A37",44,52
"SLC25A38",2,3
"SLC25A39",50,59
"SLC25A4",2,7
"SLC25A40",0,7
"SLC25A41",0,0
"SLC25A42",24,8
"SLC25A43",10,11
"SLC25A44",10,3
"SLC25A45",1,3
"SLC25A46",14,16
"SLC25A47",0,0
"SLC25A48",1,0
"SLC25A5",80,156
"SLC25A51",8,12
"SLC25A52",0,0
"SLC25A53",4,4
"SLC25A6",726,702
"SLC26A1",0,0
"SLC26A10",0,0
"SLC26A11",7,6
"SLC26A2",9,24
"SLC26A3",0,0
"SLC26A4",0,1
"SLC26A5",0,0
"SLC26A6",6,8
"SLC26A7",0,0
"SLC26A8",0,0
"SLC26A9",4,2
"SLC27A1",1,3
"SLC27A2",0,1
"SLC27A3",2,6
"SLC27A4",63,49
"SLC27A5",0,1
"SLC27A6",0,4
"SLC28A1",0,0
"SLC28A2",0,0
"SLC28A3",4,7
"SLC29A1",1,4
"SLC29A2",0,1
"SLC29A3",6,0
"SLC29A4",0,1
"SLC2A1",112,137
"SLC2A10",2,5
"SLC2A11",3,0
"SLC2A12",0,6
"SLC2A13",1,0
"SLC2A14",0,1
"SLC2A2",0,0
"SLC2A3",3,6
"SLC2A4",4,0
"SLC2A4RG",63,39
"SLC2A5",6,2
"SLC2A6",40,8
"SLC2A7",0,0
"SLC2A8",1,7
"SLC2A9",8,0
"SLC30A1",5,5
"SLC30A10",0,0
"SLC30A2",0,0
"SLC30A3",0,0
"SLC30A4",19,24
"SLC30A5",14,9
"SLC30A6",3,4
"SLC30A7",8,4
"SLC30A8",0,0
"SLC30A9",24,40
"SLC31A1",75,74
"SLC31A2",8,7
"SLC32A1",0,0
"SLC33A1",7,9
"SLC34A1",1,1
"SLC34A2",0,8
"SLC34A3",2,0
"SLC35A1",1,3
"SLC35A2",146,124
"SLC35A3",15,30
"SLC35A4",30,41
"SLC35A5",5,8
"SLC35B1",37,26
"SLC35B2",40,45
"SLC35B3",13,13
"SLC35B4",15,15
"SLC35C1",16,40
"SLC35C2",20,19
"SLC35D1",27,34
"SLC35D2",179,205
"SLC35D3",0,0
"SLC35E1",23,40
"SLC35E2B",3,5
"SLC35E3",1,7
"SLC35E4",8,0
"SLC35F1",0,0
"SLC35F2",5,4
"SLC35F3",0,0
"SLC35F4",0,0
"SLC35F5",485,363
"SLC35F6",42,41
"SLC35G1",4,1
"SLC35G2",3,3
"SLC35G3",0,0
"SLC35G5",0,0
"SLC35G6",0,0
"SLC36A1",1,4
"SLC36A2",1,0
"SLC36A3",0,0
"SLC36A4",3,4
"SLC37A1",42,33
"SLC37A2",120,132
"SLC37A3",3,13
"SLC37A4",5,5
"SLC38A1",31,56
"SLC38A10",19,23
"SLC38A11",0,0
"SLC38A2",38,51
"SLC38A3",1,0
"SLC38A4",3,2
"SLC38A5",24,11
"SLC38A6",1,3
"SLC38A7",5,6
"SLC38A8",0,0
"SLC38A9",5,6
"SLC39A1",164,147
"SLC39A10",15,8
"SLC39A11",9,11
"SLC39A12",0,0
"SLC39A13",0,0
"SLC39A14",5,8
"SLC39A2",20,20
"SLC39A3",5,3
"SLC39A4",14,12
"SLC39A5",0,0
"SLC39A6",26,35
"SLC39A7",360,316
"SLC39A8",5,1
"SLC39A9",21,8
"SLC3A1",0,1
"SLC3A2",29,46
"SLC40A1",16,29
"SLC41A1",10,9
"SLC41A2",0,0
"SLC41A3",1,9
"SLC43A1",1,0
"SLC43A2",11,7
"SLC43A3",6,20
"SLC44A1",28,57
"SLC44A2",75,77
"SLC44A3",15,17
"SLC44A4",0,0
"SLC44A5",0,0
"SLC45A1",0,0
"SLC45A2",0,0
"SLC45A3",0,0
"SLC45A4",4,8
"SLC46A1",0,0
"SLC46A2",2,0
"SLC46A3",1,0
"SLC47A1",1,0
"SLC47A2",15,15
"SLC48A1",6,4
"SLC4A1",0,0
"SLC4A10",0,0
"SLC4A11",5,4
"SLC4A1AP",8,20
"SLC4A2",123,66
"SLC4A3",3,3
"SLC4A4",0,0
"SLC4A5",0,0
"SLC4A7",2,9
"SLC4A8",0,0
"SLC4A9",1,0
"SLC50A1",15,33
"SLC51A",0,0
"SLC51B",0,0
"SLC52A1",0,0
"SLC52A2",140,99
"SLC52A3",13,22
"SLC5A1",57,132
"SLC5A10",0,0
"SLC5A11",0,0
"SLC5A12",0,0
"SLC5A2",0,1
"SLC5A3",6,7
"SLC5A4",0,1
"SLC5A5",1,0
"SLC5A6",19,26
"SLC5A7",0,0
"SLC5A8",0,0
"SLC5A9",0,5
"SLC6A1",0,1
"SLC6A11",9,11
"SLC6A12",0,0
"SLC6A13",0,0
"SLC6A14",32,84
"SLC6A15",2,3
"SLC6A16",0,0
"SLC6A17",0,1
"SLC6A18",0,0
"SLC6A19",0,0
"SLC6A2",0,1
"SLC6A20",0,0
"SLC6A3",0,0
"SLC6A4",0,0
"SLC6A5",0,0
"SLC6A6",8,14
"SLC6A7",0,0
"SLC6A8",24,30
"SLC6A9",55,59
"SLC7A1",730,843
"SLC7A10",0,0
"SLC7A11",6,6
"SLC7A13",0,0
"SLC7A14",0,0
"SLC7A2",1,7
"SLC7A3",0,0
"SLC7A4",7,4
"SLC7A5",1023,956
"SLC7A6",9,10
"SLC7A6OS",3,9
"SLC7A7",20,11
"SLC7A8",10,6
"SLC7A9",0,0
"SLC8A1",3,12
"SLC8A2",0,1
"SLC8A3",1,0
"SLC8B1",37,28
"SLC9A1",31,9
"SLC9A2",1,0
"SLC9A3",0,0
"SLC9A3R1",809,706
"SLC9A3R2",16,8
"SLC9A4",2,0
"SLC9A5",1,0
"SLC9A6",31,38
"SLC9A7",23,23
"SLC9A8",12,16
"SLC9A9",7,11
"SLC9B1",0,0
"SLC9B2",0,8
"SLC9C1",1,0
"SLC9C2",0,0
"SLCO1A2",0,0
"SLCO1B1",0,0
"SLCO1B3",0,0
"SLCO1B7",0,0
"SLCO1C1",0,0
"SLCO2A1",16,14
"SLCO2B1",26,22
"SLCO3A1",15,16
"SLCO4A1",3,19
"SLCO4C1",0,0
"SLCO5A1",2,0
"SLCO6A1",0,0
"SLF1",1,4
"SLF2",62,90
"SLFN11",4,6
"SLFN12",2,1
"SLFN12L",1,2
"SLFN13",12,21
"SLFN14",0,0
"SLFN5",104,101
"SLFNL1",0,0
"SLIRP",10,32
"SLIT1",0,0
"SLIT2",2,1
"SLIT3",2,3
"SLITRK1",0,0
"SLITRK2",0,0
"SLITRK3",0,0
"SLITRK4",0,0
"SLITRK5",0,0
"SLITRK6",1,13
"SLK",93,120
"SLMAP",300,215
"SLN",0,0
"SLPI",363,388
"SLTM",86,89
"SLU7",18,33
"SLURP1",46,71
"SLX1A",0,0
"SLX1A-SULT1A3",0,0
"SLX1B",0,0
"SLX4",1,2
"SLX4IP",0,2
"SMAD1",10,3
"SMAD2",35,51
"SMAD3",149,195
"SMAD4",12,19
"SMAD5",26,26
"SMAD6",3,3
"SMAD7",2,2
"SMAD9",1,1
"SMAGP",32,34
"SMAP1",26,34
"SMAP2",106,131
"SMARCA1",9,3
"SMARCA2",15,21
"SMARCA4",56,53
"SMARCA5",18,46
"SMARCAD1",7,18
"SMARCAL1",3,2
"SMARCB1",11,18
"SMARCC1",397,439
"SMARCC2",4,20
"SMARCD1",29,28
"SMARCD2",36,19
"SMARCD3",0,1
"SMARCE1",18,34
"SMC1A",36,48
"SMC1B",0,0
"SMC2",11,21
"SMC3",36,32
"SMC4",26,60
"SMC5",10,23
"SMC6",13,14
"SMCHD1",20,21
"SMCO1",0,0
"SMCO2",0,0
"SMCO3",0,0
"SMCO4",7,19
"SMCP",0,0
"SMCR8",119,77
"SMDT1",141,197
"SMG1",12,13
"SMG5",17,20
"SMG6",24,38
"SMG7",10,10
"SMG8",2,2
"SMG9",1,0
"SMIM1",0,0
"SMIM10",18,13
"SMIM10L1",2,3
"SMIM10L2A",1,0
"SMIM10L2B",9,10
"SMIM12",18,27
"SMIM13",4,0
"SMIM14",108,113
"SMIM15",44,75
"SMIM17",0,0
"SMIM18",0,0
"SMIM19",5,12
"SMIM2",0,0
"SMIM20",3,5
"SMIM21",0,0
"SMIM22",0,0
"SMIM23",0,0
"SMIM24",0,0
"SMIM3",84,26
"SMIM4",6,13
"SMIM5",42,48
"SMIM6",0,1
"SMIM7",14,14
"SMIM8",2,2
"SMIM9",0,0
"SMKR1",0,1
"SMLR1",0,0
"SMN1",2,0
"SMNDC1",7,16
"SMO",3,12
"SMOC1",3,0
"SMOC2",1,3
"SMOX",22,10
"SMPD1",8,14
"SMPD2",6,14
"SMPD3",5,4
"SMPD4",10,10
"SMPDL3A",13,16
"SMPDL3B",1,0
"SMPX",0,0
"SMR3A",0,0
"SMR3B",0,0
"SMS",19,11
"SMTN",24,8
"SMTNL1",0,0
"SMTNL2",0,1
"SMU1",12,15
"SMUG1",85,145
"SMURF1",39,41
"SMURF2",7,4
"SMYD1",0,0
"SMYD2",4,12
"SMYD3",2,1
"SMYD4",26,22
"SMYD5",6,3
"SNAI1",2,0
"SNAI2",10,10
"SNAI3",0,0
"SNAP23",94,103
"SNAP25",0,0
"SNAP29",20,28
"SNAP47",4,1
"SNAP91",0,0
"SNAPC1",4,16
"SNAPC2",11,2
"SNAPC3",42,39
"SNAPC4",1,5
"SNAPC5",2,8
"SNAPIN",152,179
"SNCA",65,17
"SNCAIP",0,0
"SNCB",0,0
"SNCG",12,1
"SND1",199,191
"SNED1",1,0
"SNF8",26,41
"SNIP1",13,9
"SNN",463,334
"SNPH",16,10
"SNRK",51,54
"SNRNP200",11,35
"SNRNP25",5,14
"SNRNP27",7,10
"SNRNP35",14,11
"SNRNP40",4,4
"SNRNP48",7,4
"SNRNP70",94,94
"SNRPA",9,10
"SNRPA1",6,17
"SNRPB",35,69
"SNRPB2",12,29
"SNRPC",26,36
"SNRPD1",43,87
"SNRPD2",36,53
"SNRPD3",37,51
"SNRPE",22,33
"SNRPF",31,57
"SNRPG",20,41
"SNRPN",3,4
"SNTA1",3,4
"SNTB1",4,6
"SNTB2",11,20
"SNTG1",0,0
"SNTG2",1,1
"SNTN",0,0
"SNU13",43,51
"SNUPN",35,31
"SNURF",1,0
"SNW1",83,94
"SNX1",48,48
"SNX10",1,0
"SNX11",14,22
"SNX12",79,97
"SNX13",91,105
"SNX14",57,51
"SNX15",0,0
"SNX16",23,39
"SNX17",76,71
"SNX18",255,224
"SNX19",117,101
"SNX2",16,20
"SNX20",1,1
"SNX21",9,13
"SNX22",4,4
"SNX24",6,10
"SNX25",3,1
"SNX27",158,115
"SNX29",17,20
"SNX3",105,112
"SNX30",5,2
"SNX31",6,0
"SNX32",2,1
"SNX33",79,97
"SNX4",14,13
"SNX5",29,42
"SNX6",18,25
"SNX7",6,7
"SNX8",20,36
"SNX9",50,62
"SOAT1",65,35
"SOAT2",0,0
"SOBP",0,0
"SOCS1",0,0
"SOCS2",3,9
"SOCS3",191,90
"SOCS4",6,6
"SOCS5",28,12
"SOCS6",22,23
"SOCS7",19,14
"SOD1",77,107
"SOD2",244,563
"SOD3",5,0
"SOGA1",27,16
"SOGA3",0,0
"SOHLH1",0,0
"SOHLH2",0,0
"SON",128,204
"SORBS1",7,24
"SORBS2",11,33
"SORBS3",27,23
"SORCS1",0,0
"SORCS2",11,3
"SORCS3",0,0
"SORD",18,20
"SORL1",15,13
"SORT1",303,273
"SOS1",19,14
"SOS2",16,21
"SOST",0,0
"SOSTDC1",0,0
"SOWAHA",0,0
"SOWAHB",2,8
"SOWAHC",159,152
"SOWAHD",0,1
"SOX1",0,1
"SOX10",0,0
"SOX11",1,1
"SOX12",8,5
"SOX13",4,1
"SOX14",0,0
"SOX15",12,19
"SOX17",2,0
"SOX18",1,2
"SOX2",56,109
"SOX21",4,13
"SOX3",0,0
"SOX30",0,0
"SOX4",69,82
"SOX5",1,0
"SOX6",20,24
"SOX7",9,11
"SOX8",0,0
"SOX9",7,9
"SP1",53,110
"SP100",8,21
"SP110",5,3
"SP140",0,6
"SP140L",10,5
"SP2",3,1
"SP3",10,26
"SP4",1,2
"SP5",0,0
"SP6",53,41
"SP7",0,0
"SP8",0,0
"SP9",0,0
"SPA17",0,3
"SPACA1",0,0
"SPACA3",0,0
"SPACA4",0,0
"SPACA5",0,0
"SPACA5B",0,0
"SPACA7",0,0
"SPAG1",5,6
"SPAG11A",0,0
"SPAG11B",0,0
"SPAG16",210,227
"SPAG17",9,9
"SPAG4",2,1
"SPAG5",3,4
"SPAG6",0,0
"SPAG7",6,14
"SPAG8",0,0
"SPAG9",92,61
"SPAM1",0,0
"SPANXA1",0,0
"SPANXA2",0,0
"SPANXB1",0,0
"SPANXC",0,0
"SPANXD",0,0
"SPANXN1",0,0
"SPANXN2",0,0
"SPANXN3",0,0
"SPANXN4",0,0
"SPANXN5",0,0
"SPARC",68,45
"SPARCL1",22,12
"SPAST",13,12
"SPATA12",0,1
"SPATA13",1,2
"SPATA16",0,0
"SPATA17",0,0
"SPATA18",0,2
"SPATA19",0,0
"SPATA2",0,1
"SPATA20",17,10
"SPATA21",0,2
"SPATA22",0,0
"SPATA24",1,0
"SPATA25",0,0
"SPATA2L",16,5
"SPATA3",0,0
"SPATA31A1",0,0
"SPATA31A3",0,0
"SPATA31A5",0,0
"SPATA31A6",0,0
"SPATA31A7",0,0
"SPATA31D1",0,0
"SPATA31D3",0,0
"SPATA31D4",0,0
"SPATA31E1",0,0
"SPATA32",0,0
"SPATA33",4,2
"SPATA4",0,0
"SPATA45",0,0
"SPATA5",23,37
"SPATA5L1",19,15
"SPATA6",0,0
"SPATA6L",5,3
"SPATA7",0,0
"SPATA8",0,0
"SPATA9",0,0
"SPATC1",0,0
"SPATC1L",0,1
"SPATS1",0,0
"SPATS2",42,20
"SPATS2L",54,59
"SPC24",0,8
"SPC25",26,31
"SPCS1",32,39
"SPCS2",201,214
"SPCS3",110,126
"SPDEF",0,0
"SPDL1",10,6
"SPDYA",0,2
"SPDYC",0,0
"SPDYE1",0,0
"SPDYE16",0,0
"SPDYE2",0,0
"SPDYE2B",0,0
"SPDYE3",0,0
"SPDYE4",0,0
"SPDYE5",0,0
"SPDYE6",0,0
"SPECC1",6,19
"SPECC1L",225,228
"SPECC1L-ADORA2A",0,0
"SPEF1",0,0
"SPEF2",2,0
"SPEG",2,4
"SPEM1",0,0
"SPEN",75,63
"SPESP1",0,0
"SPG11",1,14
"SPG21",24,14
"SPG7",11,18
"SPHK1",10,9
"SPHK2",6,5
"SPHKAP",0,0
"SPI1",50,44
"SPIB",1,3
"SPIC",0,0
"SPICE1",1,7
"SPIDR",10,9
"SPIN1",71,76
"SPIN2A",0,0
"SPIN2B",0,1
"SPIN3",0,2
"SPIN4",0,4
"SPINK1",0,0
"SPINK13",0,0
"SPINK14",0,0
"SPINK2",0,1
"SPINK4",0,0
"SPINK5",942,1221
"SPINK6",1,0
"SPINK7",284,219
"SPINK8",0,0
"SPINK9",0,0
"SPINT1",223,216
"SPINT2",739,658
"SPINT3",0,0
"SPINT4",0,0
"SPIRE1",20,22
"SPIRE2",0,0
"SPN",7,32
"SPNS1",0,0
"SPNS2",128,83
"SPNS3",1,5
"SPO11",0,0
"SPOCD1",3,1
"SPOCK1",0,0
"SPOCK2",21,73
"SPOCK3",0,0
"SPON1",2,0
"SPON2",9,3
"SPOP",7,28
"SPOPL",73,82
"SPP1",2,0
"SPP2",0,0
"SPPL2A",9,7
"SPPL2B",7,5
"SPPL2C",0,0
"SPPL3",80,96
"SPR",4,8
"SPRED1",168,98
"SPRED2",4,5
"SPRED3",3,0
"SPRN",0,0
"SPRR1A",895,1112
"SPRR1B",1875,1950
"SPRR2A",1222,1836
"SPRR2B",28,62
"SPRR2D",938,1079
"SPRR2E",925,1469
"SPRR2F",262,821
"SPRR2G",22,26
"SPRR3",1799,3065
"SPRR4",4,2
"SPRTN",2,2
"SPRY1",0,6
"SPRY2",1,1
"SPRY3",1,0
"SPRY4",9,5
"SPRYD3",63,51
"SPRYD4",130,114
"SPRYD7",27,41
"SPSB1",11,7
"SPSB2",17,5
"SPSB3",159,98
"SPSB4",0,0
"SPTA1",0,0
"SPTAN1",19,20
"SPTB",0,0
"SPTBN1",76,61
"SPTBN2",59,32
"SPTBN4",2,1
"SPTBN5",1,2
"SPTLC1",15,35
"SPTLC2",43,69
"SPTLC3",4,8
"SPTSSA",44,61
"SPTSSB",5,4
"SPTY2D1",155,172
"SPX",0,0
"SPZ1",0,0
"SQLE",66,86
"SQSTM1",100,59
"SRA1",18,18
"SRBD1",2,16
"SRC",40,36
"SRCAP",200,230
"SRCIN1",0,1
"SRD5A1",24,31
"SRD5A2",0,0
"SRD5A3",27,40
"SREBF1",111,80
"SREBF2",76,111
"SREK1",49,61
"SREK1IP1",11,28
"SRF",65,58
"SRFBP1",6,10
"SRGAP1",6,16
"SRGAP2",22,28
"SRGAP2B",0,0
"SRGAP2C",0,0
"SRGAP3",2,7
"SRGN",17,21
"SRI",60,59
"SRL",0,0
"SRM",15,12
"SRMS",0,2
"SRP14",92,160
"SRP19",7,9
"SRP54",90,90
"SRP68",127,95
"SRP72",57,74
"SRP9",25,32
"SRPK1",19,12
"SRPK2",56,45
"SRPK3",0,1
"SRPRB",16,30
"SRPX",2,2
"SRPX2",9,13
"SRR",1,1
"SRRD",5,18
"SRRM1",14,30
"SRRM2",106,173
"SRRM3",14,10
"SRRM4",0,0
"SRRM5",0,0
"SRRT",161,160
"SRSF1",23,41
"SRSF10",177,180
"SRSF11",32,67
"SRSF12",0,5
"SRSF2",19,44
"SRSF3",99,160
"SRSF4",17,36
"SRSF5",75,92
"SRSF6",223,332
"SRSF7",38,69
"SRSF8",202,249
"SRSF9",545,535
"SRXN1",14,6
"SRY",0,0
"SS18",16,31
"SS18L1",35,16
"SS18L2",5,10
"SSB",106,133
"SSBP1",33,60
"SSBP2",7,13
"SSBP3",92,90
"SSBP4",15,12
"SSC4D",2,1
"SSC5D",1,0
"SSH1",41,21
"SSH2",13,16
"SSH3",52,41
"SSMEM1",0,0
"SSNA1",39,44
"SSPN",2,1
"SSPO",1,0
"SSR1",50,60
"SSR2",36,41
"SSR3",123,109
"SSR4",224,184
"SSRP1",16,43
"SST",0,0
"SSTR1",0,0
"SSTR2",4,11
"SSTR3",1,0
"SSTR4",0,0
"SSTR5",0,0
"SSU72",36,58
"SSUH2",1,0
"SSX1",1,0
"SSX2",0,0
"SSX2B",0,0
"SSX2IP",5,11
"SSX3",0,0
"SSX4",0,0
"SSX4B",0,0
"SSX5",0,0
"SSX7",0,0
"ST13",498,431
"ST14",121,125
"ST18",0,0
"ST20",0,0
"ST20-MTHFS",0,0
"ST3GAL1",24,35
"ST3GAL2",18,7
"ST3GAL3",2,2
"ST3GAL4",7,13
"ST3GAL5",1,12
"ST3GAL6",4,1
"ST6GAL1",6,5
"ST6GAL2",0,0
"ST6GALNAC1",44,58
"ST6GALNAC2",117,66
"ST6GALNAC3",0,0
"ST6GALNAC4",4,4
"ST6GALNAC5",1,0
"ST6GALNAC6",11,13
"ST7",1,4
"ST7L",14,9
"ST8SIA1",2,2
"ST8SIA2",0,0
"ST8SIA3",0,0
"ST8SIA4",3,2
"ST8SIA5",0,0
"ST8SIA6",2,1
"STAB1",3,6
"STAB2",0,0
"STAC",0,1
"STAC2",0,0
"STAC3",4,3
"STAG1",10,12
"STAG2",54,64
"STAG3",0,0
"STAG3L5P-PVRIG2P-PILRB",0,0
"STAM",7,6
"STAM2",12,8
"STAMBP",9,22
"STAMBPL1",0,0
"STAP1",0,1
"STAP2",86,91
"STAR",9,18
"STARD10",18,35
"STARD13",22,6
"STARD3",17,28
"STARD3NL",4,3
"STARD4",6,7
"STARD5",2,8
"STARD6",0,0
"STARD7",21,42
"STARD8",0,0
"STARD9",1,0
"STAT1",27,34
"STAT2",15,24
"STAT3",390,469
"STAT4",0,2
"STAT5A",14,13
"STAT5B",11,12
"STAT6",419,448
"STATH",0,0
"STAU1",18,28
"STAU2",14,28
"STC1",8,6
"STC2",40,10
"STEAP1",10,5
"STEAP1B",5,0
"STEAP2",1,2
"STEAP3",1,2
"STEAP4",21,44
"STH",0,0
"STIL",2,3
"STIM1",36,63
"STIM2",11,9
"STIP1",49,72
"STK10",41,45
"STK11",158,135
"STK11IP",4,4
"STK16",17,32
"STK17A",25,30
"STK17B",10,18
"STK19",15,2
"STK24",1692,1316
"STK25",18,15
"STK26",5,8
"STK3",4,3
"STK31",0,0
"STK32A",0,0
"STK32B",0,0
"STK32C",5,5
"STK33",1,0
"STK35",5,10
"STK36",1,0
"STK38",123,100
"STK38L",18,21
"STK39",32,78
"STK4",12,22
"STK40",164,153
"STKLD1",0,0
"STMN1",12,30
"STMN2",0,0
"STMN3",71,35
"STMN4",0,1
"STMND1",0,0
"STOM",22,41
"STOML1",51,63
"STOML2",11,46
"STOML3",0,0
"STON1",0,3
"STON1-GTF2A1L",0,0
"STON2",4,2
"STOX1",0,0
"STOX2",19,19
"STPG1",9,6
"STPG2",0,0
"STRA6",2,1
"STRA8",0,0
"STRADA",0,1
"STRADB",3,7
"STRAP",28,40
"STRBP",13,32
"STRC",0,0
"STRIP1",32,38
"STRIP2",8,1
"STRN",73,77
"STRN3",27,31
"STRN4",24,10
"STS",3,1
"STT3A",18,32
"STT3B",196,204
"STUB1",292,224
"STX10",108,111
"STX11",2,1
"STX12",15,36
"STX16",25,45
"STX16-NPEPL1",0,0
"STX17",18,17
"STX18",2,13
"STX19",1,2
"STX1A",1,0
"STX1B",0,1
"STX2",5,2
"STX3",8,24
"STX4",36,50
"STX5",19,29
"STX6",134,97
"STX7",40,40
"STX8",6,4
"STXBP1",14,2
"STXBP2",45,54
"STXBP3",15,13
"STXBP4",4,0
"STXBP5",78,97
"STXBP5L",0,0
"STXBP6",0,0
"STYK1",1,7
"STYX",3,10
"STYXL1",10,8
"SUB1",61,85
"SUCLA2",8,24
"SUCLG1",28,45
"SUCLG2",20,51
"SUCNR1",0,1
"SUCO",37,54
"SUDS3",46,45
"SUFU",1,5
"SUGCT",2,0
"SUGP1",16,20
"SUGP2",17,21
"SUGT1",36,34
"SULF1",18,3
"SULF2",24,11
"SULT1A1",4,0
"SULT1A2",0,0
"SULT1A3",0,0
"SULT1A4",0,0
"SULT1B1",6,6
"SULT1C2",0,0
"SULT1C3",0,0
"SULT1C4",1,0
"SULT1E1",2,1
"SULT2A1",0,0
"SULT2B1",92,95
"SULT4A1",0,0
"SULT6B1",0,0
"SUMF1",417,458
"SUMF2",12,33
"SUMO1",122,133
"SUMO2",93,81
"SUMO3",21,26
"SUMO4",0,0
"SUN1",26,30
"SUN2",288,363
"SUN3",0,0
"SUN5",0,0
"SUOX",1,1
"SUPT16H",17,38
"SUPT20H",4,13
"SUPT3H",0,2
"SUPT4H1",12,27
"SUPT5H",49,42
"SUPT6H",38,23
"SUPT7L",28,27
"SUPV3L1",0,2
"SURF1",5,8
"SURF2",183,195
"SURF4",867,861
"SURF6",15,16
"SUSD1",4,1
