"GENE_SYMBOL","GSM7744827--R002","GSM7744829--R008","GSM7744830--R009","GSM7744832--R010","GSM7744833--R012","GSM7744834--R013","GSM7744836--R014","GSM7744837--R015","GSM7744838--R016","GSM7744839--R017","GSM7744841--R018","GSM7744842--R019","GSM7744843--R020","GSM7744844--R021","GSM7744845--R022"
"CAND1",9743,7418,6587,14386,9396,8303,10038,9465,24289,11656,12774,16113,13099,1201,13043
"CAND2",136,177,111,35,644,87,610,769,236,355,1446,2030,197,5,1330
"CANT1",4404,2735,4131,19271,2356,6641,3556,3587,28660,9891,7003,7775,4914,2289,23013
"CANX",33726,26256,97194,97395,45320,53737,70001,162296,228862,73328,27180,151740,76398,11857,200250
"CAP1",26001,21282,59227,31501,41242,56070,33184,38986,112435,28868,32913,48854,66060,20674,106931
"CAP2",1167,1345,3128,2632,2210,574,5834,516,7015,2632,2556,2842,1387,277,5010
"CAPG",14753,28787,56983,9388,6644,61397,11184,27926,31117,25639,37515,87196,79864,7778,72005
"CAPN1",24992,11696,28974,11468,12477,14623,23577,16467,36983,30554,10997,27971,33906,4820,41540
"CAPN10",1470,1334,1031,973,1152,1408,1429,1285,2273,2086,1908,1781,1544,762,1522
"CAPN11",19,54,165,10,342,200,435,0,35,37,59,194,107,264,135
"CAPN12",239,58,175,0,1,91,21,106,50,1037,754,351,62,60,1022
"CAPN13",1823,145,1837,2481,0,1901,93,85,56,794,0,164,8126,629,27
"CAPN14",11,0,5,18,0,0,7,225,36,1,1,483,194,6,20
"CAPN15",1403,1678,1183,2842,1595,2004,2530,2708,2013,3370,1726,3297,2990,1396,6609
"CAPN2",32748,11323,20101,29217,35040,35879,67536,26765,26315,34657,15003,65505,41209,9003,37084
"CAPN3",19,74,13,11,23,45,10,3,16,19,152,27,5,0,11
"CAPN5",340,452,804,243,1680,768,2725,1474,1246,9671,1824,2625,3010,281,2009
"CAPN6",82,2,25,10,633,149,1527,323,65686,258,202,11259,0,243,18
"CAPN7",2501,2169,2442,5564,4288,2727,3380,4130,5082,4667,6622,4079,3125,1244,2622
"CAPN8",60,0,0,5559,7,515,33,614,0,30,262,8,290,2,112
"CAPN9",43,16,13,2722,11,31,300,70,52,450,654,269,538,1,23
"CAPNS1",5195,9620,17668,18159,14694,13711,18550,11685,19041,17744,29779,16324,23196,4167,29018
"CAPNS2",0,1,10,1,0,20,12,1,23,0,1,12,0,0,4
"CAPRIN1",13328,11266,17065,24892,18375,12529,17722,18788,95854,14527,21712,58241,31047,3488,21866
"CAPRIN2",1823,794,1124,803,1555,1393,1859,985,1088,1292,4676,1677,1600,1229,1463
"CAPS",1633,6896,2649,612,231,1462,299,4539,2201,9551,23010,2191,3899,376,24548
"CAPS2",595,163,285,324,305,130,246,193,431,261,643,128,685,22,82
"CAPSL",0,1,66,9,0,19,1,11,24,142,20,29,68,0,0
"CAPZA1",15128,17913,28285,17312,19149,21077,11979,15599,38684,13554,19784,18618,23129,9621,44675
"CAPZA2",19385,12456,32997,23191,28946,20630,27321,21957,60030,26314,16025,24417,27075,7766,56079
"CAPZA3",0,0,0,0,0,0,0,0,74,12,3,25,0,1,22
"CAPZB",10088,17012,26648,14471,18928,30688,20310,22558,19910,17319,18053,17130,31317,8279,32380
"CARD10",48,4365,886,684,2258,1468,5292,1391,1556,1549,987,2897,1996,52,2993
"CARD11",180,503,510,188,583,1563,266,166,12,525,21,113,2673,1240,481
"CARD14",120,622,581,1862,15,282,443,719,3628,411,2179,3381,957,0,1711
"CARD16",829,2015,2679,1282,2881,7395,2076,4400,1104,1564,605,1069,6104,5450,1351
"CARD17",1,12,20,0,20,42,24,52,31,44,0,0,234,9,0
"CARD18",0,0,6,0,0,266,0,0,1,0,0,0,0,0,0
"CARD6",81,649,912,358,2645,1857,2711,739,2278,690,640,1459,2778,672,878
"CARD8",992,2647,2361,2150,6247,2648,2770,1820,2027,1921,3550,3085,4686,3142,2104
"CARD9",1992,1029,1507,176,258,1961,350,646,465,942,1007,769,3726,239,3556
"CARF",925,325,234,346,603,237,403,315,688,291,1279,429,613,1,816
"CARHSP1",17806,3942,7850,11172,4599,9973,6444,7536,7296,11288,11703,25853,9388,6716,5433
"CARM1",887,715,741,993,1014,760,1215,1554,2299,1182,1242,1616,1180,1951,1140
"CARNMT1",2038,1540,1443,4449,1978,1624,2366,1981,4952,2268,901,2572,2383,332,2576
"CARNS1",170,97,61,42,32,28,61,64,100,132,178,58,82,7,67
"CARS2",16288,6501,6063,3598,7193,5775,5357,4885,15919,9114,7739,7045,5449,3380,7387
"CARTPT",0,0,0,1,0,0,6,0,0,0,0,0,0,0,0
"CASC3",5575,3654,8618,14110,10628,6957,11706,7522,15872,6545,9043,18759,5900,4833,8494
"CASD1",1834,944,1096,3485,2388,910,2097,1107,7474,2307,2993,3047,2764,567,5238
"CASK",7877,3261,2161,12212,2873,3767,3955,5344,25129,5909,6702,10331,10081,1341,10401
"CASKIN1",1,55,3,14,0,19,1,83,17,11,137,19,0,3,27
"CASKIN2",1130,744,866,1308,2182,868,4152,987,4964,2379,2578,2499,967,557,3757
"CASP1",1590,2200,4836,2860,6124,7995,3867,6577,3575,3747,393,2178,10861,4122,1870
"CASP10",405,893,1431,314,1296,1206,1403,803,452,818,159,412,4366,449,1056
"CASP14",90,13,13,994,0,4770,1845,182,2830,957,1,262,9355,82,17
"CASP16P",19,22,6,14,2,2,2,1,16,183,77,18,1,1,1
"CASP2",3536,3360,2797,2625,1741,1887,2381,2556,7886,2773,9161,6170,3052,1437,6945
"CASP3",9659,4472,5805,7659,3191,3539,3676,5393,14861,7064,2960,4998,13151,1265,7209
"CASP4",2267,2542,5763,3133,6220,11062,4397,9654,5341,4336,1307,3034,15877,5948,5462
"CASP5",4,44,74,54,91,161,26,81,3,36,0,2,184,350,21
"CASP6",9433,3728,7590,4080,2498,3018,2324,1560,9268,5624,5940,6218,7167,691,5742
"CASP7",1968,2684,2925,5994,3997,2897,4010,5331,5031,3059,1485,6336,10920,1199,3598
"CASP8",3196,2230,2506,1946,4556,1985,2434,2990,1716,2766,1764,1430,5438,2811,2502
"CASP8AP2",2286,2929,3088,2318,2282,2204,2523,1478,4899,2731,8072,6343,2479,1683,5648
"CASP9",1155,729,1521,1195,940,1235,933,537,1617,1563,851,1122,1691,498,1926
"CASQ1",46,35,3,89,17,3,141,1,13,0,1,6,13,0,1
"CASQ2",0,4,0,7,2123,9,947,0,104,48,236,71,71,0,54
"CASR",0,0,0,0,1,2,1,1,0,1,1,0,2,0,0
"CASS4",126,66,133,66,661,632,139,985,0,242,88,38,465,412,113
"CAST",11679,9128,23782,20766,20893,26511,19224,20408,39011,15037,17719,32882,21779,6244,40609
"CASZ1",599,850,742,914,190,282,805,484,1416,728,2822,1162,967,241,2082
"CAT",5313,5366,8066,7170,83808,9200,43861,10547,25641,84376,13121,20676,11376,5159,6241
"CATIP",33,23,62,21,35,95,12,16,26,39,154,10,52,176,22
"CATSPER1",64,26,313,52,81,1397,67,154,25,53,17,101,219,265,53
"CATSPER2",5,90,83,36,45,83,63,136,127,25,841,246,116,93,111
"CATSPER3",56,5,55,68,56,20,18,29,42,67,67,81,43,115,39
"CATSPER4",6,1,4,0,0,0,0,0,0,0,43,0,0,0,0
"CATSPERB",14,269,28,257,23,62,10,9,334,30,35,219,1327,0,104
"CATSPERD",10,15,9,9,3,7,2,7,11,2,13,9,4,4,10
"CATSPERG",134,110,245,860,103,161,68,330,636,1129,1326,164,741,216,468
"CAV1",6213,2754,9337,1938,97143,12311,96907,15900,23838,1968,3825,22317,9002,872,8994
"CAV2",7381,1209,9519,1100,41283,6998,35509,8654,13864,3244,5754,9376,5018,749,8712
"CAV3",0,0,0,3,0,0,7,0,14,7,0,3,0,0,1
"CBARP",41,48,15,9,72,115,30,287,56,28,188,282,50,53,208
"CBFA2T2",3622,3846,1609,5886,2117,2613,3174,2916,2985,5591,8022,6533,5801,954,6148
"CBFA2T3",32,299,264,25,1358,345,925,427,239,873,1698,136,1427,621,313
"CBFB",7141,5254,6610,4028,4906,6516,4765,8408,13217,6990,6270,11812,8029,1629,14156
"CBL",1125,1489,973,228,1935,2777,1491,1543,3379,619,2293,4595,1488,3050,1758
"CBLB",1409,2724,1788,3062,2007,3941,2228,5345,7847,2305,3800,5893,6338,1769,2513
"CBLC",1221,844,5093,1784,0,490,1408,3527,2913,2449,6433,4790,3794,874,10807
"CBLL1",5031,2112,2727,4715,2771,1999,2935,1862,8649,2954,2742,5586,3054,1766,5798
"CBLN1",1,10,15,0,123,5,110,64,0,2,0,1,0,1,1
"CBLN2",38,1,54,86,0,0,19,147,0,48,0,0,0,353,4
"CBLN3",142,119,114,14,241,109,176,171,99,140,310,39,177,67,127
"CBLN4",0,94,12,564,45,0,114,94,134,33,0,24,146,0,281
"CBR1",35137,4888,17248,2080,6452,7527,6091,6004,30276,27885,22307,13898,20943,4231,41051
"CBR3",31322,2002,1968,1324,2207,1137,4310,1240,4646,6020,10255,3380,5860,608,30253
"CBR4",980,1030,947,1147,1828,813,1690,1238,2703,4646,2216,2007,3189,574,4061
"CBS",165,14,1,21,47,50,61,351,1529,935,306,1678,1442,13,646
"CBSL",4,359,64,0,116,30,0,504,558,1177,222,23,7,0,9
"CBWD1",3394,2284,2815,5744,2292,2763,1760,2861,10769,2181,7511,5586,3138,627,2764
"CBWD2",2831,2198,3074,2707,1567,1799,1447,1642,4569,1796,4279,2844,2544,529,4406
"CBWD3",229,169,147,228,90,81,61,109,693,124,377,396,470,122,155
"CBWD5",1419,918,1391,1248,586,551,416,420,1653,1188,2076,3096,1842,500,1939
"CBX1",9357,3811,5577,7010,2359,5645,3055,3485,8828,7989,17913,15085,3537,2359,6936
"CBX2",8821,1460,2465,3363,436,3167,2637,2754,38730,7757,6071,7617,2642,3978,1806
"CBX3",15248,23260,29178,14132,7426,11743,11048,14512,60323,15081,17559,30434,19468,10580,48310
"CBX4",2391,1708,2025,4073,1085,2913,1687,3944,6204,3090,3546,5632,3873,2145,4485
"CBX5",11255,7545,4379,15967,8840,10893,9712,10336,10010,7347,19121,20224,10303,3980,9003
"CBX6",722,14226,1481,2912,4770,4705,5025,10022,1821,1810,6614,6456,4463,1033,7200
"CBX7",370,1172,502,442,3624,1342,2722,794,1011,1570,1440,1691,2036,497,805
"CBX8",1664,704,854,839,497,1224,444,1358,3645,1746,1242,2751,762,728,1447
"CBY1",2379,7868,4591,4173,4311,2399,4370,3902,8209,6088,7814,7289,3706,724,12318
"CBY3",24,35,14,23,17,6,11,1,56,7,161,54,34,0,8
"CC2D1A",6143,1631,2130,7796,2865,2438,4948,2437,15442,3335,3878,11705,5908,466,7240
"CC2D1B",1147,1023,1636,1209,2893,2251,1822,1214,3175,1574,1855,2265,3123,548,2642
"CC2D2A",640,419,1210,269,1621,595,1039,1230,1213,483,882,1242,796,567,1111
"CC2D2B",0,0,0,0,1,3,7,0,0,9,13,3,0,4,0
"CCAR1",7815,5914,7511,9184,5863,4336,6795,7696,14860,7754,10461,14719,8275,2892,16133
"CCAR2",9316,1701,3515,8654,5005,4427,4903,6105,16119,4609,4194,8277,7455,1511,7502
"CCBE1",6,88,181,33,44,1192,224,2202,24,459,19,100,5,265,78
"CCDC102A",1258,1235,1589,740,1513,993,1967,3035,1634,1078,2449,4671,1684,356,2617
"CCDC102B",576,763,1028,438,1055,2544,2515,3180,1852,270,1227,1655,692,31,1976
"CCDC103",0,0,0,1,1,0,0,2,3,0,0,0,8,0,0
"CCDC105",1,2,0,0,0,0,0,2,0,0,0,0,0,0,0
"CCDC106",769,530,1033,1371,1521,1324,1251,1235,92,1495,1240,1850,933,107,2955
"CCDC107",1766,1073,2685,1259,4027,3021,4333,1855,2344,1476,1848,4115,1793,1159,2818
"CCDC110",149,303,103,757,34,169,50,55,261,298,706,239,338,0,728
"CCDC112",1306,1567,1952,2800,671,1846,877,706,2138,1086,5013,3568,1777,1156,3562
"CCDC113",532,268,608,1448,1057,100,973,1279,2086,1665,204,1271,1526,87,801
"CCDC114",51,4,15,35,0,0,4,72,41,86,170,163,1,150,313
"CCDC115",6736,6007,11286,5525,6822,9458,7395,5798,9067,5467,9343,7600,8187,1858,15863
"CCDC116",0,0,17,5,2,0,0,22,5,0,15,1,3,16,0
"CCDC117",774,1065,515,1172,1104,822,781,1920,957,1111,1079,1711,1334,729,1631
"CCDC12",4811,4640,6221,5890,4638,5477,5650,6056,7120,4101,9264,9077,5220,4054,7096
"CCDC120",638,613,448,866,99,208,876,354,2558,558,1929,1105,672,265,1038
"CCDC121",1075,297,614,675,896,273,759,318,1159,774,564,1137,483,3,1771
"CCDC122",313,582,399,275,159,290,161,169,242,325,256,188,819,146,909
"CCDC124",31618,6265,13830,9297,6140,8594,9385,11142,9090,5560,16781,18919,9511,5163,14757
"CCDC125",1793,1343,1069,6094,1550,1187,1251,664,3012,2941,1089,1243,2954,1266,2958
"CCDC126",882,612,1952,2318,1694,539,1282,860,1888,1464,658,936,1837,626,4583
"CCDC127",4516,2483,5463,4869,3065,2872,3297,3666,2286,3547,2979,3966,6921,1677,9467
"CCDC13",114,23,90,2,40,177,57,96,144,56,214,34,84,26,91
"CCDC130",6576,1316,2772,2213,1790,2645,2160,2207,7845,1720,4748,7305,2641,1589,6094
"CCDC134",324,425,404,597,324,441,173,997,796,1190,972,1364,960,310,1326
"CCDC136",82,102,77,97,243,105,90,489,80,7,253,830,481,54,145
"CCDC137",2521,2862,3290,3178,1936,4480,2442,3642,25606,6385,6745,7782,3115,1940,5960
"CCDC138",1678,577,760,412,160,445,360,954,7024,413,2216,1157,540,244,1775
"CCDC14",1712,3543,1874,557,705,611,762,3000,1548,855,17198,8678,961,834,4734
"CCDC140",15,1,0,1,0,1,76,2,3,3,1,0,0,6,0
"CCDC141",4,134,5,0,521,117,279,4,7,31,94,9,638,41,41
"CCDC142",631,1018,1277,551,1055,1157,729,734,1605,1978,4998,3519,1207,60,1145
"CCDC144A",3,238,39,12,9,155,13,88,2,14,1655,68,5,24,22
"CCDC144NL",0,4,0,3,0,0,6,2,0,0,7,10,21,42,1
"CCDC146",256,201,152,293,496,182,571,76,457,378,1205,205,426,221,219
"CCDC148",519,259,28,123,12,98,36,34,200,138,428,155,146,1,230
"CCDC149",901,519,1944,3127,1759,2101,2500,1930,3066,2077,2525,3058,3479,513,4171
"CCDC15",497,417,382,325,422,391,262,423,1222,164,2546,586,368,644,777
"CCDC150",346,128,103,17,21,85,117,68,177,376,714,197,137,99,502
"CCDC151",61,63,156,3978,156,557,34,194,117,222,67,250,127,155,42
"CCDC152",25,128,165,539,578,145,439,171,55,817,48,36,1079,190,225
"CCDC153",69,68,225,39,287,172,250,34,219,147,595,155,99,279,92
"CCDC154",37,14,45,3,20,26,19,19,9,179,76,0,0,7,7
"CCDC157",587,220,367,424,117,132,193,263,1007,1166,394,170,785,488,932
"CCDC158",320,1,14,32,279,22,105,0,52,129,132,223,51,11,331
"CCDC159",1148,455,1669,1003,1081,1296,2081,928,93,973,1180,1581,2909,647,988
"CCDC160",40,254,51,1558,15,152,38,82,435,23,96,22,907,7,690
"CCDC166",0,0,15,1,0,0,0,53,27,0,2,20,1,0,18
"CCDC167",8031,6405,8400,4534,1362,3204,1890,4904,7006,7017,9778,14339,5955,2533,10509
"CCDC168",46,0,6,2,0,8,6,2,26,16,80,1,18,20,40
"CCDC169",177,27,202,4,41,2,150,0,277,190,113,1,328,0,260
"CCDC169-SOHLH2",2,1,2,0,13,1,4,0,6,1,1,0,3,0,6
"CCDC17",4,2,53,2,110,90,57,1,11,11,230,44,13,2,13
"CCDC170",8,324,167,468,2160,350,1575,9,1048,148,3,228,468,106,274
"CCDC171",1152,344,385,596,365,340,485,238,1172,252,4320,1234,441,420,562
"CCDC172",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CCDC173",212,15,32,10,8,7,10,51,22,29,87,16,25,0,53
"CCDC174",2115,1875,2346,2250,2712,4070,2320,3950,2612,3140,5781,4380,2807,1196,3231
"CCDC175",0,18,0,0,4,0,2,0,0,0,0,0,0,0,0
"CCDC177",5,0,115,85,0,0,66,2,60,19,5,0,0,1,1
"CCDC178",32,17,51,0,370,18,545,1,8,10,5,25,9,0,53
"CCDC179",0,0,0,2,0,0,4,1,0,0,12,3,0,0,0
"CCDC18",641,1149,833,310,522,708,980,718,924,481,3663,794,733,1380,2864
"CCDC180",7,11,14,6,29,22,24,6,34,8,145,23,9,0,30
"CCDC181",875,26,44,17,13,68,18,29,14,9,35,242,35,9,80
"CCDC182",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"CCDC183",65,33,67,63,23,33,32,31,57,93,81,42,58,42,67
"CCDC184",3,12,93,36,94,284,103,23,25,12,42,229,5,31,31
"CCDC185",32,40,30,2,0,0,0,0,8,19,13,36,7,0,0
"CCDC186",3480,6125,6400,4016,2390,3155,2864,3775,5453,1853,12311,11306,5605,3296,6282
"CCDC22",3075,1680,2475,4103,2901,2746,3265,2946,3664,3540,2476,3853,3512,502,4078
"CCDC24",479,507,2926,760,292,228,308,427,1870,740,1771,447,898,140,1092
"CCDC25",6595,2786,4908,8557,4634,3854,4681,3930,14618,5314,4056,6722,5146,1442,4840
"CCDC27",8,19,9,7,3,11,1,2,42,1,27,0,0,0,52
"CCDC28A",3301,2504,4484,2631,4230,4087,3606,1909,4535,5345,16425,6130,7025,2389,9215
"CCDC28B",3671,1620,1133,750,753,934,1142,1630,1122,908,5382,2347,1060,1953,2477
"CCDC3",1450,1700,6906,240,34215,3161,7990,1728,8687,1713,3506,1813,1424,423,6104
"CCDC30",307,184,333,343,225,814,156,288,529,264,2562,152,272,276,311
"CCDC33",0,4,1,0,0,2,1,2,15,0,2,0,0,0,1
"CCDC34",3204,965,3539,1182,577,1019,1031,850,5028,1392,8825,4571,1598,1822,2462
"CCDC38",2,1,0,3,3,8,1,11,0,29,7,2,12,0,0
"CCDC40",210,103,458,738,236,221,201,232,1864,726,456,455,705,294,464
"CCDC42",0,0,7,4,7,0,1,0,1,2,0,3,18,1,17
"CCDC43",4764,3220,3169,7889,2246,4362,2445,3840,5740,3577,3454,9211,3047,1266,4337
"CCDC47",10110,7678,10898,46218,14332,14961,17377,22389,41646,35501,14205,28726,17532,2680,85840
"CCDC50",7429,5625,8606,3772,21560,7284,13901,5186,10834,6516,11437,17557,8730,2098,18148
"CCDC51",3046,1499,4354,4859,2533,1486,2211,4488,5620,3196,1825,6806,2367,1606,4413
"CCDC54",13,0,15,0,0,4,0,17,8,0,47,12,1,0,20
"CCDC57",2945,1855,863,2389,711,1770,802,329,5226,2617,4111,1748,2137,1068,2180
"CCDC58",526,2240,3302,1376,762,1541,166,1539,470,450,980,1550,398,188,1082
"CCDC59",3981,4727,3053,3610,1834,3956,2025,2230,3491,2000,6397,5199,2665,1830,5089
"CCDC6",6053,4382,8850,10116,3164,3959,4780,4465,41033,10325,4462,11963,16948,1226,10937
"CCDC60",0,2,2,0,5,10,5,0,16,0,17,14,8,0,0
"CCDC61",1057,699,849,1230,1448,1102,1436,1166,1001,1419,2223,1738,1255,452,3317
"CCDC62",19,29,8,15,21,55,19,86,9,62,103,19,31,6,15
"CCDC63",0,0,0,0,7,7,14,1,0,0,1,0,32,0,7
"CCDC65",26,98,47,72,54,97,59,98,70,53,237,168,51,320,64
"CCDC66",916,1301,837,1519,1688,825,1263,1308,2129,856,2679,1813,1211,1684,1991
"CCDC68",140,22,265,107,559,150,453,1077,95,716,5,2778,145,40,218
"CCDC69",582,1552,1332,417,29718,2732,28039,1798,538,3185,429,1007,11090,3328,1436
"CCDC7",266,295,366,398,217,551,223,199,323,367,1083,695,381,399,586
"CCDC70",0,0,17,0,0,0,0,0,4,0,0,0,0,0,0
"CCDC71",158,101,275,263,220,116,90,133,227,192,233,212,215,16,217
"CCDC71L",3459,1596,6147,952,3295,4424,2979,5604,3052,1389,2946,8090,2306,1043,2733
"CCDC73",9,50,8,31,11,11,12,23,12,51,20,41,75,4,5
"CCDC74A",2603,307,1021,10240,245,991,631,1008,213,543,6823,643,510,492,1447
"CCDC74B",996,50,106,59,40,282,99,285,76,369,1215,234,128,648,437
"CCDC77",4905,693,2165,1423,665,385,612,1835,2600,888,1207,2549,762,926,1016
"CCDC78",8,19,159,44,70,68,203,72,80,379,120,9,70,1571,90
"CCDC8",1307,260,693,527,1498,1993,1232,2627,2478,97,7276,4092,797,457,824
"CCDC80",1322,5351,16238,6573,200192,41484,113425,10071,2938,3605,2776,10517,26219,1332,13947
"CCDC81",47,7,110,29,14,31,304,0,24,69,37,180,180,21,94
"CCDC82",2514,2060,2165,644,3511,2781,3108,3773,3841,2468,3514,8141,3086,1549,4146
"CCDC83",0,2,1,0,0,4,1,0,1,0,2,0,3,2,0
"CCDC85A",22,1,64,2,917,5,889,11,93,3,6,40,53,0,134
"CCDC85B",15667,9544,8019,2600,7167,20145,13692,15396,4264,5388,10628,13228,6628,5425,16379
"CCDC85C",1556,1467,1831,2013,393,1067,1892,1524,2807,2195,1529,2261,2359,324,3028
"CCDC86",5023,4611,4465,3225,3029,2165,3892,5318,8308,3227,3716,8722,3173,655,6384
"CCDC87",42,2,49,88,1,33,33,2,374,165,39,13,48,0,35
"CCDC88A",6272,6307,3733,746,3454,11169,3767,4737,3455,1497,11018,8675,4374,2486,4048
"CCDC88B",561,855,1420,121,1083,2353,1227,502,578,1592,767,329,3886,2825,1048
"CCDC88C",2664,1809,1426,1239,1330,1043,2067,2059,1669,1571,2991,3486,5545,1341,2670
"CCDC89",1,27,65,19,119,80,107,97,64,233,307,149,48,0,12
"CCDC9",1748,958,2284,2257,1213,1989,2039,2778,2027,1300,4700,5849,2249,843,3901
"CCDC90B",4561,3162,7516,2689,5353,5052,5446,3434,9551,9519,4223,9203,7881,2492,14799
"CCDC91",3388,1578,3311,9757,4074,3288,2774,5037,5776,2705,5255,6030,4650,3464,3896
"CCDC92",2746,2925,4385,6744,13607,6468,12221,4215,7002,6394,5491,5813,7646,2634,17153
"CCDC93",2367,1486,1801,1640,2404,4250,2400,2777,2956,2268,5179,4084,3055,849,5555
"CCDC96",202,31,180,209,306,331,418,160,305,154,49,235,438,536,162
"CCDC97",1709,1964,2157,4731,2671,2231,2790,2787,1791,1751,6822,5543,5052,1182,3524
"CCER1",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"CCER2",8,0,10,0,2,0,0,7,25,1,9,12,5,94,6
"CCHCR1",5206,936,3582,3327,1016,2532,2012,2495,4544,3848,6958,10898,2353,824,4437
"CCIN",20,12,140,46,88,100,100,8,42,0,171,332,4,0,49
"CCK",0,0,43,8,0,293,25,130,35,1,81,173,0,155,14
"CCKAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCKBR",230,2,561,0,8,0,15,195,1254,0,1074,9558,2,29,431
"CCL1",23,0,0,0,0,342,0,46,24,7,0,0,43,0,10
"CCL11",11,549,841,622,18,1769,37,228,291,603,22,76,849,115,593
"CCL13",93,684,153,4,1143,16813,1070,2615,17,725,54,336,1251,634,49
"CCL14",3,10,14,1,607,15,576,21,2,140,24,49,30,0,36
"CCL15",0,26,1,0,0,21,5,6,0,596,0,0,141,0,0
"CCL16",1,4,6,0,15,1,24,1,0,6246,7,1,2,3,1
"CCL17",0,197,114,315,668,584,45,47,1,92,123,10,124,0,28
"CCL18",663,5079,18792,83,794,40780,238,19895,340,5753,171,440,9766,1684,1239
"CCL19",25027,4747,6303,12,2749,139,9693,393,1431,596,134,22,3008,593,333
"CCL2",8000,6264,21581,10923,3966,28629,11977,25271,1910,5193,1903,4737,23942,19266,8867
"CCL20",905,84,64,19,0,1486,231,545,74,245,1,648,68,76,109
"CCL21",60,1199,1577,0,8574,13812,3748,54776,28,5687,4563,8063,4822,153,3162
"CCL22",165,708,197,10400,2334,932,297,360,38,537,352,252,1033,0,305
"CCL23",25,89,112,2,307,2006,265,59,12,355,8,24,274,1,94
"CCL24",6,49,65,0,24,1309,4,61,130,35,0,1,0,0,805
"CCL25",5,22,4,0,36,0,0,39,0,28,7,0,287,0,69
"CCL26",1,142,313,38,96,1795,257,1387,105,55,2,357,114,158,100
"CCL27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCL28",9,236,518,3634,427,609,778,77,829,123,137,16070,150,99,189
"CCL3",573,2415,1632,340,102,12536,221,2575,94,1905,135,1004,4781,667,865
"CCL3L1",106,467,864,65,8,5453,103,426,76,131,53,659,4350,428,251
"CCL4",965,4507,2928,238,331,7599,263,5779,224,3330,149,1054,17899,2548,1425
"CCL4L2",294,2643,3093,91,61,12519,90,2028,130,712,101,789,10071,1057,1008
"CCL5",2099,7913,6196,6726,3652,3570,2223,7997,1260,5954,745,18121,82035,18883,3897
"CCL7",228,177,513,459,0,1120,0,2029,176,176,33,322,392,10,73
"CCL8",1515,1971,12143,8445,683,2924,1766,5331,272,2138,290,670,7814,706,1554
"CCM2",2595,4128,10688,4554,7878,11372,9248,7106,7356,8169,6325,6197,10597,5148,10067
"CCM2L",33,160,234,113,1026,248,1864,227,328,212,206,201,500,57,506
"CCNA1",3929,0,123,1,15,49,42,123,482,25,0,530,20,1,7283
"CCNA2",11155,3054,3233,2818,268,1374,1127,4704,8088,3448,1861,6971,2125,895,8198
"CCNB1",13769,6456,11453,15762,933,3196,4781,5602,21926,6338,3419,9023,4673,2603,11157
"CCNB1IP1",2565,2237,1482,1631,595,1713,910,1095,1350,1596,7691,6402,1357,1722,2040
"CCNB2",7052,2661,5502,3019,351,1837,1900,4275,8672,2535,8127,9493,1922,1815,5103
"CCNB3",0,235,52,10,95,6,48,353,72,308,43,125,6,316,567
"CCNC",6429,6844,10466,7795,6291,5573,5201,3686,20535,9744,8868,8095,10292,2793,8645
"CCND1",324656,17891,11813,244713,63991,14459,25949,67366,3516,5937,9980,39006,9158,5671,72199
"CCND2",649,2693,1151,1538,12327,6943,18186,7497,33753,1544,704,3225,11574,4170,3113
"CCND3",8237,6737,15209,13597,14558,13296,13697,19020,14189,9255,8982,17006,12843,13479,22307
"CCNDBP1",3915,5054,11689,1121,13735,7575,10367,5130,8321,5204,3910,4384,13255,13019,10225
"CCNE1",2662,511,2409,1751,242,453,758,609,3164,1990,4906,1994,1821,1910,3850
"CCNE2",760,1366,353,3418,153,663,573,1029,2961,1781,1966,3782,561,463,864
"CCNF",7275,2967,1878,8205,1294,1570,1797,5372,1116,4138,4326,5036,3224,2047,6651
"CCNG1",1885,3411,5136,7727,10275,5633,8457,4408,9728,12279,4187,6753,5939,1977,4022
"CCNG2",8129,2429,2130,7662,8314,4692,4781,3823,7109,5676,4377,10584,7629,2799,5826
"CCNH",2162,2141,2565,6572,8355,2926,4471,2988,3084,2764,2501,3221,3973,2311,5157
"CCNI",51171,24281,20143,15837,26409,52997,26301,27514,37731,23355,54371,50361,35525,29850,57285
"CCNI2",40,93,49,4,68,44,16,31,3,360,9,937,62,10,185
"CCNJ",1132,553,695,790,626,501,624,564,3292,1153,944,2809,876,365,1185
"CCNJL",1503,194,1387,94,279,2353,429,131,2130,658,632,1681,1347,1055,272
"CCNK",265,919,555,723,255,468,463,431,487,242,1571,879,464,265,586
"CCNL1",5403,4646,5248,3545,2789,5298,3606,4765,3434,3525,40281,14693,4869,4341,10680
"CCNL2",3704,6220,5066,2255,4354,5761,5393,2877,5423,4387,18624,3813,5432,3378,19458
"CCNO",239,883,291,3,12,86,273,403,654,258,35,7,1447,252,37
"CCNT1",1059,1895,1134,2058,1092,2428,913,1599,1974,848,3911,2940,1547,1600,2185
"CCNT2",2239,1962,3329,2134,2573,1871,2369,2248,4250,2728,5118,3446,2413,2731,5631
"CCNY",10584,7430,11146,7648,10743,12511,10935,11293,13646,14892,10966,24618,14876,5787,25006
