"GENE_SYMBOL","GSM5133931--MGH27","GSM5133940--MGH98"
"STMN2",37,64
"STMN3",3267,1121
"STMN4",0,1
"STMND1",0,0
"STOM",5413,1994
"STOML1",2001,1388
"STOML2",8376,4554
"STOML3",270,3
"STON1",956,3451
"STON1-GTF2A1L",6,3
"STON2",33,25
"STOX1",1,12
"STOX2",47,12
"STPG1",967,351
"STPG2",0,6
"STRA6",14,66
"STRA8",2,0
"STRADA",876,523
"STRADB",5161,5608
"STRAP",7517,10936
"STRBP",1678,470
"STRC",21,2
"STRIP1",3636,3529
"STRIP2",21,344
"STRN",1609,2094
"STRN3",1686,2207
"STRN4",7352,6849
"STS",530,714
"STT3A",12282,13716
"STT3B",10557,12905
"STUB1",3113,3767
"STX10",3336,3053
"STX11",139,46
"STX12",3718,3898
"STX16",5359,4812
"STX16-NPEPL1",69,90
"STX17",1012,566
"STX18",3018,3131
"STX19",21,0
"STX1A",387,187
"STX1B",49,21
"STX2",1124,1782
"STX3",13978,10859
"STX4",3026,2346
"STX5",3033,2690
"STX6",3410,4286
"STX7",16796,16817
"STX8",1914,2322
"STXBP1",17536,27480
"STXBP2",283,177
"STXBP3",3362,3616
"STXBP4",302,716
"STXBP5",962,2215
"STXBP5L",1,2
"STXBP6",295,4199
"STYK1",0,4
"STYX",1265,2172
"STYXL1",2825,1627
"SUB1",14999,9514
"SUCLA2",2277,4467
"SUCLG1",5902,9445
"SUCLG2",4075,9850
"SUCNR1",77,13
"SUCO",4545,6510
"SUDS3",3093,4574
"SUFU",928,953
"SUGCT",169,249
"SUGP1",1882,1753
"SUGP2",3811,2123
"SUGT1",3895,3446
"SULF1",1891,777
"SULF2",1699,1225
"SULT1A1",2605,57
"SULT1A2",4,5
"SULT1A3",4,2
"SULT1A4",0,1
"SULT1B1",1347,9
"SULT1C2",182,41
"SULT1C3",0,0
"SULT1C4",55,2
"SULT1E1",0,0
"SULT2A1",0,1
"SULT2B1",13,54
"SULT4A1",2,0
"SULT6B1",0,0
"SUMF1",2697,3951
"SUMF2",17463,17060
"SUMO1",4678,6928
"SUMO2",7325,10666
"SUMO3",4955,9421
"SUMO4",5,7
"SUN1",10179,5684
"SUN2",5198,6644
"SUN3",18,12
"SUN5",0,0
"SUOX",1773,2364
"SUPT16H",8016,12962
"SUPT20H",3495,3285
"SUPT3H",1016,1237
"SUPT4H1",6160,8601
"SUPT5H",10526,7266
"SUPT6H",8472,9668
"SUPT7L",2457,4224
"SUPV3L1",1708,1415
"SURF1",3905,2627
"SURF2",1346,551
"SURF4",15851,12570
"SURF6",4071,1986
"SUSD1",160,188
"SUSD2",457,216
"SUSD3",20,24
"SUSD4",14,15
"SUSD5",28,2794
"SUSD6",2223,2118
"SUV39H1",496,568
"SUV39H2",319,425
"SUZ12",2195,3403
"SV2A",118,2557
"SV2B",777,11
"SV2C",6,5
"SVBP",460,1350
"SVEP1",523,232
"SVIL",1795,2671
"SVIP",6668,1918
"SVOP",1,0
"SVOPL",0,0
"SWAP70",9388,7989
"SWI5",2429,1121
"SWSAP1",582,328
"SWT1",664,892
"SYAP1",4343,4229
"SYBU",87,81
"SYCE1",2,7
"SYCE1L",49,16
"SYCE2",61,33
"SYCE3",9,96
"SYCN",0,0
"SYCP1",2,0
"SYCP2",65,303
"SYCP2L",41,2
"SYCP3",38,24
"SYDE1",11137,8244
"SYDE2",8,306
"SYF2",3794,6516
"SYK",275,529
"SYMPK",4506,3527
"SYN1",2,9
"SYN2",3,13
"SYN3",211,253
"SYNC",2,289
"SYNCRIP",6367,6465
"SYNDIG1",14,118
"SYNDIG1L",17,0
"SYNE1",1893,2866
"SYNE2",3081,2419
"SYNE3",1616,1268
"SYNE4",70,10
"SYNGAP1",1718,1770
"SYNGR1",2617,11284
"SYNGR2",6191,2208
"SYNGR3",50,5
"SYNGR4",0,0
"SYNJ1",2224,1782
"SYNJ2",347,200
"SYNJ2BP",2336,3597
"SYNJ2BP-COX16",29,46
"SYNM",535,1013
"SYNPO",3571,3335
"SYNPO2",489,213
"SYNPO2L",0,29
"SYNPR",0,8
"SYNRG",3017,3618
"SYP",67,547
"SYPL1",8654,12329
"SYPL2",63,381
"SYS1",2644,3281
"SYS1-DBNDD2",5,4
"SYT1",10,4
"SYT10",0,0
"SYT11",322,6005
"SYT12",9,5
"SYT13",0,1
"SYT14",4,1903
"SYT15",27,2
"SYT16",0,0
"SYT17",10,53
"SYT2",19,11
"SYT3",4,43
"SYT4",0,0
"SYT5",204,5
"SYT6",35,22
"SYT7",63,188
"SYT8",0,4
"SYT9",1,0
"SYTL1",45,14
"SYTL2",24359,3577
"SYTL3",96,82
"SYTL4",298,243
"SYTL5",131,34
"SYVN1",5353,3082
"SZRD1",9332,10697
"SZT2",3687,2105
"TAAR1",0,0
"TAAR2",0,0
"TAAR5",0,0
"TAAR6",0,0
"TAAR8",0,0
"TAAR9",0,1
"TAB1",2244,2838
"TAB2",1469,3270
"TAB3",3247,1641
"TAC1",14,0
"TAC3",0,0
"TAC4",38,47
"TACC1",4956,11084
"TACC2",144,397
"TACC3",1586,1548
"TACO1",2122,2443
"TACR1",2,4
"TACR2",152,167
"TACR3",0,0
"TACSTD2",44,55
"TADA1",1040,1712
"TADA2A",893,836
"TADA2B",2150,2662
"TADA3",4895,5190
"TAF1",2198,2884
"TAF10",7625,5562
"TAF11",3829,6067
"TAF12",1743,1480
"TAF13",2255,2150
"TAF15",7848,6013
"TAF1A",388,587
"TAF1B",1074,967
"TAF1C",9503,2451
"TAF1D",6983,3069
"TAF1L",0,7
"TAF2",1576,2144
"TAF3",473,418
"TAF4",1267,1292
"TAF4B",747,1556
"TAF5",141,248
"TAF5L",1369,2778
"TAF6",2389,2058
"TAF6L",2697,1124
"TAF7",9162,12312
"TAF7L",22,2
"TAF8",2498,2238
"TAF9",4889,2890
"TAF9B",1236,2387
"TAGAP",81,38
"TAGLN",2361,2089
"TAGLN2",25593,51710
"TAGLN3",4,0
"TAL1",153,17
"TAL2",4,3
"TALDO1",18266,10133
"TAMM41",897,754
"TANC1",6939,6822
"TANC2",537,9308
"TANGO2",1339,3837
"TANGO6",2139,1461
"TANK",2691,4381
"TAOK1",3951,7143
"TAOK2",5739,4063
"TAOK3",5122,4631
"TAP1",4480,4273
"TAP2",2511,1790
"TAPBP",13219,9611
"TAPBPL",1357,1487
"TAPT1",2005,3817
"TARBP1",2369,2862
"TARBP2",4584,3262
"TARDBP",8249,6604
"TARM1",0,0
"TARS2",2259,4493
"TAS1R1",2,3
"TAS1R2",0,0
"TAS1R3",11,59
"TAS2R1",0,0
"TAS2R10",0,0
"TAS2R13",0,0
"TAS2R14",223,153
"TAS2R16",0,0
"TAS2R19",21,8
"TAS2R20",14,4
"TAS2R3",1,0
"TAS2R30",4,0
"TAS2R31",4,15
"TAS2R38",0,0
"TAS2R39",0,0
"TAS2R4",19,11
"TAS2R40",0,0
"TAS2R41",0,0
"TAS2R42",2,1
"TAS2R43",7,1
"TAS2R46",9,1
"TAS2R5",12,12
"TAS2R50",0,0
"TAS2R60",0,0
"TAS2R7",0,0
"TAS2R8",0,1
"TAS2R9",0,0
"TASP1",977,1694
"TAT",0,0
"TATDN1",1127,1442
"TATDN2",1383,1456
"TATDN3",1954,2571
"TAX1BP1",32495,16581
"TAX1BP3",1018,2813
"TAZ",3391,2070
"TBATA",0,2
"TBC1D1",872,2524
"TBC1D10A",5745,2985
"TBC1D10B",3268,3779
"TBC1D10C",176,30
"TBC1D12",459,572
"TBC1D13",3013,1938
"TBC1D14",1495,2836
"TBC1D15",2647,4165
"TBC1D16",6787,15969
"TBC1D17",3179,2866
"TBC1D19",495,609
"TBC1D2",810,383
"TBC1D20",7484,10603
"TBC1D21",0,0
"TBC1D22A",1801,3292
"TBC1D22B",2575,2047
"TBC1D23",3019,4215
"TBC1D24",1289,1910
"TBC1D25",1160,1347
"TBC1D26",1,0
"TBC1D28",0,1
"TBC1D2B",1262,3300
"TBC1D3",78,10
"TBC1D30",42,141
"TBC1D31",409,758
"TBC1D32",15,152
"TBC1D3B",2,2
"TBC1D3C",0,0
"TBC1D3D",0,0
"TBC1D3E",0,29
"TBC1D3F",0,1
"TBC1D3G",0,2
"TBC1D3H",0,0
"TBC1D3I",0,0
"TBC1D3K",0,0
"TBC1D4",12525,1967
"TBC1D5",2625,6163
"TBC1D7",30150,16564
"TBC1D8",1817,606
"TBC1D8B",56,839
"TBC1D9",316,504
"TBC1D9B",10541,11809
"TBCA",13295,10843
"TBCB",5796,5216
"TBCC",2583,3987
"TBCCD1",827,563
"TBCD",5874,5035
"TBCEL",1232,2208
"TBCK",1811,3087
"TBK1",2541,3019
"TBKBP1",490,1213
"TBL1X",474,1383
"TBL1XR1",4481,4587
"TBL1Y",4,18
"TBL2",6691,3002
"TBL3",3799,2762
"TBP",618,753
"TBPL1",571,872
"TBPL2",0,1
"TBR1",1,1
"TBRG1",2706,2423
"TBRG4",13055,5476
"TBX1",0,2
"TBX10",0,0
"TBX15",147,152
"TBX18",44,811
"TBX19",62,131
"TBX2",9393,8781
"TBX20",0,0
"TBX21",9,6
"TBX22",0,2
"TBX3",1094,560
"TBX4",1,11
"TBX5",0,78
"TBX6",67,142
"TBXA2R",230,38
"TBXAS1",305,295
"TC2N",47,1330
"TCAF1",1403,1326
"TCAF2",158,185
"TCAIM",1548,2084
"TCAP",69,44
"TCEA1",4071,5822
"TCEA2",2772,1956
"TCEA3",25,663
"TCEAL1",1662,2291
"TCEAL2",0,1
"TCEAL3",1317,1962
"TCEAL4",12738,11104
"TCEAL5",0,3
"TCEAL6",0,4
"TCEAL7",64,36
"TCEAL8",6668,8220
"TCEANC",249,302
"TCEANC2",909,1288
"TCERG1",5187,3708
"TCERG1L",2,2
"TCF12",8922,6514
"TCF15",139,13
"TCF19",2057,2289
"TCF20",2599,1811
"TCF21",3,2
"TCF23",0,1
"TCF24",4,0
"TCF25",13041,10959
"TCF3",2619,3182
"TCF4",1619,797
"TCF7",41,17
"TCF7L1",948,886
"TCF7L2",710,615
"TCFL5",1366,2455
"TCHH",8,48
"TCHHL1",0,0
"TCHP",1703,1742
"TCIRG1",5056,2057
"TCL1A",0,2
"TCL1B",0,0
"TCN1",347,187
"TCN2",2833,4020
"TCOF1",6319,3112
"TCP1",6244,6659
"TCP10L",44,18
"TCP11",0,19
"TCP11L1",1135,568
"TCP11L2",180,298
"TCP11X2",0,0
"TCTA",7002,4898
"TCTE1",2,9
"TCTEX1D1",152,2
"TCTEX1D4",46,17
"TCTN1",2051,2154
"TCTN2",785,857
"TCTN3",2915,2605
"TDG",1258,1918
"TDGF1",1,1
"TDO2",25,35
"TDP1",951,982
"TDP2",3056,4312
"TDRD1",3,1
"TDRD10",48,7
"TDRD12",5,9
"TDRD15",0,2
"TDRD3",1643,15700
"TDRD5",0,0
"TDRD6",389,48
"TDRD7",4644,2822
"TDRD9",1797,4
"TDRKH",767,273
"TDRP",118,92
"TEAD1",10784,7147
"TEAD2",3454,4135
"TEAD3",434,1816
"TEAD4",1025,753
"TEC",21,56
"TECPR1",4756,1526
"TECPR2",3183,2568
"TECR",6512,5932
"TECRL",0,0
"TECTA",40,80
"TECTB",0,2
"TEDDM1",0,3
"TEF",2408,4002
"TEFM",487,595
"TEK",743,104
"TEKT1",0,2
"TEKT2",9,4
"TEKT3",12,104
"TEKT4",0,1
"TEKT5",1,0
"TELO2",6097,2796
"TEN1",5,3
"TEN1-CDK3",159,78
"TENM1",22,16
"TENM2",2,19
"TENM3",45,475
"TENM4",950,221
"TEP1",3083,1745
"TEPP",1,1
"TERF1",1967,2482
"TERF2",1930,2334
"TERF2IP",9205,7862
"TERT",399,16
"TES",11209,2567
"TESC",52,41
"TESK1",3063,868
"TESK2",292,578
"TESPA1",32,4
"TET1",143,147
"TET2",176,636
"TET3",1234,1738
"TEX10",3176,1428
"TEX101",4,20
"TEX11",6,4
"TEX12",4,2
"TEX13A",0,0
"TEX13B",0,0
"TEX14",133,66
"TEX15",8,24
"TEX19",16,1
"TEX2",6429,7382
"TEX22",33,63
"TEX26",0,0
"TEX261",7654,8181
"TEX264",5496,9283
"TEX28",0,0
"TEX29",7,21
"TEX30",828,3106
"TEX33",1,0
"TEX35",1,1
"TEX36",0,0
"TEX37",0,0
"TEX38",9,1
"TEX43",0,1
"TEX9",43,220
"TF",27,14420
"TFAM",1731,2307
"TFAP2A",18778,33783
"TFAP2B",0,0
"TFAP2C",1620,107
"TFAP2D",0,1
"TFAP2E",59,42
"TFAP4",1242,735
"TFB1M",562,503
"TFB2M",1472,3181
"TFCP2",164,3659
"TFCP2L1",33,24
"TFDP1",2033,5577
"TFDP2",2934,2274
"TFDP3",10,0
"TFE3",3795,3532
"TFEB",902,803
"TFEC",264,117
"TFF1",0,0
"TFF2",20,15
"TFF3",3,211
"TFG",10856,7859
"TFIP11",2495,3113
"TFPI",545,317
"TFPI2",68,9
"TFPT",2208,1881
"TFR2",5,42
"TFRC",2843,9663
"TG",112,7
"TGDS",2216,3184
"TGFA",75,115
"TGFB1",1037,2871
"TGFB1I1",2486,3376
"TGFB2",37,42
"TGFB3",896,676
"TGFBI",3114,6329
"TGFBR1",12931,6079
"TGFBR2",1957,33852
"TGFBR3",2660,588
"TGFBR3L",23,128
"TGFBRAP1",5765,5157
"TGIF1",5504,2591
"TGIF2",1354,1731
"TGIF2LX",0,0
"TGIF2LY",0,0
"TGM1",33,39
"TGM2",3500,2035
"TGM3",0,54
"TGM4",1,7
"TGM5",0,3
"TGM6",0,0
"TGM7",0,4
"TGOLN2",9495,18319
"TGS1",2135,2653
"TH",1,0
"THADA",2583,2448
"THAP1",578,923
"THAP10",132,260
"THAP11",1460,2652
"THAP2",408,531
"THAP3",1051,1428
"THAP4",2118,3314
"THAP5",2804,2763
"THAP6",1028,1278
"THAP7",2766,2522
"THAP8",631,712
"THAP9",308,354
"THBD",767,339
"THBS1",1653,1050
"THBS2",1206,4096
"THBS3",2005,1420
"THBS4",11536,2249
"THEG",0,0
"THEGL",0,10
"THEM4",3668,4162
"THEM5",10,4
"THEM6",3761,3438
"THEMIS",9,1
"THEMIS2",433,946
"THG1L",1349,1437
"THNSL1",16,897
"THNSL2",1398,4260
"THOC1",2569,1919
"THOC2",4768,4153
"THOC3",576,603
"THOC5",2976,2821
"THOC6",2398,1603
"THOC7",3687,4590
"THOP1",3433,2221
"THPO",0,8
"THRA",2580,4524
"THRAP3",10200,12313
"THRB",77,77
"THRSP",10,15
"THSD1",386,154
"THSD4",175,45
"THSD7A",224,78
"THSD7B",8,6
"THTPA",613,504
"THUMPD1",2579,3627
"THUMPD2",1111,608
"THUMPD3",2610,3587
"THY1",3403,3037
"THYN1",1711,1919
"TIA1",4767,6045
"TIAF1",939,113
"TIAL1",3408,3333
"TIAM1",289,1329
"TIAM2",795,210
"TICAM1",1039,1195
"TICAM2",1,8
"TICRR",307,289
"TIE1",1505,275
"TIFA",348,1062
"TIFAB",5,2
"TIGAR",3333,2606
"TIGD1",889,542
"TIGD2",977,891
"TIGD3",8,12
"TIGD4",92,58
"TIGD5",983,1405
"TIGD6",889,909
"TIGD7",190,246
"TIGIT",71,15
"TIMD4",5,11
"TIMELESS",2351,2291
"TIMM10",3075,3032
"TIMM10B",3145,4278
"TIMM13",5247,5411
"TIMM17A",4097,10828
"TIMM17B",2237,1755
"TIMM21",2301,2839
"TIMM22",2533,2690
"TIMM23",2488,2231
"TIMM23B",338,306
"TIMM44",3182,3452
"TIMM50",13587,5752
"TIMM8A",630,985
"TIMM8B",6090,6028
"TIMM9",2285,2344
"TIMMDC1",5333,6277
"TIMP1",29826,15428
"TIMP2",78356,103956
"TIMP3",183,996
"TIMP4",89,63
"TINAG",0,0
"TINAGL1",2326,374
"TINF2",3326,3793
"TIPARP",983,1784
"TIPIN",490,527
"TIPRL",5520,7944
"TIRAP",742,638
"TJAP1",4171,3556
"TJP1",6964,4945
"TJP2",683,582
"TJP3",1,5
"TK1",1639,1751
"TK2",2651,2973
"TKFC",5293,2775
"TKT",28343,11788
"TKTL1",168,77
"TKTL2",0,0
"TLCD1",587,323
"TLCD2",351,334
"TLDC2",16,16
"TLE1",3359,1824
"TLE2",329,222
"TLE3",2600,3952
"TLE4",238,180
"TLE6",176,98
"TLK1",3331,2728
"TLK2",1723,2358
"TLL1",18,13
"TLL2",2,5
"TLN1",27844,12784
"TLN2",3176,1287
"TLR1",1291,1207
"TLR10",10,5
"TLR2",314,202
"TLR3",551,535
"TLR4",4494,404
"TLR5",100,53
"TLR6",962,450
"TLR7",45,125
"TLR8",37,35
"TLR9",0,0
"TLX1",0,26
"TLX2",15,336
"TLX3",0,0
"TM2D1",1758,2916
"TM2D2",2991,3873
"TM2D3",1116,2531
"TM4SF1",2364,4165
"TM4SF18",10115,512
"TM4SF19",2,2
"TM4SF20",0,2
"TM4SF4",0,0
"TM4SF5",0,0
"TM6SF1",46,69
"TM6SF2",3,218
"TM7SF2",793,115
"TM7SF3",9975,8974
"TM9SF1",298,590
"TM9SF2",9763,20088
"TM9SF3",7619,9939
"TM9SF4",6208,6741
"TMA16",1129,1704
"TMA7",7113,5593
"TMBIM1",7408,12810
"TMBIM4",5346,5094
"TMBIM6",37004,46163
"TMC1",2,1
"TMC2",27,7
"TMC3",11,11
"TMC4",62,73
"TMC5",5,4
"TMC6",13783,2588
"TMC7",83,35
"TMC8",1453,236
"TMCC1",1635,1901
"TMCC2",511,3714
"TMCC3",268,128
"TMCO1",8295,17868
"TMCO2",0,1
"TMCO3",1746,3741
"TMCO4",76,2819
"TMCO5A",0,0
"TMCO6",1286,884
"TMED1",785,1044
"TMED10",30069,42172
"TMED2",10861,20374
"TMED3",14546,13804
"TMED4",9786,8728
"TMED5",5963,5097
"TMED6",48,27
"TMED7",5735,7656
"TMED7-TICAM2",14,14
"TMED8",2715,2228
"TMED9",14463,14540
"TMEFF1",0,5
"TMEFF2",0,3
"TMEM100",115,16
"TMEM101",3701,4105
"TMEM102",893,1107
"TMEM104",1740,1786
"TMEM105",0,1
"TMEM106A",89,378
"TMEM106B",6004,5162
"TMEM106C",12317,8022
"TMEM107",684,938
"TMEM108",27,60
"TMEM109",10634,11239
"TMEM11",1990,2321
"TMEM114",1,0
"TMEM115",3617,4457
"TMEM116",621,672
"TMEM117",2530,3591
"TMEM119",362,541
"TMEM120A",5305,3498
"TMEM120B",1424,913
"TMEM121",653,847
"TMEM123",7025,13534
"TMEM125",0,2
"TMEM126A",2413,2190
"TMEM126B",4197,3116
"TMEM127",5938,10458
"TMEM128",2840,4707
"TMEM129",5015,5823
"TMEM130",4,7
"TMEM131",3511,4230
"TMEM132A",1830,2477
"TMEM132B",0,0
"TMEM132C",0,10
"TMEM132D",0,732
"TMEM132E",3,3
"TMEM134",3388,2402
"TMEM135",1515,3485
"TMEM138",3392,5221
"TMEM139",169,20
"TMEM140",6154,3555
"TMEM141",2103,1206
"TMEM143",624,1038
"TMEM144",906,331
"TMEM145",3,33
"TMEM147",23011,16075
"TMEM14A",2604,4863
"TMEM14B",5912,7336
"TMEM14C",11611,14666
"TMEM150A",1325,1444
"TMEM150B",35,21
"TMEM150C",331,121
"TMEM151A",0,5
"TMEM151B",8,3
"TMEM154",32,109
"TMEM156",10,1
"TMEM158",30,223
"TMEM159",1509,1718
"TMEM160",1400,744
"TMEM161A",2466,1684
"TMEM161B",2143,1853
"TMEM163",35,43
"TMEM164",2607,3269
"TMEM165",7549,5380
"TMEM167A",8790,7946
"TMEM167B",4576,5196
"TMEM168",1297,3539
"TMEM169",2,224
"TMEM17",30,775
"TMEM170A",970,1056
"TMEM170B",104,866
"TMEM171",864,1624
"TMEM174",0,0
"TMEM175",6116,2481
"TMEM176A",568,505
"TMEM176B",871,685
"TMEM177",1024,1336
"TMEM178A",232,314
"TMEM178B",31,1740
"TMEM179",0,0
"TMEM179B",3109,3893
"TMEM18",2112,2006
"TMEM181",2598,3122
"TMEM182",429,690
"TMEM183A",2339,4247
"TMEM184A",7,11
"TMEM184B",3261,3895
"TMEM184C",2415,3917
"TMEM185A",701,1288
"TMEM185B",99,2069
"TMEM186",755,966
"TMEM187",590,826
"TMEM19",1119,2026
"TMEM190",0,1
"TMEM191B",18,7
"TMEM192",3468,3925
"TMEM196",0,0
"TMEM198",1170,815
"TMEM199",1561,1809
"TMEM200A",102,107
"TMEM200B",55,74
"TMEM200C",2,104
"TMEM201",3012,3288
"TMEM202",0,1
"TMEM203",3372,2592
"TMEM204",1618,1464
"TMEM205",4191,2876
"TMEM207",494,1
"TMEM208",3836,3329
"TMEM209",3119,2246
"TMEM210",0,0
"TMEM211",0,0
"TMEM212",1,0
"TMEM213",4,0
"TMEM214",12643,7281
"TMEM215",0,600
"TMEM216",122,1008
"TMEM217",75,99
"TMEM218",1480,1908
"TMEM219",5418,6607
"TMEM220",670,1159
"TMEM221",12,5
"TMEM222",3288,3396
"TMEM223",2122,2035
"TMEM225",0,0
"TMEM229A",1,0
"TMEM229B",3667,2765
"TMEM230",14715,18614
"TMEM231",961,1211
"TMEM232",62,54
"TMEM233",67,18
"TMEM234",1342,829
"TMEM235",0,1
"TMEM236",86,20
"TMEM237",2070,2181
"TMEM238",65,38
"TMEM239",0,0
"TMEM240",77,111
"TMEM241",793,601
"TMEM242",1546,1112
"TMEM243",2667,1250
"TMEM244",0,1
"TMEM245",5559,5605
"TMEM248",12054,10610
"TMEM249",28,7
"TMEM25",16,17
"TMEM251",3658,2469
"TMEM252",0,0
"TMEM253",38,19
"TMEM254",670,857
"TMEM255A",121,69
"TMEM255B",322,127
"TMEM256",1717,1481
"TMEM258",8206,7398
"TMEM259",20462,9319
"TMEM26",21,31
"TMEM260",1365,1868
"TMEM262",253,104
"TMEM263",7256,5910
"TMEM30A",7501,6974
"TMEM30B",104,120
"TMEM31",0,0
"TMEM33",7548,8679
"TMEM37",141,121
"TMEM38A",113,130
"TMEM38B",2019,1125
"TMEM39A",3732,2869
"TMEM39B",715,964
"TMEM40",13,9
"TMEM41A",1725,920
"TMEM41B",1901,1896
"TMEM42",102,1308
"TMEM43",6696,12300
"TMEM44",367,233
"TMEM45A",74,1529
"TMEM45B",21,20
"TMEM47",416,323
"TMEM50A",11259,10859
"TMEM50B",2305,3963
"TMEM51",689,3581
"TMEM52",1,0
"TMEM52B",4,3
"TMEM53",1002,682
"TMEM54",40,847
"TMEM59",16850,45918
"TMEM59L",60,106
"TMEM60",4057,2073
"TMEM61",0,0
"TMEM62",399,778
"TMEM63A",1480,3657
"TMEM63B",3909,4948
"TMEM63C",1,2
"TMEM64",1168,5726
"TMEM65",2369,2416
"TMEM67",1200,751
"TMEM68",1300,1407
"TMEM69",2963,2913
"TMEM70",2012,3475
"TMEM71",39,70
"TMEM72",0,0
"TMEM74",0,0
"TMEM74B",98,78
"TMEM78",4,0
"TMEM79",822,1182
"TMEM80",1857,1412
"TMEM81",270,304
"TMEM82",3,0
"TMEM86A",741,2009
"TMEM86B",131,80
"TMEM87A",11354,8007
"TMEM87B",2792,1485
"TMEM88",773,51
"TMEM88B",0,4
"TMEM89",3,8
"TMEM8B",469,593
"TMEM9",4267,10233
"TMEM91",149,170
"TMEM92",1,10
"TMEM95",1,0
"TMEM97",1837,2438
"TMEM98",187,12391
"TMEM99",851,1396
"TMEM9B",5159,6496
"TMF1",3465,3729
"TMIE",7,17
"TMIGD1",0,3
"TMIGD2",2,0
"TMIGD3",181,391
"TMLHE",561,783
"TMOD1",2232,562
"TMOD2",257,771
"TMOD3",2635,4596
"TMOD4",0,0
"TMPO",3728,3914
"TMPPE",208,167
"TMPRSS11A",0,2
"TMPRSS11B",0,4
"TMPRSS11D",0,3
"TMPRSS11E",0,2
"TMPRSS11F",2,0
"TMPRSS12",0,0
"TMPRSS13",145,12
"TMPRSS15",4,4
"TMPRSS2",27,25
"TMPRSS3",1,1
"TMPRSS4",0,8
"TMPRSS5",290,464
"TMPRSS6",0,2
"TMPRSS7",0,1
"TMPRSS9",46,46
"TMSB10",72268,45266
"TMSB15A",24,249
"TMSB15B",0,12
"TMSB4X",17569,14502
"TMSB4Y",98,59
"TMTC1",570,1211
"TMTC2",3712,2529
"TMTC3",1185,1486
"TMTC4",693,992
"TMUB1",4460,2137
"TMUB2",3846,3313
"TMX1",3741,5914
"TMX2",9120,11459
"TMX3",3568,5364
"TMX4",7114,10610
"TNC",7489,14566
"TNF",10,17
"TNFAIP1",3845,4877
"TNFAIP2",2676,2573
"TNFAIP3",2245,493
"TNFAIP6",78,319
"TNFAIP8",174,274
"TNFAIP8L1",530,596
"TNFAIP8L2",65,55
"TNFAIP8L3",107,18
"TNFRSF10A",78,24
"TNFRSF10B",548,12746
"TNFRSF10C",4,691
"TNFRSF10D",62,129
"TNFRSF11A",35,199
"TNFRSF11B",47,142
"TNFRSF12A",15424,3038
"TNFRSF13B",1,1
"TNFRSF13C",284,56
"TNFRSF14",131820,24753
"TNFRSF17",12,1
"TNFRSF18",61,13
"TNFRSF19",165,4713
"TNFRSF1A",6070,5508
"TNFRSF1B",1052,661
"TNFRSF21",4046,531
"TNFRSF25",170,46
"TNFRSF4",416,115
"TNFRSF6B",0,0
"TNFRSF8",13,12
"TNFRSF9",38,4
"TNFSF10",683,548
"TNFSF11",7,46
"TNFSF12",1296,1676
"TNFSF12-TNFSF13",0,1
"TNFSF13",303,484
"TNFSF13B",176,202
"TNFSF14",17,3
"TNFSF15",301,13
"TNFSF18",10,5
"TNFSF4",737,182
"TNFSF8",33,59
"TNFSF9",1122,288
"TNIK",1483,2816
"TNIP1",3019,5909
"TNIP2",2607,2259
"TNIP3",4,1
"TNK1",619,944
"TNK2",3784,861
"TNKS",4821,6915
"TNKS1BP1",6541,5243
"TNKS2",2560,3330
"TNMD",8,0
"TNN",54,35
"TNNC1",1,32
"TNNC2",15,37
"TNNI1",7,12
"TNNI2",29,21
"TNNI3",81,0
"TNNI3K",0,4
"TNNT1",98,687
"TNNT2",12,1
"TNNT3",85,22
"TNP1",0,1
"TNP2",0,0
"TNPO1",10814,10664
"TNPO2",6521,7290
"TNPO3",6850,5008
"TNR",1,0
"TNRC18",6687,3540
"TNRC6A",4499,3979
"TNRC6B",2017,2767
"TNRC6C",1120,923
"TNS1",3420,21546
"TNS2",11156,8364
"TNS3",12098,22988
"TNS4",2,14
"TNXB",999,94
"TOB1",2619,1497
"TOB2",1373,3909
"TOE1",1897,1319
"TOLLIP",6379,6474
"TOM1",3249,4310
"TOM1L1",1479,1152
"TOM1L2",6262,7340
"TOMM20",22178,47786
"TOMM20L",27,12
"TOMM22",5733,7704
"TOMM34",4310,2361
"TOMM40",5796,4131
"TOMM40L",1654,2464
"TOMM5",1599,689
"TOMM6",0,0
"TOMM7",30627,21030
"TONSL",1459,1012
"TOP1",6662,6374
"TOP1MT",3063,2063
"TOP2A",2580,5110
"TOP2B",8533,10495
"TOP3A",2141,1738
"TOP3B",23,32
"TOPAZ1",0,0
"TOPBP1",2847,3414
"TOPORS",1974,1452
"TOR1A",2651,1765
"TOR1AIP1",5907,12676
"TOR1AIP2",5771,5559
"TOR1B",1909,1030
"TOR2A",1799,302
"TOR3A",353,2578
"TOR4A",231,182
"TOX",19,9
"TOX2",35,22
"TOX3",3,1
"TOX4",5215,6564
"TP53",3169,3322
"TP53AIP1",27,0
"TP53BP1",2760,2919
"TP53BP2",1297,8483
"TP53I11",1124,1264
"TP53I13",4589,4037
"TP53I3",192,1611
"TP53INP1",249,888
"TP53INP2",1710,7354
"TP53RK",1661,2723
"TP53TG3",1,0
"TP53TG3B",0,0
"TP53TG3C",0,0
"TP53TG3D",62,58
"TP53TG5",26,7
"TP63",2,14
"TP73",5,40
"TPBG",4397,801
"TPBGL",1,152
"TPCN1",9351,3596
"TPCN2",1853,11136
"TPD52",65,370
"TPD52L1",109,12
