"GENE_SYMBOL","GSM5133931--MGH27","GSM5133940--MGH98"
"NECAP1",3781,3311
"NECAP2",4503,4401
"NEDD1",869,1588
"NEDD4",1525,1109
"NEDD4L",14464,5542
"NEDD8",4839,5522
"NEDD8-MDP1",3,2
"NEDD9",12173,3895
"NEFH",22,167
"NEFL",2,191
"NEFM",0,5
"NEGR1",34,335
"NEIL1",387,143
"NEIL2",1525,2249
"NEIL3",72,186
"NEK1",1048,2195
"NEK10",39,46
"NEK11",315,224
"NEK2",407,1282
"NEK3",1127,524
"NEK4",965,1029
"NEK5",29,40
"NEK6",14684,1987
"NEK7",4034,6423
"NEK8",824,325
"NEK9",12903,9931
"NELFA",2834,2414
"NELFB",3739,2554
"NELFCD",8255,6846
"NELFE",7646,8137
"NELL1",1657,48
"NELL2",98,18
"NEMF",1859,2778
"NEMP1",1567,1695
"NEMP2",1018,1139
"NENF",3323,7326
"NEO1",1876,4164
"NES",93502,21220
"NET1",672,498
"NETO1",2,5
"NETO2",207,972
"NEU1",10431,11899
"NEU2",0,0
"NEU3",1948,2773
"NEU4",6,9
"NEURL1",2,28
"NEURL1B",1142,468
"NEURL2",30,71
"NEURL3",8,1
"NEURL4",2919,1716
"NEUROD1",0,0
"NEUROD2",1,2
"NEUROD4",0,1
"NEUROD6",0,0
"NEUROG1",0,0
"NEUROG2",16,28
"NEUROG3",0,0
"NEXN",120,84
"NF1",4713,6020
"NF2",4350,2541
"NFAM1",207,149
"NFASC",119,592
"NFAT5",4329,2161
"NFATC1",4053,474
"NFATC2",745,999
"NFATC2IP",2901,2198
"NFATC3",373,1119
"NFATC4",440,1482
"NFE2",5,23
"NFE2L1",25365,21076
"NFE2L2",10595,10004
"NFE2L3",1459,330
"NFIA",2422,1243
"NFIB",2377,1243
"NFIC",4349,5020
"NFIL3",920,839
"NFIX",3142,6025
"NFKB1",4452,3465
"NFKB2",2667,889
"NFKBIA",3262,2528
"NFKBIB",2539,1793
"NFKBID",370,132
"NFKBIE",4843,2131
"NFKBIL1",2707,2955
"NFKBIZ",956,723
"NFRKB",1753,2412
"NFS1",2428,2507
"NFU1",1673,1941
"NFX1",3998,2201
"NFXL1",614,589
"NFYA",4355,4859
"NFYB",1132,1220
"NFYC",4474,5511
"NGB",0,1
"NGDN",2529,2727
"NGEF",15,5
"NGF",27,4
"NGFR",318,2549
"NGLY1",3501,2362
"NGRN",3094,4302
"NHEJ1",45,54
"NHLH1",17,2
"NHLH2",0,4
"NHLRC1",15,178
"NHLRC2",1407,1443
"NHLRC3",2501,2039
"NHLRC4",194,45
"NHP2",4577,3852
"NHS",23,13
"NHSL1",1886,691
"NHSL2",12,12
"NICN1",2473,1733
"NID1",1945,2256
"NID2",780,412
"NIF3L1",1854,2071
"NIFK",5285,3596
"NIM1K",116,251
"NIN",14993,8950
"NINJ1",11541,2988
"NINJ2",77,83
"NINL",89,174
"NIP7",2935,3182
"NIPA1",687,1968
"NIPA2",2136,4871
"NIPAL1",26,18
"NIPAL2",116,2002
"NIPAL3",4838,1864
"NIPAL4",2,7
"NIPBL",6831,4250
"NIPSNAP1",1926,2650
"NIPSNAP3A",2567,1831
"NIPSNAP3B",68,35
"NISCH",9445,6541
"NIT1",3176,3209
"NIT2",5764,5018
"NKAIN1",12,231
"NKAIN2",0,0
"NKAIN3",0,13
"NKAIN4",4271,112
"NKAP",1896,2085
"NKAPL",5,8
"NKD1",346,377
"NKD2",375,73
"NKG7",96,32
"NKIRAS1",1143,1168
"NKIRAS2",5007,4951
"NKPD1",19,8
"NKRF",2871,1044
"NKTR",5135,2859
"NKX1-1",0,0
"NKX1-2",0,0
"NKX2-1",0,6
"NKX2-2",0,133
"NKX2-3",0,0
"NKX2-4",0,2
"NKX2-5",0,1
"NKX2-6",0,0
"NKX2-8",0,121
"NKX3-1",3,20
"NKX3-2",3,6
"NKX6-1",1,239
"NKX6-2",0,0
"NKX6-3",0,1
"NLE1",1851,1423
"NLGN1",4199,6175
"NLGN2",1975,1560
"NLGN3",166,63
"NLGN4X",6,55
"NLGN4Y",29,357
"NLK",2887,3702
"NLN",3046,5032
"NLRC3",123,122
"NLRC4",142,65
"NLRC5",1106,734
"NLRP1",668,861
"NLRP10",1,0
"NLRP11",11,104
"NLRP12",7,2
"NLRP13",0,1
"NLRP14",0,2
"NLRP2",13,1
"NLRP3",108,111
"NLRP4",1,0
"NLRP5",0,1
"NLRP6",15,5
"NLRP7",1,0
"NLRP8",0,0
"NLRP9",0,0
"NLRX1",1678,2066
"NMB",57,277
"NMBR",0,1
"NMD3",2340,4847
"NME1",9924,5463
"NME1-NME2",201,139
"NME2",4297,5149
"NME3",3437,2827
"NME4",3424,7989
"NME5",136,175
"NME6",1626,990
"NME7",344,994
"NME8",49,1
"NME9",23,2
"NMI",221,710
"NMNAT1",1007,1380
"NMNAT2",20,9
"NMNAT3",9,7
"NMRAL1",3263,2745
"NMRK1",2552,824
"NMRK2",4,25
"NMS",0,0
"NMT1",7495,9314
"NMT2",181,1132
"NMU",2,1
"NMUR1",5,11
"NMUR2",0,0
"NNAT",46,29
"NNMT",1296,1072
"NNT",8445,12171
"NOA1",1895,3779
"NOB1",3024,2609
"NOBOX",0,0
"NOC2L",8720,5488
"NOC3L",1344,1152
"NOC4L",2090,1194
"NOCT",371,255
"NOD1",1075,648
"NOD2",33,74
"NODAL",0,6
"NOG",0,20
"NOL10",1792,2399
"NOL11",4020,4002
"NOL12",1170,495
"NOL3",2049,5117
"NOL4",0,0
"NOL4L",519,905
"NOL6",9535,2039
"NOL7",7046,6073
"NOL8",3341,1383
"NOL9",1201,1293
"NOLC1",4323,4452
"NOM1",2524,1536
"NOMO1",3521,4558
"NOMO2",339,739
"NOMO3",103,264
"NONO",27338,30574
"NOP10",6789,5854
"NOP14",4294,3170
"NOP16",3502,1773
"NOP2",5246,3392
"NOP56",12859,13536
"NOP58",6710,3898
"NOP9",2578,2651
"NOS1",2,0
"NOS1AP",6,21
"NOS2",224,10
"NOS3",754,109
"NOSIP",2690,3091
"NOSTRIN",411,99
"NOTCH1",2717,2490
"NOTCH2",6343,13142
"NOTCH3",2857,2131
"NOTCH4",2477,724
"NOTO",7,1
"NOTUM",0,5
"NOVA1",39,9
"NOVA2",165,58
"NOX1",36,52
"NOX3",5,1
"NOX4",143,255
"NOX5",613,19
"NOXA1",1134,119
"NOXO1",10,8
"NOXRED1",44,9
"NPAP1",0,0
"NPAS1",92,7
"NPAS2",1301,819
"NPAS3",12,245
"NPAS4",6,0
"NPAT",2645,1808
"NPB",1,0
"NPBWR2",0,0
"NPC1",14496,5113
"NPC1L1",8,6
"NPC2",21292,17124
"NPDC1",1449,1291
"NPEPL1",1599,381
"NPEPPS",5949,6711
"NPFF",0,0
"NPFFR1",3,0
"NPFFR2",1,7
"NPHP1",266,535
"NPHP3",2589,669
"NPHP3-ACAD11",2,1
"NPHP4",3852,1731
"NPHS1",1,0
"NPHS2",0,0
"NPIPA1",558,167
"NPIPA2",0,0
"NPIPA3",35,34
"NPIPA5",227,226
"NPIPA7",6,4
"NPIPA8",9,4
"NPIPB11",101,33
"NPIPB15",5,6
"NPIPB3",186,53
"NPIPB4",316,99
"NPIPB5",1363,350
"NPIPB6",21,1
"NPIPB7",0,1
"NPIPB8",3,2
"NPIPB9",7,3
"NPL",631,3301
"NPLOC4",7667,10558
"NPM1",64179,63200
"NPM2",90,1410
"NPM3",1460,1456
"NPNT",58,114
"NPPA",33,6
"NPPB",0,0
"NPPC",1,2
"NPR1",631,170
"NPR2",118,1215
"NPR3",12,54
"NPRL2",2326,1340
"NPRL3",2637,3094
"NPS",0,0
"NPSR1",0,0
"NPTN",6325,10212
"NPTX1",3,46
"NPTX2",5,289
"NPTXR",14,4182
"NPVF",0,1
"NPW",43,8
"NPY",0,1
"NPY1R",7,10
"NPY2R",0,0
"NPY4R",0,0
"NPY5R",1,1
"NQO1",19679,5513
"NQO2",6288,2393
"NR0B1",826,696
"NR0B2",1,0
"NR1D1",3370,1259
"NR1D2",3225,4905
"NR1H2",7018,7075
"NR1H3",1247,1385
"NR1H4",2,0
"NR1I2",8,7
"NR1I3",24,45
"NR2C1",1710,1661
"NR2C2",4661,3986
"NR2C2AP",1815,1228
"NR2E1",0,418
"NR2E3",8,0
"NR2F1",377,542
"NR2F2",1592,2182
"NR2F6",4510,3261
"NR3C1",2975,7164
"NR3C2",361,455
"NR4A1",1892,1660
"NR4A2",227,419
"NR4A3",485,589
"NR5A1",1,0
"NR5A2",117,375
"NR6A1",954,89
"NRAP",0,22
"NRARP",114,86
"NRAS",4002,5118
"NRBF2",929,1210
"NRBP1",7238,8390
"NRBP2",7340,5515
"NRCAM",11,752
"NRDE2",826,977
"NREP",526,775
"NRF1",784,1047
"NRG1",1,231
"NRG2",269,197
"NRG3",426,9
"NRG4",10,3
"NRGN",1029,173
"NRIP1",3257,2475
"NRIP2",258,142
"NRIP3",8,3740
"NRK",5,3
"NRL",104,148
"NRM",1550,2528
"NRN1",214,8538
"NRN1L",0,0
"NRP1",3230,2476
"NRP2",31751,11097
"NRROS",1879,452
"NRSN1",0,1
"NRSN2",2644,8681
"NRTN",1,2
"NRXN1",1,0
"NRXN2",170,1153
"NRXN3",4,30
"NSA2",9547,6374
"NSD1",4197,4041
"NSDHL",1134,1505
"NSF",2697,5523
"NSFL1C",5020,7350
"NSL1",1562,4212
"NSMAF",3654,3166
"NSMCE1",3974,4736
"NSMCE2",1320,2015
"NSMCE4A",1430,949
"NSMF",8002,2565
"NSRP1",3127,3336
"NSUN2",11153,5746
"NSUN3",465,821
"NSUN4",2018,2104
"NSUN5",3768,1968
"NSUN6",281,143
"NSUN7",2,0
"NT5C",1760,1514
"NT5C1A",2,4
"NT5C1B",2,7
"NT5C1B-RDH14",0,0
"NT5C2",706,885
"NT5C3A",6613,5749
"NT5C3B",3366,4145
"NT5DC1",1690,840
"NT5DC2",2768,4866
"NT5DC3",9751,1696
"NT5DC4",1,1
"NT5E",318,1210
"NT5M",743,585
"NTAN1",1079,2295
"NTF3",1,260
"NTF4",5,5
"NTHL1",1079,1006
"NTM",131,422
"NTMT1",1863,707
"NTN1",146,148
"NTN3",16,11
"NTN4",213,655
"NTN5",126,5
"NTNG1",1,2
"NTNG2",9,36
"NTPCR",223,4797
"NTRK1",37,57
"NTRK2",121,69
"NTRK3",18,4
"NTS",0,1
"NTSR1",27,8
"NTSR2",0,0
"NUAK1",206,320
"NUAK2",14,49
"NUB1",4600,4119
"NUBP1",1361,1039
"NUBP2",5031,4549
"NUBPL",1405,1845
"NUCB1",15359,18387
"NUCB2",1998,2259
"NUCKS1",12936,31506
"NUDC",9414,6217
"NUDCD1",1544,1542
"NUDCD2",2077,2429
"NUDCD3",9140,8239
"NUDT1",1149,1959
"NUDT10",1,20
"NUDT11",13,191
"NUDT12",309,1761
"NUDT13",152,208
"NUDT14",1307,1366
"NUDT15",1696,2053
"NUDT16",4436,4451
"NUDT16L1",1766,1905
"NUDT17",90,492
"NUDT18",472,688
"NUDT19",1631,1726
"NUDT2",845,886
"NUDT21",6533,9932
"NUDT22",2148,2074
"NUDT3",4953,4226
"NUDT4",5397,7672
"NUDT5",1737,1504
"NUDT6",380,274
"NUDT7",163,2
"NUDT8",558,211
"NUDT9",5809,2243
"NUF2",468,946
"NUFIP1",1094,942
"NUFIP2",7151,7886
"NUGGC",1,3
"NUMA1",9662,10744
"NUMB",5368,4187
"NUMBL",1458,714
"NUP107",2805,2167
"NUP133",2069,6466
"NUP153",3629,5575
"NUP155",3453,2737
"NUP160",4586,4522
"NUP188",4688,2009
"NUP205",5795,3696
"NUP210",230,802
"NUP210L",174,1
"NUP214",4101,2509
"NUP35",1277,1114
"NUP37",1398,1697
"NUP43",1665,1516
"NUP50",3756,5319
"NUP54",1466,2542
"NUP62",3745,4512
"NUP62CL",0,0
"NUP85",3391,2139
"NUP88",2419,2503
"NUP93",3983,5348
"NUP98",6689,6095
"NUPR1",16696,3870
"NUS1",1448,1631
"NUSAP1",1969,2941
"NUTF2",9076,7689
"NUTM1",0,0
"NUTM2A",4,1
"NUTM2B",0,2
"NUTM2D",14,2
"NUTM2E",0,0
"NUTM2F",1,1
"NUTM2G",14,4
"NVL",1046,2291
"NWD1",1,1
"NWD2",1,1
"NXF1",8922,7075
"NXF2",0,1
"NXF2B",0,0
"NXF3",10,10
"NXF5",0,0
"NXN",628,561
"NXNL1",13,3
"NXNL2",4,0
"NXPE1",1,3
"NXPE2",0,1
"NXPE3",128,1131
"NXPE4",1,4
"NXPH1",0,0
"NXPH2",0,3
"NXPH3",6,48
"NXPH4",213,272
"NXT1",1795,1528
"NXT2",560,1042
"NYAP1",35,29
"NYAP2",0,0
"NYNRIN",562,595
"NYX",8,4
"OAF",3568,12518
"OARD1",14914,2157
"OAS1",914,2483
"OAS2",1069,4786
"OAS3",1093,3103
"OASL",128,383
"OAT",4219,8171
"OAZ1",33239,29281
"OAZ2",5359,8149
"OAZ3",161,154
"OBP2A",0,1
"OBP2B",0,4
"OBSCN",2865,1632
"OBSL1",11076,6977
"OC90",2,0
"OCA2",0,0
"OCEL1",689,1253
"OCIAD1",10855,11497
"OCIAD2",77,26
"OCLN",7,0
"OCM",0,0
"OCM2",0,0
"OCRL",3262,5051
"OCSTAMP",0,0
"ODAM",1,0
"ODC1",181,1386
"ODF1",0,0
"ODF2",4980,1609
"ODF2L",1439,1287
"ODF3",0,1
"ODF3B",339,358
"ODF3L1",162,147
"ODF3L2",10,1
"ODF4",0,0
"OFD1",1527,753
"OGDH",12640,13934
"OGDHL",1,1
"OGFOD1",4580,3616
"OGFOD2",172,149
"OGFOD3",2049,2724
"OGFR",3011,2556
"OGFRL1",492,311
"OGG1",1479,1600
"OGN",270,425
"OGT",15878,11745
"OIP5",93,165
"OIT3",12,0
"OLA1",6155,6509
"OLAH",34,1
"OLFM1",110,2412
"OLFM2",155,259
"OLFM3",3,0
"OLFM4",9,0
"OLFML1",244,257
"OLFML2A",792,1214
"OLFML2B",695,2293
"OLFML3",446,1329
"OLIG1",4115,180
"OLIG2",56,31
"OLIG3",0,0
"OLR1",71,119
"OMA1",1335,995
"OMD",75,107
"OMG",2505,23
"OMP",13,2
"ONECUT1",0,7
"ONECUT2",0,1
"ONECUT3",1,2
"OOEP",3,0
"OOSP2",1,0
"OPA1",5572,3879
"OPA3",2561,3157
"OPALIN",0,0
"OPCML",2,26
"OPHN1",1803,631
"OPLAH",67,33
"OPN1LW",1,0
"OPN1MW",0,0
"OPN1MW2",0,0
"OPN1MW3",0,0
"OPN1SW",253,220
"OPN3",400,1498
"OPN4",20,4
"OPN5",1,0
"OPRD1",6,401
"OPRK1",0,0
"OPRL1",17,177
"OPRM1",0,0
"OPTC",0,17
"OPTN",2548,3148
"OR10A2",0,0
"OR10A3",0,0
"OR10A4",0,0
"OR10A5",0,0
"OR10A6",0,0
"OR10A7",0,0
"OR10AD1",33,3
"OR10AG1",0,0
"OR10C1",0,0
"OR10D3",0,0
"OR10G2",0,0
"OR10G3",0,0
"OR10G4",0,0
"OR10G6",0,0
"OR10G7",0,0
"OR10G8",0,0
"OR10G9",0,0
"OR10H1",0,0
"OR10H2",0,0
"OR10H3",0,0
"OR10H4",0,0
"OR10H5",0,0
"OR10J1",0,1
"OR10J3",1,0
"OR10J5",0,0
"OR10K1",0,0
"OR10K2",0,0
"OR10P1",0,2
"OR10Q1",0,0
"OR10R2",0,0
"OR10S1",0,0
"OR10T2",0,0
"OR10V1",0,0
"OR10W1",0,1
"OR10X1",0,0
"OR10Z1",0,0
"OR11A1",4,0
"OR11G2",0,0
"OR11H1",0,0
"OR11H12",0,0
"OR11H2",0,0
"OR11H4",0,0
"OR11H6",0,0
"OR11L1",0,0
"OR12D2",0,0
"OR12D3",0,0
"OR13A1",0,1
"OR13C2",0,0
"OR13C3",0,0
"OR13C4",0,0
"OR13C5",0,0
"OR13C8",0,1
"OR13C9",0,0
"OR13D1",0,0
"OR13F1",0,0
"OR13G1",0,0
"OR13H1",0,0
"OR13J1",1,0
"OR14A16",0,0
"OR14A2",0,0
"OR14C36",0,1
"OR14I1",0,0
"OR14J1",0,0
"OR14K1",0,0
"OR1A1",0,0
"OR1A2",0,0
"OR1B1",0,0
"OR1C1",0,0
"OR1D2",0,0
"OR1D5",0,0
"OR1E1",0,0
"OR1E2",0,0
"OR1F1",0,0
"OR1G1",0,0
"OR1I1",0,0
"OR1J1",0,0
"OR1J2",2,0
"OR1J4",0,0
"OR1K1",0,0
"OR1L1",0,0
"OR1L3",0,0
"OR1L4",0,1
"OR1L6",0,0
"OR1L8",0,0
"OR1M1",0,0
"OR1N1",0,0
"OR1N2",0,0
"OR1Q1",1,0
"OR1S1",0,0
"OR1S2",0,0
"OR2A1",13,0
"OR2A12",0,0
"OR2A14",0,0
"OR2A2",1,0
"OR2A25",0,1
"OR2A4",0,0
"OR2A42",16,2
"OR2A5",1,0
"OR2A7",80,5
"OR2AE1",0,3
"OR2AG1",0,0
"OR2AG2",0,2
"OR2AJ1",0,0
"OR2AK2",2,0
"OR2AP1",0,0
"OR2AT4",14,0
"OR2B11",0,0
"OR2B2",0,0
"OR2B3",0,0
"OR2B6",7,3
"OR2C1",1,1
"OR2C3",0,5
"OR2D2",0,0
"OR2D3",0,0
"OR2F2",0,0
"OR2G2",0,0
"OR2G3",0,0
"OR2G6",0,0
"OR2H1",0,2
"OR2H2",0,0
"OR2J1",0,0
"OR2J2",0,0
"OR2J3",0,0
"OR2K2",0,0
"OR2L13",3,9
"OR2L2",3,13
"OR2L3",0,1
"OR2L5",0,0
"OR2L8",0,0
"OR2M2",1,0
"OR2M3",0,0
"OR2M4",0,0
"OR2M5",0,0
"OR2M7",0,0
"OR2S2",0,0
"OR2T1",0,0
"OR2T10",0,0
"OR2T11",0,0
"OR2T12",0,0
"OR2T2",0,0
"OR2T27",0,0
"OR2T29",0,0
"OR2T3",0,0
"OR2T33",0,0
"OR2T34",0,0
"OR2T35",0,0
"OR2T4",0,0
"OR2T5",0,0
"OR2T6",0,0
"OR2T7",0,0
"OR2T8",0,0
"OR2V1",1,0
"OR2V2",0,0
"OR2W1",0,0
"OR2W3",0,3
"OR2Y1",0,0
"OR2Z1",0,0
"OR3A1",0,0
"OR3A2",0,0
"OR3A3",0,0
"OR4A15",0,0
"OR4A16",0,0
"OR4A47",0,0
"OR4A5",0,0
"OR4B1",0,0
"OR4C11",0,0
"OR4C12",0,0
"OR4C13",0,0
"OR4C15",0,0
"OR4C16",0,0
"OR4C3",0,0
"OR4C46",0,0
"OR4C5",0,0
"OR4C6",11,8
"OR4D1",1,0
"OR4D10",0,0
"OR4D11",0,0
"OR4D2",0,0
"OR4D5",0,0
"OR4D6",0,0
"OR4D9",0,0
"OR4E2",0,0
"OR4F15",0,1
"OR4F17",0,0
"OR4F21",0,0
"OR4F3",0,0
"OR4F4",0,0
"OR4F5",8,4
"OR4F6",0,0
"OR4K1",0,0
"OR4K13",0,0
"OR4K14",0,0
"OR4K15",0,0
"OR4K17",0,0
"OR4K2",0,0
"OR4K5",0,0
"OR4L1",0,0
"OR4M1",0,0
"OR4M2",1,0
"OR4N2",0,0
"OR4N4",0,0
"OR4N5",0,0
"OR4P4",0,0
"OR4Q3",0,0
"OR4S1",0,0
"OR4S2",0,0
"OR4X1",0,0
"OR4X2",0,0
"OR51A2",0,0
"OR51A4",0,0
"OR51A7",0,0
"OR51B2",0,0
"OR51B4",0,0
"OR51B5",0,2
"OR51B6",0,0
"OR51D1",0,0
"OR51E1",97,47
"OR51E2",29,1
"OR51F1",0,0
"OR51F2",0,0
"OR51G1",0,0
"OR51G2",0,0
"OR51H1",0,0
"OR51I1",0,0
"OR51I2",0,1
"OR51J1",0,0
"OR51L1",0,0
"OR51M1",0,0
"OR51Q1",0,0
"OR51S1",0,0
"OR51T1",0,0
"OR51V1",0,0
"OR52A1",0,0
"OR52A5",0,0
"OR52B2",0,0
"OR52B6",0,0
"OR52D1",0,0
"OR52E2",0,0
"OR52E4",0,0
"OR52E5",0,0
"OR52E6",0,0
"OR52E8",0,0
"OR52H1",0,0
"OR52I1",0,0
"OR52I2",0,0
"OR52J3",0,0
"OR52K1",0,0
"OR52K2",0,0
"OR52L1",0,0
"OR52M1",0,0
"OR52N1",0,0
"OR52N2",0,0
"OR52N4",3,0
"OR52N5",0,0
"OR52R1",0,0
"OR52W1",0,1
"OR56A1",0,0
"OR56A3",0,0
"OR56A4",0,0
"OR56A5",0,0
"OR56B1",0,0
"OR56B4",0,0
"OR5A1",0,0
"OR5A2",0,0
"OR5AC2",0,0
"OR5AK2",0,0
"OR5AN1",0,0
"OR5AP2",0,0
"OR5AR1",0,0
"OR5AS1",0,0
"OR5AU1",0,4
"OR5B12",0,0
"OR5B17",0,0
"OR5B2",0,0
"OR5B21",0,0
"OR5B3",0,0
"OR5C1",0,0
"OR5D13",0,0
"OR5D14",0,0
"OR5D16",0,0
"OR5D18",0,0
"OR5F1",0,0
"OR5H1",0,0
"OR5H14",0,0
"OR5H15",0,0
"OR5H2",0,0
"OR5H6",0,0
"OR5I1",1,0
"OR5J2",7,3
"OR5K1",0,0
"OR5K2",0,2
"OR5K3",0,0
"OR5K4",0,0
"OR5L1",0,0
"OR5L2",0,0
"OR5M1",0,0
"OR5M10",0,0
"OR5M11",0,0
"OR5M3",0,0
"OR5M8",0,0
"OR5M9",0,0
"OR5P2",0,0
"OR5P3",0,0
"OR5T1",0,0
"OR5T2",0,0
"OR5T3",0,0
"OR5V1",0,0
"OR5W2",0,0
"OR6A2",0,0
"OR6B1",0,0
"OR6B2",0,0
"OR6B3",6,0
"OR6C1",0,0
"OR6C2",0,1
"OR6C3",0,0
"OR6C4",0,0
"OR6C6",0,2
"OR6C65",0,0
"OR6C68",0,1
"OR6C70",0,0
"OR6C74",0,0
"OR6C75",0,0
"OR6C76",0,0
"OR6F1",0,0
"OR6J1",0,0
"OR6K2",0,0
"OR6K3",0,0
"OR6K6",0,0
"OR6M1",0,0
"OR6N1",0,0
"OR6N2",0,0
"OR6P1",0,0
"OR6Q1",0,0
"OR6S1",0,0
"OR6T1",0,0
"OR6V1",0,0
"OR6X1",0,0
"OR6Y1",0,0
"OR7A10",0,0
"OR7A17",0,0
"OR7A5",344,230
"OR7C1",203,76
"OR7C2",0,0
"OR7D2",0,3
"OR7D4",1,0
"OR7E24",0,0
"OR7G1",0,0
"OR7G2",0,0
"OR7G3",0,0
"OR8A1",0,1
"OR8B12",0,0
"OR8B4",0,0
"OR8B8",0,0
"OR8D1",0,0
"OR8D2",0,0
"OR8D4",0,0
"OR8G1",0,0
"OR8G5",0,1
"OR8H1",0,0
"OR8H2",4,0
"OR8H3",0,0
"OR8I2",0,0
"OR8J1",0,0
"OR8J3",0,0
"OR8K1",0,0
"OR8K3",0,0
"OR8K5",0,0
"OR8U1",0,0
"OR9A2",0,0
"OR9A4",0,0
"OR9G1",607,1
"OR9G4",0,0
"OR9I1",0,1
"OR9K2",0,0
"OR9Q1",0,2
"OR9Q2",0,0
"ORAI1",2184,2134
"ORAI2",1937,2214
"ORAI3",1743,1989
"ORC1",279,418
"ORC2",1454,1427
"ORC3",717,1255
"ORC4",2067,2395
"ORC5",5327,1857
"ORC6",791,738
"ORM1",0,0
"ORM2",2,1
"ORMDL1",6019,4566
"ORMDL2",3718,2453
"ORMDL3",2507,4105
"OS9",13211,20588
"OSBP",4369,5887
"OSBP2",99,208
"OSBPL10",5536,1641
"OSBPL11",1148,1403
"OSBPL1A",6731,13088
"OSBPL2",4159,2562
"OSBPL3",1074,701
"OSBPL5",3101,1481
"OSBPL6",199,129
"OSBPL7",1613,1652
"OSBPL8",6220,5531
"OSBPL9",6290,23525
"OSCAR",127,113
"OSCP1",428,512
"OSER1",3436,3506
"OSGEP",3533,2560
"OSGEPL1",1306,1373
"OSGIN1",3801,1139
"OSGIN2",1484,1195
"OSM",2,1
"OSMR",1075,473
"OSR1",5,3
"OSR2",59,157
"OST4",10154,13388
"OSTC",14199,9222
"OSTF1",4450,1854
"OSTM1",5457,23450
"OSTN",0,1
"OTC",0,2
"OTOA",70,10
"OTOF",0,18
"OTOG",1,2
"OTOGL",17,0
"OTOL1",0,0
"OTOP1",0,0
"OTOP2",0,1
"OTOP3",0,0
"OTOR",0,0
"OTOS",0,2
"OTP",1,1
"OTUB1",6780,7221
"OTUB2",139,412
"OTUD1",452,672
"OTUD3",600,1288
"OTUD4",4307,2427
"OTUD5",4195,3997
"OTUD6A",1,0
"OTUD6B",1128,1255
"OTUD7A",21,91
"OTUD7B",11287,6286
"OTULIN",1874,1239
"OTX1",14,59
"OTX2",0,0
"OVCA2",0,0
"OVCH1",8,9
"OVCH2",6,1
"OVGP1",126,33
"OVOL1",9,4
"OVOL2",4,0
"OVOL3",2,3
"OVOS2",25,83
"OXA1L",15512,15976
"OXCT1",8213,6480
"OXCT2",1,7
"OXER1",18,9
"OXGR1",5,3
"OXLD1",3221,2054
"OXNAD1",987,1012
"OXR1",2292,3806
"OXSM",1599,1927
"OXSR1",3987,4638
"OXT",4,8
"OXTR",10,17
"P2RX1",25,8
"P2RX2",0,0
"P2RX3",0,0
"P2RX4",5659,2471
"P2RX5",9,2
"P2RX5-TAX1BP3",58,50
"P2RX6",2875,1330
"P2RX7",4338,11943
"P2RY1",71,861
"P2RY10",9,4
"P2RY11",478,245
"P2RY12",192,22
"P2RY13",109,10
"P2RY14",63,43
"P2RY2",21,5
"P2RY4",0,1
"P2RY6",226,25
"P2RY8",498,174
"P3H1",6882,5063
"P3H2",101,1059
"P3H3",220,658
"P3H4",1995,1886
"P4HA1",3888,8167
"P4HA2",319,1175
"P4HA3",84,262
"P4HB",28013,34609
"P4HTM",113,122
"PA2G4",12341,10670
"PAAF1",2386,2297
"PABPC1",59875,47162
"PABPC1L",6602,1661
"PABPC1L2A",0,0
"PABPC1L2B",0,0
"PABPC3",17,147
"PABPC4",12192,12452
"PABPC4L",24,43
"PABPC5",54,447
"PABPN1",9661,6638
"PABPN1L",0,0
"PACRG",2,2
"PACRGL",1185,1219
"PACS1",3942,3656
"PACS2",2154,3175
"PACSIN1",1,2
"PACSIN2",13355,6562
"PACSIN3",1936,1753
"PADI1",14,4
"PADI2",24,10
"PADI3",0,0
"PADI4",0,0
"PADI6",1,5
"PAEP",35,131
"PAF1",4639,4509
"PAFAH1B1",6657,10610
"PAFAH1B2",5873,7361
"PAFAH1B3",2072,1547
"PAFAH2",1495,1853
"PAG1",10338,8106
"PAGE1",6,0
"PAGE2",0,0
"PAGE2B",2,1
"PAGE3",0,0
"PAGE4",0,0
"PAGE5",526,6
"PAGR1",454,399
"PAH",0,0
"PAICS",19389,15900
"PAIP1",17984,4891
"PAIP2",3677,4951
"PAIP2B",292,210
"PAK1",1530,2601
"PAK1IP1",4137,3811
"PAK2",4631,3598
"PAK3",52,230
"PAK4",3683,3077
"PAK6",0,2
"PALB2",1734,1537
"PALD1",446,55
"PALLD",763,1353
"PALM",584,504
"PALM3",2,1
"PALMD",758,187
"PAM",958,5335
"PAM16",639,441
"PAMR1",118,132
"PAN2",6684,3296
"PAN3",3548,3196
"PANK1",340,299
"PANK2",2404,3365
"PANK3",3323,5364
"PANK4",2894,2077
"PANX1",1027,2400
"PANX2",15,112
"PANX3",0,0
"PAOX",56,62
"PAPLN",290,1082
"PAPOLA",9826,11906
"PAPOLB",1,1
"PAPOLG",1060,1568
"PAPPA",24,52
"PAPPA2",1,1
"PAPSS1",9661,9010
"PAPSS2",351,474
"PAQR3",1698,1651
"PAQR4",907,1050
"PAQR5",57,16
"PAQR6",291,37
"PAQR7",1553,1316
"PAQR8",497,6086
"PAQR9",0,1
"PARD3",315,1255
"PARD3B",555,457
"PARD6A",115,167
"PARD6B",377,113
"PARD6G",1645,3646
