"GENE_SYMBOL","TCGA-DA-A3F2","TCGA-FR-A3YN","TCGA-FR-A3YO","TCGA-FR-A8YD","TCGA-GN-A8LK","TCGA-QB-AA9O","TCGA-WE-A8K5","TCGA-WE-AAA0"
"AGMO",9,29,2,61,5,116,32,3
"AGO1",1460,9581,2833,1944,2489,838,1878,3098
"AGO2",726,2656,556,2294,1917,1505,3586,3000
"AGO3",167,1793,208,318,471,192,1042,1111
"AGO4",360,2776,360,432,862,416,1414,1944
"AGPAT1",2962,16408,14604,15435,8954,5132,5623,9500
"AGPAT2",3151,5272,9412,7315,17808,2921,6885,6295
"AGPAT3",3856,11543,6802,4912,15293,1969,5566,5098
"AGPAT4",635,53,157,74,296,85,209,528
"AGPAT5",165,2170,367,383,999,525,1247,1355
"AGPAT6",2158,8850,24534,12210,24147,11160,9483,5094
"AGPAT9",85,1590,196,29,271,147,202,650
"AGPS",369,6633,1117,927,2135,1950,2999,5848
"AGR2",15,0,1,1199,0,17,12,8
"AGR3",0,0,0,139,0,10,1,0
"AGRN",5468,24456,20276,33759,17354,7260,22225,18020
"AGRP",50,1,18,6,5,5,3,3
"AGT",297,115,45,110,228,351,17,23
"AGTPBP1",163,1130,108,295,642,464,1041,1541
"AGTR1",208,1,5,4,1,2,55,0
"AGTR2",0,0,1,18,0,0,0,0
"AGTRAP",2965,7412,8097,4178,5388,2322,2298,10506
"AGXT",1,7,1,27,26,3,2,0
"AGXT2",0,1,0,0,0,0,0,0
"AHCTF1",196,3945,280,416,1713,1423,2878,4576
"AHCY",4286,13975,19839,29152,13865,8351,13891,12127
"AHCYL1",1327,24263,4658,3033,4312,2853,4845,14049
"AHCYL2",225,5891,1340,5669,1710,1313,21740,3565
"AHDC1",1231,4580,2923,1564,1320,400,2470,2809
"AHI1",51,1800,70,103,442,235,892,1536
"AHNAK",31355,42845,10850,11394,5047,8766,23644,114274
"AHNAK2",1937,18980,531,676,201,5893,2705,22165
"AHR",344,5656,352,1379,256,1611,4976,2337
"AHRR",28,1025,121,451,364,218,157,301
"AHSA1",2177,7723,6238,6744,6440,6649,7241,8629
"AHSA2",93,1561,91,259,618,530,2791,1478
"AHSG",0,0,6,0,4,0,0,2
"AHSP",2,0,0,0,1,0,0,0
"AICDA",5,2,0,1,1,87,2,63
"AIDA",243,3194,152,253,646,519,689,1790
"AIF1",3164,1004,587,338,56,942,1299,625
"AIF1L",364,9096,750,10198,3491,1609,21026,990
"AIFM1",1104,3895,4625,2523,8252,2215,4534,3615
"AIFM2",777,1313,4568,2252,4240,1645,990,1901
"AIFM3",77,95,264,304,38,82,25,48
"AIG1",593,2053,905,245,948,102,693,1718
"AIM1",733,754,79,176,31,134,334,1899
"AIM1L",8,13,72,26,29,2,14,3
"AIM2",93,153,7,6,19,236,631,529
"AIMP1",233,3980,519,782,917,1007,2609,3238
"AIMP2",531,1239,1561,3404,1647,889,2235,1373
"AIP",3753,3547,3873,3459,4099,3157,2825,5475
"AIPL1",0,0,1,0,0,0,0,0
"AIRE",4,0,4,1,0,0,0,5
"AJ239318.1",0,0,0,0,0,0,0,0
"AJAP1",16,9,36,27,41,2,7,11
"AJUBA",121,581,620,480,136,107,754,687
"AK1",212,609,801,605,886,225,796,412
"AK2",1654,17539,17383,8238,18406,3589,8277,19539
"AK3",515,3211,491,402,1658,2820,2490,2168
"AK4",46,770,1666,159,1682,438,94,1787
"AK5",315,72,22,19,23,9,46,813
"AK7",4,130,44,85,4,63,3,34
"AK8",68,107,42,199,56,5,24,72
"AK9",21,466,50,104,198,134,208,694
"AKAP1",410,5888,1328,1618,1930,762,2131,5755
"AKAP10",176,1353,192,228,701,361,1105,737
"AKAP11",315,4312,262,515,984,577,1661,4150
"AKAP12",1248,7897,686,1387,2755,1713,2696,7146
"AKAP13",5196,7830,4215,2061,13002,3134,3027,7737
"AKAP14",0,0,0,21,0,0,0,0
"AKAP17A",808,2528,1656,1237,3831,778,3757,3518
"AKAP2",24,124,20,43,15,4,7,40
"AKAP3",21,468,45,22,136,8,13,156
"AKAP4",0,0,0,0,0,0,0,0
"AKAP5",12,200,3,9,16,99,121,78
"AKAP6",50,1446,27,2667,193,314,493,288
"AKAP7",63,795,94,104,388,127,703,557
"AKAP8",602,1968,1258,1588,1862,964,2232,2394
"AKAP8L",1153,3162,3060,1830,4309,1445,2997,3182
"AKAP9",223,5346,397,1931,883,1515,4502,2976
"AKIP1",449,1146,1053,860,1034,599,443,1426
"AKIRIN1",460,10057,1731,1153,2917,1063,2520,5319
"AKIRIN2",884,1773,1080,727,1464,1180,2478,2475
"AKNA",8599,2405,1021,1659,357,1024,1523,2251
"AKNAD1",1,11,8,6,2,19,11,71
"AKR1A1",7010,11164,23354,4994,7592,3202,4775,9247
"AKR1B1",10982,7492,13915,1706,12462,3241,1073,3497
"AKR1B10",0,0,0,11,1,0,2,1
"AKR1B15",3,0,2,0,0,0,8,1
"AKR1C1",24,27,6,191,23,121,33,57
"AKR1C2",43,7,0,117,8,30,17,26
"AKR1C3",195,12,38,129,8,10,78,97
"AKR1C4",0,0,0,2,0,0,0,1
"AKR1D1",0,1,2,0,0,0,0,1
"AKR1E2",32,104,179,18,60,139,91,155
"AKR7A2",1885,6649,6897,4177,5276,857,3389,4219
"AKR7A3",2,18,25,27,362,9,35,53
"AKT1",6880,11012,23417,13877,7396,5071,15741,13321
"AKT1S1",2533,3235,4701,3706,5507,2706,2957,6367
"AKT2",4949,10539,12202,5593,12987,3692,7340,10867
"AKT3",490,20450,870,991,2011,1516,3429,14322
"AKTIP",258,1010,216,149,331,471,500,955
"AL008723.1",2,24,0,0,7,0,0,5
"AL021546.6",0,1,0,0,0,0,0,0
"AL022578.1",0,0,0,0,0,0,0,0
"AL023806.1",0,18,0,0,10,1,18,14
"AL049794.1",0,0,0,0,0,0,0,0
"AL049872.1",0,0,0,0,0,0,0,0
"AL109927.1",0,0,0,0,0,0,0,0
"AL133335.1",0,0,0,3,0,0,0,0
"AL133475.1",0,0,0,0,0,0,0,0
"AL135745.1",1,1,1,4,4,10,10,3
"AL135842.1",0,0,0,0,0,0,0,0
"AL137164.1",0,0,0,0,0,0,0,0
"AL138706.2",1,0,0,0,0,0,0,1
"AL138751.1",0,0,0,0,0,1,0,0
"AL139333.1",0,0,0,0,0,0,0,0
"AL158801.1",9,39,79,52,42,13,24,36
"AL158839.1",0,1,1,0,0,0,1,0
"AL162426.1",0,0,0,0,0,0,0,0
"AL354828.1",0,0,0,0,0,0,0,0
"AL354828.2",2,0,0,0,0,0,0,0
"AL356135.1",0,0,0,0,0,0,0,0
"AL356289.1",0,0,0,0,0,0,0,0
"AL356585.2",4,1,2,2,4,0,2,0
"AL356585.3",0,1,4,3,6,0,4,2
"AL357140.1",0,2,0,0,0,0,2,1
"AL358852.1",12,13,5,11,26,4,22,35
"AL365181.2",1,77,13,17,15,6,19,17
"AL365202.1",0,0,0,0,0,0,0,0
"AL445183.1",0,0,0,0,0,0,0,0
"AL513523.2",0,0,0,0,0,0,0,0
"AL589743.1",6,109,8,30,103,52,70,90
"AL591806.1",1,0,0,0,0,0,0,0
"AL596220.1",0,2,0,0,0,0,0,0
"AL645728.1",0,0,0,0,0,0,0,2
"AL645922.1",0,0,0,0,0,0,0,0
"ALAD",986,5416,1992,2997,2133,864,4802,2638
"ALAS1",2348,4575,9724,6594,5866,1765,4892,3600
"ALAS2",0,1,10,2,2,1,0,2
"ALB",0,11,0,2,0,5,2,7
"ALCAM",250,1930,193,501,227,1134,1930,3901
"ALDH16A1",3139,1496,1434,2415,2406,2031,3569,2442
"ALDH18A1",2881,5995,9563,8493,4169,1903,5527,7790
"ALDH1A1",2883,3526,184,8053,55,200,20481,155
"ALDH1A2",130,77,183,41,48,4,13,41
"ALDH1A3",247,1427,113,763,1281,959,1180,3812
"ALDH1B1",1110,3536,2015,5461,4634,1192,1759,6966
"ALDH1L1",6,15,28,173,10,54,215,9
"ALDH1L2",823,2199,684,68,1401,46,412,211
"ALDH2",4262,4926,360,897,90,716,1003,477
"ALDH3A1",29,19,4,1959,23,19,3,6
"ALDH3A2",638,4889,675,1257,1904,1319,2898,1464
"ALDH3B1",4445,2185,1023,3350,995,441,981,2803
"ALDH3B2",0,3720,1655,115,20,1507,193,2031
"ALDH4A1",560,2507,3035,825,2113,686,993,940
"ALDH5A1",284,3059,419,262,1614,73,928,659
"ALDH6A1",439,2775,1736,870,341,620,1181,1103
"ALDH7A1",621,3728,2353,3148,3816,1422,1652,3463
"ALDH8A1",2,38,0,4,10,5,106,76
"ALDH9A1",2457,9137,5228,9003,6230,1144,8756,5761
"ALDOA",51665,85383,209380,139501,253738,44175,75900,136286
"ALDOB",5,5,14,6,13,4,1,2
"ALDOC",592,345,4902,1760,33,324,155,1069
"ALG1",1261,2024,2749,2260,1551,589,1356,1676
"ALG10",28,187,82,60,136,27,121,148
"ALG10B",35,722,151,197,368,177,693,867
"ALG11",37,434,254,178,239,125,317,372
"ALG12",640,1947,1384,2182,895,377,830,1087
"ALG13",156,2414,506,489,883,561,1694,1573
"ALG14",240,1663,461,371,464,566,1208,1553
"ALG1L",6,15,15,228,17,5,45,2
"ALG1L2",2,86,107,192,9,10,14,35
"ALG2",810,2261,1462,1037,1210,870,1607,2251
"ALG3",2800,3305,15073,8593,6588,2595,1875,3814
"ALG5",496,1437,1058,725,833,982,1870,2271
"ALG6",185,3431,737,938,1029,251,1325,1702
"ALG8",1093,2759,10173,4306,4646,1443,2088,1549
"ALG9",128,608,585,284,365,135,423,229
"ALK",190,268,122,58,36,76,178,415
"ALKBH1",216,934,443,388,335,509,587,685
"ALKBH2",192,630,1062,713,1466,859,1409,1438
"ALKBH3",335,1147,1108,837,1318,1160,1508,1513
"ALKBH4",498,1396,1566,1438,1346,624,1080,384
"ALKBH5",3897,7638,6333,4429,9322,2945,5418,4356
"ALKBH6",24,130,81,75,184,178,125,171
"ALKBH7",2916,1708,2413,2428,5373,1543,3856,2277
"ALKBH8",48,651,117,108,137,182,368,312
"ALLC",0,39,7,3,1,3,0,2
"ALMS1",258,3156,240,319,765,335,1102,1060
"ALOX12",36,171,33,184,74,16,116,80
"ALOX12B",3,1,2,1,9,12,0,5
"ALOX15",9,1,0,371,0,1,0,8
"ALOX15B",2011,48,105,170,8,38,28,19
"ALOX5",1859,596,439,327,17,299,637,710
"ALOX5AP",1932,294,844,286,3,170,444,535
"ALOXE3",0,0,6,11,6,5,3,2
"ALPI",0,1,2,0,0,0,0,0
"ALPK1",379,3484,480,299,119,280,1275,976
"ALPK2",39,26,81,6,0,33,16,237
"ALPK3",360,137,346,149,56,16,228,84
"ALPL",2805,279,410,883,118,636,288,260
"ALPP",0,1,0,22,0,0,0,0
"ALPPL2",0,0,0,4,0,0,0,0
"ALS2",216,4802,596,901,1146,716,1772,2650
"ALS2CL",163,181,296,265,232,44,103,448
"ALS2CR11",5,551,40,5,2,211,7,451
"ALS2CR12",3,124,15,40,22,18,88,134
"ALX1",7,1080,847,627,1825,981,1272,1123
"ALX3",0,1,0,0,0,0,0,0
"ALX4",17,2,19,6,185,3,17,0
"ALYREF",1575,2903,4554,2735,5003,1966,5254,8252
"AMACR",44,344,62,169,392,405,492,544
"AMBN",0,11,1,4,11,0,0,0
"AMBP",3,2,0,6,0,1,7,1
"AMBRA1",1800,3227,4516,3272,3855,2718,2737,5022
"AMD1",657,8080,790,881,1934,2071,10620,11746
"AMDHD1",16,104,29,1,124,3,36,124
"AMDHD2",1704,1424,3647,2667,6096,1599,2640,3046
"AMELX",0,0,0,0,0,2,0,0
"AMELY",0,0,0,0,0,0,0,0
"AMER1",205,783,283,325,166,139,356,346
"AMER2",11,2,1,4,3,376,2,2
"AMER3",0,0,1,1,0,0,0,0
"AMFR",2491,13420,4420,2932,2559,2286,5894,9953
"AMH",8,53,4,25,27,9,985,41
"AMHR2",1,0,4,30,4,2,0,1
"AMICA1",2433,680,193,197,23,208,550,460
"AMIGO1",73,1496,13,303,232,168,123,349
"AMIGO2",131,146,48,80,22,844,101,80
"AMIGO3",5,3,3,0,2,0,4,3
"AMMECR1",69,1478,109,348,442,240,741,717
"AMMECR1L",377,12901,1938,1793,2800,1748,3819,4814
"AMN",5,8,1,34,14,13,13,10
"AMN1",30,663,168,119,106,30,420,254
"AMOT",338,4398,205,6443,1162,411,1762,3201
"AMOTL1",949,1766,1406,4001,1029,1556,4513,2087
"AMOTL2",1890,3103,1897,5599,713,158,4610,1612
"AMPD1",50,16,1,4,0,0,0,5
"AMPD2",1827,11625,7131,2803,1314,2247,2565,5984
"AMPD3",691,256,167,334,36,248,211,341
"AMPH",420,449,756,5,49,0,282,4
"AMT",82,264,27,78,83,67,338,457
"AMTN",0,0,0,1,0,0,0,0
"AMY1A",0,0,0,1,0,0,0,0
"AMY1B",0,1,0,1,0,0,0,0
"AMY1C",0,0,0,1,0,0,0,0
"AMY2A",0,8,0,2,2,0,1,0
"AMY2B",34,335,1,49,27,37,948,433
"AMZ1",17,48,106,11,14,4,8,52
"AMZ2",764,12078,2122,1726,5538,1673,3787,8843
"ANAPC1",226,2450,822,648,646,447,750,996
"ANAPC10",82,820,228,168,192,164,733,554
"ANAPC11",2074,4930,4845,3077,10350,2332,4674,8020
"ANAPC13",955,2916,2194,1062,1312,1273,3209,2285
"ANAPC15",268,297,1024,320,1096,248,986,656
"ANAPC16",1167,6043,1762,2025,2013,2284,2655,6155
"ANAPC2",1771,2801,2393,2299,2094,1058,3488,3832
"ANAPC4",107,2066,106,338,580,847,1903,1531
"ANAPC5",2323,8960,6176,4777,10535,5527,9578,9411
"ANAPC7",1154,3229,1753,1671,3217,2591,4005,4010
"ANG",338,915,583,263,550,234,300,413
"ANGEL1",1289,3605,1570,1591,871,608,2095,1091
"ANGEL2",163,3814,281,819,794,530,1446,1681
"ANGPT1",13,471,51,101,6,197,180,84
"ANGPT2",177,81,379,172,399,143,128,238
"ANGPT4",29,6,2,3,2,0,1,2
"ANGPTL1",48,16,5,12,2,5,108,24
"ANGPTL2",16178,3998,14604,931,351,535,2337,742
"ANGPTL3",0,19,0,1,1,3,2,6
"ANGPTL4",333,152,9504,163,391,705,109,2303
"ANGPTL5",0,0,0,0,0,0,0,1
"ANGPTL6",72,49,113,52,64,12,43,51
"ANGPTL7",0,578,5,329,0,2,107,276
"ANHX",0,1,0,0,1,0,0,0
"ANK1",69,13,26,40,2,43,21,38
"ANK2",343,10389,597,2155,490,291,3079,3880
"ANK3",22,194,11,127,6,9,25,50
"ANKAR",15,153,9,19,30,37,76,59
"ANKDD1A",144,611,491,85,830,324,711,385
"ANKDD1B",1,14,0,7,2,23,43,30
"ANKEF1",40,26,129,64,471,4,20,24
"ANKFN1",2,1,61,31,5,0,4,2
"ANKFY1",1307,7313,2031,4153,3008,692,4868,3011
"ANKH",2573,3020,3775,548,1054,282,1786,696
"ANKHD1",100,399,61,241,145,146,263,220
"ANKHD1-EIF4EBP3",139,244,76,89,129,188,292,426
"ANKIB1",241,7234,543,1148,1313,976,2969,2027
"ANKK1",0,10,1,17,2,1,3,6
"ANKLE1",61,13,75,5,59,326,14,80
"ANKLE2",1296,5994,2871,1815,6205,2347,6216,6036
"ANKMY1",267,887,273,384,145,185,538,701
"ANKMY2",217,2039,322,900,816,390,1779,802
"ANKRA2",68,1108,113,182,182,143,801,983
"ANKRD1",0,1,1,9,0,1,2,1
"ANKRD10",657,2005,727,936,991,1839,7358,4499
"ANKRD11",2257,7434,2185,5189,4055,1559,4644,6465
"ANKRD12",210,1616,86,389,301,572,1399,2265
"ANKRD13A",1600,4795,1482,1205,1965,1434,2748,3288
"ANKRD13B",363,1265,460,489,527,579,335,783
"ANKRD13C",179,3834,177,312,362,291,949,2211
"ANKRD13D",1267,1531,2500,890,3163,2366,2674,3768
"ANKRD16",282,366,228,278,412,447,776,758
"ANKRD17",1470,15312,5420,3137,4204,762,5213,6423
"ANKRD18A",1,0,0,7,0,1,0,0
"ANKRD18B",0,14,0,2,0,46,8,19
"ANKRD2",14,6,2,3,0,2,7,8
"ANKRD20A1",0,7,3,0,2,0,8,3
"ANKRD20A2",0,0,0,0,0,0,1,0
"ANKRD20A3",0,0,0,0,0,0,0,0
"ANKRD20A4",0,0,1,3,7,2,40,10
"ANKRD22",256,117,9,33,2,246,245,150
"ANKRD23",7,114,14,19,108,23,164,102
"ANKRD24",50,264,51,33,20,65,53,47
"ANKRD26",18,244,31,94,153,246,782,666
"ANKRD27",449,4910,1144,1171,3646,1450,1400,3459
"ANKRD28",357,17860,2618,2070,2053,2152,6273,17961
"ANKRD29",69,45,14,27,51,49,36,165
"ANKRD30A",0,0,1,0,1,0,0,0
"ANKRD30B",0,362,6,3,271,82,2,191
"ANKRD30BL",0,0,1,1,1,0,0,0
"ANKRD31",0,42,0,4,0,6,0,22
"ANKRD33",0,0,2,0,0,0,0,1
"ANKRD33B",219,140,244,59,157,59,44,172
"ANKRD34A",36,732,259,91,125,250,114,182
"ANKRD34B",0,2,0,3,4,1,3,9
"ANKRD34C",0,5,0,5,0,0,1,0
"ANKRD35",158,33,17,32,4,52,111,22
"ANKRD36",8,185,18,25,93,22,193,111
"ANKRD36B",5,36,13,22,18,4,78,102
"ANKRD36C",1,100,5,11,20,14,84,75
"ANKRD37",118,685,766,225,1653,134,266,534
"ANKRD39",239,1113,2662,858,6885,956,1378,1028
"ANKRD40",637,11758,1519,1855,2980,1022,3627,5407
"ANKRD42",132,794,430,287,614,247,357,393
"ANKRD44",391,4880,346,687,591,776,2448,2325
"ANKRD45",0,308,1,34,19,13,8,66
"ANKRD46",75,1180,378,309,321,493,947,706
"ANKRD49",29,393,119,88,238,258,423,435
"ANKRD50",282,3293,325,1147,526,428,3383,3656
"ANKRD52",1874,7234,5396,6805,3741,1133,5408,6434
"ANKRD53",38,463,451,166,151,41,33,81
"ANKRD54",513,3230,2498,7495,4250,1786,5343,2204
"ANKRD55",4,13,8,10,7,12,8,35
"ANKRD6",101,1898,466,138,487,282,1003,1022
"ANKRD60",0,0,0,0,0,0,0,0
"ANKRD61",1,34,3,4,11,6,43,10
"ANKRD62",0,0,0,0,0,0,0,0
"ANKRD63",1,0,0,0,0,0,0,0
"ANKRD65",196,57,37,243,7,1154,95,190
"ANKRD66",1,1,2,33,0,0,0,0
"ANKRD7",1,238,1,30,0,57,3,45
"ANKRD9",548,2086,1668,3553,3529,1935,3213,1614
"ANKS1A",845,10121,6119,5639,3071,919,8034,17694
"ANKS1B",3,121,3,82,40,107,15,21
"ANKS3",318,527,468,362,941,482,1107,997
"ANKS4B",0,0,1,0,3,9,2,1
"ANKS6",447,2285,1607,1412,993,778,3301,2372
"ANKUB1",0,41,223,14,1,0,9,11
"ANKZF1",571,2445,1338,1302,1752,1068,1894,1694
"ANLN",65,2077,1028,1825,2792,593,6187,3061
"ANO1",414,191,181,170,124,42,785,2948
"ANO10",814,3673,3808,1560,3608,676,1922,2400
"ANO2",10,7,11,9,2396,41,10,5
"ANO3",0,6,0,6,1,3,5,11
"ANO4",3,495,1,6,214,651,2,499
"ANO5",5,415,3,3,174,33,0,14
"ANO6",1106,5083,975,999,688,995,1979,3869
"ANO7",59,41,532,371,386,144,69,133
"ANO8",262,659,883,423,632,550,796,984
"ANO9",163,130,4,103,12,540,153,294
"ANP32A",3088,8809,5263,11886,12061,4887,10254,10272
"ANP32B",3192,9047,4594,7745,9297,6917,16888,12517
"ANP32D",0,1,1,1,1,2,1,1
"ANP32E",624,6437,952,2003,1679,2507,4679,4605
"ANPEP",5859,318,2620,461,63,294,904,303
"ANTXR1",8426,7535,2834,766,771,504,3866,2436
"ANTXR2",1659,3053,563,177,318,177,1543,787
"ANTXRL",4,11,3,2,4,0,1,1
"ANXA1",1458,20989,1029,1397,276,6146,31335,27932
"ANXA10",1,1,0,0,0,1,1,3
"ANXA11",14330,8671,11197,10798,12747,7345,6804,18202
"ANXA13",1,34,53,32,30,18,31,10
"ANXA2",22162,47114,51301,31142,59475,15408,38857,55292
"ANXA2R",202,138,25,42,50,133,127,212
"ANXA3",4,3134,11,116,25,2257,90,1183
"ANXA4",1289,6074,4259,1807,2720,2639,5886,5673
"ANXA5",13386,119516,73070,68879,30673,20502,114840,82503
"ANXA6",16897,16355,17395,11529,13940,1377,6371,23649
"ANXA7",1918,4558,1655,1586,2582,2900,2953,6848
"ANXA8",0,0,0,18,0,0,0,0
"ANXA8L1",1,3,0,35,0,1,0,0
"ANXA9",89,921,50,291,134,184,194,603
"AOAH",2643,548,118,113,8,161,348,247
"AOC1",91,23,51,34,1,6,24,41
"AOC2",2,196,1,20,41,18,46,62
"AOC3",1884,241,1078,383,366,101,430,370
"AOX1",157,207,34,4,1,37,45,214
"AP000275.65",0,0,4,3,10,2,3,4
"AP000295.9",2,2,2,0,0,0,2,3
"AP000304.12",0,1,0,1,0,0,1,0
"AP000322.53",0,0,0,0,0,0,0,0
"AP000349.2",0,0,0,0,0,0,0,0
"AP000350.10",0,0,0,0,1,0,1,1
"AP000721.4",0,0,1,0,1,0,0,4
"AP000866.1",0,2,0,0,2,2,11,11
"AP001888.1",0,0,0,0,0,0,0,0
"AP002884.2",0,4,0,1,0,0,1,2
"AP003419.11",0,0,0,0,0,0,1,0
"AP005242.1",0,0,0,0,1,0,0,0
"AP006285.2",0,1,2,2,55,5,1,2
"AP1AR",117,2226,209,269,388,548,1318,1695
"AP1B1",15040,12359,19382,4805,12771,3951,4709,9553
"AP1G1",1023,10684,2075,2740,2216,1486,3853,5341
"AP1G2",685,1365,1536,249,1676,819,1239,1971
"AP1M1",4664,6228,8020,5671,10011,4515,6126,8250
"AP1M2",11,0,1,403,0,6,1,9
"AP1S1",928,5886,9450,7341,4494,5216,5802,2181
"AP1S2",968,19748,6180,4451,6898,5110,13333,14395
"AP1S3",7,1413,76,49,95,240,223,835
"AP2A1",6355,9678,11287,9423,9530,4003,4590,8876
"AP2A2",4378,4538,3906,2734,7596,1007,5283,6174
"AP2B1",5030,50495,8105,14307,12986,7106,12409,18589
"AP2M1",18791,30218,53519,44474,31296,11329,18852,33641
"AP2S1",5603,4016,13850,8668,11463,3836,6060,6402
"AP3B1",957,4332,788,1758,1333,1241,3277,3855
"AP3B2",21,201,24,103,109,275,3,150
"AP3D1",6749,22026,19970,18158,25422,8868,18306,19624
"AP3M1",822,4287,1104,2488,1815,1328,1865,3893
"AP3M2",251,5865,1844,2386,2144,1116,5922,1299
"AP3S1",1148,3556,946,1818,2246,1188,3392,4213
"AP3S2",1101,1978,948,2628,2371,442,1162,1417
"AP4B1",332,2071,615,471,356,409,778,1378
"AP4E1",87,1155,155,371,442,353,830,1012
"AP4M1",483,1314,1312,1649,1361,759,2104,622
"AP4S1",110,772,108,448,213,472,403,448
"AP5B1",1736,5669,4760,4011,7209,1422,3801,3469
"AP5M1",329,2514,281,819,1522,1068,1871,2044
"AP5S1",832,2218,2644,1877,2055,516,1520,1607
"AP5Z1",2226,5262,3985,8705,6639,2093,5288,3884
"APAF1",71,1345,131,243,264,198,870,589
"APBA1",336,778,28,554,248,45,450,30
"APBA2",455,110,2825,1904,1032,368,1090,170
"APBA3",911,1347,822,798,1101,650,1080,1531
"APBB1",1214,3525,2219,1560,3969,1299,218,4119
"APBB1IP",3718,752,191,227,22,393,738,515
"APBB2",801,4113,272,1407,989,176,1809,1372
"APBB3",189,759,435,745,295,321,1485,766
"APC",186,1830,175,912,594,473,1225,2809
"APC2",170,179,301,801,145,125,627,155
"APCDD1",178,1701,632,1350,3470,55,1283,122
"APCDD1L",61,12,77,7,10,3,17,9
"APCS",0,0,0,0,0,0,0,0
"APEH",4072,7837,16153,14010,12112,3903,9898,8906
"APELA",1,0,0,0,0,0,0,0
"APEX1",2876,7565,5393,6742,6688,5644,15861,9301
"APEX2",1560,2894,4035,2517,2863,1311,2139,2237
"APH1A",8391,21390,19433,22435,17230,6849,11530,15157
"APH1B",599,2650,1373,371,1120,436,1586,966
"API5",665,5915,930,1621,2660,2004,3922,5362
"APIP",164,751,391,279,394,339,917,1244
"APITD1",25,258,38,32,201,175,174,233
"APITD1-CORT",6,43,28,13,97,17,34,50
"APLF",32,354,36,35,113,91,299,166
"APLN",249,106,1867,468,605,40,152,99
"APLNR",2359,199,5261,139,127,119,1173,1115
"APLP1",60,153,794,216,1268,12,67,60
"APLP2",16038,13696,11730,17158,7468,16120,11432,10266
"APMAP",3873,14580,16232,6582,5286,1988,4815,9488
"APOA1",3,2,42,2,1,1,0,1
"APOA1BP",2824,8276,14567,13172,19707,5084,10621,7395
"APOA2",0,6,0,0,1,3,1,3
"APOA4",0,2,47,0,0,0,0,0
"APOA5",0,1,1,0,0,0,0,0
"APOB",0,0,1,1,0,0,2,0
"APOBEC1",0,0,0,0,0,0,0,0
"APOBEC2",1,21,0,1,2,1,9,11
"APOBEC3A",41,3,15,6,1,15,12,20
"APOBEC3B",244,207,566,507,714,423,1256,472
"APOBEC3C",6183,11365,6898,5154,3817,3052,7448,2897
"APOBEC3D",473,383,17,334,67,166,288,318
"APOBEC3F",573,838,31,269,14,320,365,294
"APOBEC3G",1765,2304,49,101,28,1035,1071,682
"APOBEC3H",201,119,147,24,11,68,56,23
"APOBEC4",0,1,0,40,0,0,0,0
"APOBR",3781,239,739,424,61,286,345,394
"APOC1",55682,2790,3245,2637,2141,19769,1620,646
"APOC2",26,5,34,5,11,11,3,54
"APOC3",0,0,14,0,1,0,0,0
"APOC4",0,0,0,0,0,1,0,0
"APOC4-APOC2",35,11,37,5,10,8,7,16
"APOD",2040,299204,222466,41355,3827,63681,13390,11677
"APOE",299117,72155,53022,69113,101008,159647,51877,34108
"APOF",0,0,0,1,1,0,0,3
"APOH",3,0,1,0,1,1,1,0
"APOL1",6835,16134,830,1083,383,2280,5523,8320
"APOL2",2544,6409,2284,956,4116,2168,3819,4835
"APOL3",2217,1546,89,397,61,695,1428,1183
"APOL4",965,327,146,73,11,202,901,232
"APOL5",0,1,0,0,1,0,2,0
"APOL6",1444,7899,639,261,389,1293,4637,4219
"APOLD1",106,774,2441,572,1697,623,703,2670
"APOM",98,77,260,93,164,32,182,94
"APOO",218,1606,1780,726,2431,727,1398,710
"APOOL",152,3378,165,375,556,284,1062,1291
"APOPT1",299,1268,701,501,707,1039,814,1517
"APP",16594,39814,5630,73466,19439,23252,42883,37829
"APPBP2",226,8991,284,537,917,515,2480,5042
"APPL1",421,2986,359,647,1370,964,2900,3352
"APPL2",623,4534,619,1469,1361,462,3382,2001
"APRT",4346,5450,6546,7184,4964,3690,5809,7363
"APTX",346,1560,1065,1014,941,880,1148,1813
"AQP1",7179,1799,1328,2034,1673,500,3058,2388
"AQP10",0,2,0,0,0,0,0,1
"AQP11",32,296,281,44,131,30,64,135
"AQP12A",0,0,0,0,3,0,0,0
"AQP12B",0,0,1,0,0,0,0,0
"AQP2",0,0,1,1,4,0,0,0
"AQP3",1468,129,92,768,12,140,257,294
"AQP4",0,5,1,399,16,8,90,21
"AQP5",5,3,4,174,125,17,1,2
"AQP6",1,10,2,3,40,10,10,9
"AQP7",5,3,1,4,13,1,4,5
"AQP8",4,4,1,1,1,1,0,3
"AQP9",333,17,525,128,2,119,0,54
"AQR",751,4135,1126,695,993,900,2307,2141
"AR",97,38,21,23,15,9,51,15
"ARAF",3505,5644,6536,2857,2349,1261,3059,4463
"ARAP1",13062,5539,15254,8309,6397,2857,6001,6825
"ARAP2",177,1460,60,58,306,187,656,789
"ARAP3",733,7050,2292,1509,1802,3746,3593,2183
"ARC",8,53,36,595,171,314,98,32
"ARCN1",3539,10816,10477,7997,3842,2856,8520,5935
"AREG",1,8,36,7,6,5,3,21
"AREL1",1043,5569,2306,1731,1816,1934,3097,3374
"ARF1",19227,43084,46807,25518,45548,11912,27476,39367
"ARF3",8719,21047,26280,17327,7769,7609,12257,15455
