"GENE_SYMBOL","GSM4799042--1060699","GSM4799043--1014406","GSM4799044--1048276","GSM4799050--1097378","GSM4799052--1048434","GSM4799063--1082336","GSM4799072--1095369","GSM4799074--1020492","GSM4799077--1094680","GSM4799080--1058310","GSM4799081--1092277","GSM4799082--1048939","GSM4799083--1031074","GSM4799092--1050416","GSM4799109--1037570","GSM4799112--1081859","GSM4799114--1048099","GSM4799115--1025388","GSM4799118--1029017","GSM4799119--1072745"
"IL6ST",8662,7670,14587,4358,3558,31,6844,4855,74,12794,5545,2394,320,9262,2439,4894,438,12347,2229,230
"IL7",197,179,676,23,55,1,249,222,0,520,532,185,26,696,279,129,2,167,1,37
"IL7R",3510,304,8199,35,74,7,3543,1748,7,194,15673,315,50,1702,1118,75,10010,1411,90,126
"IL9",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"IL9R",0,0,0,3,6,0,8,0,15,0,34,0,10,23,2,0,1,0,0,0
"ILDR1",1,0,6,0,29,0,0,8,9,0,131,6,42,0,0,0,0,1,0,0
"ILDR2",400,1,0,0,21,0,0,0,0,150,217,0,123,125,152,80,787,148,0,0
"ILF2",10312,2284,4376,3812,1051,25,13440,3796,27,19377,13570,2548,400,23606,9556,3162,1,13031,1358,468
"ILF3",5341,3196,1504,4004,6376,12,5559,6115,77,3872,3382,10742,794,3171,5458,1271,112,3997,8976,4615
"ILK",706,27,183,427,155,1,660,518,2,622,1034,306,20,1256,529,251,0,564,47,0
"ILKAP",878,276,127,2199,481,6,742,475,2,151,701,169,402,680,1333,733,0,553,310,141
"ILVBL",2539,250,307,4752,1936,4,1032,306,2,994,564,583,211,547,450,119,87,1322,924,231
"IMMP1L",761,42,532,380,139,1,482,385,0,1316,633,191,48,662,891,542,26,341,63,179
"IMMP2L",843,405,389,956,345,1,930,722,1,2743,606,122,43,1545,1612,288,5,4219,430,27
"IMMT",5541,714,1427,2186,696,13,3676,1675,5962,4534,6396,1339,347,4782,4405,3945,569,5488,505,359
"IMP3",288,89,329,496,237,0,715,195,5,416,250,274,40,285,348,436,0,630,102,114
"IMP4",921,752,154,823,146,3,1140,489,1,1015,804,519,224,1092,2378,899,16,1733,420,288
"IMPA1",761,258,1787,698,298,1,2719,215,24,1288,1355,1029,135,1250,832,155,272,1038,232,13
"IMPA2",358,238,33,263,19,1,189,458,0,134,695,1575,205,216,108,652,0,74,0,273
"IMPACT",908,375,710,1620,177,1,723,691,3,1009,1369,506,256,2089,1224,572,2238,2571,147,3
"IMPAD1",2475,1390,2166,2071,1137,2,7935,1012,13,3376,1367,877,181,3987,2241,2222,6,1732,475,180
"IMPDH1",89,215,50,55,176,3,266,20,24,30,128,150,38,76,181,34,0,116,144,66
"IMPDH2",6585,1494,1484,2963,729,31,8270,2845,24,11450,9994,3420,317,11624,3774,1947,12,8983,493,522
"IMPG1",0,0,0,0,9,0,0,1,0,1,8,0,58,7,1,0,16,0,0,0
"IMPG2",39,0,0,28,36,0,39,52,6,34,0,0,85,45,10,2,0,21,6,0
"INA",16,0,0,1,2,0,0,0,0,0,0,0,33,2,0,0,2,0,4,0
"INAFM1",60,96,44,10,30,0,34,56,0,23,40,85,9,24,42,77,0,10,63,4
"INCA1",111,41,83,91,77,0,343,42,0,50,164,10,46,35,80,165,0,133,22,30
"INCENP",67,15,4,68,37,0,159,68,2,90,104,9,13,69,161,11,38,98,35,43
"INF2",103,119,49,101,130,1,275,396,37,321,291,188,46,126,414,28,0,403,112,144
"ING1",354,253,96,142,230,0,735,68,0,299,348,28,193,378,1125,75,0,465,99,1
"ING2",241,154,192,55,4,0,74,302,1,179,192,5,28,266,453,84,0,313,57,5
"ING3",2497,373,1365,1159,388,3,1996,1008,0,3168,3201,173,276,3798,1624,398,8,3032,332,59
"ING4",1047,282,1674,1703,756,5,1782,1494,1,2327,1714,594,159,2326,890,900,12,2125,335,25
"ING5",802,246,852,827,416,3,478,792,0,219,318,762,119,388,1169,163,8,355,253,258
"INHA",18,180,0,43,5,0,69,0,0,5,8,69,6,17,47,12,1,22,93,0
"INHBA",998,0,802,51,73,0,410,1109,1,1660,1269,574,137,20506,1047,34,2644,210,193,27
"INHBB",479,974,12,5,52,0,42,247,0,124,22,274,4,5,16,15,0,10,60,33
"INHBC",0,0,0,108,14,0,0,8,0,0,0,0,22,0,0,0,22,1,0,0
"INHBE",12,0,0,42,3,0,11,3,5,7,14,0,6,23,23,69,0,42,0,0
"INIP",2342,1166,1223,1150,444,2,1258,968,1,3205,1700,1312,408,3257,2023,504,0,3401,358,88
"INMT",1043,198,1194,490,100,4,1492,695,24,808,38658,2088,130,2803,115,1328,4,134,66,1
"INO80",890,736,432,1051,510,1,881,547,4,1064,1269,293,351,705,569,361,28,1011,523,237
"INO80B",51,17,83,143,61,0,40,167,0,69,14,56,23,15,94,25,1,29,36,65
"INO80B-WBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"INO80C",492,291,312,374,86,1,217,307,2,667,479,22,342,420,518,518,83,511,86,147
"INO80D",4631,892,2757,4459,1571,5,2034,3954,4,2180,2014,2039,810,3085,4287,1209,220,2937,1119,463
"INO80E",12,9,33,43,46,0,56,79,0,37,95,20,9,77,42,27,20,56,51,7
"INPP1",858,303,58,460,571,2,1049,419,0,415,497,520,163,683,802,509,1,714,402,212
"INPP4A",1749,395,2566,785,368,69,1159,1001,171,1023,1395,170,276,1407,1904,811,202,1299,480,56
"INPP4B",3409,322,2732,7410,970,10,3746,1541,2,4767,1830,74,490,3462,3500,2314,0,6659,911,76
"INPP5A",480,218,184,130,63,0,367,203,0,382,231,201,39,282,267,396,0,197,37,0
"INPP5B",898,351,658,1369,436,3,1064,638,15,642,1720,153,456,2070,864,243,52,792,161,90
"INPP5D",337,329,1453,66,425,18,1554,440,13,232,614,240,148,439,439,181,27927,196,309,116
"INPP5E",365,283,19,262,418,0,111,199,84,265,116,229,64,215,339,113,16,209,423,261
"INPP5F",1703,130,974,223,4067,1,2354,582,1,13046,1695,166,327,555,4980,110,8,5213,3179,218
"INPP5J",0,0,0,0,11,0,0,0,1,9,1,18,17,25,1,4,0,5,0,0
"INPP5K",1577,1316,492,417,704,2,483,479,56,534,1137,426,126,279,663,864,0,1252,649,202
"INPPL1",272,120,150,292,264,2,185,250,5,254,229,234,25,291,143,132,7,177,309,43
"INS",0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"INS-IGF2",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"INSC",8,56,0,3,34,0,0,0,0,5,258,0,29,2542,4,0,1,169,0,0
"INSIG1",1320,583,790,248,810,1,948,1114,0,1613,1323,524,23,541,528,20,0,429,444,114
"INSIG2",1024,1127,312,154,134,1,1441,793,11,1986,1402,719,116,2944,833,401,6,1984,90,6
"INSL3",0,0,69,0,31,0,0,1,0,0,14,39,102,1,0,0,0,0,4,0
"INSL4",0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"INSL5",10,0,0,9,0,0,0,0,0,0,0,0,12,2,2,0,0,0,0,0
"INSL6",3,116,286,79,103,0,68,64,1,40,71,31,29,72,113,118,0,22,162,0
"INSM1",0,0,0,0,4,0,0,98,0,0,0,0,0,0,2,0,12,0,0,0
"INSM2",0,0,0,0,47,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"INSR",3725,1335,1211,4173,1100,9,3138,3800,12,2728,4273,3267,740,5337,2642,4448,26,3570,498,110
"INSRR",0,1,0,0,13,0,6,1,0,6,0,0,14,6,5,0,1,0,0,0
"INTS1",48,5,20,43,13,0,40,140,7,64,11,32,76,52,41,13,46,36,17,16
"INTS10",1862,191,1493,3528,866,3,938,634,0,2001,1777,631,267,2895,1633,586,490,2333,968,461
"INTS12",1019,191,414,776,9,1,1246,807,7,2128,1452,756,110,2417,1227,644,0,2050,155,22
"INTS2",461,239,290,849,207,1,509,1256,0,864,389,588,216,517,1134,112,0,773,47,2
"INTS3",1468,413,719,3380,794,10,1759,535,1,1095,1989,1200,450,1904,1136,219,18,2002,421,295
"INTS4",782,82,829,1615,529,0,1075,510,6,1317,2306,264,357,2271,1004,316,18,1160,262,13
"INTS5",159,221,79,64,25,1,120,206,0,128,37,166,29,259,106,80,2,168,4,1
"INTS6",2275,582,2050,4342,706,4,2056,2781,9,1854,1651,991,1194,2705,4612,625,45,2803,789,166
"INTS7",1746,211,89,1438,185,2,744,464,0,1071,1018,234,362,1061,1192,253,0,1237,91,23
"INTS8",1044,270,931,1197,337,2,2496,486,0,1350,667,275,283,1709,792,174,1,536,387,92
"INTS9",1008,256,327,1045,572,1,1097,403,3,1180,2125,3,124,2490,614,225,4565,1634,211,67
"INTU",992,405,767,287,415,1,1114,1555,0,1701,560,903,388,1782,1474,224,171,1901,328,44
"INVS",816,44,660,840,221,0,417,311,8,615,657,451,112,1124,1149,301,2,888,241,175
"IP6K1",184,229,73,336,154,1,483,517,1,308,838,112,81,1174,962,124,1,566,32,69
"IP6K2",3562,1325,3135,1603,888,4,4383,2447,4,3168,3880,2526,357,6389,5693,1130,13,2717,618,287
"IP6K3",37,0,0,87,15,0,619,0,0,47,113,18,31,98,0,1390,10,0,0,0
"IPCEF1",25,1,1093,43,25,1,427,422,1,13,138,22,145,167,40,70,27,61,9,0
"IPMK",494,27,728,56,101,23,504,167,0,272,178,189,20,259,217,51,0,226,23,52
"IPO11",857,744,404,679,220,1,877,252,0,1005,667,344,145,1138,604,318,0,875,197,55
"IPO13",1598,238,305,641,203,9,490,300,16,1345,948,485,204,935,1575,2509,5,983,485,112
"IPO4",133,21,37,151,67,10,154,110,1,222,71,137,18,65,165,104,0,156,133,103
"IPO5",5917,1460,1136,2669,760,7,6693,1909,3,5002,4667,1687,505,4549,6851,3236,2,8336,540,74
"IPO7",4660,1603,2177,3714,990,4,4206,3007,31,6281,3465,293,472,3218,5966,6076,84,3992,1150,608
"IPO8",1431,1273,2452,836,593,9,1835,735,0,1974,1377,510,176,1920,724,443,1,2699,560,37
"IPO9",5916,826,2155,6721,1914,9,4673,2288,33,4025,4981,1861,930,7148,3462,1182,2,6306,1614,276
"IPP",585,135,220,572,65,1,774,597,1,572,317,33,315,947,688,415,12,746,112,30
"IPPK",42,1,1,54,11,0,17,138,0,33,8,40,43,79,40,22,0,51,0,37
"IQCA1",261,0,92,148,6,0,0,166,8,219,341,0,75,228,93,2,0,5,0,0
"IQCA1L",0,0,1,1,23,0,0,0,0,0,0,0,65,0,0,0,0,0,0,1
"IQCB1",899,148,1996,1124,349,6,2000,1031,19,1378,1738,513,113,1949,2149,198,0,1271,417,46
"IQCC",176,1,158,281,11,0,33,191,0,302,259,33,37,236,217,124,0,142,8,30
"IQCD",3,73,4,20,12,0,61,0,0,194,83,73,27,82,213,0,0,29,7,0
"IQCE",731,267,18,291,271,0,197,517,6,385,235,482,241,287,527,154,38,255,190,115
"IQCF1",0,0,0,13,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0
"IQCF2",0,0,0,0,51,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
"IQCF3",0,0,0,0,2,0,0,0,0,0,0,0,15,4,0,0,14,0,0,0
"IQCF5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IQCF6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"IQCG",990,202,407,859,426,1,729,448,0,870,1085,789,389,2373,810,313,35,542,207,0
"IQCH",49,0,5,152,47,0,139,48,0,133,161,0,108,161,289,12,11,165,2,29
"IQCJ",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"IQCK",1093,12,317,1838,828,0,513,554,0,2119,1005,26,144,646,826,341,4,670,414,17
"IQGAP1",16561,4227,6000,5464,2525,49,12864,7497,29,12842,20468,4895,1160,10474,10510,2431,826,9146,2412,489
"IQGAP2",2933,1203,1536,992,403,1,6183,3266,9,313,3185,737,50,1697,651,364,152,2297,252,8
"IQGAP3",186,52,204,0,109,0,168,153,39,86,246,56,266,142,413,123,15,107,177,22
"IQSEC1",1485,848,2105,722,257,1,988,736,3158,626,823,273,109,937,790,721,4,356,163,86
"IQSEC2",85,17,72,143,46,1,304,9,4,173,185,4,30,222,96,108,29,30,4,25
"IQSEC3",2,60,1,0,11,0,19,9,16,0,36,1,12,51,4,48,45,0,18,4
"IQUB",0,0,0,6,6,0,12,0,0,93,73,0,82,106,41,77,5,12,30,0
"IRAK1",640,755,540,154,265,5,785,542,30,748,723,325,118,537,1302,593,34,687,223,60
"IRAK1BP1",339,69,31,270,320,2,66,188,0,370,340,172,206,413,291,125,0,375,167,55
"IRAK2",3,49,65,14,4,0,36,77,0,84,256,73,147,164,311,107,0,39,0,14
"IRAK3",960,911,1014,25,56,0,531,534,28,290,868,44,38,516,288,108,6,127,85,21
"IRAK4",1016,466,916,965,735,1,1095,861,0,1327,1622,1081,157,1265,1026,160,0,743,616,43
"IREB2",2623,572,1805,3898,1172,9,2309,2259,20,2095,1476,1049,572,2699,2484,915,163,2954,767,170
"IRF1",649,5600,2022,347,2383,17,2057,1610,6,829,2444,291,42,1170,1058,146,269,410,1433,491
"IRF2",1271,550,1823,775,346,2,2089,881,7,1648,2827,498,69,2186,1828,617,1725,1101,415,47
"IRF2BP1",15,9,12,52,57,0,61,11,0,21,13,1,11,10,41,26,0,5,10,0
"IRF2BP2",5422,574,3189,3390,2318,5,4652,4470,0,4129,3811,1688,518,8528,4562,2098,34,5839,960,314
"IRF2BPL",453,508,373,207,210,1,328,264,0,796,313,274,32,373,580,216,431,289,32,33
"IRF3",421,394,572,336,281,0,699,213,0,311,267,632,55,355,598,67,0,309,491,195
"IRF4",2042,621,974,10819,3223,1,1996,309,1,3011,889,537,456,496,3883,16,8,3834,1320,22
"IRF5",351,76,590,28,79,1,308,235,32,94,363,9,25,393,424,5,12,115,58,108
"IRF6",1950,31,0,59,30,0,0,2158,1,0,824,931,122,10,24,0,4,0,0,356
"IRF7",73,86,152,64,62,0,184,79,1,203,93,57,1,153,256,222,19,6,158,218
"IRF8",771,618,1892,84,48,1,1441,858,9,255,851,39,66,684,266,36,0,142,102,17
"IRF9",138,194,409,461,233,0,611,393,0,412,855,72,176,1043,367,72,139,314,68,151
"IRGC",0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0
"IRGM",23,0,0,0,14,0,95,4,0,0,0,0,1,8,0,0,0,0,0,0
"IRGQ",2394,359,660,1196,486,2,1685,241,0,1910,923,149,487,1718,1609,656,49,1587,538,3
"IRS1",189,354,22,476,49,0,117,762,2,252,130,499,176,742,121,411,28,566,1,61
"IRS2",1582,832,393,3238,1009,1,1592,110,4,4237,743,124,672,1792,3088,829,1,6605,280,115
"IRS4",0,0,0,1,1,0,0,12,0,3,0,2,2,0,0,0,0,6,0,0
"IRX1",28,32,0,8,4,0,8,33,0,0,0,1,5,0,0,0,0,0,0,0
"IRX2",1891,290,0,14,294,0,58,1938,0,37,462,1397,113,6,49,1,0,8,71,480
"IRX3",358,215,21,33,37,0,0,287,0,43,211,158,21,35,16,14,6,47,79,217
"IRX4",132,0,1,0,5,0,0,49,0,0,0,25,6,0,0,5,0,0,0,20
"IRX5",166,66,0,91,21,0,17,154,0,24,19,184,1,35,68,39,0,26,79,6
"IRX6",198,83,0,222,296,0,0,0,0,0,34,0,5,0,56,0,30,73,351,0
"ISCA1",1232,631,1601,1244,205,4,1347,247,1,1557,1268,315,160,2401,1672,1728,29,1926,330,5
"ISCA2",311,481,171,313,115,0,104,182,0,206,113,85,57,165,357,242,22,255,37,3
"ISCU",2677,1837,1965,1478,1369,1,1445,974,4,2663,1156,1201,48,1174,1447,2011,6,868,1057,299
"ISG15",43,37,48,55,89,0,963,132,15,56,1119,47,28,1116,2251,277,10674,98,131,607
"ISG20",523,197,1566,200,150,0,2076,83,4,467,2760,150,126,203,2545,27,0,532,11,163
"ISG20L2",1035,293,198,1319,648,3,1572,686,4,2105,1214,647,357,1969,1781,204,9,1464,263,138
"ISL1",0,0,0,0,8,0,0,0,0,67,40,0,9,0,4,0,84,29,0,0
"ISL2",0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,13,0
"ISLR",665,2027,746,78,111,15,440,2181,0,899,457,435,23,10763,2007,2428,22,630,28,6
"ISLR2",1,9,0,2,50,0,0,3,0,1,1,0,34,4,0,1,15,1,0,0
"ISM1",609,168,0,6,4,0,0,75,0,29,10,379,41,142,55,39,1,10,0,0
"ISM2",0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0
"ISOC1",576,46,53,186,111,0,159,121,0,292,257,408,11,131,129,475,0,263,36,1
"ISOC2",158,76,63,27,185,0,135,247,0,69,356,44,44,574,434,104,1,458,57,101
"IST1",7804,1917,2853,5336,3071,5,6614,4340,965,6050,10383,1711,708,12373,3422,2224,4148,6465,914,357
"ISX",0,0,0,0,12,0,0,0,0,0,0,0,10,0,0,0,18,0,0,0
"ISY1",1091,306,338,821,276,1,805,383,10,1352,980,52,189,1498,875,497,64,918,163,137
"ISY1-RAB43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISYNA1",455,66,167,766,239,0,644,86,0,401,100,77,94,531,511,40,4,520,404,20
"ITCH",1186,1073,371,3059,757,13,2612,2225,11,2465,2872,1300,488,4338,2818,826,15,2645,614,117
"ITFG1",2894,949,1122,1371,749,4,1850,1232,1071,2545,1069,532,223,2575,2102,1128,15,1505,169,30
"ITFG2",1026,472,1029,3725,1100,3,2022,733,1,1998,3010,939,211,1835,922,261,54,2575,674,61
"ITGA1",916,3621,4614,688,879,22,2008,2285,2,3401,2731,129,292,5331,1030,1014,67,861,769,37
"ITGA10",273,104,437,55,5843,7,243,365,0,5490,606,1,212,1805,994,135,43,394,22308,1
"ITGA11",364,817,360,823,181,1,230,1060,4,494,244,248,213,3963,647,403,8,233,5,0
"ITGA2",3078,47,349,22,466,4,529,2594,1,3496,1788,2454,42,1022,866,121,19,830,523,147
"ITGA2B",0,57,14,17,104,0,30,0,0,0,78,0,161,1,28,0,97,8,8,0
"ITGA3",736,153,133,36,69,4,328,791,9,4149,2166,976,375,213,14682,309,66,2451,27,1008
"ITGA4",552,86,2106,110,280,6,985,782,12,293,703,58,71,2671,670,40,26,741,258,2
"ITGA5",1120,1046,1554,217,46,2,597,1210,13,468,2070,856,86,2633,644,619,38,302,88,9
"ITGA6",4354,1665,2435,357,220,17,1705,5505,2,1077,2826,3775,305,2333,11826,1572,16,916,95,518
"ITGA7",110,768,162,46,756,0,260,337,0,762,103,54,122,157,2651,1304,1,902,903,16
"ITGA8",157,6,1616,3,33,0,168,358,10,27,1343,48,126,233,52,75,0,69,18,9
"ITGA9",1060,125,817,942,81,3,233,422,0,1328,512,132,145,511,74,242,38,584,36,6
"ITGAD",1,0,400,49,57,0,113,20,0,0,69,0,195,83,86,40,23,12,53,0
"ITGAE",1504,1227,1639,470,232,0,980,360,13,3878,1521,318,203,1407,720,1343,19,1896,232,267
"ITGAL",346,101,1989,70,325,7,1459,390,34,43,1463,292,243,602,396,68,315,264,271,10
"ITGAM",362,184,458,88,73,1,318,428,10,205,1389,38,135,977,375,98,29,162,94,12
"ITGAV",3887,1281,1657,3346,570,5,2543,2182,11,5483,1798,1557,446,5273,4325,2533,48,4230,326,213
"ITGAX",1113,361,1762,104,480,1,1349,851,120,322,4123,187,219,1766,1830,220,185,215,385,87
"ITGB1",5834,2731,4136,916,892,24,3335,3388,44,5113,6566,959,319,17110,6090,2578,855,4872,581,184
"ITGB1BP1",2891,2529,1556,1743,503,11,2645,755,24,1708,1591,930,329,2164,3439,997,1,3478,378,139
"ITGB1BP2",4,0,309,2,9,0,73,2,4,71,0,0,25,177,86,187,0,28,8,0
"ITGB2",821,645,895,137,226,1,1068,1312,11,280,4059,98,39,2135,1216,373,16662,406,210,69
"ITGB3",105,18,0,0,8,2,590,8,0,68,213,0,8,70,137,0,0,55,16,11
"ITGB3BP",560,235,749,773,139,2,944,960,11,1862,974,618,126,1361,2128,248,124,577,278,51
"ITGB4",177,9,14,26,39,0,20,240,8,322,42,739,66,356,390,10,0,359,4,324
"ITGB5",2889,2524,361,2292,637,32,1559,2029,1191,6040,1567,846,512,15349,8763,1297,1338,2438,184,19
"ITGB6",1067,0,66,14,5,0,0,994,5,5,4490,715,158,100,74,2129,0,6,4,109
"ITGB7",14,93,406,89,12,1,104,65,0,1,192,31,26,20,6,4,0,31,31,6
"ITGB8",2122,114,392,27,599,0,81,1693,2,19418,580,869,875,670,11078,170,475,1787,362,150
"ITGBL1",338,55,1,38,12,0,26,377,0,80,74,233,60,437,39,116,0,17,0,0
"ITIH1",0,1,436,1096,3,0,62,0,1,0,0,0,44,23,0,0,0,0,0,6
"ITIH2",46,7,0,907,23,0,38,0,4,23,101,0,57,5,35,22,20,27,1,0
"ITIH3",2,5,55,1645,7,0,225,85,5,29,89,1,41,1161,3,20,0,114,0,0
"ITIH4",5,7,98,153,11,0,8,30,0,9,23,120,69,21,2,543,4,6,21,57
"ITIH5",899,6823,1550,34,72,5,137,1418,14,131,395,12,256,108,4483,894,0,202,21,2
"ITIH6",1,0,0,18,29,7,212,0,1,4925,8,0,63,1140,3102,63,0,596,97,0
"ITK",962,1,993,18,161,4,564,386,1,17,527,0,111,266,486,1,17,273,3,11
"ITLN1",0,0,0,0,26,0,49,0,0,0,333,0,132,34,6,14,0,100,0,0
"ITLN2",0,0,0,0,1,0,0,0,0,169,3858,0,26,7,414,0,0,27,0,0
"ITM2A",4171,1828,3402,113,1779,15,853,4126,6,592,6592,1554,35,1698,487,3050,218,558,908,169
"ITM2B",12676,7860,17587,4305,4902,17,10243,9588,52,8519,11807,4971,588,13894,11440,5493,11440,9385,1648,1258
"ITM2C",1336,392,2467,869,325,5,1290,275,0,804,233,146,26,3171,2022,139,0,1399,40,105
"ITPA",910,183,636,1820,207,6,1636,428,2,783,1098,375,218,1642,1894,803,1,1812,152,320
"ITPK1",814,437,240,324,679,7,452,376,109,1391,763,239,115,296,853,455,0,944,506,75
"ITPKA",0,0,1,0,1,0,0,0,0,0,0,0,10,1,86,0,1,1,1,0
"ITPKB",4002,1617,801,3549,1170,12,1240,777,44,2052,1514,603,851,995,1393,194,7,2662,338,5
"ITPKC",338,164,347,230,210,0,363,290,0,147,506,487,87,136,129,160,340,121,123,309
"ITPR1",1914,205,1945,443,267,4,2388,2349,17,660,1590,594,337,3551,1367,325,57,561,207,62
"ITPR2",9251,1775,1792,1638,496,6,1878,9364,16,2958,3100,12367,317,2199,3210,1231,208,1874,736,607
"ITPR3",515,158,367,232,396,1,667,826,20,1273,1730,945,182,473,2721,99,27,1056,98,171
"ITPRIP",607,163,840,27,295,46,360,228,41,688,708,317,200,467,946,374,104,81,194,800
"ITPRIPL1",175,67,303,278,118,0,159,43,0,7,21,85,163,125,38,0,4,129,1,11
"ITPRIPL2",861,852,444,560,314,1,571,820,19,1157,620,801,344,2005,1053,433,141,526,348,88
"ITSN1",2367,5563,824,1908,464,88,1525,1667,23,2217,864,1644,382,4814,2184,1459,20,1527,878,55
"ITSN2",3094,2318,4271,560,807,4,3191,3527,22,2376,3149,1850,291,1881,3596,1593,21,1484,1316,519
"IVD",873,408,622,2184,805,2,2699,377,12,2033,3344,71,134,3367,1998,1545,0,2754,761,75
"IVL",108,0,0,0,4,0,0,72,0,0,0,48,9,0,0,0,12,0,1,1249
"IVNS1ABP",8392,2789,4328,3766,2485,57,9986,5206,2871,2912,9951,4386,1337,8578,4812,879,4085,8739,2505,604
"IWS1",1989,2183,1965,1131,269,6,2988,2754,15,2461,2303,1001,168,2694,3686,1864,68,2052,762,85
"IYD",0,0,0,115,62,0,0,58,0,0,144,0,186,0,0,0,22,1,0,0
"IZUMO1",1,65,0,1,25,0,1,38,0,0,0,0,55,1,0,10,0,1,4,6
"IZUMO1R",0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"IZUMO2",0,0,0,0,21,0,0,11,0,0,0,0,113,0,0,0,0,0,0,0
"IZUMO3",0,0,0,0,1,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
"IZUMO4",1,0,0,0,0,0,0,6,0,0,7,0,0,15,8,7,0,4,0,0
"JADE1",1649,932,1395,1510,585,22,1031,1776,10,1992,1748,541,262,1752,1750,1635,14,4001,663,54
"JADE2",1300,133,681,1548,1505,1,690,989,1,1112,618,152,134,298,544,182,114,992,515,25
"JADE3",108,142,2,395,69,0,52,273,0,161,503,53,38,232,493,121,0,225,47,2
"JAG1",6588,505,1715,390,813,1,936,5940,18,763,1486,4240,194,1530,1700,600,317,363,1422,903
"JAG2",88,3,2,69,27,0,137,300,0,25,11,300,9,32,101,128,1,18,0,56
"JAGN1",536,634,209,951,182,0,1088,236,2,1097,970,56,174,1008,1982,385,1,2465,31,132
"JAK1",4551,4175,6668,5080,1601,15,7156,5615,65,3193,6491,1952,446,6608,5358,4420,764,3674,766,220
"JAK2",653,908,906,603,808,0,553,728,23,277,862,249,99,636,379,1460,10,506,555,59
"JAK3",1759,427,3204,72,340,7,6227,443,20,667,1075,109,293,1780,951,200,10,573,206,352
"JAKMIP1",82,0,15,2,24,0,26,1,39,1,1,0,40,12,0,0,5,2,1,0
"JAKMIP2",44,13,637,10,108,0,198,57,0,20,418,2,142,394,274,1,0,5,40,0
"JAKMIP3",39,0,1,1,12,0,0,21,0,0,0,14,10,37,0,26,10,0,0,0
"JAM2",1917,795,641,317,121,5,150,758,0,171,2102,551,134,1092,230,595,0,190,4,46
"JAM3",1403,627,753,1219,399,0,695,285,2,1055,1982,387,100,4789,1637,403,0,1070,280,17
"JARID2",1682,493,384,2067,944,0,2222,1196,14,2951,1015,636,317,1494,1304,504,84,2252,1177,275
"JAZF1",563,800,537,248,549,0,571,489,1,1436,1036,524,71,1497,1745,377,2870,927,234,75
"JCHAIN",167,164,79900,110,104,34,10429,312,6168,96,6229,0,34,1875,2117,5,0,3324,43,42
"JDP2",178,442,7,140,88,0,41,259,2,108,154,262,189,140,142,109,0,40,2,48
"JKAMP",3726,63,4025,1323,157,7,1923,1824,3,7114,5460,365,194,6775,3325,499,104,4728,219,9
"JMJD1C",9776,5823,7965,3243,817,17,4404,5309,22,6242,5083,3989,518,7543,6076,3365,41,2980,1953,154
"JMJD4",313,197,5,412,215,0,562,374,10,319,319,244,93,300,233,97,1,595,101,57
"JMJD6",722,140,433,489,309,1,1260,204,9,605,994,92,134,1559,1615,497,16,844,109,51
"JMJD7",3,0,0,9,2,0,0,3,0,7,5,5,1,6,4,18,4,5,0,0
"JMJD7-PLA2G4B",56,1,1,27,24,0,12,35,1,25,13,154,36,13,40,20,4,20,0,5
"JMJD8",287,266,168,232,333,3,619,113,3,319,154,58,33,229,327,218,0,166,255,100
"JMY",1773,729,1013,1440,861,3,662,1474,1,1491,738,511,58,1268,591,688,0,1153,1348,188
"JOSD1",1676,73,124,801,289,0,1031,1038,7,1292,787,323,295,1679,2150,327,10,916,172,115
"JOSD2",6,4,0,15,43,0,25,6,804,2,7,10,17,7,49,19,0,27,1,0
"JPH1",221,10,0,58,15,0,215,118,0,21,284,2,71,30,113,5089,0,46,0,16
"JPH2",134,74,1,0,19,0,18,8,0,18,0,289,30,89,4,2303,3,8,0,0
"JPH3",0,0,0,8,7,0,20,0,0,1,0,0,8,0,0,0,24,0,9,0
"JPH4",26,0,35,54,32,0,0,2,6,3,47,2,34,11,25,0,0,2,1,30
"JRK",1561,395,51,2549,1000,2,1921,899,5,1277,836,2758,178,1367,1428,347,0,1042,879,257
"JRKL",232,590,215,875,467,0,667,291,0,472,620,166,92,718,305,237,43,616,254,0
