"GENE_SYMBOL","GSM4673094--P2","GSM4673095--P2","GSM4673096--P2","GSM4673106--P7","GSM4673113--P23","GSM4673114--P23"
"ANKRD50",9,15,9,6,8,2
"ANKRD52",74,139,84,153,88,133
"ANKRD53",0,0,0,0,0,1
"ANKRD54",16,9,7,5,2,11
"ANKRD55",0,0,0,0,0,0
"ANKRD6",3,7,2,0,0,0
"ANKRD60",0,0,0,0,0,0
"ANKRD61",0,0,0,0,0,0
"ANKRD62",0,0,1,0,0,0
"ANKRD63",0,0,0,0,0,0
"ANKRD65",2,7,2,2,2,4
"ANKRD66",2,0,0,0,0,0
"ANKRD7",0,0,0,0,0,0
"ANKRD9",109,156,176,90,158,410
"ANKS1A",30,47,41,65,23,47
"ANKS1B",0,5,2,2,1,1
"ANKS3",15,19,22,3,14,11
"ANKS4B",42,30,92,31,21,28
"ANKS6",80,93,19,57,26,65
"ANKUB1",2,0,1,0,0,0
"ANKZF1",9,6,7,8,8,5
"ANLN",28,30,13,7,3,0
"ANO1",5,2,1,3,2,9
"ANO10",23,19,24,12,9,11
"ANO2",0,0,0,0,0,0
"ANO3",0,0,0,4,0,1
"ANO4",3,0,0,0,0,0
"ANO5",1,0,0,1,2,0
"ANO6",34,26,35,31,17,16
"ANO7",0,2,0,0,4,6
"ANO8",2,1,9,4,3,6
"ANO9",68,49,76,173,110,162
"ANOS1",1,18,1,0,1,2
"ANP32A",284,202,326,135,97,187
"ANP32B",198,222,124,120,165,197
"ANP32D",1,0,1,0,0,0
"ANP32E",36,41,39,23,14,12
"ANPEP",4,6,73,75,85,22
"ANTXR1",31,10,18,10,5,9
"ANTXR2",38,29,21,23,21,24
"ANTXRL",0,0,0,0,1,0
"ANXA1",38,12,6,22,23,15
"ANXA10",0,0,0,7,0,0
"ANXA11",181,242,260,240,183,251
"ANXA13",51,102,29,89,224,149
"ANXA2",193,114,111,136,173,253
"ANXA2R",2,1,0,0,0,0
"ANXA3",71,39,63,50,40,56
"ANXA4",228,223,225,203,139,182
"ANXA5",184,172,160,152,65,77
"ANXA6",138,217,85,210,68,119
"ANXA7",96,88,104,80,39,78
"ANXA8",0,0,0,4,0,0
"ANXA8L1",0,0,0,5,0,0
"ANXA9",5,0,2,5,0,1
"AOAH",16,5,4,16,2,5
"AOC1",37,27,11,14,33,27
"AOC2",1,0,0,0,0,0
"AOC3",26,6,8,47,37,46
"AOX1",0,1,0,94,0,0
"AP1AR",24,27,43,20,19,24
"AP1B1",140,268,182,264,51,127
"AP1G1",24,15,27,25,13,8
"AP1G2",131,151,172,132,199,287
"AP1M1",26,30,26,47,8,21
"AP1M2",38,29,35,24,16,26
"AP1S1",2140,1238,708,283,788,635
"AP1S2",14,11,14,17,8,6
"AP1S3",7,10,4,4,4,3
"AP2A1",224,361,264,354,151,192
"AP2A2",40,31,39,38,19,27
"AP2B1",910,562,701,573,764,916
"AP2M1",161,73,116,73,47,71
"AP2S1",48,85,49,60,52,51
"AP3B1",113,63,78,59,79,68
"AP3B2",0,6,0,0,0,0
"AP3D1",99,162,121,216,89,125
"AP3M1",21,21,16,15,13,19
"AP3M2",74,137,90,36,16,31
"AP3S1",562,572,537,649,1142,1307
"AP3S2",23,12,23,14,4,6
"AP4B1",66,47,72,26,23,49
"AP4E1",10,8,12,9,10,7
"AP4M1",29,22,14,22,29,29
"AP4S1",17,3,3,8,6,5
"AP5B1",5,8,10,7,9,5
"AP5M1",32,40,42,11,23,25
"AP5S1",5,15,2,11,2,2
"AP5Z1",13,22,15,10,5,14
"APAF1",52,57,99,23,40,34
"APBA1",0,0,0,2,0,2
"APBA2",7,2,3,0,0,0
"APBA3",2,6,7,6,4,6
"APBB1",19,35,14,32,3,9
"APBB1IP",16,18,15,71,9,12
"APBB2",23,36,14,40,23,28
"APBB3",4,1,1,4,5,2
"APC",11,14,8,7,13,18
"APC2",0,3,1,0,1,3
"APCDD1",147,584,69,13,31,132
"APCDD1L",1,0,0,0,0,0
"APCS",0,0,0,180,0,0
"APEH",163,208,78,96,57,97
"APELA",0,0,0,0,0,0
"APEX1",88,57,72,33,41,41
"APEX2",188,171,127,244,85,191
"APH1A",643,942,700,962,589,1005
"APH1B",43,39,26,29,11,28
"API5",187,200,175,92,95,123
"APIP",99,78,411,140,36,53
"APLF",2,3,1,0,1,2
"APLN",9,3,7,2,0,3
"APLNR",65,40,19,94,14,35
"APLP1",2,1,0,0,0,0
"APLP2",211,202,241,313,113,161
"APMAP",449,664,475,699,191,251
"APOA1",0,1,0,1728,0,0
"APOA2",0,0,0,652,0,0
"APOA4",0,0,0,7,0,0
"APOA5",0,0,0,252,0,0
"APOB",0,0,0,351,0,0
"APOBEC1",8,4,6,0,4,6
"APOBEC2",0,0,0,0,0,0
"APOBEC3A",1,0,0,0,0,0
"APOBEC3B",1,3,1,0,0,0
"APOBEC3C",32,11,7,4,10,5
"APOBEC3D",1,0,1,1,0,1
"APOBEC3F",2,7,1,3,1,1
"APOBEC3G",0,5,7,5,4,1
"APOBEC3H",0,0,0,0,0,2
"APOBEC4",0,0,0,0,0,0
"APOBR",35,17,32,58,46,52
"APOC1",0,3,3,418,3,2
"APOC2",0,0,1,19,0,0
"APOC3",0,0,0,622,0,0
"APOC4",0,0,0,2,0,0
"APOD",60,25,5,4,4,8
"APOE",16,13,0,1369,41,27
"APOF",0,0,0,103,0,0
"APOH",0,0,0,930,0,1
"APOL1",309,311,510,297,55,180
"APOL2",9,9,9,4,7,5
"APOL3",12,10,11,22,10,4
"APOL4",9,0,5,1,4,1
"APOL5",0,0,0,3,0,0
"APOL6",114,89,179,93,39,47
"APOLD1",62,28,87,47,3,14
"APOM",0,4,1,24,1,2
"APOO",8,19,11,5,3,4
"APOOL",20,13,11,12,6,6
"APP",677,887,918,868,823,958
"APPBP2",12,12,18,6,3,15
"APPL1",24,33,18,26,32,36
"APPL2",21,36,16,12,25,13
"APRT",86,131,106,49,38,66
"APTX",89,83,72,40,61,45
"AQP1",202,157,107,67,15,24
"AQP10",0,0,0,0,0,0
"AQP11",24,17,8,23,23,24
"AQP12A",0,0,4,0,0,0
"AQP12B",1,0,1,0,0,1
"AQP2",0,0,0,0,0,0
"AQP3",55,82,18,256,281,311
"AQP4",0,0,0,3,0,0
"AQP5",0,0,0,0,0,0
"AQP6",1,0,1,0,0,1
"AQP7",8,11,1,37,44,34
"AQP8",2,0,0,0,0,2
"AQP9",0,2,4,76,0,0
"AQR",25,12,10,12,30,33
"AR",0,0,0,27,0,4
"ARAF",21,15,19,20,14,15
"ARAP1",28,44,59,66,27,38
"ARAP2",15,10,10,5,14,15
"ARAP3",8,41,18,35,14,30
"ARC",3,1,0,0,2,1
"ARCN1",68,55,83,44,48,26
"AREG",425,221,109,856,104,306
"AREL1",12,20,16,13,5,11
"ARF1",243,247,254,128,143,140
"ARF3",294,486,361,379,217,337
"ARF4",127,109,101,39,76,98
"ARF5",55,115,44,65,56,73
"ARF6",1382,1506,1467,905,880,1361
"ARFGAP1",67,70,86,60,33,55
"ARFGAP2",28,26,29,26,5,13
"ARFGAP3",38,24,41,35,44,19
"ARFGEF1",92,59,60,56,53,55
"ARFGEF2",38,38,44,32,5,8
"ARFGEF3",68,89,121,47,121,145
"ARFIP1",22,37,29,43,26,42
"ARFIP2",49,66,49,34,58,61
"ARFRP1",23,53,42,39,12,25
"ARG1",0,0,0,146,0,0
"ARG2",3,7,3,1,1,4
"ARGFX",0,0,0,0,0,0
"ARGLU1",76,72,49,66,70,82
"ARHGAP1",20,17,22,24,19,11
"ARHGAP10",5,10,4,32,3,12
"ARHGAP11A",28,31,38,6,14,4
"ARHGAP12",25,30,18,18,33,24
"ARHGAP15",2,1,1,0,1,3
"ARHGAP17",18,20,24,29,12,22
"ARHGAP18",73,49,61,28,28,20
"ARHGAP19",16,12,9,8,0,1
"ARHGAP19-SLIT1",0,0,0,0,0,0
"ARHGAP20",0,0,0,0,0,0
"ARHGAP21",20,6,29,24,6,24
"ARHGAP22",9,20,7,2,3,2
"ARHGAP23",10,13,9,25,5,8
"ARHGAP24",7,2,4,4,0,2
"ARHGAP25",0,4,3,4,1,1
"ARHGAP26",21,28,12,10,29,32
"ARHGAP27",22,53,59,48,50,78
"ARHGAP28",0,0,0,1,0,0
"ARHGAP29",24,4,3,14,7,4
"ARHGAP30",8,7,16,32,4,8
"ARHGAP31",6,7,7,4,8,11
"ARHGAP32",44,32,37,34,34,42
"ARHGAP33",3,3,1,5,2,1
"ARHGAP35",26,10,26,51,24,30
"ARHGAP36",1,0,0,0,0,0
"ARHGAP39",33,75,45,122,34,70
"ARHGAP4",5,34,24,228,115,196
"ARHGAP40",0,1,0,4,0,0
"ARHGAP42",8,2,3,9,0,1
"ARHGAP44",15,4,11,9,11,11
"ARHGAP5",185,159,171,98,124,165
"ARHGAP6",9,3,2,10,0,2
"ARHGAP8",10,14,22,14,11,18
"ARHGAP9",3,2,3,9,5,5
"ARHGDIA",93,216,91,215,109,206
"ARHGDIB",39,18,51,34,21,17
"ARHGDIG",2,0,1,6,3,7
"ARHGEF1",82,128,77,296,134,216
"ARHGEF10",18,17,19,15,17,12
"ARHGEF10L",20,11,19,24,18,25
"ARHGEF11",1,9,5,3,8,4
"ARHGEF12",52,50,72,76,37,42
"ARHGEF15",0,0,0,4,0,1
"ARHGEF16",11,12,6,11,13,12
"ARHGEF17",21,11,7,18,9,22
"ARHGEF18",16,0,18,3,2,5
"ARHGEF19",13,26,7,9,5,14
"ARHGEF2",60,66,43,81,60,74
"ARHGEF25",1,5,3,1,2,1
"ARHGEF26",5,12,4,3,7,3
"ARHGEF28",23,25,13,23,39,84
"ARHGEF3",16,9,5,9,5,8
"ARHGEF33",0,0,0,0,0,0
"ARHGEF35",8,4,11,2,3,3
"ARHGEF37",15,15,8,8,7,20
"ARHGEF38",10,7,1,4,1,7
"ARHGEF39",15,7,4,3,2,4
"ARHGEF4",0,0,0,1,0,0
"ARHGEF40",40,77,58,94,61,81
"ARHGEF5",39,41,41,96,69,91
"ARHGEF6",4,2,1,4,0,4
"ARHGEF7",57,89,53,159,64,115
"ARHGEF9",31,58,49,42,23,28
"ARID1A",40,73,29,82,40,57
"ARID1B",43,32,38,29,18,31
"ARID2",13,11,11,6,2,15
"ARID3A",144,224,340,441,212,218
"ARID3B",4,0,8,2,1,7
"ARID3C",0,0,0,7,0,0
"ARID4A",43,21,33,17,14,16
"ARID4B",92,93,80,77,71,61
"ARID5A",11,13,4,9,9,11
"ARID5B",30,16,36,18,10,26
"ARIH1",258,238,237,149,97,128
"ARIH2",61,44,27,25,21,42
"ARIH2OS",0,0,0,0,0,0
"ARL1",70,48,52,27,53,32
"ARL10",1,3,1,2,0,1
"ARL11",12,6,6,9,3,2
"ARL13A",0,0,0,0,0,0
"ARL13B",14,14,17,3,4,5
"ARL14",1,0,1,0,17,18
"ARL14EP",17,5,14,19,6,6
"ARL14EPL",0,0,0,0,0,0
"ARL15",113,62,91,60,47,93
"ARL16",30,45,32,15,25,38
"ARL17A",1,1,0,0,1,0
"ARL2",41,19,26,18,12,12
"ARL2-SNX15",0,0,0,0,0,0
"ARL2BP",31,40,45,31,11,25
"ARL3",36,26,14,31,10,10
"ARL4A",29,18,11,8,12,18
"ARL4C",183,199,114,366,250,442
"ARL4D",3,7,10,25,4,2
"ARL5A",190,378,266,250,206,385
"ARL5B",150,184,202,100,62,108
"ARL5C",0,0,0,0,0,0
"ARL6",2,1,1,0,1,0
"ARL6IP1",157,83,148,56,28,51
"ARL6IP4",2,0,4,0,2,9
"ARL6IP5",65,93,80,33,31,42
"ARL6IP6",30,11,22,4,14,22
"ARL8A",22,25,12,44,23,43
"ARL8B",55,42,61,13,15,31
"ARL9",0,3,1,0,1,1
"ARMC1",48,22,26,12,14,14
"ARMC10",36,27,26,12,11,20
"ARMC12",0,0,0,0,0,2
"ARMC2",14,17,10,11,15,5
"ARMC3",0,0,0,0,0,1
"ARMC4",0,0,0,0,0,0
"ARMC5",143,383,209,312,147,253
"ARMC6",55,55,49,119,63,55
"ARMC7",9,13,8,9,13,15
"ARMC8",121,91,132,39,34,68
"ARMC9",26,15,6,5,10,12
"ARMCX1",4,2,1,1,1,3
"ARMCX2",5,3,6,6,0,1
"ARMCX3",75,34,33,50,32,32
"ARMCX4",11,1,4,4,6,3
"ARMCX5",9,7,9,11,12,2
"ARMCX6",10,16,2,10,13,19
"ARMS2",0,0,0,0,0,0
"ARMT1",17,13,11,29,8,11
"ARNT",21,15,29,14,10,6
"ARNT2",6,257,142,26,4,10
"ARNTL",1,3,3,11,6,0
"ARNTL2",18,19,5,3,4,2
"ARPC1A",92,93,45,49,52,55
"ARPC1B",210,147,91,96,39,69
"ARPC2",1033,369,617,252,170,235
"ARPC3",57,100,85,64,54,55
"ARPC4",82,65,74,46,27,33
"ARPC4-TTLL3",0,1,0,0,2,1
"ARPC5",201,160,235,63,62,79
"ARPC5L",90,79,31,28,12,40
"ARPIN",157,180,171,66,60,50
"ARPP19",35,34,25,36,24,34
"ARPP21",0,0,0,3,0,0
"ARR3",0,0,0,0,0,0
"ARRB1",29,49,64,74,51,97
"ARRB2",24,32,39,30,16,18
"ARRDC1",45,41,25,52,26,41
"ARRDC2",22,19,12,44,11,25
"ARRDC3",26,18,38,42,19,33
"ARRDC4",6,12,10,4,17,12
"ARRDC5",0,0,0,2,0,0
"ARSA",6,20,9,11,6,8
"ARSB",8,18,16,35,39,33
"ARSD",287,277,204,162,348,407
"ARSF",0,0,0,0,0,0
"ARSG",3,1,1,8,13,3
"ARSH",0,0,0,0,0,0
"ARSI",6,17,0,3,2,3
"ARSJ",10,28,3,9,11,5
"ARSK",5,2,3,2,2,1
"ART1",0,0,0,0,0,0
"ART3",0,1,1,0,0,0
"ART4",0,2,0,7,0,0
"ART5",1,2,0,0,1,2
"ARTN",0,0,0,0,2,1
"ARV1",12,3,4,17,17,7
"ARVCF",15,22,11,61,23,51
"ARX",0,0,0,0,0,1
"AS3MT",0,1,0,0,0,0
"ASAH1",42,15,26,81,36,52
"ASAH2",1,0,0,0,0,0
"ASAH2B",3,1,3,2,2,1
"ASAP1",9,17,13,14,2,1
"ASAP2",16,11,15,15,15,27
"ASAP3",10,7,1,12,20,22
"ASB1",31,46,27,27,21,29
"ASB10",0,0,0,0,0,0
"ASB11",0,0,0,0,1,0
"ASB12",0,0,0,2,0,0
"ASB13",140,166,140,158,99,130
"ASB14",1,0,0,0,2,2
"ASB15",0,0,0,0,0,0
"ASB16",0,0,0,1,0,0
"ASB17",0,0,0,0,0,0
"ASB18",0,0,0,0,0,0
"ASB2",9,1,0,7,1,1
"ASB3",9,3,1,2,0,0
"ASB4",13,24,4,5,0,0
"ASB5",0,0,0,0,0,0
"ASB6",10,6,11,0,9,10
"ASB7",16,12,16,3,4,6
"ASB8",23,38,22,13,9,17
"ASB9",3,2,2,1,1,3
"ASCC1",17,19,22,9,8,15
"ASCC2",38,49,49,77,43,42
"ASCC3",35,34,34,21,10,14
"ASCL1",0,1,0,1,0,0
"ASCL2",221,326,359,233,89,196
"ASCL3",0,0,0,0,0,0
"ASCL4",0,0,0,0,0,0
"ASCL5",1,0,0,0,1,4
"ASF1A",12,14,10,16,9,17
"ASF1B",121,133,97,63,49,63
"ASGR1",8,8,1,249,3,0
"ASGR2",0,2,0,96,0,0
"ASH1L",36,29,58,16,21,22
"ASH2L",119,91,101,22,23,28
"ASIC1",3,7,2,6,2,4
"ASIC2",3,1,6,4,0,5
"ASIC3",1,0,5,2,3,1
"ASIC4",0,0,3,0,0,4
"ASIC5",0,0,0,0,0,0
"ASIP",0,0,0,0,0,0
"ASL",36,23,38,36,34,26
"ASMT",5,6,3,1,0,0
"ASMTL",28,9,10,25,19,31
"ASNS",44,11,18,6,5,6
"ASNSD1",40,21,34,19,17,12
"ASPA",0,0,0,1,0,0
"ASPDH",0,0,0,16,0,0
"ASPG",1,0,0,20,0,0
"ASPH",383,381,458,125,266,367
"ASPHD1",41,16,13,5,15,24
"ASPHD2",11,4,2,1,27,1
"ASPM",21,13,21,6,8,14
"ASPN",3,1,0,21,1,0
"ASPRV1",2,4,2,20,4,4
"ASPSCR1",43,208,19,57,21,16
"ASRGL1",51,29,22,3,15,28
"ASS1",42,50,13,111,82,135
"ASTE1",8,6,7,2,8,5
"ASTL",0,0,0,0,0,0
"ASTN1",0,0,0,0,0,0
"ASTN2",2,6,4,1,3,4
"ASXL1",65,101,86,99,27,53
"ASXL2",35,41,39,46,26,29
"ASXL3",2,1,0,1,1,2
"ASZ1",0,0,0,0,0,0
"ATAD1",24,45,27,20,11,9
"ATAD2",27,39,32,11,4,6
"ATAD2B",9,19,11,6,2,7
"ATAD3A",12,14,0,15,6,10
"ATAD3B",88,78,37,102,81,131
"ATAD3C",4,0,5,11,1,0
"ATAD5",19,3,18,3,1,4
"ATAT1",28,41,12,33,17,35
"ATCAY",0,0,0,0,0,0
"ATE1",25,21,45,9,17,26
"ATF1",23,60,29,46,42,37
"ATF2",17,14,26,16,6,12
"ATF3",250,321,227,129,122,279
"ATF4",1031,1032,1186,167,432,769
"ATF5",25,33,34,527,61,76
"ATF6",79,65,82,50,51,34
"ATF6B",70,55,80,82,59,92
"ATF7",13,13,10,18,7,9
"ATF7IP",14,16,18,19,16,26
"ATF7IP2",6,7,5,9,3,3
"ATG10",18,25,10,30,24,23
"ATG101",240,268,204,187,125,218
"ATG12",24,25,12,17,18,20
"ATG13",47,87,58,103,65,74
"ATG14",6,6,7,3,18,4
"ATG16L1",12,21,6,9,11,20
"ATG16L2",63,61,47,178,135,234
"ATG2A",23,29,22,24,35,30
"ATG2B",11,2,8,10,3,5
"ATG3",119,102,89,51,112,132
"ATG4A",12,6,4,9,1,2
"ATG4B",96,198,86,172,112,228
"ATG4C",2,5,3,1,5,5
"ATG4D",12,17,15,13,6,17
"ATG5",47,38,24,14,13,17
"ATG7",49,47,26,35,26,27
"ATG9A",50,67,46,52,25,35
"ATG9B",1,0,3,2,1,1
"ATIC",49,85,96,35,35,37
"ATL1",6,7,13,7,10,6
"ATL2",22,16,22,13,11,15
"ATL3",42,29,43,31,29,21
"ATM",27,12,23,15,7,16
"ATMIN",32,36,37,4,7,12
"ATN1",13,57,28,34,16,39
"ATOH1",8,2,15,5,9,14
"ATOH7",0,6,0,0,0,0
"ATOH8",3,5,4,3,2,3
"ATOX1",29,25,11,15,16,9
"ATP10A",0,6,0,1,1,0
"ATP10B",67,43,83,34,51,77
"ATP10D",7,1,6,9,2,6
"ATP11A",242,341,251,332,34,108
"ATP11B",159,156,156,55,81,144
"ATP11C",108,88,78,168,66,78
"ATP12A",1,4,2,0,26,27
"ATP13A1",13,12,24,26,4,12
"ATP13A2",58,49,33,90,47,63
"ATP13A3",185,341,307,244,116,216
"ATP13A4",0,0,0,0,0,0
"ATP13A5",0,0,0,0,0,0
"ATP1A1",1240,834,735,637,376,555
"ATP1A2",0,1,0,1,1,9
"ATP1A3",1,1,0,0,0,1
"ATP1A4",0,0,0,0,0,0
"ATP1B1",2808,3522,3388,2494,3277,6381
"ATP1B2",0,0,0,0,1,2
"ATP1B3",105,100,122,25,27,46
"ATP1B4",0,0,0,0,0,0
"ATP2A1",1,0,0,0,6,0
"ATP2A2",131,225,205,200,89,92
"ATP2A3",31,22,30,13,39,35
"ATP2B1",34,49,84,42,44,43
"ATP2B2",0,0,0,12,0,0
"ATP2B3",0,0,0,0,0,0
"ATP2B4",48,63,27,64,19,36
"ATP2C1",59,61,96,45,52,49
"ATP2C2",78,69,69,51,114,152
"ATP4A",0,0,0,0,0,0
"ATP4B",0,0,0,0,0,0
"ATP6AP1",74,73,41,81,43,36
"ATP6AP1L",8,1,8,1,0,0
"ATP6AP2",472,545,289,263,148,206
"ATP6V0A1",11,10,8,22,12,16
"ATP6V0A2",14,7,14,13,4,9
"ATP6V0A4",0,0,0,0,0,0
"ATP6V0B",167,144,79,128,66,98
"ATP6V0C",3,10,4,11,6,3
"ATP6V0D1",37,29,35,45,5,22
"ATP6V0D2",0,0,0,0,0,0
"ATP6V0E1",183,68,72,40,32,49
"ATP6V0E2",107,230,63,384,9,5
"ATP6V1A",191,125,156,106,40,75
"ATP6V1B1",0,0,0,0,2,0
"ATP6V1B2",56,19,64,29,19,23
"ATP6V1C1",53,59,47,49,9,24
"ATP6V1C2",26,36,15,14,18,21
"ATP6V1D",33,23,22,11,7,4
"ATP6V1E1",99,152,128,91,88,74
"ATP6V1E2",12,5,8,2,1,5
"ATP6V1F",204,72,80,24,17,23
"ATP6V1G1",125,71,41,25,32,48
"ATP6V1G2",0,1,0,0,0,1
"ATP6V1G2-DDX39B",0,0,0,0,0,0
"ATP6V1G3",0,0,0,0,0,0
"ATP6V1H",19,13,9,20,9,8
"ATP7A",11,11,22,18,10,13
"ATP7B",59,55,20,121,45,68
"ATP8A1",31,31,68,23,126,132
"ATP8A2",1,2,1,2,0,0
"ATP8B1",232,269,378,130,469,454
"ATP8B2",12,17,3,28,12,19
"ATP8B3",0,0,0,0,0,0
"ATP8B4",3,0,1,2,5,2
"ATP9A",163,216,211,394,138,212
"ATP9B",32,36,31,19,34,45
"ATPAF1",33,19,18,28,6,21
"ATPAF2",3,0,3,1,1,4
"ATR",16,15,10,16,0,7
"ATRAID",131,115,167,56,59,43
"ATRIP",0,0,1,0,1,0
"ATRN",5,11,6,48,19,15
"ATRNL1",2,3,1,1,0,0
"ATRX",145,97,134,82,54,54
"ATXN1",46,67,50,152,110,102
"ATXN10",25,27,32,12,15,11
"ATXN1L",54,67,48,77,36,70
"ATXN2",9,15,31,33,28,28
"ATXN2L",50,191,94,348,132,244
"ATXN3",36,30,33,24,13,18
"ATXN3L",0,0,0,0,0,0
"ATXN7",14,25,15,11,16,22
"ATXN7L1",13,9,8,6,7,26
"ATXN7L2",14,17,7,19,10,17
"ATXN7L3",152,279,250,246,134,212
"ATXN7L3B",167,226,268,151,104,159
"AUH",20,6,13,22,15,2
"AUNIP",1,4,0,0,0,0
"AUP1",118,147,137,116,83,130
"AURKA",48,24,25,7,8,1
"AURKAIP1",83,63,56,88,59,103
"AURKB",13,20,16,9,4,5
"AURKC",0,0,0,0,0,0
"AUTS2",89,62,83,99,193,260
"AVEN",12,0,4,10,9,12
"AVIL",12,13,29,4,12,40
"AVL9",130,140,100,94,72,101
"AVP",0,0,0,0,0,0
"AVPI1",8,4,6,6,1,3
"AVPR1A",2,0,0,9,1,0
"AVPR1B",0,0,0,0,0,0
"AVPR2",0,0,0,0,1,0
"AWAT1",0,0,0,0,0,0
"AWAT2",0,0,0,0,0,0
"AXDND1",0,0,1,0,4,7
"AXIN1",27,28,27,26,19,43
"AXIN2",446,443,234,743,467,960
"AXL",3,5,3,13,1,0
"AZGP1",253,277,158,367,43,44
"AZI2",39,19,30,5,16,10
"AZIN1",299,265,419,151,84,171
"AZIN2",1,1,0,3,0,1
"AZU1",0,0,0,0,0,0
"B2M",1173,665,584,823,575,783
"B3GALNT1",1,1,0,2,0,0
"B3GALNT2",66,125,70,81,74,90
"B3GALT1",0,0,1,0,4,0
"B3GALT2",3,4,1,0,0,0
"B3GALT4",3,7,8,3,10,9
"B3GALT5",12,12,13,23,39,9
"B3GALT6",31,18,8,12,6,13
"B3GAT1",0,1,0,2,0,0
"B3GAT2",1,12,1,2,8,7
"B3GAT3",15,36,12,52,21,58
"B3GLCT",9,8,6,25,8,4
"B3GNT2",18,24,18,18,4,5
"B3GNT3",73,40,108,47,28,25
"B3GNT4",0,2,0,0,1,0
"B3GNT5",28,41,25,11,7,16
"B3GNT6",4,3,12,0,103,104
"B3GNT7",5,4,1,2,18,33
"B3GNT8",8,13,19,8,27,23
"B3GNT9",12,8,6,2,3,3
"B3GNTL1",7,9,3,1,5,14
"B4GALNT1",0,3,1,0,1,3
"B4GALNT2",10,1,15,0,1,5
"B4GALNT3",38,31,41,78,83,169
"B4GALNT4",8,63,54,52,2,10
"B4GALT1",75,72,91,128,27,45
"B4GALT2",33,26,35,28,39,68
"B4GALT3",16,13,18,6,15,12
"B4GALT4",35,26,24,15,23,26
"B4GALT5",250,322,236,224,113,200
"B4GALT6",8,5,13,4,5,2
"B4GALT7",32,22,20,13,28,44
"B4GAT1",5,6,3,9,9,4
"B9D1",8,11,2,4,2,6
"B9D2",55,85,70,39,37,67
"BAALC",0,1,0,0,0,0
"BAAT",11,1,0,93,0,0
"BABAM1",270,236,240,126,107,202
"BACE1",35,15,23,25,1,7
"BACE2",2182,2856,2471,1409,1959,3679
"BACH1",16,17,29,20,10,21
"BACH2",3,1,0,10,3,1
"BAD",47,51,30,32,36,47
"BAG1",81,50,52,37,61,66
"BAG2",8,17,0,6,2,4
"BAG3",13,13,14,8,9,14
"BAG4",22,31,8,7,4,7
"BAG5",61,54,84,32,41,36
"BAG6",59,42,48,64,35,51
"BAHCC1",17,33,12,22,7,10
"BAHD1",33,51,23,68,46,52
"BAIAP2",15,14,2,11,5,10
"BAIAP2L1",101,95,103,59,63,117
"BAIAP2L2",193,245,150,216,230,189
"BAIAP3",1,3,0,0,3,6
"BAK1",84,85,74,64,53,104
"BAMBI",53,53,13,12,7,5
"BANF1",56,64,43,26,24,29
"BANF2",0,0,0,0,0,0
"BANK1",0,0,0,1,2,9
"BANP",7,6,2,8,6,11
"BAP1",54,39,40,40,20,35
"BARD1",11,5,15,2,6,11
"BARHL1",0,0,0,0,0,0
"BARHL2",0,1,0,1,0,0
"BARX1",0,0,0,2,0,0
"BARX2",17,23,11,6,26,24
"BASP1",17,15,18,21,7,8
"BATF",12,5,3,4,0,2
"BATF2",11,16,7,0,6,8
"BATF3",5,6,1,0,0,0
"BAX",650,430,501,184,548,258
"BAZ1A",133,54,98,41,27,24
"BAZ1B",374,290,256,223,167,200
"BAZ2A",176,298,142,247,142,220
"BAZ2B",33,38,31,26,27,40
"BBC3",141,284,184,355,404,331
"BBIP1",11,6,12,2,10,2
"BBOX1",0,0,0,2,0,0
"BBS1",3,1,1,2,1,1
"BBS10",2,8,2,5,1,2
"BBS12",6,6,2,0,2,3
"BBS2",166,106,84,17,14,17
"BBS4",12,12,8,2,7,1
"BBS5",4,5,3,4,1,3
"BBS7",89,53,66,23,50,50
"BBS9",13,6,9,5,9,4
"BBX",95,111,84,139,69,138
"BCAM",10,20,6,37,5,9
"BCAN",2,0,0,1,0,0
"BCAP29",40,37,23,17,15,17
"BCAP31",288,142,180,180,85,91
"BCAR1",128,194,132,234,117,217
"BCAR3",6,4,2,4,9,6
"BCAS1",102,39,28,12,134,127
"BCAS2",18,9,16,11,15,13
"BCAS3",4,20,10,37,30,19
"BCAS4",22,13,6,21,3,6
"BCAT1",25,26,25,88,2,11
"BCAT2",13,13,13,18,7,27
"BCCIP",110,65,70,35,31,46
"BCDIN3D",83,91,77,68,47,61
"BCHE",0,0,0,13,0,0
"BCKDHA",1,2,1,0,1,0
"BCKDHB",42,20,56,33,18,10
"BCKDK",12,17,12,19,8,14
"BCL10",35,29,45,29,32,59
"BCL11A",10,17,13,10,5,12
"BCL11B",16,26,24,53,26,26
"BCL2",8,13,6,0,11,26
"BCL2A1",2,2,1,1,0,3
"BCL2L1",203,228,182,202,29,72
"BCL2L10",1,2,1,0,0,0
"BCL2L11",24,49,19,47,18,43
"BCL2L12",17,19,18,13,3,15
"BCL2L13",39,25,46,41,28,36
"BCL2L14",7,5,7,6,21,20
"BCL2L15",53,21,33,8,7,18
"BCL2L2",234,154,148,74,90,169
"BCL2L2-PABPN1",0,0,0,0,1,0
"BCL3",38,55,47,47,27,83
"BCL6",4,5,8,13,5,7
"BCL6B",1,3,1,1,0,1
"BCL7A",8,7,17,17,10,15
"BCL7B",39,39,21,21,8,23
"BCL7C",49,58,40,28,22,33
"BCL9",17,50,35,76,23,59
"BCL9L",21,48,27,62,9,30
