"GENE_SYMBOL","GSM5133918--MGH200","GSM5133935--MGH253","GSM5133942--MGHPDL002"
"ARHGDIB",3915,2037,17520
"ARHGDIG",0,20,8
"ARHGEF1",12233,26511,16411
"ARHGEF10",5860,11217,3700
"ARHGEF10L",6067,5952,4133
"ARHGEF11",11506,32785,21334
"ARHGEF12",36473,4255,6826
"ARHGEF15",688,463,482
"ARHGEF16",5,603,61
"ARHGEF17",9076,21452,2259
"ARHGEF18",98,485,694
"ARHGEF19",380,3911,461
"ARHGEF2",8238,23594,10875
"ARHGEF25",4600,8388,1191
"ARHGEF26",1689,1050,719
"ARHGEF28",908,90,867
"ARHGEF3",2628,361,2443
"ARHGEF33",166,101,27
"ARHGEF35",8,0,260
"ARHGEF37",507,27,306
"ARHGEF38",0,19,22
"ARHGEF39",4,1637,1004
"ARHGEF4",240,80,104
"ARHGEF40",13663,15876,6992
"ARHGEF5",1584,37,350
"ARHGEF6",5301,302,4689
"ARHGEF7",9372,10042,10653
"ARHGEF9",883,993,1733
"ARID1A",22569,17534,7479
"ARID1B",15959,7562,7064
"ARID2",14519,1985,2720
"ARID3A",549,1464,1271
"ARID3B",436,181,685
"ARID3C",1,1,6
"ARID4A",8647,1293,2301
"ARID4B",8148,8155,5292
"ARID5A",1104,989,2967
"ARID5B",7053,3913,5510
"ARIH1",6033,7242,6680
"ARIH2",8347,12430,7596
"ARL1",3152,2027,6168
"ARL10",186,2421,1570
"ARL11",42,4,521
"ARL13A",163,6,5
"ARL13B",1607,216,1040
"ARL14",0,0,6
"ARL14EP",1949,2112,2285
"ARL14EPL",0,0,1
"ARL15",736,579,1295
"ARL16",225,11206,2185
"ARL17A",289,278,137
"ARL2",532,4837,3507
"ARL2-SNX15",0,3,1
"ARL2BP",1343,97,1122
"ARL3",510,762,1179
"ARL4A",642,1336,2478
"ARL4C",1892,771,4110
"ARL4D",246,209,204
"ARL5A",2757,1563,5225
"ARL5B",1363,507,2166
"ARL5C",2,0,5
"ARL6",236,143,292
"ARL6IP1",1047,3953,15359
"ARL6IP4",42,496,210
"ARL6IP5",5839,1689,16221
"ARL6IP6",650,1349,1344
"ARL8A",3087,4673,4214
"ARL8B",4043,4632,9882
"ARL9",8,80,38
"ARMC1",776,4701,3712
"ARMC10",2503,2754,4033
"ARMC12",65,41,25
"ARMC2",1595,321,155
"ARMC3",32,18,37
"ARMC4",16,0,2
"ARMC5",566,2057,1462
"ARMC6",784,3468,2622
"ARMC7",278,1993,947
"ARMC8",6284,2805,3143
"ARMC9",6433,4276,2345
"ARMCX1",1804,1855,2570
"ARMCX2",1409,3100,1675
"ARMCX3",1641,3832,10723
"ARMCX4",2957,2730,1375
"ARMCX5",1279,728,1760
"ARMCX6",216,519,2030
"ARMS2",0,0,0
"ARMT1",748,363,2805
"ARNT",9323,6362,5439
"ARNT2",3802,5111,15700
"ARNTL",1915,157,793
"ARNTL2",1515,29,635
"ARPC1A",10116,8797,12418
"ARPC1B",8535,14590,32784
"ARPC2",21934,16330,23821
"ARPC3",12954,4750,15578
"ARPC4",786,3636,7402
"ARPC4-TTLL3",115,24,41
"ARPC5",1851,8114,21426
"ARPC5L",570,4890,4770
"ARPIN",48,1298,4226
"ARPP19",1895,4281,14280
"ARPP21",0,6,355
"ARR3",217,2,21
"ARRB1",3100,1961,3253
"ARRB2",13243,2329,4720
"ARRDC1",1122,4833,3610
"ARRDC2",937,10297,3115
"ARRDC3",5442,3262,6466
"ARRDC4",3322,4201,2410
"ARRDC5",127,15,32
"ARSA",1053,9446,5938
"ARSB",3608,195,2270
"ARSD",781,1099,4076
"ARSF",0,8,2
"ARSG",731,293,1434
"ARSH",0,6,11
"ARSI",337,670,369
"ARSJ",322,144,1005
"ARSK",459,422,521
"ART1",0,4,1
"ART3",4,35,102
"ART4",16,0,17
"ART5",12,221,1
"ARTN",10,64,7
"ARV1",782,1609,2662
"ARVCF",194,4614,1409
"ARX",0,17,4
"AS3MT",0,3,1
"ASAH1",23124,24579,41149
"ASAH2",21,10,36
"ASAH2B",108,42,175
"ASAP1",20485,11615,7548
"ASAP2",5095,1159,2432
"ASAP3",5038,10264,1430
"ASB1",982,3832,2679
"ASB10",0,5,1
"ASB11",29,1137,80
"ASB12",0,1,11
"ASB13",329,2365,2390
"ASB14",206,116,89
"ASB15",0,21,0
"ASB16",36,97,144
"ASB17",0,0,0
"ASB18",0,15,0
"ASB2",106,559,1249
"ASB3",53,1079,111
"ASB4",0,8,34
"ASB5",0,69,2
"ASB6",264,3938,4050
"ASB7",1005,741,2091
"ASB8",976,1806,2362
"ASB9",133,1118,3127
"ASCC1",2970,1435,1303
"ASCC2",5163,9377,6825
"ASCC3",10889,1735,4607
"ASCL1",0,25,5
"ASCL2",2,9,331
"ASCL3",10,0,0
"ASCL4",0,0,2
"ASCL5",0,15,7
"ASF1A",997,503,2027
"ASF1B",42,1228,1494
"ASGR1",104,449,167
"ASGR2",70,6,101
"ASH1L",28167,5568,8732
"ASH2L",5290,3963,6377
"ASIC1",132,783,205
"ASIC2",0,7,3
"ASIC3",249,280,81
"ASIC4",15,468,23
"ASIC5",1,0,0
"ASIP",60,48,33
"ASL",1141,2375,1605
"ASMT",60,12,6
"ASMTL",2236,3642,1807
"ASNS",1318,2508,1245
"ASNSD1",2356,2592,4089
"ASPA",1439,705,559
"ASPDH",128,6,36
"ASPG",1,34,3
"ASPH",12086,11017,10305
"ASPHD1",56,76,173
"ASPHD2",107,469,574
"ASPM",516,5749,3225
"ASPN",79690,1012,5679
"ASPRV1",94,388,143
"ASPSCR1",1607,7968,2452
"ASRGL1",436,68,722
"ASS1",5479,130,507
"ASTE1",757,425,996
"ASTL",1,1,13
"ASTN1",18,11,0
"ASTN2",1118,467,666
"ASXL1",20878,34201,10031
"ASXL2",4811,1092,5387
"ASXL3",901,3,17
"ASZ1",0,0,0
"ATAD1",2323,2060,5319
"ATAD2",1378,4085,3870
"ATAD2B",5301,938,1578
"ATAD3A",685,14579,2509
"ATAD3B",921,41458,2813
"ATAD3C",71,443,171
"ATAD5",1782,1338,749
"ATAT1",900,11061,2362
"ATCAY",0,8,3
"ATE1",1984,1061,2453
"ATF1",1471,545,1422
"ATF2",5162,2934,4228
"ATF3",249,390,1024
"ATF4",15162,33896,30024
"ATF5",934,4319,3315
"ATF6",9949,2057,7525
"ATF6B",5532,7898,12626
"ATF7",422,1079,2406
"ATF7IP",23518,1836,8281
"ATF7IP2",812,65,1035
"ATG10",691,1201,1069
"ATG101",222,673,1974
"ATG12",964,2692,3408
"ATG13",6485,7951,4538
"ATG14",1411,11730,1936
"ATG16L1",3262,3401,2783
"ATG16L2",3752,6678,4238
"ATG2A",4030,7855,3117
"ATG2B",11214,3937,3414
"ATG3",2920,1207,5732
"ATG4A",1189,537,1290
"ATG4B",4252,18362,7525
"ATG4C",2794,1038,1692
"ATG4D",386,2094,1787
"ATG5",1259,869,2753
"ATG7",11030,1035,2615
"ATG9A",2471,8838,5245
"ATG9B",13,4605,78
"ATIC",4232,6160,6578
"ATL1",2051,63,461
"ATL2",1231,6006,2925
"ATL3",6250,2718,5221
"ATM",46219,6138,10004
"ATMIN",7225,2938,7570
"ATN1",11816,24540,8665
"ATOH1",0,1,0
"ATOH7",0,22,1
"ATOH8",80,475,1388
"ATOX1",2059,3507,4103
"ATP10A",3909,8946,4522
"ATP10B",1650,744,361
"ATP10D",7913,482,2735
"ATP11A",7508,2775,7818
"ATP11B",11871,915,6506
"ATP11C",5348,928,3402
"ATP12A",57,0,3
"ATP13A1",3771,18647,8484
"ATP13A2",2523,9987,5578
"ATP13A3",17125,2730,10049
"ATP13A4",126,58,30
"ATP13A5",0,45,2
"ATP1A1",40821,9643,135683
"ATP1A2",194,4069,79
"ATP1A3",62,10,88
"ATP1A4",0,28,9
"ATP1B1",3911,1340,13517
"ATP1B2",615,434,227
"ATP1B3",2673,10889,19644
"ATP1B4",0,10,3
"ATP2A1",462,367,183
"ATP2A2",34084,9354,21875
"ATP2A3",876,522,8264
"ATP2B1",9889,2613,6247
"ATP2B2",0,6,3
"ATP2B3",0,14,13
"ATP2B4",21396,23404,15744
"ATP2C1",15813,9519,12054
"ATP2C2",1,94,15
"ATP4A",0,82,22
"ATP4B",11,0,0
"ATP6AP1",9915,19535,18107
"ATP6AP1L",223,1326,378
"ATP6AP2",13250,8040,21363
"ATP6V0A1",9555,8404,7707
"ATP6V0A2",7285,1366,3735
"ATP6V0A4",0,80,217
"ATP6V0B",4529,9358,8678
"ATP6V0C",318,316,1224
"ATP6V0D1",3345,2644,9614
"ATP6V0D2",287,8,120
"ATP6V0E1",6704,4458,10336
"ATP6V0E2",165,566,2962
"ATP6V1A",9847,1751,10552
"ATP6V1B1",277,3649,344
"ATP6V1B2",19727,7322,41037
"ATP6V1C1",5746,13175,9298
"ATP6V1C2",47,476,177
"ATP6V1D",3192,1373,4939
"ATP6V1E1",3011,4315,16350
"ATP6V1E2",46,991,459
"ATP6V1F",2109,7025,10903
"ATP6V1G1",1730,4327,18084
"ATP6V1G2",52,140,68
"ATP6V1G2-DDX39B",0,0,0
"ATP6V1G3",24,0,1
"ATP6V1H",1618,2826,4594
"ATP7A",5296,1871,4438
"ATP7B",998,973,550
"ATP8A1",3291,2162,2779
"ATP8A2",39,2153,1235
"ATP8B1",4836,466,359
"ATP8B2",14693,10770,10935
"ATP8B3",243,667,245
"ATP8B4",2337,66,631
"ATP9A",3729,10015,3041
"ATP9B",7770,8070,1685
"ATPAF1",1077,2363,3781
"ATPAF2",575,1398,1237
"ATR",6426,2927,4033
"ATRAID",8660,6651,6969
"ATRIP",0,20,27
"ATRN",16028,7841,13433
"ATRNL1",791,342,482
"ATRX",23353,3670,7732
"ATXN1",5591,5204,4222
"ATXN10",8575,4890,8000
"ATXN1L",4717,1309,6538
"ATXN2",8798,3885,2506
"ATXN2L",15337,14742,12418
"ATXN3",2053,2021,1576
"ATXN3L",0,0,0
"ATXN7",10106,1424,2566
"ATXN7L1",1501,910,986
"ATXN7L2",416,2708,566
"ATXN7L3",1520,6541,5792
"ATXN7L3B",144,5519,12083
"AUH",1101,698,1132
"AUNIP",60,429,172
"AUP1",4569,21833,9429
"AURKA",159,3804,2040
"AURKAIP1",279,10487,5131
"AURKB",40,3257,1178
"AURKC",201,654,81
"AUTS2",9560,8883,1337
"AVEN",544,557,789
"AVIL",854,563,359
"AVL9",3407,2444,5931
"AVP",0,10,0
"AVPI1",117,622,1622
"AVPR1A",326,171,295
"AVPR1B",0,0,1
"AVPR2",156,13,49
"AWAT1",37,0,0
"AWAT2",1,2,1
"AXDND1",62,40,3
"AXIN1",1024,5736,4093
"AXIN2",1224,565,343
"AXL",12368,476,3871
"AZGP1",533,7,3007
"AZI2",2066,594,2243
"AZIN1",8128,8187,14585
"AZIN2",1626,4060,1477
"AZU1",8,35,9
"B2M",178486,9066,1023216
"B3GALNT1",2003,539,1034
"B3GALNT2",1165,1496,938
"B3GALT1",2,504,125
"B3GALT2",538,7,36
"B3GALT4",171,380,918
"B3GALT5",0,47,5
"B3GALT6",23,7074,2531
"B3GAT1",8,17201,77
"B3GAT2",5,29,39
"B3GAT3",685,8831,4276
"B3GLCT",2110,1794,3407
"B3GNT2",3759,428,3001
"B3GNT3",0,0,53
"B3GNT4",56,37,14
"B3GNT5",1053,54,731
"B3GNT6",1,1,1
"B3GNT7",362,93,1505
"B3GNT8",289,172,84
"B3GNT9",201,520,1121
"B3GNTL1",321,2493,539
"B4GALNT1",125,228,133
"B4GALNT2",0,0,1
"B4GALNT3",278,1641,1383
"B4GALNT4",356,28736,788
"B4GALT1",7516,1034,13669
"B4GALT2",3926,11748,3572
"B4GALT3",1157,10760,5394
"B4GALT4",1064,1484,2416
"B4GALT5",1895,5456,12378
"B4GALT6",429,3739,2996
"B4GALT7",1376,4118,2583
"B4GAT1",103,1955,2931
"B9D1",350,767,691
"B9D2",64,236,265
"BAALC",632,437,128
"BAAT",88,513,113
"BABAM1",1442,4203,2748
"BACE1",1990,1478,2338
"BACE2",8643,9222,12689
"BACH1",7654,881,3846
"BACH2",1212,619,879
"BAD",153,1351,1635
"BAG1",2332,3829,8862
"BAG2",459,489,528
"BAG3",2530,1501,2347
"BAG4",2400,761,1763
"BAG5",1081,1529,3862
"BAG6",8783,25380,23695
"BAHCC1",4543,34541,8648
"BAHD1",996,947,3237
"BAIAP2",1842,8146,2140
"BAIAP2L1",799,2736,464
"BAIAP2L2",47,2273,353
"BAIAP3",53,5983,231
"BAK1",347,2233,3224
"BAMBI",456,5716,5523
"BANF1",2034,6353,8603
"BANF2",0,0,0
"BANK1",75,6,3984
"BANP",2896,1505,1314
"BAP1",3559,10751,12934
"BARD1",1027,546,788
"BARHL1",6,11,2
"BARHL2",0,0,0
"BARX1",0,19,5
"BARX2",0,24,30
"BASP1",3218,592,4019
"BATF",184,6,466
"BATF2",195,117,2658
"BATF3",38,185,281
"BAX",798,6193,5878
"BAZ1A",7592,3949,4744
"BAZ1B",9796,9688,10270
"BAZ2A",16268,4677,10053
"BAZ2B",21964,2516,3081
"BBC3",113,2232,1963
"BBIP1",772,502,854
"BBOX1",94,3,2
"BBS1",323,183,157
"BBS10",905,448,2072
"BBS12",496,503,903
"BBS2",4866,2853,3118
"BBS4",3907,3518,2800
"BBS5",647,2322,1269
"BBS7",816,852,1475
"BBS9",10153,877,1369
"BBX",7162,1425,5895
"BCAM",1089,510,1100
"BCAN",2992,57847,1591
"BCAP29",3460,4275,7029
"BCAP31",2612,8287,17644
"BCAR1",1410,4620,4621
"BCAR3",2141,2626,1530
"BCAS1",53,17,37
"BCAS2",1195,982,2935
"BCAS3",8076,3342,2214
"BCAS4",54,41,922
"BCAT1",4372,331,2055
"BCAT2",497,4578,1260
"BCCIP",2268,2253,2625
"BCDIN3D",66,435,405
"BCHE",396,2250,6305
"BCKDHA",275,96,200
"BCKDHB",2792,286,1611
"BCKDK",3015,7398,4373
"BCL10",1243,381,1265
"BCL11A",27,943,681
"BCL11B",132,22,626
"BCL2",205,6374,5283
"BCL2A1",1283,85,3121
"BCL2L1",166,2183,5770
"BCL2L10",4,0,4
"BCL2L11",1079,594,2740
"BCL2L12",364,3314,1277
"BCL2L13",2429,4264,9426
"BCL2L14",126,63,59
"BCL2L15",37,196,14
"BCL2L2",947,2176,5806
"BCL2L2-PABPN1",138,10,25
"BCL3",1641,481,2178
"BCL6",2495,1144,2670
"BCL6B",2084,224,455
"BCL7A",217,2515,499
"BCL7B",1280,3349,4605
"BCL7C",937,3690,3012
"BCL9",4530,2479,3919
"BCL9L",5919,1249,2782
"BCLAF1",4856,8941,11300
"BCO1",0,0,3
"BCO2",201,251,43
"BCOR",5091,2347,4451
"BCORL1",2824,1850,993
"BCR",3201,2407,4793
"BCS1L",2052,8923,2375
"BDH1",275,1821,3029
"BDH2",1676,5857,2721
"BDKRB1",35,32,20
"BDKRB2",29,64,236
"BDNF",53,6,17
"BDP1",17229,990,3968
"BEAN1",602,338,97
"BECN1",3179,1175,5260
"BECN2",0,1,0
"BEGAIN",69,1173,84
"BEND2",0,0,2
"BEND3",178,2453,424
"BEND4",0,0,187
"BEND5",307,87,317
"BEND6",1684,172,114
"BEND7",238,32,585
"BEST1",4051,1188,11684
"BEST2",1,1,3
"BEST3",4,4,2
"BEST4",3,80,15
"BET1",799,3057,3952
"BET1L",405,5054,4405
"BEX1",0,7,32
"BEX2",2,224,1292
"BEX4",409,1955,8744
"BEX5",0,0,110
"BFAR",3578,4426,11486
"BFSP1",154,348,1205
"BFSP2",6,1,56
"BGLAP",1,503,18
"BGN",54307,15794,23115
"BHLHA15",14,4,175
"BHLHA9",0,0,0
"BHLHB9",157,110,402
"BHLHE22",587,0,318
"BHLHE23",0,0,0
"BHLHE40",8072,5531,13286
"BHLHE41",3491,1431,6818
"BHMT",42,3,0
"BHMT2",344,11,89
"BICC1",13049,175,996
"BICD1",3500,1015,2134
"BICD2",1704,1870,6093
"BID",539,2376,3022
"BIK",0,834,67
"BIN1",1966,5919,2379
"BIN2",2320,74,2724
"BIN3",560,773,3108
"BIRC2",4861,4416,6323
"BIRC3",2077,39,6244
"BIRC5",0,4554,2460
"BIRC6",74438,8063,7774
"BIRC7",62,56819,15137
"BIRC8",0,0,1
"BIVM",234,8063,2740
"BIVM-ERCC5",0,1,1
"BLACE",0,0,0
"BLCAP",869,10776,8204
"BLID",4,0,1
"BLK",20,34,2762
"BLM",449,2532,1198
"BLMH",1634,4565,3949
"BLNK",1166,19,1632
"BLOC1S1",1187,114,1928
"BLOC1S2",1389,1199,2762
"BLOC1S3",82,3245,1359
"BLOC1S4",52,2356,1720
"BLOC1S5",36,1399,1974
"BLOC1S5-TXNDC5",6,21,13
"BLOC1S6",2255,2998,8519
"BLVRA",3299,994,3127
"BLVRB",1147,1347,2330
"BLZF1",1628,1526,3118
"BMF",675,8726,4327
"BMI1",369,1474,5400
"BMP1",13660,16832,7293
"BMP10",0,3,2
"BMP15",0,0,1
"BMP2",520,59,237
"BMP2K",16591,648,1994
"BMP3",0,6,1
"BMP4",238,238,101
"BMP5",1,1,3
"BMP6",164,65,699
"BMP7",150,29,21
"BMP8A",17,36,34
"BMP8B",23,945,524
"BMPER",854,31,21
"BMPR1A",5394,2025,2210
"BMPR1B",1059,1552,133
"BMPR2",15083,2520,6523
"BMS1",4460,7716,3851
"BMX",2980,1,83
"BNC1",8,1,21
"BNC2",12999,2091,2634
"BNIP1",1019,462,563
"BNIP2",5279,2804,7047
"BNIP3",639,3439,1185
"BNIP3L",9051,5521,8702
"BNIPL",78,212,63
"BOC",8536,292,881
"BOD1",720,6067,3837
"BOD1L1",15234,2794,7886
"BOD1L2",0,0,1
"BOK",87,493,636
"BOLA1",23,2607,1409
"BOLA2",3,3,8
"BOLA3",520,2213,1283
"BOLL",0,1,0
"BOP1",1542,21408,4489
"BORA",591,322,769
"BPGM",798,1228,3155
"BPHL",509,5068,1961
"BPI",24,10,15
"BPIFA1",0,0,0
"BPIFA2",0,0,0
"BPIFA3",0,1,0
"BPIFB1",0,8,0
"BPIFB2",0,0,0
"BPIFB3",16,0,0
"BPIFB4",16,0,0
"BPIFB6",0,0,0
"BPIFC",2,19,4
"BPNT1",676,1362,3248
"BPTF",34016,16281,6609
"BPY2",0,0,0
"BPY2B",0,0,0
"BPY2C",0,0,0
"BRAF",6265,3127,3892
"BRAP",1264,1426,2314
"BRAT1",1088,29400,5986
"BRCA1",1289,794,1840
"BRCA2",3383,451,1388
"BRCC3",923,1703,2032
"BRD1",2474,15682,4793
"BRD2",21533,21997,28341
"BRD3",1643,1791,3195
"BRD4",11490,10453,6865
"BRD7",4131,3014,7159
"BRD8",5167,15306,5858
"BRD9",2060,10702,3492
"BRDT",6,7,0
"BRF1",1127,9925,3243
"BRF2",248,154,909
"BRI3",7879,10270,10516
"BRI3BP",166,693,1818
"BRICD5",43,770,426
"BRINP1",1,0,5
"BRINP2",0,0,1
"BRINP3",0,0,2
"BRIP1",391,1090,923
"BRIX1",1984,1220,2283
"BRK1",4014,7070,12574
"BRMS1",510,3346,3557
"BRMS1L",403,439,787
"BROX",6420,4699,4383
"BRPF1",2025,2045,2942
"BRPF3",3820,4138,4434
"BRS3",0,5,2
"BRSK1",769,3599,657
"BRSK2",12,24,17
"BRWD1",11380,5754,3569
"BRWD3",8934,1419,2946
"BSCL2",524,299,505
"BSDC1",1865,7408,5937
"BSG",3918,42157,55160
"BSN",329,128,103
"BSND",0,0,0
"BSPH1",0,9,0
"BSPRY",33,7,86
"BST1",1103,414,945
"BST2",1733,116,28819
"BSX",0,1,0
"BTAF1",21160,4352,6767
"BTBD1",4150,6635,9422
"BTBD10",1098,4598,3212
"BTBD11",443,42,80
"BTBD16",0,7,2
"BTBD17",1,0,1
"BTBD18",758,7,2
"BTBD19",751,3095,1140
"BTBD2",2610,11509,7895
"BTBD3",1910,12172,4883
"BTBD6",3325,9441,4167
"BTBD7",5126,2098,2929
"BTBD8",270,4,21
"BTBD9",1415,2506,1735
"BTC",1,0,21
"BTD",1431,1036,2050
"BTF3",11532,12566,28521
"BTF3L4",1359,3280,4096
"BTG1",2554,5628,9063
"BTG2",647,1893,9614
"BTG3",586,1209,755
"BTG4",5,0,0
"BTK",3197,153,3534
"BTLA",42,7,582
"BTN1A1",33,0,49
"BTN2A1",3469,6758,5519
"BTN2A2",1646,2642,11236
"BTN3A1",3156,6138,21860
"BTN3A2",4010,5639,11785
"BTN3A3",3736,1097,13868
"BTNL2",65,0,11
"BTNL3",0,0,9
"BTNL8",145,3,22
"BTNL9",913,1338,665
"BTRC",1737,2787,1979
"BUB1",231,537,2122
"BUB1B",314,2000,1803
"BUB3",2247,2882,6256
"BUD13",1156,877,1164
"BUD31",1215,1741,4029
"BVES",258,122,310
"BYSL",406,5254,1874
"BZW1",5423,2984,7181
"BZW2",2585,14583,10243
"C10orf105",0,1,10
"C10orf120",0,0,1
"C10orf53",0,0,0
"C10orf55",18,5,55
"C10orf62",0,1,15
"C10orf67",0,10,1
"C10orf71",22,36,2
"C10orf82",12,56,1
"C10orf88",486,1394,625
"C10orf90",74,48,576
"C10orf99",0,0,14
"C11orf1",379,595,575
"C11orf16",43,14,2
"C11orf21",115,7,439
"C11orf24",3898,7739,4311
"C11orf40",0,0,0
"C11orf42",17,1,6
"C11orf45",78,30,155
"C11orf49",1324,2625,1376
"C11orf52",0,1,0
"C11orf53",17,0,1
"C11orf54",1351,2583,1433
"C11orf58",6456,5658,9761
"C11orf65",119,46,23
"C11orf68",378,4526,3192
"C11orf71",23,809,610
"C11orf80",297,996,821
"C11orf86",0,0,0
"C11orf87",28,14,1
"C11orf91",1,6,5
"C11orf94",6,12,2
"C11orf95",86,3846,1924
"C11orf96",762,2108,3171
"C11orf98",13,236,125
"C12orf29",1015,517,1249
"C12orf4",1878,2357,1896
"C12orf40",1,0,1
"C12orf42",8,5,40
"C12orf43",149,2080,1599
"C12orf45",623,427,929
"C12orf50",0,5,1
"C12orf54",0,2,2
"C12orf56",62,5,7
"C12orf57",2600,2983,5173
"C12orf60",102,37,216
"C12orf65",588,2160,1494
"C12orf66",413,410,934
"C12orf71",0,11,1
"C12orf73",173,678,583
"C12orf75",2207,211,701
"C12orf76",314,4880,3463
"C14orf119",1837,3728,4553
"C14orf177",0,0,0
"C14orf178",7,21,0
"C14orf180",0,0,4
"C14orf28",294,290,418
"C14orf39",32,130,20
"C14orf93",378,2642,779
"C15orf39",4238,2265,3335
"C15orf40",328,1783,1603
"C15orf48",59,53,572
"C15orf61",545,1023,756
"C15orf62",103,85,212
"C15orf65",148,9,58
"C16orf46",43,81,137
"C16orf54",15,15,915
"C16orf70",3256,2850,1855
"C16orf71",69,24,34
"C16orf72",7393,2749,5276
"C16orf74",25,1050,303
"C16orf78",0,0,1
"C16orf86",172,499,361
"C16orf87",323,386,1019
"C16orf89",23,57,32
"C16orf90",1,0,0
"C16orf91",90,1646,1363
"C16orf92",0,0,0
"C16orf95",11,128,94
"C16orf96",308,32,28
"C17orf100",22,497,212
"C17orf107",1128,188,149
"C17orf49",33,87,144
"C17orf50",4,1,0
"C17orf58",125,1895,1103
"C17orf64",1,0,2
"C17orf67",40,2768,154
"C17orf75",512,190,1589
"C17orf78",149,1,1
"C17orf80",2465,3948,2298
"C17orf97",241,110,362
"C17orf98",0,0,1
"C17orf99",0,9,6
"C18orf21",889,3706,1182
"C18orf25",1120,2208,2898
"C18orf32",146,1005,871
"C18orf54",822,1222,333
"C18orf63",4,0,0
"C19orf12",4638,4349,3587
"C19orf18",57,521,18
"C19orf25",41,2406,2284
"C19orf33",23,0,11
"C19orf38",128,63,274
"C19orf44",313,1631,769
"C19orf47",569,1194,1076
"C19orf48",131,10258,3503
"C19orf53",494,5766,4931
"C19orf54",248,2503,1350
"C19orf67",97,13,10
"C19orf71",69,356,504
"C19orf73",0,121,95
"C19orf81",0,7,39
"C19orf84",0,1,12
"C1D",477,610,1503
"C1GALT1",1073,2943,4167
"C1GALT1C1",360,268,2841
"C1QA",14840,298,20647
"C1QB",14653,347,26077
"C1QBP",1904,4279,8466
"C1QC",14258,265,21831
"C1QL1",33,124,111
"C1QL2",12,0,0
"C1QL3",12,38,56
"C1QL4",0,19,10
"C1QTNF1",522,284,1374
"C1QTNF2",334,19,56
"C1QTNF3",595,2512,1472
"C1QTNF3-AMACR",10,17,5
"C1QTNF4",28,283,9
"C1QTNF5",0,0,0
"C1QTNF6",1988,4932,9334
"C1QTNF7",3224,12,29
"C1QTNF8",0,0,0
"C1QTNF9",4,0,5
"C1QTNF9B",0,5,12
"C1R",7287,891,23709
"C1RL",1058,249,2695
"C1S",66054,1443,42463
"C1orf100",24,135,9
"C1orf105",26,0,1
"C1orf109",157,4325,1867
"C1orf112",1807,916,1073
"C1orf115",10,71,432
"C1orf116",8,195,29
"C1orf122",1048,7070,2157
"C1orf127",64,93,77
"C1orf131",461,2213,1984
"C1orf141",0,5,0
"C1orf146",6,13,1
"C1orf158",46,2,0
"C1orf159",210,10614,1100
"C1orf162",4855,942,2074
"C1orf167",0,7,0
"C1orf174",1120,4590,2308
"C1orf185",4,0,0
"C1orf189",18,7,1
"C1orf194",40,17,0
"C1orf198",1293,5863,6023
"C1orf21",2635,6758,8280
"C1orf210",0,2,0
"C1orf216",285,6837,3068
"C1orf226",0,5,65
"C1orf35",156,9342,2442
"C1orf43",3578,23457,26401
"C1orf50",441,1454,670
"C1orf52",764,2331,1694
"C1orf53",139,83,218
"C1orf54",1308,277,1005
"C1orf56",143,522,662
"C1orf68",0,1,2
"C1orf74",98,273,661
"C1orf87",0,8,0
"C1orf94",12,4,0
"C2",4738,118,9287
"C20orf141",0,1,0
"C20orf144",1,58,31
"C20orf173",1,4,0
"C20orf194",10523,5535,5540
"C20orf202",0,4,23
"C20orf27",415,13701,4652
"C20orf85",0,0,0
"C20orf96",1112,2703,1187
"C21orf58",102,1527,582
"C21orf62",31,4,1
"C21orf91",547,795,1277
"C22orf15",72,133,31
"C22orf23",116,78,212
"C22orf31",0,0,0
"C22orf39",187,1822,3729
"C22orf42",25,16,0
"C22orf46",88,3544,2404
"C2CD2",1325,312,880
"C2CD2L",1758,2284,1536
"C2CD3",7683,3062,2011
"C2CD4A",0,0,0
"C2CD4B",1,0,11
"C2CD4C",4,1478,34
"C2CD4D",0,96,165
"C2CD5",9150,6841,4583
"C2orf15",39,1,59
"C2orf16",204,291,209
"C2orf42",1089,3699,836
"C2orf49",659,442,2264
"C2orf50",0,10,8
"C2orf66",20,297,29
"C2orf68",352,3068,2346
"C2orf69",1885,609,1223
"C2orf72",10,62,37
"C2orf73",6,7,15
"C2orf74",166,142,129
"C2orf76",467,685,598
"C2orf78",0,0,3
"C2orf80",0,0,1
"C2orf83",0,2,0
"C2orf88",418,1949,1008
"C2orf91",0,13,1
"C3",18071,68,62791
"C3AR1",3794,96,2922
"C3orf14",771,950,1211
"C3orf18",356,684,303
"C3orf20",20,32,9
"C3orf22",0,1,0
"C3orf33",61,90,409
"C3orf38",2011,577,2168
"C3orf49",72,0,7
"C3orf52",203,217,116
"C3orf62",817,2709,870
"C3orf70",129,1630,404
"C3orf80",35,65,146
"C3orf84",31,2,0
"C4A",336,95,296
"C4B",273,19,1068
"C4BPA",29,1,1
"C4BPB",0,5,6
"C4orf17",0,0,0
"C4orf19",58,173,1399
"C4orf3",755,8465,15233
"C4orf33",340,945,1078
"C4orf36",61,150,287
"C4orf45",0,1,0
"C4orf46",230,1197,1190
"C4orf47",47,1413,80
"C4orf48",50,402,1478
"C4orf50",1,0,4
"C4orf51",10,5,2
"C5",1030,561,766
"C5AR1",1320,176,1149
"C5AR2",81,23,157
"C5orf15",1314,5411,7928
"C5orf22",1604,1723,3788
"C5orf24",1487,2213,5740
"C5orf34",412,316,337
