"GENE_SYMBOL","GSM5430032--HN001","GSM5430035--HN002","GSM5430037--HN003","GSM5430039--HN004","GSM5430041--HN005","GSM5430043--HN007","GSM5430045--HN008","GSM5430047--HN009","GSM5430049--HN010","GSM5430051--HN012","GSM5430053--HN014"
"AGFG2",1238,556,595,528,2164,482,603,1163,2622,12159,731
"AGGF1",2121,1313,2558,1437,1466,1422,1266,2027,2892,2148,1333
"AGK",1555,1012,1947,1760,1319,1281,1294,1402,1199,1826,740
"AGL",2981,948,1376,1082,855,1136,1579,1195,2024,7165,728
"AGMAT",193,59,151,132,16,76,54,155,183,258,35
"AGMO",43,0,2,7,0,13,7,0,1,0,118
"AGO1",4251,1750,2130,1583,1478,1728,1908,2172,5643,3321,1766
"AGO2",3829,3032,11148,6423,3017,4827,7746,5231,7392,3470,3914
"AGO3",1852,1067,1218,1304,1081,1105,1312,894,2180,1163,731
"AGO4",2129,1648,1471,946,1279,623,771,906,513,2524,512
"AGPAT1",11919,3272,4919,5381,3006,3487,6941,4447,3756,4659,2256
"AGPAT2",5683,3851,8686,11704,7660,9449,2999,3754,7081,4307,8865
"AGPAT3",10905,2843,4332,6851,5855,5279,1704,10634,6729,11637,1823
"AGPAT4",3227,1909,2618,6231,1562,2867,1220,604,5478,725,968
"AGPAT5",1009,926,1407,961,555,1300,830,472,2503,1276,379
"AGPS",4434,2867,3719,3063,2304,2828,2726,1946,4754,2348,1424
"AGR2",12,49,67,386,224,360,69,150,799,5881,1041
"AGR3",0,1,0,0,183,0,0,0,0,4,0
"AGRN",126632,17729,42868,104663,14627,31418,44663,74771,64474,14104,54750
"AGRP",20,0,0,0,0,0,0,0,0,0,0
"AGT",1141,79,80,64,209,10,36,33,15,624,8
"AGTPBP1",843,1092,883,703,808,432,822,447,1196,1016,879
"AGTR1",15,39,7,18,13,4,6,0,0,16,0
"AGTR2",1,0,0,0,0,0,0,0,0,1,0
"AGTRAP",8177,2333,8666,7249,3249,4621,4134,12338,7185,1289,8362
"AGXT",0,0,0,0,0,0,0,2,1,0,2
"AGXT2",0,0,1,0,1,0,2,0,1,0,0
"AHCTF1",3111,2469,6031,4150,2511,5599,2767,2436,5489,3828,1964
"AHCY",12429,8543,32454,15210,13186,23686,8844,9634,16680,15870,11128
"AHCYL1",9888,4025,6467,7471,7386,6647,4893,5116,9125,7593,6228
"AHCYL2",2192,1065,2301,1219,1170,975,2142,1864,3265,2650,593
"AHDC1",6825,1773,3779,3825,8900,5177,6263,7789,11106,16031,6586
"AHI1",678,626,737,810,298,516,386,364,497,913,369
"AHNAK",143465,71160,133406,107544,131233,141466,163881,128847,233303,181902,138962
"AHNAK2",62872,15532,47506,26506,32368,47849,92918,52123,78225,28286,64967
"AHR",6463,3471,7367,3738,1389,5041,8849,9420,12024,3236,2522
"AHRR",186,1708,609,371,340,230,428,412,3278,199,176
"AHSA1",12144,3413,10352,11177,8172,9938,8764,7862,10575,6074,4171
"AHSG",12,7,0,0,4,0,20,22,0,1,0
"AHSP",9,75,1,6,0,6,6,2,5,0,0
"AICDA",40,1,0,0,6,4,15,2,0,0,4
"AIDA",2152,1814,1500,1522,1100,1591,1392,1199,2270,1572,659
"AIF1",4019,1418,329,277,665,347,747,596,201,285,292
"AIF1L",1399,638,703,1713,15268,7679,4015,717,2277,12774,2455
"AIFM1",3765,1273,3007,3214,2825,2483,1556,2175,3438,2947,2678
"AIFM2",1671,499,168,865,1187,1071,553,1699,2425,959,773
"AIFM3",162,24,8,139,134,37,171,49,32,111,40
"AIG1",3489,1149,2564,2593,1982,2578,1869,3308,4637,2704,3307
"AIM2",930,198,1565,860,8,2063,1238,2234,5540,11,441
"AIMP1",2566,2084,2468,3593,2814,2262,2143,2824,3987,2905,3111
"AIMP2",2378,1086,3359,4415,2234,2403,1594,2627,3883,2711,3280
"AIP",5822,1342,3559,3180,2127,3153,2276,3010,3412,2474,2529
"AIPL1",10,0,0,5,5,5,0,0,10,4,16
"AIRE",34,6,7,7,5,10,1,6,1,36,1
"AJAP1",1086,2721,2165,1866,133,2496,2184,32,62,293,2733
"AJUBA",8556,3733,8327,6918,2150,7079,6454,6726,9170,3701,4227
"AK1",2763,649,976,3228,1457,1746,964,745,958,3687,2906
"AK2",10161,7326,10294,11849,11139,8353,9541,8301,14810,9275,10546
"AK3",2382,1831,5035,2418,3489,4293,983,23961,4029,6068,1795
"AK4",4535,1391,3864,3171,2609,3148,3961,1075,2575,3049,1811
"AK5",714,42,317,189,58,49,186,131,42,10,42
"AK6",539,382,576,581,658,381,356,545,872,857,254
"AK7",33,65,67,27,90,51,116,15,81,130,121
"AK8",122,26,64,117,146,156,73,71,79,196,13
"AK9",187,147,239,124,152,180,92,423,179,372,164
"AKAP1",3562,1254,2357,4216,3236,1932,1942,3028,5474,10425,1544
"AKAP10",1988,1068,1727,919,806,2186,2000,959,1675,1308,1050
"AKAP11",1943,1445,2314,2269,1008,2621,1519,1694,2032,2207,769
"AKAP12",2082,595,639,337,178,255,679,164,141,478,101
"AKAP13",17061,6014,6190,6308,8025,8102,13221,9388,10799,9129,4993
"AKAP14",0,0,0,0,0,11,0,0,0,2,0
"AKAP17A",4948,3469,8079,3924,4092,4201,1921,4041,2292,4507,620
"AKAP3",60,43,6,172,114,9,23,30,34,189,21
"AKAP4",0,0,0,0,0,1,0,0,0,1,0
"AKAP5",137,36,39,48,18,48,42,56,39,34,15
"AKAP6",4034,345,193,278,452,162,882,132,131,3044,182
"AKAP7",172,159,106,121,181,58,22,88,222,417,8
"AKAP8",2591,2122,3850,3285,2271,2422,1799,1403,3587,3072,1734
"AKAP8L",6120,1821,5306,5413,4974,4956,3980,3578,5145,5391,4434
"AKAP9",4649,2571,5068,2415,4947,3288,3851,3013,9542,6436,1451
"AKIP1",3101,1076,1506,2331,1258,811,1692,950,686,725,753
"AKIRIN1",4876,3165,4254,3955,2210,4192,4568,6351,4126,3569,2991
"AKIRIN2",5307,2305,3446,3685,3292,8377,4682,5604,6906,3044,4384
"AKNA",4099,2370,1343,1646,1656,1495,1308,1018,2217,1167,801
"AKNAD1",61,68,265,33,6,53,121,6,26,11,94
"AKR1A1",12439,2612,3950,4824,9927,3617,2339,4925,6223,7587,4371
"AKR1B1",7555,3743,3467,4371,3784,4080,2582,431,2587,5613,3569
"AKR1B10",998,4107,1690,7607,33537,25081,17455,33871,23218,7110,5481
"AKR1B15",338,478,924,2408,904,1408,721,1299,1928,663,1577
"AKR1C1",3822,5333,1167,4048,23370,693,8402,11749,4358,2136,6433
"AKR1C2",3275,1405,1593,8274,23446,2944,11782,18728,8253,2582,5053
"AKR1C3",10112,1132,845,1223,17475,575,6421,12825,2232,1065,1965
"AKR1C4",3,0,0,8,6,4,0,3,0,0,4
"AKR1D1",0,1,0,4,0,6,1,1,6,1,2
"AKR1E2",237,7,126,93,74,19,181,10,12,42,0
"AKR7A2",4757,1177,2404,2501,2975,2508,2234,2109,2636,3160,2448
"AKR7A3",103,35,58,38,94,20,17,51,264,180,73
"AKT1",20785,9874,12928,16949,10678,12714,9811,10500,14231,11302,6607
"AKT1S1",12404,3756,9373,8942,7103,8687,5846,19544,10250,7175,7621
"AKT2",12061,5012,11622,10457,9422,12501,9248,15231,12686,13418,8520
"AKT3",2631,2151,972,613,480,442,1390,400,354,482,362
"AKTIP",1048,1222,1586,1015,1178,1921,1222,1698,1675,1974,1325
"ALAD",3983,1798,3288,2857,5205,2415,2320,2492,3565,6436,2425
"ALAS1",5428,2582,2671,5089,2684,6067,5848,5141,7101,5194,4070
"ALAS2",4,501,5,1,0,0,5,15,1,0,15
"ALB",15,0,5,7,8,19,39,0,1,19,0
"ALCAM",5798,2799,2649,1746,2984,4107,730,2532,5647,3429,2360
"ALDH16A1",7710,1446,4169,2904,3746,3919,3738,5957,5781,3252,1985
"ALDH18A1",8865,3095,7329,5408,4437,6832,5657,4196,8628,8342,2762
"ALDH1A1",1832,49,23,34,1594,33,76,3415,326,45769,1218
"ALDH1A2",168,83,209,39,6,43,71,72,7,104,101
"ALDH1A3",873,4970,412,3260,14656,3938,856,8189,500,14112,1997
"ALDH1B1",4863,829,1228,447,746,1070,692,306,1321,2328,169
"ALDH1L1",53,12,67,77,31,181,5,3773,4,3140,39
"ALDH1L2",1894,581,1140,275,163,845,1301,183,1233,936,173
"ALDH2",8984,1595,2675,5114,13933,6045,4638,32854,9962,25505,6989
"ALDH3A1",546,779,227,3801,57430,2486,5407,2963,32187,68904,6399
"ALDH3A2",6368,2838,4688,4098,12769,5723,5378,8505,11684,30176,3293
"ALDH3B1",2661,493,598,138,614,313,257,690,251,592,312
"ALDH3B2",1460,2273,12803,9130,12013,40587,9959,36669,24113,12092,98953
"ALDH4A1",7384,1259,1443,4799,3993,1644,2471,2484,2993,4659,2688
"ALDH5A1",687,35,486,182,406,1278,109,1193,1388,2123,775
"ALDH6A1",1421,233,462,193,851,426,711,378,1161,3386,272
"ALDH7A1",4782,2652,4872,5159,4568,3820,1529,2032,5171,8898,2078
"ALDH8A1",42,22,13,59,26,81,26,52,12,48,18
"ALDH9A1",4557,2416,3974,4485,9568,4350,6401,8457,5906,16000,3774
"ALDOA",145448,56873,103665,107497,137575,289769,155207,137544,174530,181988,201538
"ALDOB",0,2,0,9,0,1,0,0,0,0,1
"ALDOC",409,607,1047,1462,3200,1522,6625,178,7149,2609,1303
"ALG1",4611,1614,3210,2539,1675,4972,1979,2797,2668,1554,2828
"ALG10",209,120,137,83,83,130,178,81,201,93,71
"ALG10B",320,189,222,82,104,290,136,213,211,251,126
"ALG11",313,423,526,459,172,341,250,397,217,390,224
"ALG12",4812,1116,2999,2562,2304,2881,2232,1795,3483,2120,4077
"ALG13",1470,1192,1429,1022,1275,1014,1008,1096,982,1574,805
"ALG14",920,430,1021,736,605,701,336,887,413,730,748
"ALG1L",1097,39,471,572,266,549,788,1763,2956,103,1209
"ALG1L2",1,0,2,0,2,4,3,4,22,1,9
"ALG2",2669,1495,3116,4370,1674,3676,1640,2208,3809,2096,2049
"ALG3",8319,2321,6259,10010,4552,4996,3498,8674,9566,2722,5401
"ALG5",1560,2088,3000,2423,1233,2318,813,1968,1216,1622,877
"ALG6",720,304,934,1120,545,591,352,856,997,693,420
"ALG8",1908,836,1576,1401,1307,1372,1083,1880,2318,1310,3198
"ALG9",399,403,527,576,419,488,242,435,183,619,439
"ALK",161,1,1,3,2,13,6,2,1,18,1
"ALKBH1",1057,458,774,592,439,712,827,811,991,594,389
"ALKBH2",877,484,877,963,1369,1128,640,1018,2340,1635,1278
"ALKBH3",2413,1076,2013,1870,1284,3122,812,1800,1588,1599,1387
"ALKBH4",1337,465,926,974,1385,761,791,924,3301,1210,933
"ALKBH5",10785,3331,5041,4801,4457,9022,7814,3193,8765,10874,5816
"ALKBH6",523,201,456,304,309,198,317,367,352,282,288
"ALKBH7",3538,1488,3034,1457,3424,1929,1027,1197,2925,5004,2048
"ALKBH8",493,361,522,432,303,508,675,441,140,640,232
"ALLC",1,0,0,11,5,0,0,0,0,2,0
"ALMS1",1689,591,1378,909,708,627,1111,494,2627,950,631
"ALOX12",28,421,23,67,35366,134,104,5,2318,34093,81
"ALOX12B",4,544,50,2643,3353,38988,2503,10407,33232,2117,9390
"ALOX15",1,25,11,5,30,10,4,75,7,72,18
"ALOX15B",2485,1442,43,1081,2655,634,376,46,7748,1335,755
"ALOX5",5432,1485,282,106,768,256,1302,287,427,776,170
"ALOX5AP",2341,2812,285,349,838,356,3273,466,312,415,409
"ALOXE3",29,581,192,1548,622,9021,1353,3143,6477,613,3508
"ALPI",0,0,0,1,0,0,0,0,5,0,1
"ALPK1",1810,1304,688,915,1199,556,1478,1659,1916,1812,1326
"ALPK2",1272,682,2014,213,74,86,631,216,108,2204,88
"ALPK3",7063,893,238,210,1187,627,188,280,595,10319,135
"ALPL",4282,3212,672,462,545,383,1867,1534,1166,615,172
"ALPP",17,9,86,9,0,29,0,15,58,0,84
"ALS2",1952,1373,1966,1711,854,1455,1869,1311,1996,1654,763
"ALS2CL",2657,4813,13878,5306,21811,5159,6067,8222,3562,13062,10735
"ALX1",1,4,49,26,3,6,0,1,0,0,106
"ALX3",2,65,87,34,18,36,2,0,0,18,18
"ALX4",62,89,44,1,2,109,6,38,1,12,1
"ALYREF",5537,3275,5175,8553,4762,5587,5803,4831,7527,3670,6326
"AMACR",524,205,139,206,290,157,522,453,286,513,172
"AMBN",0,0,0,0,0,5,8,1,0,0,0
"AMBP",0,0,0,0,2,4,0,4,46,2,0
"AMBRA1",3741,1244,2145,2213,1880,5409,2059,3896,2858,2549,2042
"AMD1",4024,4985,5542,7434,4751,9319,3908,4659,12621,6723,3360
"AMDHD1",61,13,4,4,0,5,31,14,12,30,57
"AMDHD2",3168,1348,2689,1734,1626,1983,2183,2008,1254,1830,3966
"AMELX",0,0,0,0,0,0,0,0,0,0,0
"AMELY",0,0,0,0,0,4,0,0,0,0,0
"AMER1",771,204,679,755,856,540,221,369,1294,1904,421
"AMER2",0,0,0,9,0,0,13,0,0,2,1
"AMER3",1,5,1,0,0,2,1,0,0,1,6
"AMFR",7858,4980,10422,6980,7164,9037,5725,10501,8006,11975,7362
"AMH",140,12,5,80,80,387,320,715,22,196,3
"AMHR2",2,8,1,2,2,1,14,0,7,35,1
"AMIGO1",77,97,89,175,387,34,58,30,157,919,195
"AMIGO2",3427,1825,1187,2185,327,3298,2001,1021,1376,136,877
"AMIGO3",1,0,0,0,0,2,1,10,4,7,3
"AMMECR1",1431,1468,4539,2842,1646,5097,4683,3632,6601,1450,3638
"AMMECR1L",2195,1542,3622,2280,1387,2134,2089,1978,3779,1921,886
"AMN",282,154,159,358,1555,295,624,133,3567,838,751
"AMN1",330,214,281,645,262,392,689,404,618,314,482
"AMOT",1608,70,59,77,571,27,47,81,49,6265,14
"AMOTL1",10843,6632,10309,7623,4144,13265,16867,11167,35750,13599,17835
"AMOTL2",4875,2868,4179,4227,4055,10249,5611,7205,14163,5555,2555
"AMPD1",1541,10,0,8,193,27,4,0,0,3572,0
"AMPD2",5810,3525,3387,3976,1783,1697,2259,1706,2376,2322,1558
"AMPD3",3483,2019,3019,2839,3291,3414,8129,2266,5320,2973,3356
"AMPH",815,86,88,20,11,24,117,34,25,15,5
"AMT",580,265,554,255,665,50,130,201,771,1445,288
"AMTN",136,18,2,247,13,40632,44,471,1140,94,17
"AMY1A",0,0,0,0,1,5,0,0,0,1,0
"AMY1B",1,0,0,0,1,0,0,0,0,0,1
"AMY1C",1,0,0,0,0,0,0,0,0,3,0
"AMY2A",2,1,1,0,1,1,0,2,4,0,1
"AMY2B",305,113,113,73,293,52,84,98,427,775,18
"AMZ1",389,68,10,19,14,21,7,13,16,0,64
"AMZ2",3558,2569,4569,3257,3031,3043,2567,2675,4231,3321,2986
"ANAPC1",1567,1254,2135,2243,1174,1741,1575,1059,2088,1544,564
"ANAPC10",458,499,427,712,420,527,399,619,859,561,484
"ANAPC11",4674,2998,3896,5693,4005,3080,3161,3837,3954,3563,4316
"ANAPC13",2958,1180,2855,3883,1618,2127,2034,3092,5387,1922,1594
"ANAPC15",2151,1608,2090,1941,2320,2052,970,2075,2688,2038,4473
"ANAPC16",4977,2431,3827,4211,4743,4196,3135,3941,4602,7331,3274
"ANAPC2",3878,1785,3728,5907,3849,3365,1559,2140,4280,3449,3814
"ANAPC4",1955,1176,1453,1887,1279,928,875,1253,824,1815,945
"ANAPC5",10745,5734,8336,5950,8039,8312,5413,6686,8971,9328,6739
"ANAPC7",3896,1747,3483,2903,6549,4809,2861,3758,5867,5420,3472
"ANG",436,127,125,79,109,62,466,53,50,438,292
"ANGEL1",3332,1295,2637,1418,730,1227,1209,592,1279,1189,696
"ANGEL2",1238,947,1460,857,668,972,354,504,892,1121,427
"ANGPT1",104,372,124,62,6,18,119,62,28,217,1
"ANGPT2",1786,5046,1661,2010,184,2217,2976,311,1287,101,1106
"ANGPT4",84,0,1,4,0,9,2,1,2,13,1
"ANGPTL1",636,0,28,6,71,22,4,2,178,768,1
"ANGPTL2",16652,12901,4363,4182,3005,2790,4283,1129,2448,3889,1397
"ANGPTL3",1,1,1,1,0,2,1,0,0,0,0
"ANGPTL4",2824,3361,2648,3673,2073,7145,5708,543,3971,1496,8523
"ANGPTL5",8,8,0,0,0,6,4,0,0,8,0
"ANGPTL6",227,31,44,26,43,80,36,41,61,14,39
"ANGPTL7",660,0,1,0,24,0,0,0,0,10,1
"ANHX",0,0,0,0,0,0,1,1,0,0,0
"ANK1",2503,296,123,5136,317,403,162,104,107,10381,325
"ANK2",1406,88,50,65,103,28,43,36,49,2012,45
"ANK3",2301,1377,3506,1474,1688,6668,3651,3440,4796,9598,2013
"ANKAR",92,122,59,43,43,27,43,50,53,103,32
"ANKDD1A",253,259,118,227,62,183,134,168,188,269,123
"ANKDD1B",32,28,50,1,3,13,13,40,3,23,0
"ANKEF1",894,686,1516,1475,522,1017,862,1419,2297,553,1027
"ANKFN1",17,2,2,57,14,7,67,110,24,21,74
"ANKFY1",7218,2757,4900,3851,3829,8413,6571,3666,8440,4951,4281
"ANKH",11875,2497,4205,4773,2546,3153,4948,2660,29792,7163,7044
"ANKHD1",158,310,404,247,254,237,233,260,345,465,347
"ANKHD1-EIF4EBP3",279,147,429,160,619,248,144,545,223,327,544
"ANKIB1",2987,2269,3755,1961,2709,2555,4040,2758,6928,2909,956
"ANKK1",19,13,37,110,35,166,50,7,121,34,90
"ANKLE1",56,35,57,53,77,19,3,53,59,14,5
"ANKLE2",12796,7312,12146,5824,6136,6527,10687,10857,9091,5594,6816
"ANKMY1",670,446,833,596,562,299,554,767,871,1238,667
"ANKMY2",1100,636,760,530,558,478,422,512,785,1326,432
"ANKRA2",643,596,710,341,465,433,463,722,953,799,259
"ANKRD1",23364,1,77,28,1253,37,114,0,10,9186,11
"ANKRD10",5274,2954,3501,5149,2759,1849,1663,1498,896,3468,900
"ANKRD11",13801,6733,11271,10918,6957,10446,9724,11119,14418,12294,8818
"ANKRD12",1849,1851,3466,1618,2612,1889,3265,1932,3407,3019,1961
"ANKRD13A",4575,3050,5071,2707,6063,8070,4581,4299,4562,5862,3874
"ANKRD13B",1458,270,1907,1834,1516,583,729,438,1131,817,478
"ANKRD13C",1467,1231,1755,1290,810,1502,1041,1248,1852,1267,682
"ANKRD13D",5289,3059,5118,7856,4834,5006,4872,5839,6231,3781,8072
"ANKRD16",673,324,643,304,711,455,177,380,512,640,289
"ANKRD17",8187,5378,6928,13438,5029,8477,8767,8999,11863,9029,5031
"ANKRD18A",57,80,24,34,125,16,11,25,138,110,35
"ANKRD18B",221,230,546,309,484,357,133,44,11,469,374
"ANKRD2",260,18,36,59,508,16,32,17,70,6096,42
"ANKRD20A1",2,1,5,1,18,4,1,0,0,0,1
"ANKRD20A2",0,0,0,4,4,11,0,0,0,2,0
"ANKRD20A3",0,0,1,0,3,0,1,0,0,6,1
"ANKRD20A4",2,1,1,3,6,1,1,1,1,2,1
"ANKRD22",307,872,813,4890,3761,9736,2406,7431,3523,3197,4827
"ANKRD23",591,55,126,77,160,39,15,100,47,2888,24
"ANKRD24",139,34,47,15,103,23,65,51,32,175,11
"ANKRD26",739,444,658,309,442,367,532,261,375,823,218
"ANKRD27",2809,1710,4379,3983,2219,3384,4285,4654,3881,2101,1892
"ANKRD28",1923,2268,1539,1106,1263,1283,1467,1224,1304,2553,482
"ANKRD29",926,248,1446,902,1075,644,2848,542,2020,146,733
"ANKRD30A",0,1,1,3,1,18,1,0,1,0,2
"ANKRD30B",2,0,1,3,2,3,0,13,1,0,0
"ANKRD30BL",2,0,1,0,1,5,9,1,1,18,0
"ANKRD31",1,57,78,57,354,25,80,87,26,88,141
"ANKRD33",8,0,1,0,0,0,18,0,0,1,0
"ANKRD33B",264,326,274,740,319,435,662,382,980,916,333
"ANKRD34A",99,58,41,79,68,61,86,34,41,215,24
"ANKRD34B",0,9,9,1,1,11,3,41,20,0,1
"ANKRD34C",20,0,0,4,0,3,9,0,7,5,1
"ANKRD35",236,236,191,1544,3744,1881,687,4305,3951,5172,434
"ANKRD36",159,307,314,125,126,81,143,53,129,258,83
"ANKRD36B",61,141,161,90,35,22,43,35,96,115,9
"ANKRD36C",106,131,153,69,122,44,52,40,103,437,32
"ANKRD37",352,323,253,185,1254,684,412,119,769,4391,3384
"ANKRD39",933,308,702,462,464,496,356,608,473,1156,395
"ANKRD40",3852,2156,2298,3631,1931,2490,2311,2586,2894,4109,1527
"ANKRD42",557,420,492,284,451,761,387,487,954,556,270
"ANKRD44",806,373,235,91,244,112,246,92,71,357,34
"ANKRD45",8,17,1,1,0,4,5,0,9,9,12
"ANKRD46",557,407,1686,608,628,594,838,677,662,1045,397
"ANKRD49",561,715,1497,550,800,891,502,664,1452,836,683
"ANKRD50",2340,1657,1442,2361,410,2446,3512,1225,3886,824,754
"ANKRD52",8706,4218,6176,5098,4092,6676,3465,4975,8616,6305,2447
"ANKRD53",34,24,28,19,16,4,7,9,0,111,1
"ANKRD54",2537,1129,1721,2721,2013,1473,1142,938,2009,1767,2657
"ANKRD55",76,11,1,16,6,2,12,24,0,8,2
"ANKRD6",797,393,160,148,1521,106,113,83,166,1358,54
"ANKRD60",0,23,0,0,1,2,1,0,1,1,0
"ANKRD61",26,2,4,0,0,14,4,11,5,4,12
"ANKRD62",1,7,0,6,22,4,0,21,1,6,9
"ANKRD63",22,0,0,0,0,0,0,0,0,0,0
"ANKRD65",1623,517,781,986,1809,259,248,474,3728,1040,295
"ANKRD66",9,0,0,0,0,0,0,0,0,0,0
"ANKRD7",14,27,4,22,0,20,12,0,0,3,6
"ANKRD9",2150,1614,3608,3757,3104,4812,4622,3489,6796,4677,8865
"ANKS1A",4461,1622,4569,3641,1905,6043,4697,3329,7702,2671,2382
"ANKS1B",24,16,10,12,14,21,14,14,2,130,6
"ANKS3",1508,518,1378,1045,1372,1134,756,811,780,1287,1363
"ANKS4B",0,7,0,18,0,0,3,5,1,1,3
"ANKS6",1730,936,2782,3619,1806,1268,560,1155,3472,2219,2199
"ANKUB1",109,3,15,23,9,9,4,3,18,6,7
"ANKZF1",2658,2217,6765,2669,3022,3665,5119,2128,2825,3003,5116
"ANLN",2817,3415,4264,6288,2054,3061,2317,1992,6086,1900,2691
"ANO1",15022,4540,12124,40751,2228,8630,19038,10458,25727,6989,10667
"ANO10",2374,1612,1605,1517,2753,1195,1783,2004,1938,2586,2311
"ANO2",160,198,66,28,52,36,71,70,65,26,19
"ANO3",1,0,0,6,8,12,9,181,172,14,20
"ANO4",12,27,9,4,0,6,24,1,8,3,0
"ANO5",435,0,6,4,38,8,18,13,8,1326,0
"ANO6",7719,4999,6992,3389,936,4732,11424,3484,3845,3000,1108
"ANO7",123,77,84,67,27,81,117,43,111,62,31
"ANO8",1916,818,1289,863,3853,1227,668,1157,1855,1702,849
"ANO9",386,1378,953,3644,3337,1475,3371,4471,1411,3587,7605
"ANOS1",964,1387,416,183,109,152,101,503,896,1320,73
"ANP32A",9317,3684,7302,9192,5938,4311,7291,6745,8746,6599,6254
"ANP32B",14715,7766,18836,35923,16501,16018,11071,16467,25475,12267,18838
"ANP32D",1,0,0,0,0,0,4,0,0,0,0
"ANP32E",2466,1572,2342,3103,1437,1785,1831,2035,3408,2200,1416
"ANPEP",10468,8494,2897,1835,897,1018,3603,1999,1472,4494,751
"ANTXR1",20554,15791,7514,4210,3663,3360,9240,6133,5350,5532,972
"ANTXR2",5629,4105,2094,6898,474,1701,3155,672,360,386,1394
"ANTXRL",0,0,19,4,0,3,6,5,0,0,1
"ANXA1",18384,232811,120052,89648,573916,450011,172134,74739,258609,257755,107883
"ANXA10",1,12,2,6,21,7,14,23,16,12,0
"ANXA11",31259,9243,10005,18459,39315,28466,11953,25100,22781,29260,20404
"ANXA13",119,0,142,9,0,26,184,82,1,0,29
"ANXA2",137724,103511,128386,164398,181963,119583,181926,193782,188495,87099,125666
"ANXA2R",211,231,241,74,114,166,123,99,231,81,280
"ANXA3",2961,9296,2852,4033,496,3601,2600,3997,560,3050,2759
"ANXA4",7249,3022,9537,5024,3975,4167,5144,6930,6210,4478,3110
"ANXA5",28593,17053,16193,22597,7772,15639,24279,14881,12920,9000,9492
"ANXA6",14896,2585,3619,2409,2383,2472,4801,1591,1161,8174,1054
"ANXA7",10764,6154,9134,8198,7731,11657,7878,7925,15740,9909,4903
"ANXA8",4470,7386,12204,10754,11836,8895,9167,9835,26580,12260,8758
"ANXA8L1",5889,4978,4452,4898,9642,9694,7902,1564,8731,6936,4237
"ANXA9",85,34,71,139,1038,360,16,2396,1157,768,416
"AOAH",1993,334,106,25,155,117,248,284,59,78,29
"AOC1",565,98,333,123,239,510,282,1386,115,58,198
"AOC2",77,58,23,162,44,44,96,35,85,26,22
"AOC3",2518,375,224,442,220,261,141,55,127,351,54
"AOX1",169,113,106,67,204,44,19,66,130,901,135
"AP1AR",560,520,548,785,753,1169,726,1000,1669,742,276
"AP1B1",20280,7488,14082,17088,17171,14502,9235,10374,21379,17173,25900
"AP1G1",6430,4401,7979,7334,6541,8747,8603,8507,10172,8431,6760
"AP1G2",8720,3594,6409,6257,6974,6550,6150,7002,2528,9355,6881
"AP1M1",7163,2597,5441,4920,1735,3736,3934,1513,3223,2779,2519
"AP1M2",2726,1832,5800,5230,5072,4973,3520,3727,4527,4340,3346
"AP1S1",6143,5288,7844,6927,4786,3325,6190,5699,8719,2442,3527
"AP1S2",1602,1163,538,516,569,726,594,254,397,1424,206
"AP1S3",474,621,409,449,358,425,303,567,1316,262,204
"AP2A1",19533,6032,11173,13108,8573,13687,12979,18597,15069,8733,8098
"AP2A2",10377,2933,4555,6135,3828,3474,5823,4947,7785,5239,3828
"AP2B1",18925,8692,12359,18004,4573,7784,15871,7328,17337,11406,7940
"AP2M1",74109,14665,26906,36039,22847,26357,21727,55497,49397,21888,28049
"AP2S1",15601,5652,8262,14835,9971,11350,9244,27241,9951,6436,12691
"AP3B1",5006,3185,6511,3195,4342,2900,3338,3955,7152,4262,2884
"AP3B2",320,33,193,48,356,7,38,664,45,133,8
"AP3D1",19289,7783,16650,20477,11653,21382,13270,9111,19728,12650,8756
"AP3M1",3626,1939,3061,3054,2506,3817,3191,3348,4687,3431,1258
"AP3M2",1694,1052,1045,1924,980,1011,556,334,1384,1235,320
"AP3S1",3065,2133,5455,3058,3457,5649,4055,3693,7948,2695,2348
"AP3S2",1522,963,923,2335,1452,1064,1554,1205,1371,2482,1115
"AP4B1",1607,772,993,1042,946,602,680,650,1268,1352,684
"AP4E1",1187,956,1341,1355,964,1590,1139,1397,2143,1035,715
"AP4M1",2484,703,2103,1124,1511,1102,1167,1167,4641,1056,777
"AP4S1",1247,396,882,407,514,543,910,622,468,533,357
"AP5B1",3245,1633,1727,2104,1700,5786,2399,2074,5775,1923,3167
"AP5M1",2408,1161,1734,1681,1442,1854,1607,1162,2769,2331,598
"AP5S1",2220,785,2588,873,886,1427,1011,1331,1643,1395,1636
"AP5Z1",5181,2843,6846,7168,2684,3519,4120,4505,2898,2059,6313
"APAF1",1214,1169,695,524,316,827,890,685,747,597,455
"APBA1",645,120,496,116,195,86,382,449,618,492,256
"APBA2",1099,543,1257,791,409,237,638,265,232,58,131
"APBA3",2225,955,1948,1966,1535,1516,1767,776,1821,1425,721
"APBB1",1182,560,571,370,361,166,401,159,113,1903,156
"APBB1IP",2434,834,199,154,511,230,901,389,147,282,146
"APBB2",5028,1876,1997,4631,631,2347,3183,3023,1156,890,1650
"APBB3",1545,865,1993,861,1027,715,610,1433,1549,1674,2417
"APC",2140,2090,2695,1466,1478,2539,1559,2146,2812,2932,828
"APC2",126,12,56,69,99,32,73,12,945,56,14
"APCDD1",8749,4196,14971,7173,2657,4843,4149,4810,4790,9981,4270
