"GENE_SYMBOL","GSM4799045--1050685","GSM4799049--1081893","GSM4799054--1005994","GSM4799056--1040211","GSM4799059--1005335","GSM4799060--1006796","GSM4799071--1055419","GSM4799075--1087088","GSM4799076--1096936","GSM4799079--1064719","GSM4799085--1096489","GSM4799086--1045404","GSM4799091--1028337","GSM4799095--1062786","GSM4799096--1045396","GSM4799102--1020143","GSM4799108--1046677","GSM4799111--1028265","GSM4799113--1097176","GSM4799116--1014302","GSM4799120--1091717","GSM4799122--1030566","GSM4799128--1028046","GSM4799129--1011434","GSM4799130--1064847","GSM4799131--1042693","GSM4799132--1081897","GSM4799133--1042013"
"ACTG1",1153,4838,179737,156129,49776,3981,83775,7933,296,35346,8761,183774,18678,537,87561,725,34092,94954,48339,101886,75663,187954,71716,105678,230453,3813,24846,69395
"ACTG2",13,9,27141,232,1188,38,1,144,0,0,0,42,1759,4,214,1,1069,130,405,37,7162,1508,33854,408,364,0,569,199
"ACTL10",0,4,0,1,2,0,0,23,0,0,0,12,0,0,4,0,0,9,4,4,6,10,25,0,12,0,1,16
"ACTL6A",0,899,8224,4063,2930,196,2730,687,0,913,53,3748,247,15,5144,0,2734,4094,2394,3417,3324,4608,2706,2969,2897,1,1237,6479
"ACTL6B",0,0,0,0,0,25,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,15,0,0,0,0,0
"ACTL7A",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTL7B",0,0,0,0,0,34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTL8",0,0,0,0,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
"ACTL9",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTN1",6,428,16362,1897,1623,104,2307,373,0,1312,139,9039,831,52,5533,0,2215,2497,2792,3951,5441,6779,5253,7232,12416,134,2419,2207
"ACTN2",0,4,597,47,5,40,1868,36,0,160,0,81,0,2,179,0,0,354,1,0,0,181,0,339,56,2,0,58
"ACTN3",0,0,16,0,0,25,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,4,0,5,1,0,0,0
"ACTN4",64,155,1794,941,480,59,2811,145,0,576,222,742,892,11,1283,1,340,7289,819,544,1877,1178,1174,1797,2411,2,1012,962
"ACTR10",3,136,6891,5907,7844,280,3133,1112,0,1176,16,3318,872,37,5368,0,1443,2963,2298,5068,3690,8364,5365,6475,5557,46,860,4304
"ACTR1A",1,787,4658,3028,2439,184,2128,718,0,1602,39,1613,1271,36,2377,1,1160,2134,1557,2075,3280,5401,4132,3334,4141,96,977,2345
"ACTR1B",5,309,1464,333,409,48,685,475,1,461,29,608,231,63,666,148,1049,1513,264,857,1514,468,1615,942,898,0,648,484
"ACTR2",5688,1732,18746,8608,11684,983,7443,6750,0,2382,667,7110,2318,128,6875,0,2360,15015,6209,7474,9478,9596,8109,6721,5538,277,2514,11362
"ACTR3",14,861,22317,17947,13982,639,9359,2743,1,1818,158,6749,2039,127,7723,1,2668,17480,8008,8270,6946,18468,7496,7914,5974,36,1388,13217
"ACTR3B",0,40,129,191,288,229,267,78,0,223,175,215,6,23,491,0,9,320,62,65,158,189,616,313,283,0,44,250
"ACTR3C",0,16,721,11,141,101,98,41,0,23,0,0,32,1,33,0,0,0,37,0,148,246,70,7,40,0,10,84
"ACTR5",0,361,892,199,149,54,139,135,0,148,1,1193,125,19,300,0,0,254,74,568,513,289,93,445,443,0,1,399
"ACTR6",0,539,1623,1306,1977,143,1345,513,0,319,60,1242,57,17,1170,0,93,1420,597,626,1005,1594,1163,1779,902,679,516,2258
"ACTR8",1,521,1754,1656,1375,67,904,427,0,128,27,898,42,11,1297,0,24,1204,492,1944,950,1599,715,950,1245,0,873,2086
"ACTRT1",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTRT2",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTRT3",0,0,32,49,5,1,68,2,0,36,0,40,4,0,28,0,0,112,24,0,18,48,42,0,122,0,0,0
"ACVR1",9,14,3180,619,800,192,1183,293,0,22,21,526,181,2,1690,0,2180,2123,457,1714,1600,1015,1051,1382,784,0,7,970
"ACVR1B",0,411,394,236,310,190,229,273,0,579,0,482,141,17,269,0,4,383,244,306,499,515,1612,445,340,18,133,460
"ACVR1C",1,7,234,349,247,176,0,137,1,113,11,489,1,1,51,6,5,22,167,269,34,161,123,6,117,0,19,36
"ACVR2A",1,30,4535,2044,1743,28,617,179,1,39,142,535,117,23,756,0,59,1253,444,2691,1715,1760,1696,1066,1048,9,145,1417
"ACVR2B",0,121,545,738,482,134,773,309,0,685,68,1958,406,2274,473,1,342,1962,1559,1728,1226,1453,202,1844,873,0,210,2090
"ACVRL1",0,225,178,203,799,46,381,135,0,313,2,194,461,6,314,0,189,385,66,273,756,351,870,476,396,10,5,603
"ACY1",0,49,134,263,357,17,283,58,0,1,3,235,25,12,256,0,177,426,172,205,226,570,450,300,571,0,146,866
"ACY3",0,0,1,28,4,0,35,64,0,1,0,0,0,0,18,0,0,1,14,0,77,5,0,0,54,0,0,0
"ACYP1",6,22,1657,1457,884,68,1416,665,0,195,173,357,83,1,1701,0,157,593,1960,299,1166,1257,618,1914,1866,0,639,1230
"ACYP2",3,37,1065,332,592,48,423,171,0,361,4,40,20,4,183,0,6,878,180,469,298,310,245,322,140,0,3,355
"ADA",2,91,185,382,162,84,235,258,0,858,206,1183,460,19,239,4,1135,600,119,1163,574,271,664,653,204,168,165,860
"ADAD1",0,1,0,0,0,74,0,1,0,2,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0
"ADAD2",0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ADAL",0,245,2335,1218,2504,233,1060,438,0,452,94,1126,161,18,1135,0,456,1001,722,880,1029,1098,525,518,1064,0,312,1586
"ADAM10",66,1019,12485,7170,7090,451,4467,2489,1,1485,232,5187,795,47,7870,0,3006,11005,2869,8779,5720,11053,2739,5231,5722,0,509,15352
"ADAM11",1,0,0,97,3,11,36,5,0,0,10,1,0,4,169,0,0,10,5,8,18,33,0,52,36,0,0,140
"ADAM12",18,1260,9268,1199,811,79,1047,1740,0,101,151,580,1486,47,2201,0,1885,936,416,1584,6976,682,247,1207,1725,0,59,1271
"ADAM15",11,27,287,996,180,15,245,73,0,202,3,399,64,17,412,0,47,558,83,1448,676,231,1049,594,1246,64,132,463
"ADAM17",1,207,3752,1505,1289,191,860,456,0,89,51,551,147,13,1246,0,441,745,552,1367,1280,1830,1381,694,1491,0,58,1132
"ADAM18",0,2,0,0,0,43,0,0,0,0,0,6,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0
"ADAM19",13,970,10395,902,918,197,754,482,0,295,2,8244,260,73,866,0,1293,472,276,364,2214,1121,1275,251,1087,51,245,598
"ADAM2",0,4,0,0,2,80,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ADAM20",0,14,12,29,5,11,4,26,0,6,0,4,73,2,9,0,1,2,32,20,79,11,0,20,5,0,0,13
"ADAM21",0,70,33,11,16,2,0,58,0,0,3,0,11,1,0,0,0,0,21,58,65,15,0,0,0,0,0,0
"ADAM22",0,99,605,54,553,237,124,40,0,95,45,52,61,24,64,0,218,175,63,625,295,71,80,127,116,0,1,484
"ADAM23",0,23,1536,2122,291,126,16,207,0,10,168,64,69,15,241,1,2,7,5,610,101,818,945,124,1506,0,270,46
"ADAM28",1,1078,3227,368,866,170,484,2160,0,44,0,161,742,14,428,0,241,841,753,340,1281,2172,624,170,49,0,0,390
"ADAM29",0,27,0,0,0,128,0,8,0,1,0,0,0,4,0,1,0,0,5,0,0,0,0,0,0,0,0,1
"ADAM30",0,20,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ADAM32",0,142,94,22,11,333,75,71,0,1,0,0,0,27,29,0,0,220,109,3,87,36,0,78,63,0,6,121
"ADAM33",5,0,9,111,12,12,24,330,0,142,0,19,35,53,8,0,0,15,5,29,580,1,362,33,108,0,20,19
"ADAM7",0,4,0,0,0,73,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ADAM8",0,583,437,81,14,2,179,214,0,32,0,86,84,46,115,0,460,112,40,166,175,409,154,62,124,0,479,25
"ADAM9",1,515,10276,3027,2949,219,2850,406,0,93,70,4817,411,3,3778,1,1243,6085,1615,4308,1387,2322,1728,2784,2024,566,342,4846
"ADAMDEC1",1,940,1514,216,841,100,2097,465,0,32,0,239,211,3,902,0,0,122,558,0,439,6091,156,225,90,0,0,158
"ADAMTS1",0,147,13203,2066,268,35,533,331,0,2355,319,1983,110,9,1546,0,1719,5392,365,827,7040,340,2113,475,951,1,340,408
"ADAMTS10",0,80,0,0,8,28,6,63,0,16,8,41,37,16,2,0,0,18,0,32,91,1,151,4,1,0,12,5
"ADAMTS12",0,37,2145,220,140,69,138,230,0,26,4,1291,1004,2,273,0,52,150,56,133,2069,19,1113,192,667,0,14,851
"ADAMTS13",2,307,136,109,12,25,32,90,0,0,56,57,43,1,87,0,0,101,9,59,169,95,195,19,120,0,0,106
"ADAMTS14",0,480,51,55,31,3,785,118,0,0,0,0,6,3,26,0,0,436,1,0,169,143,234,69,78,0,1,87
"ADAMTS15",0,106,1,75,9,14,36,59,0,4,0,0,39,2,6,0,9,42,0,641,31,0,365,0,7,0,0,24
"ADAMTS16",1,21,565,20,6,24,4,34,0,5,0,130,9,2,24,0,7,0,4,32,31,11,0,4,167,0,3,316
"ADAMTS17",0,41,184,50,69,81,51,8,0,17,1,0,2,2,520,0,126,43,36,239,28,72,274,449,141,0,50,379
"ADAMTS18",0,18,0,0,4,189,9,4,0,173,0,154,21,10,0,0,0,0,3,0,15,0,607,0,0,0,0,2
"ADAMTS19",0,8,4,82,18,13,0,22,0,48,0,0,5,0,12,0,14,0,0,53,8,0,496,1,0,0,0,3
"ADAMTS2",0,218,269,2916,226,37,71,1667,0,660,5,622,938,17,625,0,62,308,168,302,7208,37,640,588,1868,0,544,879
"ADAMTS20",0,3,0,0,67,55,0,11,0,0,0,0,0,5,0,0,0,197,6,0,20,0,0,0,0,0,0,59
"ADAMTS3",0,92,1,541,3125,41,7,192,0,85,34,152,17,3,10,0,0,11,14,95,73,9,400,0,84,0,0,206
"ADAMTS4",1,212,867,326,261,165,116,895,0,188,16,366,216,12,366,0,467,5697,97,941,1229,99,1015,159,1945,0,172,1467
"ADAMTS5",0,127,8045,84,37,164,204,255,0,1399,10,1983,140,56,376,0,203,456,193,330,253,34,3186,436,298,0,0,393
"ADAMTS6",2,268,8836,102,76,134,268,212,0,14,0,3185,113,12,63,0,2,38,63,78,185,55,350,407,106,0,11,112
"ADAMTS7",1,9,24,13,4,13,0,12,0,2,26,70,0,3,3,0,0,0,0,5,8,0,0,0,9,0,1,32
"ADAMTS8",4,0,3,0,56,14,40,8,0,1,0,0,30,2,2,0,0,0,1,339,0,11,141,0,8,0,0,14
"ADAMTS9",0,923,616,286,284,231,1998,356,0,2447,105,1036,243,78,574,0,183,2959,91,179,1351,166,1724,281,335,34,245,339
"ADAMTSL1",1,175,4084,241,35,173,118,238,0,217,0,89,39,22,181,0,26,102,66,2,1203,7,958,110,233,0,0,233
"ADAMTSL2",12,1,55,1,8,10,1,2,0,18,2,0,11,2,0,0,0,11,0,0,1,0,4,3,1,0,3,6
"ADAMTSL3",0,8,20,117,164,190,93,129,0,157,0,0,45,12,9,0,3,15,17,5,166,0,1,36,35,0,0,428
"ADAMTSL4",137,173,497,58,147,44,166,219,0,273,43,37,122,8,15,0,5,223,114,110,167,66,295,196,209,0,419,138
"ADAMTSL5",0,0,18,24,12,7,23,99,0,1,0,25,0,1,55,0,503,83,3,1,38,49,131,18,14,0,98,20
"ADAP1",2,10,1,6,1,11,27,20,0,2,25,44,4,28,0,11,0,6,0,2,45,2,1,5,52,0,3,8
"ADAP2",6,1652,2972,1070,1506,261,785,4702,20,796,27,1082,1510,332,1098,0,355,2907,1920,483,3577,653,737,1506,829,46,840,1879
"ADAR",21,1704,11661,15249,15703,1006,9112,3712,1,1728,521,6382,2283,178,10218,0,12441,9199,7844,32666,16999,14516,8784,11214,14206,14,1805,11871
"ADARB1",785,150,467,2076,1017,153,1322,519,1,504,30,304,631,92,782,17,1092,451,193,808,2604,691,1013,517,1046,52,134,924
"ADARB2",0,4,0,5,6,32,18,12,0,5,0,0,0,5,1,0,1,0,5,0,20,0,7,0,0,0,0,17
"ADAT1",7,1836,1399,924,1646,179,770,452,0,50,89,627,261,4,1777,0,29,1064,668,322,1902,783,959,1075,1913,0,377,1760
"ADAT2",3,1257,2174,699,679,354,874,1036,0,1063,33,877,204,26,998,0,476,825,474,847,817,1072,2108,938,1290,0,758,1212
"ADAT3",0,0,0,1,0,2,0,0,0,0,0,12,1,0,0,0,0,3,0,1,0,0,1,0,0,0,4,0
"ADCK1",0,218,615,446,483,95,471,141,0,11,13,378,144,20,1159,0,6,170,299,683,202,574,822,327,827,4,623,633
"ADCK2",3,22,326,497,271,59,313,131,0,1,13,623,49,0,489,0,753,1302,150,0,629,320,776,418,662,0,72,491
"ADCK5",0,7,49,62,10,10,6,5,0,3,46,269,35,13,16,0,1,69,4,58,49,8,111,36,24,0,38,60
"ADCY1",0,5,231,562,110,195,228,78,0,10,7,238,73,40,1233,0,4713,3905,404,2902,388,405,126,196,62,4,261,1187
"ADCY10",0,14,12,29,47,233,19,21,0,5,0,0,0,4,0,0,0,10,8,140,29,15,159,10,0,0,0,0
"ADCY2",0,37,632,96,138,281,15,58,0,6,0,0,0,8,156,0,0,7,138,14,13,0,907,1033,6,0,63,1650
"ADCY3",0,83,332,357,193,15,270,90,0,189,1,478,95,31,571,0,307,468,105,387,684,353,859,147,438,0,134,687
"ADCY4",0,1108,128,70,80,31,144,855,0,1067,1,25,986,153,213,0,185,125,100,350,396,55,1657,444,541,0,135,380
"ADCY5",4,15,95,94,29,11,100,42,0,468,0,0,52,2,78,0,1,42,26,22,53,15,16,3,83,1,0,142
"ADCY6",1,65,288,1009,488,184,361,235,0,523,15,985,186,28,1214,1,149,663,300,482,1526,717,884,1606,1019,0,305,1022
"ADCY7",22,279,113,45,94,17,80,128,0,10,1,0,33,14,67,0,1,71,61,0,243,32,128,32,66,0,44,76
"ADCY8",0,0,16,0,10,66,26,2,0,0,0,0,0,3,0,0,0,51,1,68,0,0,0,0,0,0,0,0
"ADCY9",0,14,353,457,231,84,140,179,0,271,31,406,101,8,314,0,663,133,131,418,264,131,631,778,258,38,61,430
"ADCYAP1",1,0,0,0,1,38,31,33,0,2,0,0,0,1,4,0,0,1,1,0,127,0,211,0,0,0,0,0
"ADCYAP1R1",0,5,3,0,1,66,39,1,0,18,0,0,16,0,32,0,0,0,4,0,149,0,1319,1,31,0,0,27
"ADD1",587,1749,4868,3539,4098,423,3388,1177,4,3311,178,2066,1974,91,2589,1,3473,4279,2471,3766,6701,1891,5300,6057,6668,308,732,3187
"ADD2",8,27,280,72,87,127,60,41,0,1,1,1544,15,8,68,1,369,0,42,872,43,15,140,42,160,0,0,651
"ADD3",8,1523,2554,4992,5616,332,1551,3626,0,8859,832,680,1222,89,2354,0,401,1754,2104,5883,6761,3633,5730,3437,1951,77,1021,5281
"ADGB",0,1,0,0,10,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,388,0,0,0,0,2
"ADGRA1",3,1,35,0,0,9,0,0,0,2,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"ADGRA2",0,4,163,222,319,26,66,88,0,89,1,1,152,6,213,0,6,138,35,169,285,79,579,216,131,0,2,450
"ADGRA3",0,95,4713,2902,2081,274,444,616,0,245,44,2306,159,6,1816,0,1887,468,543,2440,876,579,1470,1891,1995,1,488,1498
"ADGRB1",3,0,1,1,0,1,72,4,0,0,143,69,0,3,10,0,0,132,0,0,1,0,1,0,0,0,0,1
"ADGRB2",1,0,5,102,9,12,20,1,0,8,20,115,0,2,15,0,3,63,0,43,43,0,91,1,33,0,1,44
"ADGRB3",1,3,0,147,23,81,0,31,0,12,16,18,0,2,16,0,0,0,5,412,73,0,122,1,0,0,0,55
"ADGRD1",0,20,41,32,108,76,22,78,0,101,0,0,29,10,12,0,1,6,23,0,394,103,672,5,68,1,0,263
"ADGRD2",4,1,0,0,0,66,1,2,0,1,0,0,0,6,0,0,0,0,1,0,1,0,6,0,0,1,6,0
"ADGRE1",1,2,46,19,61,177,354,38,0,1,0,993,0,4,0,0,0,413,45,0,138,238,0,4,0,0,0,76
"ADGRE2",9,1564,979,168,305,176,449,619,0,131,6,283,268,49,1741,0,933,1974,589,829,1352,2065,428,125,166,25,683,1002
"ADGRE3",0,3,52,0,2,150,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,62,0,1,0,0,1
"ADGRE5",2,907,2203,1024,1145,177,2408,999,0,445,2,2034,850,50,1747,0,1294,4826,709,2618,3625,2816,1241,897,2079,0,24,2313
"ADGRF1",0,42,1,0,90,429,0,0,0,1,0,0,0,3,0,0,0,0,16,0,1,16,238,103,0,0,31,16
"ADGRF2",0,2,5,0,1,75,29,0,0,0,0,0,0,5,0,0,0,2,1,0,1,0,4,0,0,0,0,0
"ADGRF3",0,6,51,7,63,14,32,11,0,18,6,38,1,2,62,0,1,20,4,11,43,40,56,22,32,0,1,6
"ADGRF4",0,0,0,0,0,11,28,10,0,0,0,0,0,2,0,0,0,59,0,0,0,0,143,0,194,0,165,0
"ADGRF5",727,271,1195,394,2202,93,338,1432,0,2282,16,118,1161,30,964,0,63,884,237,379,1511,403,3491,2701,352,1,47,2188
"ADGRG1",25,21,599,1957,4637,424,2966,1069,1,130,104,509,135,43,9714,0,858,4870,316,671,1122,3540,2157,4933,8548,4,3172,2443
"ADGRG2",0,24,305,163,323,98,14,116,0,161,20,1,22,1,83,0,1,42,33,3,257,93,105,82,87,0,0,218
"ADGRG3",6,0,58,0,26,27,1,0,1,1,0,117,0,2,1,0,0,12,0,0,46,1,47,0,14,0,0,28
"ADGRG4",4,18,4,1,0,59,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRG5",0,104,150,163,66,18,14,547,0,1,0,10,60,15,39,0,0,178,84,0,21,297,11,12,38,0,0,146
"ADGRG6",1,127,570,1421,1013,189,474,455,0,638,81,446,302,4,225,0,326,1014,5793,1516,2021,2126,1413,151,576,2,75,686
"ADGRG7",0,5,0,0,0,52,12,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0
"ADGRL1",5,24,45,73,44,25,91,115,0,43,30,367,12,52,109,58,427,187,29,401,216,26,129,211,111,0,154,174
"ADGRL2",18,26,233,182,619,200,99,220,0,1266,10,44,115,13,559,0,673,134,81,1314,807,239,1555,180,299,0,130,673
"ADGRL3",0,17,17,85,85,227,42,60,0,30,0,0,244,1,31,0,133,0,14,773,5,1,1139,5,30,0,0,60
"ADGRL4",0,86,917,580,955,89,355,330,0,1696,0,1771,1206,8,828,0,169,810,245,111,1230,198,3540,772,268,381,23,937
"ADGRV1",55,11,7,448,1543,364,1,72,0,3,0,0,11,12,5,0,0,1,94,1,96,782,89,23,137,1,0,322
"ADH1A",1,0,9,9,1,2,0,0,0,2,0,4,55,0,0,0,0,0,404,0,1,4,0,0,0,0,0,7
"ADH1B",6,15,2,0,4330,35,253,130,0,16820,613,17,540,3,0,0,0,21,1453,0,0,315,1341,15,67,1495,0,1400
"ADH1C",0,0,0,0,103,11,0,62,0,9,0,0,0,1,0,0,0,0,703,0,0,0,0,29,0,1,0,103
"ADH4",0,20,17,29,29,20,0,65,0,0,285,3,0,6,3,0,0,11,966,0,14,0,26,7,0,0,111,27
"ADH5",11,910,10281,15868,9566,281,3958,1196,1,3533,392,4579,1140,7,8231,0,2548,4234,4589,11120,6629,5138,6096,6141,5803,205,1581,9645
"ADH6",0,4,105,21,37,56,14,87,0,1,1,92,0,15,10,0,0,0,236,0,51,1,58,2,28,0,101,27
"ADH7",0,1,0,0,11,17,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,16,0,0,0
"ADHFE1",1,210,780,154,831,117,262,247,0,178,177,0,27,7,1035,0,0,460,617,3,619,584,284,810,146,0,656,361
"ADI1",1,264,1020,1577,1149,132,1301,343,0,496,189,630,211,5,1381,1,380,1944,920,1376,1919,1855,958,1442,834,4,591,1398
"ADIG",0,1,0,0,3,30,5,0,0,1,0,0,0,0,0,0,0,42,0,0,2,0,2,0,0,0,0,0
"ADIPOQ",0,4,0,0,0,31,88,68,0,3100,0,0,0,2,0,0,0,58,0,0,0,0,0,0,2,0,0,0
"ADIPOR1",361,182,4615,2949,2447,458,3645,985,0,164,424,2461,583,66,4599,2,699,4770,2525,489,2465,3910,2807,2784,4158,5,1094,2659
"ADIPOR2",1,354,2339,3113,2381,382,2173,877,0,568,218,10452,1240,16,4026,28,1069,3489,2499,3271,1927,4109,616,5895,2966,0,768,3654
"ADIRF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADK",0,563,3092,1423,2134,80,755,518,0,469,9,1818,51,9,1273,0,144,501,642,879,1125,315,2317,1001,1567,0,177,1570
"ADM",0,99,878,354,392,18,885,38,0,218,70,2194,241,1,32,0,309,340,55,1714,144,322,133,21,50,0,1152,70
"ADM2",0,30,48,42,21,6,279,24,0,0,1,0,10,6,8,0,0,188,4,0,12,3,3,0,1,0,0,23
"ADM5",0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,3,0,24,1,8,0,0,1
"ADNP",30,381,12605,11779,6458,233,4849,1362,0,2398,312,7842,752,4,6708,6,7176,6792,3336,20397,7395,6420,4415,9044,5582,6,1707,16174
"ADNP2",1,264,1444,2051,642,85,739,387,0,293,72,1711,217,125,1046,0,524,501,529,2433,725,1399,443,1289,1470,0,123,1250
"ADO",1,129,1048,746,282,21,449,163,0,98,1,727,186,3,938,1,72,952,607,907,636,499,784,1810,1170,0,379,814
"ADORA1",0,1,60,6,5,8,0,0,0,0,0,0,1,2,8,1,2,592,2,1,0,1,14,0,1,0,0,0
"ADORA2A",38,0,0,0,2,21,14,0,0,0,0,0,0,1,10,0,0,0,1,0,1,2,8,0,7,0,0,0
"ADORA2B",0,0,901,50,217,53,2519,22,0,1,0,51,0,4,235,0,2229,646,169,840,28,129,786,18,263,0,396,1030
"ADPGK",3,3593,5605,3197,2458,284,1823,1880,0,105,6,568,1184,52,3285,0,2894,2624,2119,3879,3429,2916,1924,2098,2240,1,639,4014
"ADPRH",1,160,898,283,445,18,392,162,0,84,2,33,457,8,945,0,7,1832,168,457,726,607,261,151,617,0,0,448
"ADPRHL1",0,0,58,335,87,4,70,0,0,0,0,0,0,0,21,0,647,8,1,0,6,27,0,1,1078,0,12,0
"ADPRHL2",5,9,1399,576,395,52,737,496,0,2,0,185,260,1,419,0,706,620,277,930,1185,727,328,928,1220,0,169,524
"ADPRM",4,367,1122,879,936,41,831,254,0,369,1,474,120,70,583,0,607,378,487,1599,916,2050,1071,470,1721,0,163,1504
"ADRA1A",2,5,0,0,0,38,0,1,0,4,0,0,2,3,0,0,1,0,19,0,0,0,1,0,0,0,0,0
"ADRA1B",0,0,80,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,16,0,0,0
"ADRA1D",0,0,4,0,0,5,0,0,0,0,0,360,0,2,1,0,0,6,0,0,10,0,0,0,0,0,0,0
"ADRA2A",0,6,0,2,21,0,533,18,0,211,0,0,59,14,169,0,0,28,0,201,53,24,537,14,46,0,0,0
"ADRA2B",5,0,0,6,15,0,0,0,0,0,0,0,98,1,0,0,0,0,17,0,0,0,0,0,0,0,0,6
"ADRA2C",0,0,0,22,3,0,16,58,0,1,0,99,2,1,19,0,54,14,0,8,8,0,10,2,0,0,0,59
"ADRB1",0,1,55,19,97,25,19,60,0,0,0,0,0,5,20,0,473,754,11,0,566,46,437,0,0,0,0,63
"ADRB2",0,0,24,40,34,12,164,11,0,543,0,0,81,5,107,0,0,106,28,0,134,305,602,50,90,0,534,64
"ADRB3",1,0,16,0,0,6,0,0,0,1,0,0,0,3,0,0,0,57,0,0,1,20,0,16,99,1,0,0
"ADRM1",1,92,1842,3054,534,31,947,150,1,220,22,2206,70,30,1032,1,465,3185,182,1088,1735,2229,926,1348,3811,7,247,2770
"ADSL",7,186,14569,6683,5029,248,3773,540,0,1591,166,6553,862,108,7465,0,1234,4727,1170,3572,3595,10703,3264,4176,5530,7,772,6435
"ADTRP",3,162,591,52,256,108,84,189,0,0,0,3677,32,10,171,0,18,11,23,0,15,232,1979,81,218,0,8,68
"AEBP1",6,902,1299,2579,4637,163,2216,1276,2,1753,2012,2941,2813,258,6831,9,3207,10222,59,3496,23954,1646,3581,6549,8299,24,3400,3728
"AEBP2",5,646,4717,2416,2913,391,943,957,0,774,358,2828,85,13,2528,1,653,1213,992,2937,3029,4048,1978,5228,2417,86,610,2418
"AEN",0,1,1026,2157,893,185,781,241,0,243,38,562,243,4,1397,0,460,1471,1104,1630,1246,2303,172,2212,1742,0,19,1986
"AFAP1",1,208,1101,464,588,84,977,718,0,40,193,1124,210,16,329,0,211,1103,81,2221,2093,240,598,835,452,1,52,715
"AFAP1L1",0,1309,656,455,2536,68,887,279,0,806,36,126,680,21,512,0,679,966,365,1493,1969,1285,1875,615,1064,1,7,882
"AFAP1L2",1,1,484,204,648,61,2064,444,0,559,1,23,212,6,168,0,3,3980,91,499,4424,1598,1086,89,2343,0,171,472
"AFF1",616,705,1705,1309,2632,151,1742,2087,1,2370,204,1638,606,8,1141,0,631,1163,1251,2173,1901,1701,4134,1751,1969,1,592,2058
"AFF2",0,15,215,124,92,24,0,1,0,0,0,0,0,2,4,0,8,0,0,15,59,0,351,0,0,0,0,5
"AFF3",0,78,0,1131,1918,156,104,207,0,123,4,1586,43,22,688,0,816,380,78,3774,93,2014,393,451,148,4,1,1526
"AFF4",28,1383,5012,4059,4321,496,4924,3007,0,709,1028,3956,557,135,3774,0,1909,3482,2035,3946,3644,4018,2805,3886,2744,214,1756,3578
"AFG3L2",1,151,2592,2863,2056,151,969,374,0,144,105,2685,272,14,1927,0,525,1757,683,1308,1196,3439,498,986,2843,0,449,1649
"AFM",0,1,0,0,1,15,0,0,0,0,1,22,0,5,0,0,0,0,103,0,0,0,0,0,0,0,0,0
"AFMID",0,20,481,1509,741,154,288,47,0,117,39,1233,31,6,1887,0,1032,966,294,1226,672,1405,1268,723,2545,0,195,975
"AFP",0,0,16,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"AFTPH",0,163,1583,702,1207,65,1626,773,0,595,58,1458,390,21,712,0,270,2018,640,1247,2077,1613,1375,1016,1016,62,182,1314
"AGA",3,936,2300,1858,2556,88,1687,252,0,471,16,433,98,33,4712,0,2,2152,715,1954,1004,2598,1014,1052,2532,0,613,2240
"AGAP1",6,1226,967,798,278,62,779,434,0,446,20,1281,208,77,455,0,590,3705,285,2575,1134,321,813,821,887,0,698,869
"AGAP2",36,149,46,38,67,25,25,270,0,120,1,287,103,49,54,0,88,61,60,663,96,78,402,96,59,0,6,116
"AGAP3",1,877,509,1784,651,188,1508,992,0,511,518,1080,487,61,1013,1,360,1949,642,796,1168,1009,1682,1248,1314,83,1095,1056
