"GENE_SYMBOL","GSM5673325--patient 7","GSM5673326--patient 8","GSM5673327--patient 9","GSM5673328--patient 2","GSM5673329--patient 3","GSM5673330--patient 4","GSM5673331--patient 5","GSM5673332--patient 6","GSM5673333--patient 10","GSM5673334--patient 11","GSM5673335--patient 12","GSM5673336--patient 13","GSM5673337--patient 14","GSM5673338--patient 15","GSM5673339--patient 16","GSM5673340--patient 17","GSM5673341--patient 1"
"CHERP",1044,1308,1051,714,292,486,1217,1180,3464,438,2482,3611,807,927,1688,661,855
"CHFR",336,351,1306,1155,308,256,338,736,1127,291,1442,1344,247,2587,1576,383,268
"CHGA",585,668,496,67,2,81,8,2,325,2,1,3,71,21,10,2,0
"CHGB",92,97,10,5,3,300,5,6,5,0,15,62,2,95,0,1,0
"CHI3L1",226,216,11638,3686,451,536,357,15083,5633,2311,4702,269,6663,4325,11254,2876,797
"CHI3L2",96,86,502,825,13,1,5,500,368,0,49,2,9,217,24,6,5
"CHIA",208,206,0,1,0,0,0,0,2,0,0,0,0,9,3,0,1
"CHIC1",106,94,508,160,179,124,234,394,243,27,287,246,132,432,302,89,62
"CHIC2",175,183,353,228,117,302,267,124,372,80,274,434,622,951,417,151,123
"CHID1",2951,3306,1320,1355,1219,458,2841,1986,1844,1360,2857,2096,2184,3844,1597,1222,1938
"CHIT1",177,174,444,47,39,3,36,87,144,2,37,11,16,7,3518,55,10
"CHKA",669,673,234,538,530,497,659,406,592,646,687,898,284,2248,1223,680,1113
"CHKB",108,135,192,282,99,4,60,35,130,127,50,210,56,65,206,84,132
"CHKB-CPT1B",37,43,57,58,4,1,14,18,78,22,28,181,4,22,73,59,14
"CHL1",85,90,2096,210,17,404,86,598,240,10,1312,3,12,351,47,193,32
"CHM",341,316,564,235,206,187,363,463,271,73,442,502,229,812,287,128,165
"CHML",163,117,346,267,110,293,648,166,454,39,784,1145,140,972,352,83,64
"CHMP1A",1720,2013,1967,1703,1089,2467,1244,1207,3098,748,6145,2441,1863,2709,4223,800,814
"CHMP1B",1943,2074,1189,1063,531,1160,818,859,3586,299,1661,1594,2185,2279,1473,453,515
"CHMP2A",2022,2081,1894,1549,1304,1421,3640,2325,2372,1078,1362,2263,4047,3038,2622,1670,1716
"CHMP2B",1114,1098,642,456,246,461,884,649,918,138,996,677,1089,1549,739,294,385
"CHMP3",1038,1102,1293,1490,1453,1758,1206,2279,1604,218,1352,1012,1398,1422,1635,370,324
"CHMP4A",51,46,135,203,105,46,54,38,127,42,88,357,94,110,476,73,76
"CHMP4B",3806,4038,3253,4199,4592,3174,2907,3919,5411,674,4387,2857,5986,9085,2142,924,960
"CHMP4C",411,393,279,132,370,627,215,294,200,38,441,549,1076,192,636,58,63
"CHMP5",1797,1896,1326,1100,537,1108,1145,961,1124,311,1685,1135,1452,1815,995,576,627
"CHMP6",246,276,427,444,203,177,295,178,614,210,193,772,647,787,756,284,361
"CHMP7",695,743,1944,1073,328,443,261,977,1320,290,742,2118,459,1299,852,404,444
"CHN1",244,263,1054,454,106,460,378,109,528,12,288,232,331,796,356,52,27
"CHN2",38,33,93,77,52,19,244,102,64,247,82,103,47,652,147,437,846
"CHODL",5,3,220,87,127,82,673,383,256,1,500,55,401,136,733,7,1
"CHORDC1",921,837,637,579,327,456,791,344,794,140,3193,632,1280,1461,803,319,205
"CHP1",3817,3886,1176,714,1128,1840,1054,1131,1935,2512,1281,3265,934,3092,1602,3101,5081
"CHP2",176,177,29,7,0,113,26,10,25,0,1,0,38,7,43,0,0
"CHPF",25840,30191,3475,1697,689,1308,3197,1197,4995,1298,4306,1774,1839,3414,4053,2167,1587
"CHPF2",1746,1984,2328,1385,377,373,1606,1011,3460,453,5875,2449,1235,3320,2162,603,532
"CHPT1",154,154,399,387,153,250,382,746,307,1023,1301,359,1186,2467,294,1345,2482
"CHRAC1",735,723,609,1021,629,569,2349,956,1396,134,990,994,2030,2212,1604,239,271
"CHRD",6474,7164,436,221,8,11,42,10,275,9451,109,1517,36,1382,110,8151,8353
"CHRDL1",22,42,481,44,207,6,46,1293,212,33,5051,3,75,1,35,19,2
"CHRDL2",5,11,4,8,1,37,4,1,31,101,17,54,8,4,18,68,42
"CHRFAM7A",2,0,5,3,0,7,1,3,3,2,4,8,2,22,1,0,0
"CHRM1",0,0,0,0,0,33,2,0,7,1,1,0,4,0,0,7,0
"CHRM2",0,0,1,1,29,4,0,1,0,5,0,0,5,2,1,15,21
"CHRM3",21,11,267,12,115,73,32,32,2,35,76,466,55,178,527,8,17
"CHRM4",2,1,4,1,0,29,5,1,9,0,6,0,5,23,1,0,0
"CHRM5",7,3,12,3,4,0,4,2,12,24,4,10,3,2,6,36,25
"CHRNA1",41,33,12,33,17,59,17,1,91,3,3,25,60,207,1864,2,0
"CHRNA10",22,15,30,36,33,6,23,14,27,29,57,96,22,10,22,34,23
"CHRNA2",0,0,31,1,0,0,0,1,1,0,1,0,0,0,0,2,1
"CHRNA3",3,0,160,13,0,511,9,67,46,2,60,11,9,84,1,0,0
"CHRNA4",0,0,5,1,0,0,7,0,12,2842,39,913,1,4,0,2298,2229
"CHRNA5",5,9,18,19,4,37,61,8,87,3,92,118,96,159,37,1,4
"CHRNA6",56,56,17,8,9,7,2,8,16,0,1,0,4,2,38,2,0
"CHRNA7",3,3,10,7,0,32,2,0,16,0,15,7,3,62,2,0,0
"CHRNA9",2,0,6,10,5,14,0,3,0,1,10,8,3,421,22,0,2
"CHRNB1",401,397,202,100,255,169,281,124,260,230,140,362,471,1454,784,336,358
"CHRNB2",1,3,10,1,0,53,5,13,3,3,16,19,2,13,7,5,0
"CHRNB3",0,1,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0
"CHRNB4",3,5,21,18,1,39,4,58,20,0,51,8,10,78,8,2,0
"CHRND",13,31,1,0,2,1,2,4,1,1,1,1,3,0,6,2,0
"CHRNE",14,22,45,34,9,56,52,8,58,79,39,22,61,82,126,62,74
"CHRNG",10,11,11,14,6,1,2,2,13,5,11,12,1,5,773,2,11
"CHST1",120,164,1487,1050,14,319,324,584,388,34,720,16739,718,64,1105,78,36
"CHST10",308,290,254,105,64,169,572,144,388,14,559,604,205,812,587,64,18
"CHST11",192,207,1409,849,92,213,528,317,1133,25,1338,2745,156,541,759,69,13
"CHST12",737,831,1083,751,332,267,377,399,925,203,1426,861,305,2793,1197,220,230
"CHST13",11,7,4,10,1,29,70,1,69,1017,40,176,22,198,5,852,1611
"CHST14",492,559,502,276,155,196,921,160,988,101,913,1044,1258,968,787,185,143
"CHST15",532,589,1378,847,129,444,659,355,1488,147,1198,611,169,293,1222,251,352
"CHST2",6752,7742,1162,576,181,129,881,605,1189,29,3105,55,2027,397,4689,142,12
"CHST3",689,660,329,322,32,102,177,733,354,54,876,233,150,324,2540,75,33
"CHST4",9,10,228,25,123,5,1,32,78,85,6,14,9,32,208,58,102
"CHST5",2,5,1,5,1,2,2,3,3,0,7,3,2,0,4,2,2
"CHST6",157,178,203,97,38,20,55,4,59,7,262,161,12,220,540,16,2
"CHST7",91,126,228,59,19,35,126,33,162,249,87,74,74,396,57,198,322
"CHST8",545,700,48,28,0,69,27,26,32,5,2,132,4,23,0,2,2
"CHST9",1,4,0,2,6,9,9,5,3,44,4,34,29,854,45,131,202
"CHSY1",700,673,881,482,159,865,1345,434,985,78,924,2317,574,1142,850,268,81
"CHSY3",427,411,70,16,5,31,31,2,53,4,13,9,41,227,16,23,6
"CHTF18",772,905,1192,1316,426,289,1318,489,4180,345,1415,3802,1012,1268,1821,660,340
"CHTF8",1073,1178,1428,942,698,756,1361,1215,2426,420,2016,2036,1312,2037,1055,608,825
"CHTOP",2293,2246,1861,1693,1180,1229,2178,1569,4839,736,2538,6397,2940,2690,2032,1028,1081
"CHUK",321,324,528,292,202,422,503,419,488,135,930,779,156,475,541,175,257
"CHURC1",481,436,1702,992,230,518,327,1079,803,171,1261,1030,583,940,679,282,545
"CHURC1-FNTB",0,0,0,0,0,0,1,3,0,0,2,0,1,1,2,0,0
"CIAO1",1615,1754,1986,1468,645,1238,1777,1638,2671,729,2655,1861,2421,3442,2682,1134,1296
"CIAPIN1",1163,1100,605,469,266,617,576,511,1186,257,777,1008,778,1899,1570,256,287
"CIART",17,17,16,53,51,55,280,36,380,348,290,1158,170,363,120,103,598
"CIB1",1717,1832,1987,2036,1233,2716,1120,1540,1677,1399,1809,1339,3288,4387,1594,1429,1650
"CIB2",59,58,145,105,17,179,478,184,304,7,75,325,844,1185,256,26,13
"CIB3",0,0,2,1,1,0,0,5,1,0,0,0,1,0,0,0,0
"CIB4",1,0,0,0,0,1,2,2,0,0,1,1,0,0,2,1,1
"CIC",1803,2079,2979,1840,1259,1092,3721,2639,5078,1279,3080,5514,1332,2787,4312,1945,1313
"CIDEA",1,2,0,4,3,0,1,0,2,1,0,0,2,5,0,4,11
"CIDEB",1,1,5,2,0,0,0,1,1,2,3,2,0,1,7,1,3
"CIDEC",1,0,2,13,0,3,1,5,4,2,0,7,1,1,2,7,2
"CIITA",120,153,4357,3764,375,81,167,1773,3726,175,1935,141,380,358,695,348,139
"CILP",375,407,150,165,82,30,91,2,298,37,1080,295,60,8,507,41,40
"CILP2",618,758,242,70,24,65,659,59,596,2,108,67,149,67,1271,50,1
"CINP",507,555,322,438,274,533,836,687,756,268,541,1009,1639,1400,920,318,368
"CIPC",590,592,545,441,535,822,348,1297,902,169,323,1100,476,1250,1067,202,387
"CIR1",915,886,1331,1289,1173,1209,853,932,1318,680,737,1111,2043,1328,1718,965,1013
"CIRBP",5621,5683,9135,6710,1508,2425,4308,3810,9004,4447,4614,33113,3391,2656,12264,5661,7531
"CISD1",415,413,327,465,276,841,617,453,323,344,650,660,1604,1511,658,391,444
"CISD2",565,611,490,390,451,450,358,238,613,302,549,823,766,1735,492,520,521
"CISD3",387,420,509,1124,467,558,269,464,1009,1719,514,514,3741,1250,445,1486,2157
"CISH",1265,1452,889,345,108,75,92,536,626,1002,364,237,52,151,231,312,202
"CIT",192,199,314,371,358,109,364,192,711,26,1366,1117,193,743,375,116,37
"CITED1",1,2,3,9,2,8,4,2,7,1,7,46,2,10,14,8,0
"CITED2",2676,2986,1462,455,1142,299,1069,486,1710,464,6616,3801,971,3110,1628,1017,1127
"CITED4",1098,1276,1442,844,703,1113,2551,1444,3562,617,2691,526,2527,1559,1933,618,838
"CIZ1",1496,1674,1732,1645,864,2097,1630,1457,5164,605,3235,3925,2219,2189,2189,689,758
"CKAP2",426,463,603,288,415,282,644,519,544,25,936,766,514,768,389,75,77
"CKAP2L",162,145,132,143,231,167,441,126,531,9,425,205,283,501,188,15,10
"CKAP4",1743,1744,3334,2204,733,931,2759,1879,2442,390,5780,4712,1474,4951,4198,801,590
"CKAP5",1249,1231,1597,1280,1006,1156,5810,1763,3938,758,6039,2877,2113,2365,2151,1021,1428
"CKB",2559,2985,1585,864,1503,2906,2089,2516,6668,167,1559,3066,2484,58879,2294,310,119
"CKLF",50,51,107,56,64,57,27,62,109,11,88,51,399,126,55,20,19
"CKLF-CMTM1",7,5,20,6,3,3,6,11,19,0,19,17,6,4,8,2,1
"CKM",171,175,3,48,346,9,69,7,2,0,7,4,31,10,29,199,0
"CKMT1A",291,256,0,23,3,9,9,49,43,0,24,0,60,86,1,4,1
"CKMT1B",466,476,4,29,1,16,3,0,98,0,23,2,46,182,2,2,0
"CKMT2",107,146,56,69,50,64,27,316,41,4,30,24,165,1097,152,18,17
"CKS1B",276,301,364,318,431,734,1259,340,1200,87,450,1036,2532,1237,399,88,147
"CKS2",1686,1910,562,403,712,981,1736,435,1143,44,1203,973,5735,2775,450,95,58
"CLASP1",760,831,1291,700,569,432,1417,917,1771,601,1413,2676,638,1339,1493,697,706
"CLASP2",705,748,829,663,278,704,1083,656,945,203,635,1184,266,776,579,291,356
"CLASRP",1004,1179,1703,1696,348,220,729,1094,2575,1736,1409,4270,741,838,2309,1614,1973
"CLC",3,9,2,1,1,0,0,1,1,0,1,0,0,0,1,0,0
"CLCA1",0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"CLCA2",1,2,0,0,0,0,6,0,8,0,0,10,3,14,12,0,0
"CLCA4",0,0,0,0,0,0,0,2,1,0,0,0,1,0,4,0,0
"CLCC1",441,489,446,267,119,156,174,720,755,139,592,468,548,556,545,176,244
"CLCF1",467,510,237,500,401,204,73,198,770,16,625,195,661,29,182,43,20
"CLCN1",3,1,11,4,3,1,2,3,33,1,4,1,2,18,3,3,3
"CLCN2",556,634,154,161,63,91,530,314,421,112,559,382,295,274,419,239,125
"CLCN3",779,804,1274,454,567,619,655,648,1209,237,728,2800,410,1552,1776,493,530
"CLCN4",33,33,220,50,28,61,473,201,105,58,406,368,146,1661,46,99,95
"CLCN5",888,942,378,174,44,167,177,124,281,549,446,462,107,985,469,808,1399
"CLCN6",551,588,638,530,301,179,532,333,988,426,488,951,363,623,768,562,650
"CLCN7",1808,1904,2655,2075,466,493,981,841,3082,694,2248,3568,691,5061,3810,1216,575
"CLCNKA",13,10,12,15,14,5,66,100,98,4,5,50,58,58,99,19,5
"CLCNKB",6,6,7,1,22,3,158,43,29,0,15,3,152,85,57,1,1
"CLDN1",136,176,287,487,2088,373,1186,990,493,1589,8188,684,317,65,537,2646,5237
"CLDN10",1084,1118,316,130,192,32,4,328,335,78,143,3,1451,115,235,62,62
"CLDN11",49,59,101,65,78,84,153,40,132,39,6205,74,36,2944,16,51,22
"CLDN12",465,481,550,131,339,273,705,656,978,438,1040,1098,466,917,1240,917,1251
"CLDN14",26,30,1,6,0,0,1,1,33,632,12,108,1,8,19,735,1205
"CLDN15",115,116,551,270,81,32,57,116,267,569,436,1397,97,76,264,563,702
"CLDN16",296,323,184,1247,2256,3087,254,39,96,17,189,24,2601,0,133,36,39
"CLDN17",0,0,0,0,0,0,0,1,0,0,0,0,1,0,26,0,0
"CLDN18",1,2,2,1,1,1,5,1,13,3,4,10,4,3,13,2,1
"CLDN19",163,174,0,0,0,15,81,2,7,1,2,0,0,1,1,3,3
"CLDN2",6,8,1,1,2,1,3,0,1,670,18,122,0,0,0,957,1085
"CLDN20",5,8,5,5,2,1,2,0,2,4,4,14,0,0,1,5,7
"CLDN22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLDN23",210,257,137,82,33,64,25,219,163,111,109,1578,151,456,96,164,258
"CLDN24",2,0,0,0,0,1,0,0,2,0,1,2,1,0,0,0,1
"CLDN25",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"CLDN3",2318,2628,5253,7050,7477,3624,979,4461,14506,547,4145,9021,12206,740,7626,557,825
"CLDN34",0,1,0,1,0,0,1,0,0,4,0,0,0,1,0,0,5
"CLDN4",11682,13584,3640,2550,4441,2757,2382,4845,24578,49,407,17849,6674,157,9581,142,56
"CLDN5",355,420,855,435,23,105,2938,94,704,707,225,118,58,184,4501,535,192
"CLDN6",0,1,549,221,18,2450,2261,12,3948,1,6,51,1976,13,5689,2,3
"CLDN7",4447,4426,4913,1346,2138,1692,1263,3862,2492,366,68,5556,7112,699,3094,251,397
"CLDN8",6,1,0,0,0,0,10,19,0,0,0,135,4,0,61,0,0
"CLDN9",14,13,87,105,100,23,156,111,101,149,5,1748,286,2,97,117,116
"CLDND1",1019,1032,1279,693,652,425,1075,686,1112,374,1536,1091,1341,1738,1494,592,744
"CLDND2",6,5,22,36,4,0,17,30,22,63,19,31,26,93,26,58,55
"CLEC10A",11,9,394,130,33,4,2,130,175,114,85,20,4,4,118,206,99
"CLEC11A",574,638,757,563,65,308,200,1006,768,108,334,238,1257,546,523,273,180
"CLEC12A",9,4,93,39,9,52,10,41,20,30,37,3,77,1,80,51,22
"CLEC12B",0,0,7,6,0,0,2,0,3,2,3,0,0,0,1,3,0
"CLEC14A",617,672,686,271,31,141,63,101,342,197,284,84,63,97,407,253,193
"CLEC16A",976,997,1017,822,584,332,588,650,987,269,929,1162,487,978,1742,371,429
"CLEC17A",2,1,232,317,1,0,0,34,246,0,3,1,0,3,10,1,2
"CLEC18A",3,2,7,8,3,6,2,0,4,2,3,2,1,1,8,4,6
"CLEC18B",8,6,7,3,3,8,11,1,19,9,19,4,3,2,7,7,5
"CLEC18C",1,3,1,0,2,7,5,1,1,1,0,2,3,0,2,1,1
"CLEC19A",0,1,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0
"CLEC1A",47,39,109,42,12,20,7,15,54,30,17,14,11,3,25,131,58
"CLEC1B",1,2,4,7,2,4,0,1,1,124,1,3,6,1,4,328,64
"CLEC2A",0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1
"CLEC2B",96,88,357,332,103,426,39,109,283,65,142,25,175,1828,160,99,79
"CLEC2D",51,57,1599,1325,353,47,24,480,969,69,251,418,217,52,681,204,52
"CLEC2L",3,2,10,0,6,188,20,2,336,30,22,8,8,12,859,0,5
"CLEC3A",1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
"CLEC3B",82,77,136,25,4,20,3,11,35,69,16,18,23,10,27,83,55
"CLEC4A",10,14,129,111,36,28,11,58,125,12,78,15,25,16,50,32,38
"CLEC4C",0,0,55,3,0,0,2,3,12,2,1,0,1,1,15,0,0
"CLEC4D",0,1,5,18,1,3,0,3,12,0,7,1,0,0,27,1,0
"CLEC4E",35,29,43,141,27,37,14,14,115,1,73,3,2,5,106,11,1
"CLEC4F",11,16,71,26,1,0,48,4,14,21,0,26,2,36,8,27,16
"CLEC4G",4,8,55,21,0,0,0,3,65,923,4,43,1,26,4,944,467
"CLEC4M",0,0,86,10,0,20,1,2,190,730,76,21,1,2,2,1235,398
"CLEC5A",13,20,53,245,38,91,27,55,350,4,266,16,116,125,119,4,7
"CLEC6A",1,0,3,8,1,2,0,5,9,0,9,0,0,2,19,1,0
"CLEC7A",25,33,330,366,67,85,16,144,220,41,367,25,27,85,281,142,58
"CLEC9A",1,2,172,47,8,2,0,12,35,3,2,0,1,1,0,17,11
"CLECL1",0,1,172,43,2,7,1,25,38,6,32,0,16,4,17,6,2
"CLGN",2,9,452,175,507,127,513,70,640,87,1708,265,487,965,285,63,64
"CLHC1",93,82,67,111,111,12,110,39,93,23,53,359,66,93,107,56,34
"CLIC1",8880,9285,4561,4252,4422,3484,2948,3683,8367,511,5264,3160,13618,15503,3923,845,692
"CLIC2",85,63,631,212,54,129,60,127,191,46,197,103,100,975,131,96,46
"CLIC3",366,398,130,198,100,429,75,147,227,14,40,11,658,56,405,44,3
"CLIC4",1839,1902,2081,1173,1456,1941,2894,3896,1927,364,3975,1047,2094,2176,2970,887,921
"CLIC5",30,25,337,340,2545,1787,898,3207,260,18,1274,37,1497,64,229,29,5
"CLIC6",15,21,205,82,27,17,46,61,76,18,19,14,45,329,135,21,24
"CLINT1",4259,4259,2128,1442,1154,1594,4051,3148,3338,896,1756,1789,1672,2143,2797,1442,2039
"CLIP1",1380,1436,1863,1404,1100,525,644,912,1237,606,1760,1519,307,1727,1665,697,1252
"CLIP2",341,394,935,518,237,446,1274,278,1349,106,1686,2408,192,1411,337,172,71
"CLIP3",390,399,615,241,396,606,1461,460,546,44,2397,529,524,1059,2183,236,45
"CLIP4",362,371,541,262,268,106,465,680,218,29,480,323,400,1291,1152,123,59
"CLK1",1268,1184,2933,1940,1589,413,1296,1396,2137,1778,1436,2057,1401,1843,1762,2578,2837
"CLK2",1402,1465,1421,1238,805,382,1508,950,2866,1004,1410,9949,1065,1094,2195,1239,1233
"CLK3",674,735,1437,1640,746,384,1289,766,2017,843,1064,2531,1715,2099,1507,1001,1133
"CLK4",339,294,891,529,260,160,387,469,539,466,431,610,414,344,441,692,857
"CLLU1",0,0,0,3,0,0,2,0,1,0,0,0,0,0,2,0,0
"CLLU1OS",0,0,0,3,1,0,0,1,6,0,0,0,0,2,20,0,0
"CLMN",160,197,477,511,685,296,1093,2814,753,907,507,1465,370,542,506,1030,1810
"CLMP",331,372,593,201,30,175,124,28,352,5,41,53,106,1141,227,30,4
"CLN3",403,495,410,331,323,98,253,226,538,172,338,497,494,1268,726,230,242
"CLN5",453,500,344,261,151,187,225,472,412,108,125,129,415,474,406,180,239
"CLN6",633,751,621,906,300,805,514,631,1047,264,934,911,1145,2294,585,298,394
"CLN8",423,428,467,344,109,148,81,308,458,396,307,1315,110,55,635,366,754
"CLNK",0,1,167,75,24,0,5,52,60,15,6,12,1,0,14,9,3
"CLNS1A",1004,1036,7970,1140,876,3251,3558,1723,2060,512,3049,2016,7175,2565,2752,861,904
"CLOCK",732,797,1015,733,618,663,717,446,809,195,599,1303,464,1036,1201,386,268
"CLP1",182,200,266,191,152,383,338,278,435,94,784,346,430,432,287,103,101
"CLPB",218,254,186,283,137,272,182,424,819,195,1229,351,701,753,504,272,358
"CLPP",1136,1374,1036,699,427,677,805,598,1397,822,2382,2105,2192,1706,1524,793,1043
"CLPS",0,0,1,5,3,3,20,15,3,0,0,578,20,0,21,0,0
"CLPSL1",4,4,5,22,1,4,71,160,25,0,1,1900,73,2,51,0,0
"CLPSL2",9,6,3,3,0,1,3,6,5,0,1,29,21,49,8,1,0
"CLPTM1",2981,3540,2583,1969,1026,879,1276,2523,4085,1209,3001,3857,1362,4371,3818,1398,1985
"CLPTM1L",4264,4611,3653,2681,2265,1661,2999,2566,3474,1202,11069,2756,4268,6152,3975,1282,1361
"CLPX",747,750,785,612,338,738,529,1098,1028,691,940,1073,992,1935,664,907,1447
"CLRN1",0,0,0,1,1,0,0,1,0,0,4,0,0,71,1,0,0
"CLRN2",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"CLRN3",1,1,1,0,1,1,2,1,1,318,0,38,0,6,0,358,699
"CLSPN",259,289,190,299,162,187,266,134,369,11,468,269,322,1360,220,24,6
"CLSTN1",28217,32364,4898,2658,6079,866,6287,14525,6520,389,8073,5643,5206,6812,8780,555,426
"CLSTN2",50,74,237,153,33,118,1044,606,122,7,364,17,43,266,23,76,15
"CLSTN3",737,810,2900,1189,1078,318,547,2950,3397,1642,2404,7770,906,1110,5265,2220,2034
"CLTA",3436,3633,2965,3647,1271,2584,2414,3242,4095,880,6766,4887,5557,19532,4755,1324,1217
"CLTB",1558,1688,1800,1414,891,1500,1415,2837,2337,853,5177,1341,3496,4711,1502,957,1034
"CLTC",6969,6815,5386,5558,2530,3481,4027,7096,8696,1161,4625,5902,5333,41988,12353,1951,2212
"CLTCL1",151,151,35,56,68,22,170,63,127,180,109,344,89,1048,962,118,201
"CLU",103649,114648,83487,11833,30127,7250,2492,223122,20165,59098,47977,17746,6693,21651,15462,87760,134875
"CLUAP1",603,640,356,412,105,350,414,212,404,79,423,662,580,276,677,145,180
"CLUH",5565,6535,1811,2171,661,715,1557,2605,7012,4107,6341,4406,2488,7688,2255,5640,6509
"CLUL1",15,24,12,15,6,99,490,27,44,0,51,240,100,111,288,34,2
"CLVS1",2,2,30,6,3,21,75,3,2,1,60,4,75,4,16,0,0
"CLVS2",0,0,0,1,0,98,0,0,0,1,0,0,0,20,0,3,0
"CLYBL",94,109,158,95,154,83,156,277,119,738,154,171,488,63,60,832,1225
"CMA1",1,3,1,5,0,1,0,1,0,1,0,3,0,1,9,0,1
"CMAS",653,705,719,535,801,387,348,835,996,399,1195,808,1715,1499,985,608,834
"CMBL",342,378,181,295,219,140,1570,386,50,2008,1363,630,1604,49,483,3770,6434
"CMC1",324,362,278,190,108,368,293,280,334,135,458,280,686,652,245,267,324
"CMC2",322,345,433,315,287,431,286,203,468,445,721,439,772,1986,362,540,848
"CMC4",2,4,4,1,1,2,2,1,0,0,10,5,6,2,4,0,1
"CMIP",1242,1345,1745,1069,539,537,980,833,1772,445,1599,1679,421,1017,1387,852,690
"CMKLR1",162,162,522,507,70,101,137,186,372,106,348,44,51,76,463,119,49
"CMPK1",3040,2988,2426,926,624,1527,1640,1585,2247,1421,2540,1309,1965,3429,1621,2555,3337
"CMPK2",118,113,523,608,129,148,102,864,243,45,553,52,132,121,141,160,54
"CMSS1",213,235,340,417,800,406,906,329,773,98,1241,503,2834,607,303,152,174
"CMTM1",23,21,63,20,12,6,22,30,56,7,57,47,10,4,38,5,5
"CMTM2",1,2,4,2,4,0,3,5,6,2,4,4,1,0,3,2,0
"CMTM3",402,417,1187,707,323,616,729,297,1465,79,1100,654,1261,977,425,158,42
"CMTM4",898,925,1338,539,391,687,1059,1200,2403,98,1099,1414,519,362,1615,145,205
"CMTM5",1,1,4,2,0,17,10,1,2,0,0,0,1,1,0,23,0
"CMTM6",5824,5662,3382,3212,3748,11024,2463,4046,6846,853,1614,1326,1770,1841,2505,1822,1791
"CMTM7",1848,2142,872,779,1247,1405,931,601,1287,52,596,592,1791,374,490,108,43
"CMTM8",305,320,160,224,153,171,208,371,260,279,131,498,274,771,199,440,659
"CMTR1",1223,1280,1594,1224,758,397,1547,759,2328,502,2185,6530,834,1728,1352,758,709
"CMTR2",583,599,892,318,142,283,496,381,659,235,845,864,265,619,783,289,532
"CMYA5",106,109,392,58,107,22,87,23,120,358,11,85,66,106,264,407,582
"CNBD1",0,0,0,0,7,0,0,2,0,0,0,0,1,0,38,1,0
"CNBD2",3,5,0,6,4,5,10,2,8,2,19,11,4,13,5,0,6
"CNBP",5750,5611,5731,4403,6175,5920,6582,9323,9516,2651,10013,4997,13999,7573,6297,4829,5860
"CNDP1",12,4,1,8,4,0,2,2,4,610,5,82,4,0,4,1449,1616
"CNDP2",14037,14739,2954,3339,1671,1003,1178,3786,3974,2778,5812,2690,3145,4423,7249,3580,3980
"CNEP1R1",230,226,335,131,95,167,169,149,275,56,250,297,251,468,655,146,97
"CNFN",10,11,34,26,18,34,83,119,60,0,26,12,105,110,145,1,3
"CNGA1",21,39,31,4,6,9,10,52,8,445,2,259,32,44,172,572,1100
"CNGA2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0
"CNGA3",0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1
"CNGA4",2,0,36,6,1,0,4,3,7,1,5,6,0,0,2,7,3
"CNGB1",57,69,46,27,127,38,31,298,43,0,3,0,39,2,434,1,1
"CNGB3",1,0,8,0,45,29,5,1,12,0,2,1,40,23,111,0,1
"CNIH1",1570,1509,1017,775,299,1466,1380,1125,975,493,1394,1501,3734,2871,2094,995,1684
"CNIH2",38,30,29,39,14,72,233,32,63,18,41,109,160,19,90,20,11
"CNIH3",113,93,164,40,29,77,74,119,191,30,342,572,233,465,311,42,51
"CNIH4",2636,2844,544,486,304,886,708,513,595,175,1284,1884,2700,2462,1143,236,310
"CNKSR1",1052,1221,264,356,503,160,443,1038,854,44,82,1838,800,16,1187,129,63
"CNKSR2",2,4,67,35,12,48,99,13,58,27,431,88,54,153,8,43,38
"CNKSR3",2391,2409,211,116,94,91,536,63,277,537,432,1537,134,843,497,1186,1206
"CNN1",98,134,118,44,8,130,130,50,149,19,81,31,307,450,42,44,3
"CNN2",3812,4128,4294,3191,1041,1090,2292,1001,3667,263,3000,1440,1740,5179,2985,460,284
"CNN3",1071,1150,2099,1162,739,2157,4266,2094,2367,790,9146,3413,3592,4480,2356,817,1026
"CNNM1",13,23,2,3,4,3,56,15,18,8,144,28,3,15,27,8,9
"CNNM2",176,210,235,267,319,116,293,275,357,182,542,603,114,681,609,216,284
"CNNM3",607,735,908,477,261,246,761,678,1908,556,1602,1246,495,917,1193,680,1029
"CNNM4",649,672,732,376,294,372,431,1856,1673,83,787,582,361,497,798,138,179
"CNOT1",1849,1986,3330,1434,656,883,1919,3210,4350,530,2656,2558,1084,1921,5178,605,778
"CNOT10",832,883,496,502,231,515,897,639,872,184,672,731,496,548,399,192,298
"CNOT11",3624,3777,1220,829,454,916,1323,822,1917,233,1717,1090,1073,1945,3030,372,378
