"GENE_SYMBOL","GSM6935515--Patient1","GSM6935517--Patient3","GSM6935519--Patient4","GSM6935521--Patient14","GSM6935523--Patient16","GSM6935524--Patient18","GSM6935525--Patient19","GSM6935526--Patient20","GSM6935527--Patient21","GSM6935529--Patient23","GSM6935530--Patient24","GSM6935532--Patient25","GSM6935533--Patient27","GSM6935534--Patient28","GSM6935536--Patient31"
"PLAC8",690,1157,4518,162,8522,5225,22,2198,290,237,279,2602,1053,6800,707
"PLAC8L1",18,0,6,4,4,10,14,88,0,13,8,3,33,18,30
"PLAC9",90,79,179,162,7,32,109,60,177,15,17,14,1026,167,230
"PLAG1",322,897,640,98,515,1964,955,7033,250,1188,1239,1841,309,1227,1421
"PLAGL1",1512,1126,1664,137,420,1080,880,10325,1055,946,2681,846,4635,2257,1049
"PLAGL2",3024,2959,3524,755,2867,2796,4003,13246,2963,3662,4590,10609,1688,3502,1593
"PLAT",848,5037,743,115,26866,3308,112217,358,2695,8211,896,7486,5160,2052,119
"PLAU",6905,1958,1888,660,3015,12413,43452,1737,4900,6293,1953,1826,15509,4981,2891
"PLAUR",3387,1112,1576,378,1067,9133,806,4262,3185,1835,1369,811,2104,2826,653
"PLB1",591,184,173,124,713,321,956,301,266,1350,345,349,762,301,358
"PLBD1",7689,6030,4036,1290,4689,12047,55015,6836,7134,3699,5851,5226,1292,4041,2096
"PLBD2",6915,4854,4035,2119,4100,9458,5001,19539,8493,7235,13617,3029,7164,7038,1527
"PLCB1",439,2940,1540,1172,3475,4354,3964,6918,4967,5533,3691,1716,2992,1634,128
"PLCB2",4637,2144,4806,782,771,2053,5783,3199,2826,913,963,1156,4102,8306,582
"PLCB3",2114,2286,2259,1307,5392,4014,6452,11274,5655,5591,4432,6367,3698,2882,2719
"PLCB4",1289,140,730,588,179,85,181,1687,257,2668,883,879,2478,851,12
"PLCD1",603,2969,886,298,2964,343,12643,3986,4347,5651,4995,526,1233,1798,207
"PLCD3",409,2290,338,235,9864,325,603,1489,665,10311,1209,2692,1672,575,688
"PLCD4",24,0,33,20,16,14,20,13,19,15,5,30,479,28,3
"PLCE1",918,11490,1033,358,10439,292,970,14595,2304,15939,267,5097,2730,5422,11
"PLCG1",6998,3223,6881,3981,2864,3251,4718,22165,7540,6818,5992,5387,10626,13547,3736
"PLCG2",4394,2440,15530,1090,2035,1552,4291,7949,2462,1125,2301,1956,7349,15688,472
"PLCH1",740,143,1165,312,1065,530,2587,11241,2832,1167,1055,1095,48,148,33
"PLCH2",815,588,372,402,569,67,424,153,405,202,148,1004,311,950,68
"PLCL1",644,295,725,213,208,367,191,428,412,287,742,219,1588,2271,31
"PLCL2",3293,895,3318,402,551,8135,218,6786,1587,495,1771,729,3471,6057,7120
"PLCXD1",663,683,1078,386,970,447,3172,17358,2155,2239,1104,1154,686,1344,1445
"PLCXD2",417,283,277,54,310,107,1103,536,115,1380,125,191,193,718,822
"PLCXD3",989,161,305,10,68,158,132,48,1590,371,98,1345,943,623,4
"PLCZ1",0,0,16,0,0,0,0,0,0,0,0,4,2,0,0
"PLD1",3265,2969,2034,212,3612,3550,7788,2161,4027,1415,5687,4288,3419,5824,2242
"PLD2",1932,1481,1666,606,2836,2989,1704,7527,2705,2665,3153,1828,2758,4171,1562
"PLD3",19556,8795,8288,3245,4951,19134,12122,12074,20636,10479,7380,5041,7482,16743,1400
"PLD4",190,320,1257,118,5,16,11,255,295,8,149,217,170,2510,11
"PLD5",8,0,50,72,4,0,6,1357,0,4,0,48,19,154,0
"PLD6",107,42,234,67,97,393,82,282,205,76,324,70,262,364,59
"PLEC",59547,50434,36587,11474,44048,46189,53026,84928,97595,84129,39024,36472,51577,43172,13585
"PLEK",8693,4851,11578,1437,1267,6719,235,5256,6998,897,2591,1228,4954,33247,417
"PLEK2",454,854,155,66,2740,1138,159,259,322,513,2300,2241,73,249,47
"PLEKHA1",1815,1805,2345,517,4679,6335,7795,6742,1957,6207,5655,5337,5146,6894,2166
"PLEKHA2",7690,6280,20056,1367,6384,12473,11834,12887,7001,9467,8107,6425,7359,22468,3583
"PLEKHA3",2350,1411,3577,657,2843,3696,2125,8671,2270,3759,7290,1228,3997,3645,971
"PLEKHA4",612,795,1142,310,263,426,1081,1552,1377,704,2267,1136,2505,1766,29
"PLEKHA5",1884,3592,1997,882,5809,5512,6963,14974,5375,10368,5507,6144,3431,1322,1451
"PLEKHA6",1368,3160,2436,2027,6036,2154,4817,19737,3756,10032,4038,5854,983,1934,3862
"PLEKHA7",1425,1395,2394,827,6445,2514,10554,8383,4965,6554,2044,6723,2655,1682,2250
"PLEKHA8",1374,1207,1951,531,2187,2538,2708,13785,2685,3774,4575,1976,2219,2283,3625
"PLEKHB1",645,75,554,66,82,104,494,294,978,1457,412,203,271,608,31
"PLEKHB2",6087,6231,4863,1478,8549,11663,7152,16177,6159,5766,6912,3509,5434,14392,803
"PLEKHD1",20,42,24,72,11,6,7,106,21,29,332,85,20,14,10
"PLEKHF1",1056,597,1217,144,505,1218,952,533,8693,1471,3603,317,706,1654,324
"PLEKHF2",1515,872,4468,5369,4183,3584,5771,9788,1370,4783,3831,4353,1463,8473,5770
"PLEKHG1",3847,2871,5961,653,4151,3782,8235,26855,3578,6086,8163,3511,7126,6547,81
"PLEKHG2",2910,1728,6208,393,1593,2602,843,12916,2663,3114,715,2085,5079,5583,1151
"PLEKHG3",3696,7717,2269,916,2620,3811,11016,10690,1458,8050,8386,5437,2972,4028,5227
"PLEKHG4",226,71,224,228,202,87,219,1722,103,354,465,211,608,502,17
"PLEKHG4B",2074,602,1626,306,6,18,5758,15973,618,74,6,68,65,136,1
"PLEKHG5",462,433,1062,263,1497,167,1571,5424,1731,1379,1602,1288,3289,753,744
"PLEKHG6",84,855,769,312,1892,2255,4663,12209,2607,6199,1625,1494,598,81,846
"PLEKHG7",316,0,132,97,79,2,44,21,15,23,12,300,32,174,1
"PLEKHH1",561,1914,260,377,3579,955,692,9669,825,2892,2558,2416,293,340,18
"PLEKHH2",840,114,956,116,652,390,145,680,1062,380,442,4838,11138,859,7
"PLEKHH3",388,1936,965,706,1031,1925,1932,2201,1634,1239,2179,1247,1031,1021,645
"PLEKHJ1",1331,1549,1656,789,2197,2543,2243,2321,1671,2252,1385,1394,1203,3203,677
"PLEKHM1",3048,2007,3237,860,2570,4096,3645,4648,2584,5000,5433,1756,3465,4946,1352
"PLEKHM2",5383,3157,5469,2331,2890,6116,4823,6850,7870,4383,7498,2906,5557,9246,2896
"PLEKHM3",1022,645,1067,241,848,1278,652,2028,918,990,1647,900,2130,2174,799
"PLEKHN1",111,273,97,30,514,224,1551,2411,734,863,90,342,102,246,442
"PLEKHO1",6150,3399,6305,1265,937,5762,663,8018,5767,2548,3529,1470,6330,14551,1182
"PLEKHO2",5258,3045,3583,1172,1121,4650,1220,2932,4063,1573,3303,1205,6174,10134,307
"PLEKHS1",17882,177,2265,237,293,2,20,9,49,7,6,2419,13,0,5
"PLET1",0,0,0,0,0,0,2,6,0,0,0,0,2,2,0
"PLG",0,1,5,0,50739,0,1588,8,2,3963,17963,1,2,1,0
"PLGLB1",51,7,17,8,19,15,8,51,11,74,11,13,46,48,0
"PLGLB2",15,8,31,2,364,8,19,39,14,84,138,2,38,23,0
"PLGRKT",519,583,570,138,859,1321,314,1917,526,916,5975,406,594,1424,230
"PLIN1",181,35,293,59,123,15,49,75,55,45,63,9,25725,63,6
"PLIN2",2187,4103,3698,716,10080,48188,4353,35240,5873,5691,41091,1990,5678,6676,8449
"PLIN3",2411,2543,2799,1571,4048,8396,7370,5576,3516,4105,2535,2224,3294,9732,966
"PLIN4",291,93,713,30,884,3248,4370,554,878,744,218,275,56085,30,16
"PLIN5",4,75,56,2,610,3,202,75,683,228,156,87,518,62,18
"PLK1",690,1474,3055,1512,2550,5139,1888,9978,2529,3489,3488,3688,371,2885,1035
"PLK2",737,2148,2960,628,7641,2105,14768,1768,2821,6091,1849,4294,5123,3342,6010
"PLK3",956,464,897,270,563,1390,499,653,855,923,402,625,1485,1968,913
"PLK4",457,548,1152,406,1540,2470,1069,5762,639,2542,2736,1737,232,1553,1124
"PLK5",0,4,1,2,2,6,0,4,5,1,0,0,1,7,0
"PLLP",99,230,678,14,626,61,68,87,3173,273,520,596,88,455,68
"PLN",311,114,332,144,18,750,128,2,6,21,1,28,2388,80,33
"PLOD1",5886,2641,3323,1038,4000,11217,14333,8517,13607,7449,8560,3288,8760,7054,4216
"PLOD2",1736,1911,1550,259,3178,13354,5695,2834,3698,14206,8876,6176,12916,1123,6751
"PLOD3",4398,2420,1984,561,2546,7044,3729,3467,6890,4134,9059,1812,3903,2949,1118
"PLP1",4,8,19,16,0,0,11,5,0,4,5,4,76,1,0
"PLP2",5969,8038,2873,674,7443,19950,17122,1127,3583,9789,14575,7734,2646,11180,4079
"PLRG1",1448,1115,2318,2197,3698,4088,3918,6535,1517,2596,4598,2647,3091,5011,1037
"PLS1",352,5442,969,608,5540,5662,7337,1261,3319,6742,2783,2785,89,1938,698
"PLS3",1782,2792,1250,131,5082,7646,8980,12746,3207,5128,5004,2618,5190,2287,1297
"PLSCR1",4616,2203,5582,504,3749,8868,11902,4137,7199,4319,5795,5761,5871,8708,3639
"PLSCR2",30,3,18,1,12,38,148,61,63,29,29,51,8,23,7
"PLSCR4",722,411,854,116,1256,1213,570,258,902,1180,2478,638,5555,756,234
"PLSCR5",0,0,0,0,0,0,0,0,0,1,2,0,1,0,0
"PLTP",4249,3017,2592,1969,599,5856,5851,8154,11349,5348,6338,5039,8052,3447,62
"PLVAP",3653,7215,6355,1376,911,4656,2019,1382,2466,4390,1961,755,26642,8099,125
"PLXDC1",559,1059,773,303,454,1589,709,411,748,301,1235,510,3379,1628,101
"PLXDC2",15940,5450,1927,2281,2369,26564,3482,12947,5508,4000,27732,3875,27061,7079,159
"PLXNA1",7780,8966,6472,3215,10175,10474,9073,40246,11251,11455,22062,13116,7872,11647,1099
"PLXNA2",1134,4270,2548,194,3591,3674,3474,2127,815,14077,1684,5098,5110,10463,8922
"PLXNA3",4010,2261,2615,1065,2927,7473,9392,9884,7981,3569,7487,3573,3046,3012,5530
"PLXNA4",684,100,1478,210,56,352,135,165,209,102,61,357,10662,1834,7
"PLXNB1",4257,2709,2228,1440,6205,3245,13111,8972,9177,16508,5130,4429,2184,2636,4605
"PLXNB2",20148,20627,16988,6833,23146,23272,65279,41310,35741,43937,29984,23741,17813,20379,4740
"PLXNB3",61,67,52,395,760,476,534,9,386,1242,403,418,232,342,57
"PLXNC1",8888,4860,6986,1678,1620,10011,829,4604,4611,2049,2891,2815,6650,19900,788
"PLXND1",12366,10102,10604,5336,3056,20518,2821,12412,8939,6389,17304,5752,26160,16249,236
"PM20D1",28,462,43,21,859,2,1,12,24825,3229,2,5,149,8,7
"PM20D2",1598,756,1788,244,1687,1800,1303,7540,970,1365,2551,1514,1007,2126,152
"PMAIP1",316,333,859,55,718,5004,452,2134,140,517,868,621,113,1154,1684
"PMCH",6,0,4,0,6,2,10,6,15,30,2,2,2,72,2
"PMEL",86,231,411,58,108,74,1558,230,171,542,234,183,56,48,139
"PMEPA1",12467,2045,2096,1404,1150,9482,8903,1736,2902,15961,5719,12556,11716,2779,228
"PMF1",1314,1016,1413,323,1055,1040,1469,2504,1489,1405,3847,840,871,2141,742
"PMF1-BGLAP",17,4,2,5,4,1,3,6,0,6,8,1,0,6,3
"PMFBP1",284,159,103,46,153,168,149,1819,276,238,176,213,121,270,26
"PML",8041,4774,6024,1369,6279,4258,5942,11736,6691,3199,7782,6404,10380,8951,1088
"PMM1",732,413,624,505,1095,1480,1217,2339,770,1267,1354,597,842,1575,460
"PMM2",1664,2022,3219,1164,2865,2840,5238,8151,3218,3735,2723,2287,3265,2850,3460
"PMP2",0,0,2,1,0,0,5,1,3,1,2,29,9,0,0
"PMP22",2760,1348,1159,717,566,4965,615,2951,5392,2685,594,706,10142,2358,1650
"PMPCA",1513,1276,1726,1241,3020,3336,1839,5384,1809,2211,2798,1902,2071,4345,1351
"PMPCB",1780,3198,2377,1573,3912,3693,3063,10302,1817,4696,6643,2502,2486,5873,1382
"PMS1",973,558,962,332,1475,2570,834,3473,823,1634,1658,1401,2050,2430,826
"PMS2",850,1309,1317,839,1138,2432,1552,5639,1384,2119,1935,1560,1095,2836,181
"PMVK",887,1674,1583,638,1071,2311,2275,1940,1619,2007,4213,1462,1117,3202,868
"PNCK",3,2671,5,24,896,101,615,12607,16,881,6,118,116,16,798
"PNISR",9961,4019,9365,3165,8701,8014,7233,22008,7491,6355,7252,13511,21321,16001,4631
"PNKD",3118,3626,3100,1064,2893,3540,2481,2628,2517,2312,7831,1683,2012,4064,365
"PNKP",2346,1455,2204,377,1438,2303,1925,5619,3987,3431,3391,1657,2284,3065,1872
"PNLDC1",58,7,30,13,15,14,12,19,0,5,0,4,27,34,12
"PNLIP",0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"PNLIPRP1",1,0,0,16,0,0,0,1,0,0,0,0,0,0,0
"PNLIPRP3",0,0,0,0,7,0,0,0,0,0,0,9,0,4,0
"PNMA1",3856,971,2469,608,1560,4997,2136,6421,2453,3448,6667,2602,4630,3481,1836
"PNMA2",125,114,51,28,62,461,178,5532,158,71,288,113,1349,87,3
"PNMA3",223,3,107,45,8,17,5,636,95,1,12,19,171,141,35
"PNMA5",22,0,1224,2391,0,2,0,4,0,0,3,1,2,9,0
"PNMA6A",21,6,15,2,44,14,6,73,0,8,21,0,16,8,0
"PNMT",0,1650,93,69,10,97,1,2174,131,190,11,16,0,3,210
"PNN",7177,3464,6094,3535,5472,5641,6856,23911,5427,9123,6446,9978,7699,10440,7928
"PNO1",651,1149,1139,823,1349,2909,2203,6662,1438,2087,2733,540,914,2556,383
"PNOC",110,59,688,51,4,8,1,176,97,4,16,15,287,568,1
"PNP",2054,1961,2760,932,3110,3623,4689,3894,1642,3707,3853,3313,2399,9483,1378
"PNPLA1",9,33,9,0,6,818,1,15,4,13,1,23,18,7,15
"PNPLA2",3466,2120,4145,531,3704,5059,4049,2663,4164,3328,9088,3238,12177,2906,2095
"PNPLA3",42,10,42,20,452,5,68,67,12,520,364,32,58,37,455
"PNPLA4",327,605,346,322,1659,334,792,702,315,1533,712,474,777,841,0
"PNPLA5",0,0,2,7,0,7,0,0,0,20,1,1,2,4,0
"PNPLA6",4725,2878,3609,1283,2782,8175,5240,4096,4881,5479,4662,2754,3762,7388,1249
"PNPLA7",525,149,1209,323,650,250,64,458,280,112,132,221,1514,1581,400
"PNPLA8",1505,1881,1930,894,3510,4965,4872,9925,1918,4651,4417,3242,2580,5797,2228
"PNPO",1937,2002,1918,762,4632,3231,7858,3733,2233,7417,6174,1859,2202,7042,250
"PNPT1",1152,1414,1531,660,2517,4738,2849,10028,1761,4332,4251,1220,1991,4263,779
"PNRC1",14093,7616,15532,3884,6395,7671,6576,18061,6877,5171,9597,3166,11885,21442,2393
"PNRC2",3775,4095,7391,1711,5461,4014,6340,11649,5241,5799,3559,3421,4082,9778,2377
"POC1A",330,553,611,265,772,957,1177,4110,1337,1266,912,456,129,822,233
"POC1B",1261,803,1236,420,2228,2088,1336,3070,820,1906,1651,1441,1537,3018,901
"POC1B-GALNT4",24,9,21,2,9,3,15,31,0,11,9,13,16,14,4
"POC5",496,337,692,228,616,566,467,2199,466,866,675,659,932,1721,497
"PODN",1365,575,502,423,180,2809,423,298,1113,635,195,311,8552,115,17
"PODNL1",385,20,22,45,138,529,141,32,269,25,9,318,2135,13,0
"PODXL",5429,8434,6009,1824,3378,4507,3072,4909,3392,12034,10042,9256,17629,9439,68
"PODXL2",490,796,515,918,364,152,257,15750,3297,1260,29,41,313,3050,107
"POF1B",515,3085,1235,1090,9747,4,2987,6714,6620,16805,720,4075,56,725,30
"POFUT1",3304,3828,2790,1386,4993,7496,7390,9081,4886,5933,9010,14179,4624,5035,1826
"POFUT2",1837,1124,1312,313,1226,1992,2683,4826,2117,2228,1286,1530,3128,1674,1532
"POGK",6870,7247,11722,2598,8833,21334,7979,27026,16368,17476,18094,5414,4820,9898,24813
"POGLUT1",1313,1127,1805,201,1400,1644,3108,5137,1256,2992,3009,1314,2009,4669,846
"POGZ",10619,5367,15909,2889,7389,22347,8142,27646,10007,11961,29224,6887,11939,11164,7585
"POLA1",2675,1526,3285,1404,2699,5222,2884,6345,2720,6030,5460,7733,2643,4924,2038
"POLA2",1076,973,2048,423,1587,2255,1721,5763,1809,1741,2191,3921,1125,2823,1691
"POLB",1050,875,1375,308,4681,1089,1847,2941,1932,2187,1740,1905,984,2330,381
"POLD1",5870,868,1890,428,865,1762,1445,11890,2564,3402,4018,1397,831,3127,1114
"POLD2",1298,3832,2452,1026,3922,3983,3473,13386,3180,6237,12057,4569,1400,5310,662
"POLD3",1846,980,1817,462,2026,2295,2674,7629,1568,7325,2767,4493,1717,3798,2208
"POLD4",853,1219,2014,366,821,1020,890,721,596,694,401,758,980,1998,239
"POLDIP2",2742,3411,4149,2413,6212,9148,11963,16397,6237,7353,12327,3493,3417,9491,827
"POLDIP3",3556,3448,4438,899,4895,4226,5287,8067,3336,7694,5412,4546,4620,8562,1132
"POLE",4635,2517,6669,2358,4380,6537,4780,32399,5565,6578,8840,6049,3124,6723,8714
"POLE2",291,236,194,83,416,750,330,1907,173,882,1098,1580,185,498,689
"POLE3",2441,2579,3236,1751,3347,4424,2675,13407,2791,6161,4432,3868,2503,8259,1560
"POLE4",497,639,852,246,730,1113,501,2347,740,1560,717,638,1245,2200,242
"POLG",5009,4142,4017,1783,3454,5128,10942,8216,4091,5204,6519,3634,4079,8777,2062
"POLG2",1056,356,888,272,480,1307,816,2685,813,1378,1008,915,1259,1601,514
"POLH",1414,882,2575,390,1114,1588,1398,1614,1182,1473,2285,1398,2668,2855,840
"POLI",1123,1136,1114,438,2204,4574,2688,8437,1445,3564,3058,1263,3494,2157,1931
"POLK",2488,1256,1818,564,2710,3181,2722,4749,1415,3260,2988,1843,4698,5306,1204
"POLL",1025,602,1187,218,1129,711,1720,2588,771,1510,1036,808,1749,2157,638
"POLM",1562,1013,1977,370,946,1860,1429,2359,1035,975,1637,1120,1985,2374,890
"POLN",196,22,141,158,153,134,88,327,82,70,27,106,759,225,35
"POLQ",1176,832,1382,549,1765,2526,2305,20695,2117,2922,2625,3175,310,2659,2010
"POLR1A",5383,5949,5746,2433,5006,13036,14828,47420,9823,16553,11412,4471,6329,10773,1416
"POLR1B",1387,2583,2396,644,4276,5190,8457,7809,2294,3114,5099,1741,2149,6530,519
"POLR1C",917,1137,981,419,1827,1407,2448,3299,1620,3087,2475,1707,1242,2517,718
"POLR1D",2526,6736,4090,1003,6475,5157,8722,11041,2879,10409,4953,7041,3329,7373,2855
"POLR1E",947,1148,1711,234,1463,2010,888,7427,1792,2450,15236,1119,1418,3540,838
"POLR2A",19608,12045,23504,5848,26991,14394,20041,97142,25101,36472,16863,18987,22016,25214,5183
"POLR2B",5154,6223,7960,6246,10566,12469,15960,25235,5806,15204,14893,7620,7634,15479,3249
"POLR2C",1416,2262,2399,1282,3279,3375,5806,11796,4556,4959,3352,2202,2754,4753,774
"POLR2D",2189,2276,2676,693,3561,4157,2283,10130,2759,3623,3203,2149,2773,5069,944
"POLR2E",5048,3590,3859,2073,4191,6367,5671,4567,4310,5974,4970,3895,3084,8175,1145
"POLR2F",4,2,20,1,1,2,4,27,0,7,0,1,8,15,4
"POLR2G",1024,1979,2302,486,1594,2341,3024,2605,2251,4365,2910,2264,1664,3575,673
"POLR2H",1330,1281,1361,705,1856,3396,4452,6044,1759,2797,2588,2389,1654,4893,1592
"POLR2I",1443,1096,1445,1181,1058,1739,1284,3058,1331,2767,3641,681,488,1758,379
"POLR2J",897,2772,1298,1220,1056,1028,1533,2870,1003,1581,1535,884,676,1898,439
"POLR2J2",2,1,6,7,5,5,8,4,5,0,13,14,2,8,1
"POLR2J3",712,1627,818,70,342,455,260,1640,355,339,668,877,463,659,265
"POLR2K",1124,1343,1685,1974,2499,3161,2821,4784,1589,3033,7719,2826,1416,6434,2522
"POLR2L",1414,2470,2774,719,2209,2442,3073,3351,1061,1505,1847,1559,1544,2353,552
"POLR2M",792,1239,1262,291,1081,1230,2288,3121,1185,1429,1293,874,1419,2551,482
"POLR3A",5524,2348,2704,919,3371,2700,5280,21883,2728,5991,5084,2176,3616,6379,1637
"POLR3B",1272,1810,914,601,2569,1540,2883,9949,1061,3044,2416,1970,1632,2456,949
"POLR3C",1716,1113,2108,712,1842,1693,2220,5040,2440,1984,10283,1656,1955,3392,1738
"POLR3D",1814,1829,1853,743,1823,2617,3516,7015,1943,4361,2597,1686,3555,3468,975
"POLR3E",1671,1568,2288,1386,2204,2849,2799,10310,3984,3876,2866,2047,2811,4494,1285
"POLR3F",439,462,582,191,844,1122,784,1869,519,1046,2668,1002,756,1211,461
"POLR3G",61,59,144,41,124,1107,365,390,111,342,348,293,252,1229,67
"POLR3GL",1264,949,1297,551,623,737,1287,1161,1206,1270,1680,983,1696,3238,146
"POLR3H",1693,1822,1728,634,1822,2449,5335,3869,2558,4174,3582,1706,2414,4191,813
"POLR3K",363,578,825,339,757,844,1104,2537,540,1259,1012,583,422,1908,246
"POLRMT",2652,1878,1838,1329,1388,3424,2496,3442,2041,3674,2547,1774,1840,4629,764
"POM121",4432,7639,6098,1124,3272,6101,4314,14774,5443,7155,5991,4185,3875,6958,1807
"POM121C",4150,6523,5012,1050,2963,3854,4481,12897,4375,6655,5391,2967,3274,6082,1663
"POM121L12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POM121L2",0,5,0,2,2,0,38,84,124,0,889,0,0,0,0
"POMC",92,25,154,16,8,40,39,118,114,28,23,10,58,325,0
"POMGNT1",2453,3283,1948,795,3005,3057,5804,8078,3381,7703,6698,1995,3193,5259,1594
"POMGNT2",436,375,465,414,640,2466,2845,3609,1742,1242,1239,783,733,1037,177
"POMK",1135,1711,1897,313,1386,2251,3874,3863,2812,4109,5407,2496,1490,2183,637
"POMP",2417,4177,3497,1448,5215,7334,5765,4949,1656,5215,3545,4912,2087,5276,2440
"POMT1",1365,524,1315,426,1128,2059,1052,3050,1533,1793,1185,1197,1786,2402,1422
"POMT2",1022,889,608,423,1180,1840,1795,3672,605,1896,2397,3073,1282,923,1534
"POMZP3",217,974,671,139,284,185,235,972,371,443,1059,700,324,982,209
"PON1",11,0,2,11,7041,1045,199,48,0,603,1877,21,12,2,0
"PON2",1328,2975,1013,1188,3966,5008,6261,12420,2124,7204,4055,3699,3505,2009,114
"PON3",22,38,42,227,2908,1881,117,429,38,445,931,136,263,7,0
"POP1",671,492,1038,1125,1166,2148,1062,2926,786,1567,1500,1077,900,2055,763
"POP4",1286,1174,1998,983,1479,2798,2437,2784,2111,3552,5558,1115,1264,3855,929
"POP5",786,454,862,488,685,900,870,2665,1364,1686,1602,765,929,2138,346
"POP7",577,1616,895,701,983,1317,1478,3434,1061,1415,1815,1072,536,2599,441
"POPDC2",253,123,380,59,30,118,67,133,130,75,13,58,516,912,16
"POPDC3",271,3,275,0,0,12,87,20,202,45,1199,37,9,6,1
"POR",1779,4803,4086,2589,7926,6128,13499,17269,13300,7172,6140,4788,3253,11722,1445
"PORCN",425,133,322,137,210,2004,439,93,262,500,1058,1612,426,780,169
"POSTN",31405,19287,1071,1910,5360,86090,26304,5670,87729,39079,5601,4902,22131,1016,214
"POT1",719,1523,1251,740,2084,4043,2247,4465,2384,3313,2478,1581,1903,2758,1203
"POTEB",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"POTEB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POTEB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POTEC",0,0,0,5,0,0,0,1,0,1,0,0,4,0,0
"POTED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POTEE",10,6,15,301,123,545,71,6959,31,20,27,9,49,38,2
"POTEF",2,1,2,300,156,902,73,11209,11,16,4,4,21,5,0
"POTEG",12,19,16,19,1,2,2,244,320,2,7,1,2,7,0
"POTEH",13,10,5,0,0,6,0,481,188,14,0,3,0,3,0
"POTEI",3,4,4,2,3,36,10,204,7,4,7,7,6,18,0
"POTEJ",3,4,3,8,14,39,31,74,19,12,17,4,7,22,1
"POTEM",3,0,1,0,0,0,0,47,7,0,0,0,0,1,0
"POU1F1",8,0,0,0,0,0,2,0,0,2,1,2,1,0,2
"POU2AF1",3993,1372,18318,624,123,206,106,2335,1090,42,448,2133,4224,6066,49
"POU2F1",4574,3623,6886,2209,4685,6999,5508,37209,9845,8916,11253,4854,4272,6622,3254
"POU2F2",2674,798,10369,486,214,638,268,3506,1388,393,336,642,2684,7335,355
"POU2F3",11,112,193,55,143,156,60,228,320,56,259,257,11,85,118
"POU3F1",325,173,229,66,32,56,2288,100,106,666,26,136,28,312,1
"POU3F2",1,0,0,36,1,16,0,0,0,0,6,0,5,1,0
"POU3F3",1,1,5,33,0,4,11,101,0,0,0,0,2,0,0
"POU3F4",0,0,86,12,0,0,0,2,1,0,2,0,0,0,0
"POU4F1",6,6,107,14,2,2,133,48,15,28,4,327,8,19,4
"POU4F2",0,0,0,18,0,0,0,1,1,0,0,0,0,0,0
"POU4F3",79,5,6,2,0,6,7,2,0,3,0,1,3,5,0
"POU5F1",150,28,31,3,13,21347,137,40,711,234,23,76,96,42,1470
"POU5F1B",23,8,34,2,27,68,17,246,16,38,62,70,21,212,1
"POU5F2",656,169,390,104,432,460,307,891,423,491,209,547,963,726,581
"POU6F1",560,118,719,198,95,408,158,821,333,161,161,184,1283,995,139
"POU6F2",15,0,273,117,76,118,7,4353,570,29,1224,9,73,136,0
"PP2672",3,6,9,6,0,1,0,8,12,0,0,1,1,13,0
"PP2D1",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"PPA1",2848,5281,4354,1062,17623,5784,7997,35355,4270,10450,4974,3280,4087,19196,1065
"PPA2",1618,1417,1614,924,3921,4626,3746,4086,1411,4612,7249,3052,2079,3850,679
"PPAN",449,417,506,261,169,533,571,844,381,712,407,396,276,1143,150
"PPAN-P2RY11",0,0,0,0,1,0,0,3,0,0,0,0,0,7,0
"PPARA",3216,3362,3006,615,7895,4331,3579,4126,2595,3835,12637,2475,3608,7306,215
"PPARD",3460,1768,2682,662,3303,3944,2587,15316,3269,7147,9640,2198,2602,4088,1312
"PPARG",636,5668,229,277,10448,12138,15236,31191,8455,23681,168,6811,3332,953,2686
"PPARGC1A",49,17,64,38,2099,126,106,51,12,439,1426,468,915,36,17
"PPARGC1B",2083,2628,1362,501,2901,1753,1720,4429,1435,3416,1406,1213,1771,4155,263
"PPAT",550,1230,840,659,1518,3307,1546,3318,876,2715,3916,1475,671,1633,711
"PPBP",30,121,268,0,13,1547,332,409,0,23,8,303,48,537,733
"PPCDC",897,385,702,378,755,431,1308,1601,666,825,599,565,922,1034,338
"PPCS",1344,1811,2050,1720,3584,2397,5569,7233,3536,3634,2972,1521,1874,4600,1404
"PPDPF",6552,22739,8981,9042,8445,8316,11500,11482,12455,9468,4389,6211,3666,5833,1305
"PPEF1",54,17,8,129,6,396,47,9,32,37,0,38,72,32,0
"PPEF2",3,0,10,0,2,0,1,4,2,0,0,2,7,8,4
"PPFIA1",4458,2987,4432,3081,4687,7378,6363,12359,7609,10963,8274,9044,8602,8909,3332
"PPFIA2",33,19,63,15,15,529,61,1338,12,39,14,159,415,28,0
"PPFIA3",869,281,413,326,352,217,3080,5535,499,738,1683,495,299,1951,36
"PPFIA4",165,32,39,135,195,485,155,2907,181,105,841,313,143,94,1177
"PPFIBP1",2340,3276,3798,1306,5674,15851,15183,13075,6110,9904,4154,4403,14226,9105,4528
"PPFIBP2",4924,4618,2673,1188,8429,2231,11329,6259,7329,8427,5807,1207,2371,2795,2468
