"GENE_SYMBOL","GSM5512434","GSM5512437","GSM5512443","GSM5512446","GSM5512449","GSM5512452","GSM5512455","GSM5512458"
"TMEM150C",193,500,249,60,798,2458,1228,816
"TMEM151A",24,17,5,10,6,0,12,12
"TMEM151B",1625,13,322,119,1034,1159,1437,14
"TMEM154",9,205,394,217,387,100,856,209
"TMEM156",2,61,59,0,536,80,880,136
"TMEM158",24,97,164,28,74,149,205,147
"TMEM159",750,1225,5022,1971,1153,1085,3744,1886
"TMEM160",208,362,249,594,220,180,287,475
"TMEM161A",2438,5003,2071,2096,1178,1054,1528,3138
"TMEM161B",549,4339,5356,3225,3387,1306,4812,3107
"TMEM163",35,5451,293,123,280,743,359,282
"TMEM164",429,2550,1576,3817,2674,901,4497,20023
"TMEM165",1483,5359,6603,5848,6147,3327,11535,6531
"TMEM167A",76,981,1445,746,969,496,2104,1119
"TMEM167B",283,829,872,557,719,489,1172,736
"TMEM168",407,8516,11318,4290,9914,3136,16158,17460
"TMEM169",3,402,55,28,30,57,76,34
"TMEM17",9,398,97,114,288,113,229,508
"TMEM170A",54,372,228,450,246,123,384,357
"TMEM170B",28,211,148,198,115,120,168,212
"TMEM171",4367,370,2771,325,631,437,445,396
"TMEM174",0,0,1,0,0,0,0,0
"TMEM175",1189,3138,2994,5279,3100,2807,4489,3347
"TMEM176A",990,761,2245,282,2187,603,2482,2880
"TMEM176B",2465,1133,4008,396,4441,1820,4335,4033
"TMEM177",226,959,780,998,379,280,685,779
"TMEM178A",13,370,90,44,43,63,304,82
"TMEM178B",112,153,607,635,1831,5732,4531,6562
"TMEM179",7,59,69,683,2,2,1,147
"TMEM179B",1262,3353,3218,3166,2698,1797,2847,3417
"TMEM18",593,1927,1809,2823,1200,846,2103,2366
"TMEM181",1268,2782,3213,4685,2914,1585,5395,3584
"TMEM182",60,1416,2845,664,1008,364,2136,609
"TMEM183A",3833,7807,8115,6260,5245,3544,7355,7826
"TMEM184A",2105,1683,3328,2516,50,538,233,544
"TMEM184B",8367,13323,13373,28674,8162,7738,15838,19471
"TMEM184C",430,3907,4095,1823,2965,1319,4400,3194
"TMEM185A",279,1341,1145,1157,592,463,1763,1499
"TMEM185B",985,4787,4364,3617,2455,1444,2955,5172
"TMEM186",344,774,1342,948,555,489,987,713
"TMEM187",335,1203,663,485,362,238,600,410
"TMEM19",245,1104,1068,367,2037,1604,5660,3360
"TMEM190",11,17,4,10,6,34,16,27
"TMEM191B",190,213,187,236,17,3,95,88
"TMEM192",149,2066,950,1744,580,283,1177,1182
"TMEM196",0,0,0,0,0,0,0,0
"TMEM198",86,413,129,383,280,299,241,150
"TMEM199",114,620,422,310,264,287,364,509
"TMEM200A",161,8061,981,148,2317,1882,4465,3449
"TMEM200B",109,192,141,111,55,66,279,67
"TMEM200C",1,0,0,0,1,0,1,2
"TMEM201",2978,11948,7995,15253,3381,2028,4443,4457
"TMEM202",1,0,0,0,0,0,0,0
"TMEM203",838,1208,844,1023,660,484,950,1332
"TMEM204",139,656,721,622,581,383,2503,933
"TMEM205",403,15479,2505,3121,2058,1595,2479,5421
"TMEM207",0,0,0,6,0,3,0,0
"TMEM208",238,1105,680,1249,601,338,918,691
"TMEM209",604,5484,4423,3202,2918,1525,4936,5112
"TMEM210",0,14,23,6,0,5,0,5
"TMEM211",1,0,0,0,0,1,0,95
"TMEM212",1,0,0,0,0,0,0,0
"TMEM213",43,18,1,4,5,0,2,0
"TMEM214",2071,8326,5426,5323,5214,2829,8988,9722
"TMEM215",41,8,16,0,11,0,22,0
"TMEM216",205,688,651,306,366,228,567,772
"TMEM217",6,433,138,116,48,55,130,34
"TMEM218",342,1407,1277,779,847,563,1505,1529
"TMEM219",2314,3563,3381,4216,2979,2425,3712,3513
"TMEM220",9,279,116,131,307,42,552,144
"TMEM221",1,4,0,0,0,2,3,0
"TMEM222",210,1976,1611,2131,1317,645,1583,1197
"TMEM223",514,1002,818,983,496,419,789,786
"TMEM225",0,0,0,0,0,0,0,0
"TMEM229A",1,6,0,0,0,0,6,0
"TMEM229B",242,173,176,51,448,133,236,418
"TMEM230",1075,10255,10150,5936,7819,3556,15981,10062
"TMEM231",81,385,164,421,195,162,443,443
"TMEM232",16,548,230,387,284,186,403,71
"TMEM233",4,50,29,58,6,17,42,6
"TMEM234",1542,4061,2740,3283,1990,1664,3369,3812
"TMEM235",0,4,7,0,0,0,1,7
"TMEM236",16,96,80,14,28,7,176,20
"TMEM237",261,2000,1164,1113,797,455,2001,1934
"TMEM238",140,103,139,288,58,34,53,67
"TMEM239",0,0,0,0,0,0,0,0
"TMEM240",10,89,51,321,26,40,115,193
"TMEM241",54,844,358,825,376,273,768,786
"TMEM242",80,1037,650,585,441,307,686,355
"TMEM243",35,720,398,250,793,281,1805,752
"TMEM244",0,3,16,3,28,8,26,9
"TMEM245",1819,10834,7757,9186,5879,2889,13248,10285
"TMEM248",1054,8125,6493,4638,6367,3415,11567,8471
"TMEM249",6,70,11,65,4,0,6,33
"TMEM25",411,2065,784,3870,1006,552,2055,1509
"TMEM251",41,1272,548,382,390,136,529,538
"TMEM252",0,0,0,0,2,1,1,1
"TMEM253",14,70,119,39,41,12,94,15
"TMEM254",128,411,520,492,579,321,909,703
"TMEM255A",7,34,186,28,90,79,83,93
"TMEM255B",202,418,684,328,359,374,1343,275
"TMEM256",83,866,398,311,317,172,771,477
"TMEM258",537,2574,2315,2059,1684,1061,2329,2331
"TMEM259",12077,28189,16168,22591,15618,11267,20752,27284
"TMEM26",28,285,156,65,61,116,127,142
"TMEM260",634,4383,4257,2505,3559,1832,4456,3005
"TMEM262",31,22,8,28,20,49,152,8
"TMEM263",300,1576,687,984,1066,1214,3100,1245
"TMEM30A",836,11197,7632,3347,8513,3960,13493,5199
"TMEM30B",568,11468,1682,22483,323,448,838,3674
"TMEM31",5,12,6,12,1,0,24,7
"TMEM33",1145,3131,7434,2793,2905,1328,3755,3039
"TMEM37",800,3178,1503,443,564,1074,1195,827
"TMEM38A",1288,993,485,634,292,350,360,340
"TMEM38B",53,1387,385,998,583,659,1111,702
"TMEM39A",494,7187,6465,2758,5488,3604,10140,5523
"TMEM39B",1075,2671,2996,4176,2924,2692,3268,4171
"TMEM40",392,21,1026,233,356,339,1612,258
"TMEM41A",390,2124,1466,1036,1326,753,1934,2739
"TMEM41B",235,2111,1290,1742,1493,611,1345,2032
"TMEM42",63,853,388,413,429,301,858,558
"TMEM43",4113,3464,5777,7747,3971,1865,8129,2490
"TMEM44",122,847,340,2215,340,428,1328,873
"TMEM45A",70,695,492,81,626,339,1834,452
"TMEM45B",277,261,243,118,122,224,506,49
"TMEM47",35,1312,262,114,211,131,798,171
"TMEM50A",403,2733,4145,1824,4308,1794,4895,2687
"TMEM50B",233,1497,1348,1020,1173,540,3056,1531
"TMEM51",3501,914,10717,11601,4609,1473,3476,1092
"TMEM52",19,497,462,86,12,10,11,53
"TMEM52B",3,11,15,11,25,4,2,179
"TMEM53",199,673,459,498,274,163,432,795
"TMEM54",223,2616,906,3386,595,492,1002,3418
"TMEM59",2578,8913,10581,7858,8295,3259,10456,5002
"TMEM59L",4,15,23,842,28,58,117,46
"TMEM60",87,1129,881,751,911,280,879,682
"TMEM61",712,408,140,1,16,19,26,0
"TMEM62",240,1985,1597,1884,2660,621,2793,2279
"TMEM63A",8773,9095,9130,18102,13868,6828,23257,14957
"TMEM63B",3250,15269,14345,16164,10367,6191,10258,8397
"TMEM63C",21,1905,212,292,36,178,71,23
"TMEM64",115,2289,664,255,662,450,1560,343
"TMEM65",168,3998,767,469,797,390,1489,517
"TMEM67",296,7479,1407,2172,1142,1155,2630,2299
"TMEM68",338,5001,2759,1654,1918,942,3860,3327
"TMEM69",173,2520,4741,1415,2674,1589,3784,4149
"TMEM70",165,2005,1083,523,1011,302,1505,1553
"TMEM71",11,109,107,38,445,139,1071,172
"TMEM72",8,6,0,1,0,3,4,35
"TMEM74",1,479,12,35,24,6,37,38
"TMEM74B",94,444,233,277,189,160,553,136
"TMEM78",0,0,0,0,0,0,0,0
"TMEM79",494,920,1246,1928,599,625,993,1245
"TMEM80",3036,3086,5535,3417,1707,1363,2394,2253
"TMEM81",198,431,721,393,216,267,291,530
"TMEM82",6,3,5,6,4,0,9,63
"TMEM86A",213,249,543,376,322,260,341,366
"TMEM86B",33,36,78,268,66,45,112,159
"TMEM87A",962,4996,5267,3565,4184,1946,6514,3424
"TMEM87B",516,3280,5585,2815,4146,1570,4857,2514
"TMEM88",499,353,655,287,687,363,856,280
"TMEM88B",2,5,32,134,4,18,17,0
"TMEM89",5,6,4,68,0,2,9,26
"TMEM8B",1106,2157,2227,1525,1106,701,1927,1107
"TMEM9",310,2830,1341,1661,867,717,1458,1023
"TMEM91",886,477,767,1180,390,315,971,637
"TMEM92",12,47,14,22,43,22,84,232
"TMEM95",5,20,19,10,2,4,20,33
"TMEM97",109,3433,662,1591,488,1023,627,4001
"TMEM98",283,1663,438,3466,395,306,2213,232
"TMEM99",187,1923,951,446,260,484,705,378
"TMEM9B",959,1954,2232,1541,1473,472,2170,1310
"TMF1",575,3159,4298,5065,6912,3233,15486,3924
"TMIE",2,88,16,11,10,6,11,1
"TMIGD1",0,0,0,0,0,0,0,0
"TMIGD2",4,67,18,7,89,26,217,38
"TMIGD3",49,483,1067,198,834,324,2059,773
"TMLHE",424,1915,3564,1365,1984,1401,3116,1834
"TMOD1",28,1222,681,1434,346,431,1145,560
"TMOD2",99,1438,714,1257,697,561,1541,2692
"TMOD3",578,3217,3418,2936,3574,1923,6154,3121
"TMOD4",0,0,4,0,0,0,0,1
"TMPO",2521,10369,8348,16129,11958,7678,18489,28737
"TMPPE",1084,3713,6999,4141,4098,2355,7418,4287
"TMPRSS11A",1,20,62,12,1342,18,594,10
"TMPRSS11B",0,1,2,2,1,0,3,0
"TMPRSS11D",1,0,2,3,12,4,11,38
"TMPRSS11E",8,15,1486,397,19,39,455,38
"TMPRSS11F",6,0,660,2,202,8,97,120
"TMPRSS12",2,3,19,2,5,2,25,23
"TMPRSS13",251,1116,1790,1474,669,354,1723,21996
"TMPRSS15",1,8,1,1,1,0,5,1
"TMPRSS2",36,779,124,73,16,46,69,591
"TMPRSS3",29,81,49,1,178,42,60,274
"TMPRSS4",1214,5618,2916,16654,2188,2455,9421,3860
"TMPRSS5",64,150,201,371,187,142,271,185
"TMPRSS6",895,113,1318,43,40,404,42,927
"TMPRSS7",6,147,20,75,11,15,17,3
"TMPRSS9",91,517,34,32,8,77,162,195
"TMSB10",10873,13874,21859,16924,20889,24458,35629,23843
"TMSB15A",0,17,17,164,1,4,32,8
"TMSB15B",4,5,7,29,10,4,1,26
"TMSB4X",1798,18623,9439,4957,18727,15539,29575,12892
"TMSB4Y",0,0,249,0,0,127,194,179
"TMTC1",506,6414,2262,2394,2853,1965,10027,6746
"TMTC2",1895,2944,6841,1813,6861,8155,12403,40044
"TMTC3",1350,6215,10346,2994,7327,4653,13980,11672
"TMTC4",1094,6186,5235,7447,3006,1268,4164,7888
"TMUB1",1400,2848,1660,3006,1333,1085,1788,3540
"TMUB2",1437,6847,5300,3869,3759,3996,5451,5307
"TMX1",1451,5931,3587,3101,3347,1559,4390,2841
"TMX2",1038,3466,4596,2779,2790,1602,3716,4579
"TMX3",105,2753,2522,1316,2672,784,3344,1882
"TMX4",930,1570,1485,3164,1363,751,3698,1008
"TNC",1286,7985,13353,7529,22389,13294,63409,6478
"TNF",63,232,225,46,276,251,99,2135
"TNFAIP1",758,4064,2265,4008,2082,2229,4254,4332
"TNFAIP2",9008,17872,32765,19798,96244,119903,161186,80244
"TNFAIP3",1329,3871,2883,3787,44632,88413,43295,54106
"TNFAIP6",18,138,367,106,441,516,1037,218
"TNFAIP8",187,793,2964,12911,5254,2880,11119,3993
"TNFAIP8L1",576,614,438,229,229,159,278,1059
"TNFAIP8L2",9,58,95,18,173,78,209,178
"TNFAIP8L3",11,209,123,271,117,43,515,88
"TNFRSF10A",1664,2079,1885,3755,2500,1085,3689,2962
"TNFRSF10B",2904,2549,5226,2546,6132,5268,11324,14713
"TNFRSF10C",41,327,180,51,320,201,814,186
"TNFRSF10D",59,334,321,721,647,296,1478,586
"TNFRSF11A",882,1005,1115,477,1670,12840,3271,2325
"TNFRSF11B",5,187,670,44,738,24365,4826,724
"TNFRSF12A",367,831,617,1130,163,230,466,426
"TNFRSF13B",4,11,27,1,253,56,660,54
"TNFRSF13C",60,114,187,220,290,568,954,364
"TNFRSF14",3627,10573,11655,5541,8967,7350,9039,10546
"TNFRSF17",0,2,16,2,644,45,246,19
"TNFRSF18",899,275,3294,1916,1432,494,1418,1485
"TNFRSF19",84,803,2412,243,7994,6216,8901,101
"TNFRSF1A",2943,5440,7046,3896,4358,3200,11307,55979
"TNFRSF1B",360,1130,870,517,2818,2470,2932,3635
"TNFRSF21",1246,7634,3130,1472,8243,2217,22012,6904
"TNFRSF25",2802,2553,19632,17756,5615,2986,6912,7012
"TNFRSF4",371,417,4217,695,3653,655,2656,5100
"TNFRSF6B",0,0,0,0,0,0,0,0
"TNFRSF8",44,75,61,10,238,140,144,128
"TNFRSF9",19,175,66,94,746,1164,996,264
"TNFSF10",210,1332,3113,516,18814,4694,9803,7932
"TNFSF11",6,39,351,24,188,21,378,24
"TNFSF12",207,483,498,192,518,298,1132,449
"TNFSF12-TNFSF13",0,1,1,2,0,3,1,0
"TNFSF13",335,276,626,297,435,237,450,246
"TNFSF13B",109,357,460,143,1637,518,705,735
"TNFSF14",85,62,185,5,210,94,283,604
"TNFSF15",43,74,398,37,163,250,248,394
"TNFSF18",0,18,36,2,66,76,262,15
"TNFSF4",23,124,507,25,470,408,807,476
"TNFSF8",4,163,153,15,1120,168,2173,214
"TNFSF9",37,231,96,71,333,272,449,560
"TNIK",216,12378,1912,580,3775,18101,14266,11960
"TNIP1",7595,4933,15287,11202,15917,14191,26369,14718
"TNIP2",884,1489,1870,2184,1690,1201,3242,4100
"TNIP3",7,444,18,1,414,96,458,322
"TNK1",38,562,721,1255,269,157,695,322
"TNK2",2514,10556,5371,13894,9524,3589,14173,16042
"TNKS",4392,15630,10630,10418,7840,4764,15219,15596
"TNKS1BP1",27170,43807,30719,21640,28470,21778,79001,49798
"TNKS2",1595,5088,14295,12457,11688,5045,16771,12969
"TNMD",8,2,4,0,129,0,109,0
"TNN",34,46,132,334,215,61,241,217
"TNNC1",11,203,8,106,33,25,65,33
"TNNC2",16,286,51,194,14,23,122,10
"TNNI1",10,6,2,0,2,27,9,1
"TNNI2",29,50,99,42,46,21,28,207
"TNNI3",0,30,1,29,0,3,0,11
"TNNI3K",1,27,23,5,56,12,17,2
"TNNT1",3,687,0,2323,13,30,94,69
"TNNT2",839,164,1088,249,202,97,566,267
"TNNT3",462,353,10573,148,102,277,424,30
"TNP1",0,0,0,0,0,0,0,0
"TNP2",3,0,0,0,0,8,4,0
"TNPO1",1183,12510,13771,9343,10893,5795,19626,11497
"TNPO2",7428,19289,13160,19966,9478,8529,13312,25813
"TNPO3",2029,10184,9425,7458,6324,3786,10715,12966
"TNR",2,120,42,5,33,20,515,7
"TNRC18",29357,25604,40092,109743,42201,34078,72741,101820
"TNRC6A",4886,18744,36813,21793,25293,17242,64749,23920
"TNRC6B",10317,11384,33432,26539,27185,20635,54359,24139
"TNRC6C",10689,38694,14119,15390,11974,5261,24539,30117
"TNS1",9319,30440,27013,21273,17565,8256,60408,14454
"TNS2",3815,9716,9147,11335,6605,4287,34165,7104
"TNS3",4070,85604,13267,6681,14735,17870,36176,33373
"TNS4",814,432,5000,26935,9640,1697,11895,26901
"TNXB",10483,7861,4139,1612,6052,1988,27784,3275
"TOB1",1844,7647,10332,7061,10599,7540,23582,11367
"TOB2",3217,3338,5905,3711,2309,2736,5189,4954
"TOE1",751,1536,2045,2903,1911,902,2019,4233
"TOLLIP",3346,3006,4843,6009,2536,1790,4140,4729
"TOM1",2742,2614,2489,1786,1847,1662,3814,2598
"TOM1L1",719,5139,3684,1285,3195,4049,6058,4342
"TOM1L2",1306,7373,4056,4839,2556,1399,5299,2353
"TOMM20",2584,4957,11214,3020,3726,3346,5041,5605
"TOMM20L",4,33,34,42,29,6,48,13
"TOMM22",4228,2986,4223,3488,1995,2859,2925,4492
"TOMM34",1082,8714,3553,2926,1129,755,1567,1510
"TOMM40",3157,4839,5461,5788,2101,2056,3175,10190
"TOMM40L",951,1456,2280,1355,965,839,1924,1242
"TOMM5",604,842,699,902,556,672,995,548
"TOMM6",0,0,0,0,0,0,0,0
"TOMM7",802,3633,3737,1855,1360,1260,3878,3814
"TONSL",2925,5258,3068,10655,1655,1395,2292,13614
"TOP1",1614,9263,8870,10460,8781,5057,12226,6575
"TOP1MT",1157,3233,3455,3026,2046,1899,4046,6012
"TOP2A",2240,35490,11742,20074,12040,7584,14540,45671
"TOP2B",1884,19347,32729,19046,22566,9712,42433,11914
"TOP3A",1436,8485,3522,13924,4020,1990,6894,6302
"TOP3B",2618,11223,6891,9020,3891,4248,7037,16458
"TOPAZ1",1,0,0,0,1,2,4,0
"TOPBP1",2037,12040,13966,11458,10531,5283,17323,14301
"TOPORS",950,6764,6811,5738,5106,1762,9014,3329
"TOR1A",792,2569,3024,2823,2633,1293,4201,3620
"TOR1AIP1",1092,3521,4761,2749,4855,2325,9418,3620
"TOR1AIP2",2002,14837,23708,5702,13441,7030,25052,13336
"TOR1B",671,3636,2191,2620,2360,1230,3928,4022
"TOR2A",638,2242,1546,1706,645,613,944,1388
"TOR3A",4686,4146,14339,4343,13028,8526,14660,6212
"TOR4A",616,356,1868,2101,283,127,464,279
"TOX",43,1813,191,160,1568,458,2084,6825
"TOX2",446,1728,2734,6553,615,188,591,372
"TOX3",1,431,22,40,1,0,54,110
"TOX4",1958,11987,8835,6348,6691,4028,11049,8202
"TP53",3525,5016,14069,6280,7763,3708,10186,7774
"TP53AIP1",766,56,4848,9953,278,262,246,2852
"TP53BP1",2965,12288,10960,17864,10038,6303,21807,10863
"TP53BP2",3914,12170,10931,10744,10715,6600,16567,11154
"TP53I11",1855,1910,3120,4402,1355,988,2530,770
"TP53I13",2314,3622,2235,4951,1409,917,2788,2194
"TP53I3",1419,8131,1732,2689,801,827,2836,1987
"TP53INP1",117,2410,3299,1452,5304,1384,8341,1162
"TP53INP2",864,1329,679,1367,249,226,686,485
"TP53RK",336,3161,1372,1642,869,475,1195,1400
"TP53TG3",0,0,0,0,0,0,0,0
"TP53TG3B",0,0,0,0,0,0,0,0
"TP53TG3C",0,0,0,0,0,0,0,0
"TP53TG3D",17,336,359,1,106,102,260,105
"TP53TG5",3,43,7,20,2,12,16,4
"TP63",9410,176,84332,67673,25465,11538,25340,49471
"TP73",188,263,557,9049,5445,3610,6695,17084
"TPBG",826,2074,3033,4144,2783,1870,5633,2421
"TPBGL",5,52,1,14,8,22,11,4
"TPCN1",9108,10873,21101,3770,3697,3927,9667,7833
"TPCN2",2179,2982,1879,3942,2001,1290,3520,3330
"TPD52",341,5690,2260,2728,2311,1566,4170,1090
"TPD52L1",351,2233,1454,527,273,71,847,94
"TPD52L2",2073,10658,4409,5741,2422,2309,4858,5514
"TPD52L3",1,5,0,0,1,2,4,0
"TPGS1",466,511,532,610,262,276,552,709
"TPGS2",2991,12193,12492,21877,10849,4462,17995,23545
"TPH1",27,111,251,140,93,27,108,125
"TPH2",2,101,3,4,3,11,10,4
"TPI1",17653,22594,23388,21704,6719,8370,14654,21181
"TPK1",15,461,196,51,250,83,568,147
"TPM1",4294,11579,14437,10228,9775,10607,44501,5072
"TPM2",5429,7896,10502,10941,6753,9485,38090,4190
"TPM3",5070,9933,10146,10562,9382,7189,13210,9103
"TPM4",7431,9499,12621,19632,9132,10564,42068,9451
"TPMT",95,1060,911,457,2280,1146,3106,905
"TPO",3,27,28,5,337,160,480,866
"TPP1",2654,8987,6364,8926,7999,4772,10170,8727
"TPP2",1389,15258,14957,8889,11997,5177,18144,7571
"TPPP",699,63,336,178,14,6,85,24
"TPPP2",2,25,3,0,2,5,3,30
"TPPP3",1370,483,808,280,146,212,1043,67
"TPR",5608,32078,60293,35183,56452,28600,76203,36299
"TPRA1",911,2479,1650,2322,1079,804,2022,2170
"TPRG1",85,820,272,258,659,524,1387,1151
"TPRG1L",714,1894,2333,2689,1803,844,2449,1235
"TPRKB",69,918,1220,400,680,350,972,1152
"TPRN",1985,1807,2213,3918,660,418,1340,2337
"TPRX1",0,0,11,0,0,6,0,0
"TPRXL",0,0,0,0,4,1,2,1
"TPSAB1",9,201,50,3,28,17,859,957
"TPSB2",9,16,13,8,47,31,235,449
"TPSD1",0,41,8,1,1,22,171,145
"TPSG1",5,13,1,0,0,0,69,0
"TPST1",226,3807,1011,3465,2365,1956,5730,6438
"TPST2",2919,1158,2889,4150,2176,1152,2596,3989
"TPT1",9770,53512,152276,56252,80560,52479,180523,53380
"TPTE",0,46,0,0,0,0,0,0
"TPTE2",2,24,22,7,93,38,192,17
"TPX2",2106,33677,4798,9025,4031,2578,4631,14546
"TRA2A",1895,7951,18803,10490,11788,7464,18876,14760
"TRA2B",3360,21174,30033,21183,27632,11505,44345,29390
"TRABD",5973,5362,14208,10287,5254,5523,6950,6519
"TRABD2A",283,132,133,16,386,961,1353,1600
"TRABD2B",72,724,782,336,291,64,1136,331
"TRADD",772,895,1517,2552,1534,644,1585,1167
"TRAF1",341,833,1804,1541,3896,9314,5258,5185
"TRAF2",4840,4120,6171,5825,9381,9171,18433,15931
"TRAF3",945,6100,5460,3735,10223,7349,13596,13908
"TRAF3IP1",2689,3613,2048,1982,1555,1023,4013,1760
"TRAF3IP2",3069,6798,6562,3774,3805,2914,4949,4128
"TRAF3IP3",139,525,835,3404,2261,858,4637,1505
"TRAF4",4584,3972,9484,14095,8860,14180,9550,15223
"TRAF5",1005,3248,6971,780,5443,2900,13193,2982
"TRAF6",330,2266,2838,1635,2581,1279,3964,3673
"TRAF7",7414,8877,15327,13898,7337,5745,13519,14245
"TRAFD1",1580,2979,4408,3325,8013,5132,7352,8993
"TRAIP",167,509,304,1180,475,378,851,1226
"TRAK1",7462,17375,32769,18421,12474,9591,28958,11298
"TRAK2",471,7830,4308,2761,3643,2096,11862,4700
"TRAM1",1102,26578,9826,6160,12699,3764,18653,9432
"TRAM1L1",1,1061,325,105,193,164,673,185
"TRAM2",284,4387,1484,2158,2939,1364,4233,3703
"TRANK1",3831,7229,15789,6983,41228,8514,41410,13762
"TRAP1",5114,12838,25786,13051,13530,6633,15974,11256
"TRAPPC1",581,2393,2908,1254,1893,900,3161,2042
"TRAPPC10",2832,16972,11854,16196,13149,9488,22185,32784
"TRAPPC11",1031,7362,6716,3999,6032,2938,11544,6929
"TRAPPC12",5820,8681,10373,10369,5668,5026,11903,11756
"TRAPPC13",188,1669,2397,664,1665,581,1960,1436
"TRAPPC2",96,1415,829,533,588,442,799,580
"TRAPPC2B",12,279,311,190,221,61,293,248
"TRAPPC2L",302,2564,861,897,579,422,1304,893
"TRAPPC3",1691,2964,3461,2405,2526,1886,3773,3877
"TRAPPC3L",0,10,6,3,50,3,172,7
"TRAPPC4",701,2046,1672,2307,1974,1149,2158,2197
"TRAPPC5",20,121,55,92,21,20,25,66
"TRAPPC6A",724,638,1136,1262,494,408,587,1194
"TRAPPC6B",227,1987,1264,955,974,324,1969,677
"TRAPPC8",733,12407,10217,9522,13316,3937,17392,11855
"TRAPPC9",4399,15765,7416,14724,11768,9795,21211,31892
"TRAT1",0,108,51,0,432,60,660,163
"TRDMT1",175,3407,4064,1520,2495,1515,4606,3214
"TRDN",1,4,6,0,53,18,54,2
"TREH",4,24,12,4,0,7,19,19
"TREM1",43,548,172,101,274,376,640,314
"TREM2",346,459,943,289,355,385,694,564
"TREML1",8,35,91,38,110,380,121,114
"TREML2",4,32,23,39,57,37,249,35
"TREML4",0,4,0,0,0,35,0,2
"TRERF1",2103,3230,5832,1476,5577,3322,5955,3061
"TREX1",0,0,0,0,0,0,0,0
"TREX2",153,257,679,458,73,33,205,368
"TRH",1,129,0,1,0,1,1,2
"TRHDE",27,437,105,11,271,206,933,87
"TRHR",2,4,0,0,0,1,5,0
"TRIAP1",131,358,586,283,373,298,576,479
"TRIB1",2222,3996,3012,9043,7408,6434,9119,7977
"TRIB2",665,4396,2737,1217,3548,1600,7210,2079
"TRIB3",338,1442,154,1661,369,313,615,594
"TRIL",187,326,461,119,688,350,856,125
"TRIM10",1,15,9,0,56,162,76,28
"TRIM11",2948,1282,3730,4774,1386,1097,2106,2859
"TRIM13",265,970,3632,2521,2306,944,3501,1554
"TRIM14",1601,3196,1732,4689,6164,1745,5835,7262
"TRIM15",1,29,1,2,217,145,332,52
"TRIM16",706,1451,4195,1829,3033,1340,3501,1986
"TRIM16L",237,2682,2249,705,1396,724,1895,1844
"TRIM17",50,460,336,2580,58,27,289,97
"TRIM2",1516,16024,5545,3009,4292,4011,16019,17063
"TRIM21",905,1060,1919,1718,3523,1109,2421,2921
"TRIM22",2459,2663,5391,1592,29510,5935,25161,8804
"TRIM23",396,2738,2679,1486,2401,1256,4586,1701
"TRIM24",2342,8279,8915,7460,3989,3047,6398,24773
"TRIM25",5448,6584,7853,11047,12772,4554,8947,16942
"TRIM26",6790,4500,4516,6954,5005,3686,5189,7916
"TRIM27",2409,6498,6960,6706,4579,3661,7588,6502
"TRIM28",15826,21443,23162,40783,14741,13633,26005,46318
"TRIM29",14653,1625,39527,118154,35314,9986,65006,20808
"TRIM3",150,2076,1082,1347,686,507,1897,1864
"TRIM31",6,0,2,1012,15,54,64,32
"TRIM32",907,3014,3902,3085,1597,1479,4734,2291
"TRIM33",1502,7739,10540,10206,9586,4023,15473,6882
"TRIM34",13,33,91,41,162,84,329,92
"TRIM35",1273,1836,2016,3558,1644,1019,2803,6499
"TRIM36",178,695,1338,476,264,93,432,187
"TRIM37",1056,10876,4675,4373,4147,2758,6693,6973
"TRIM38",2381,1221,5126,4142,12220,6718,11795,9686
"TRIM39",580,1125,655,828,430,429,1033,783
"TRIM39-RPP21",0,3,0,2,0,0,0,4
"TRIM4",1457,2878,4297,3081,2727,1961,5738,3363
"TRIM40",1,2,0,0,0,0,1,1
"TRIM41",5138,8532,10440,8997,6427,5060,12850,9865
"TRIM42",0,0,0,0,0,0,0,5
"TRIM43",17,41,641,0,0,38,89,1
"TRIM44",4481,7032,5594,6924,5978,5320,14353,7019
"TRIM45",188,2022,998,3507,308,253,960,1039
"TRIM46",72,274,233,3073,236,741,1223,320
"TRIM47",3660,2229,3070,5267,1755,1806,3033,6079
"TRIM48",10,4,372,0,0,1,1,0
"TRIM49",3,0,795,18,8,3,46,0
"TRIM49B",80,0,1299,5,0,0,42,0
"TRIM49C",11,0,460,2,0,1,10,0
"TRIM49D1",0,0,1,0,0,0,0,0
"TRIM49D2",0,0,2,0,0,0,0,0
"TRIM5",743,6530,3494,2191,7223,1693,8540,5633
"TRIM50",18,85,82,10,56,32,52,22
"TRIM51",1,1,18,0,0,6,0,0
"TRIM52",1334,2682,3489,2526,2495,1219,6241,2706
"TRIM54",6,112,1,3,1,46,27,4
"TRIM55",55,140,172,46,6,18,130,91
"TRIM56",5956,2617,5596,9439,8549,5818,11747,17211
"TRIM58",1527,1555,1644,7058,172,947,86,47
"TRIM59",156,3616,2262,715,1614,527,3507,2719
"TRIM6",6,203,89,45,121,48,172,66
"TRIM6-TRIM34",0,0,0,0,0,0,0,1
"TRIM60",0,0,1,0,1,0,0,0
"TRIM61",0,30,4,0,7,4,15,3
"TRIM62",1776,1793,1217,2139,634,543,1268,1318
"TRIM63",1,126,1,0,3,3,44,1
"TRIM64",0,0,67,0,0,0,0,0
"TRIM64B",6,0,65,0,0,0,1,0
"TRIM64C",1,0,0,0,0,0,0,0
"TRIM65",1945,2323,2857,1717,991,768,1945,4529
