"GENE_SYMBOL","GSM4128049","GSM4128050","GSM4128051","GSM4128052","GSM4128053","GSM4128054"
"RPTOR",69,383,179,107,553,0
"RPUSD1",113,448,212,445,351,0
"RPUSD2",153,153,110,203,217,64
"RPUSD3",187,1031,350,580,804,160
"RPUSD4",343,1009,323,153,707,237
"RRAD",6,0,4,37,13,0
"RRAGA",368,285,528,412,1172,70
"RRAGB",3,9,4,76,28,0
"RRAGC",60,10,50,57,60,0
"RRAGD",209,212,42,82,194,0
"RRAS",557,356,686,1111,300,6
"RRAS2",66,0,42,32,385,1
"RRBP1",3489,1854,5173,2783,1942,12018
"RREB1",370,657,493,466,726,44
"RRH",0,0,0,0,0,0
"RRM1",697,315,832,1777,714,1
"RRM2",85,3693,326,549,1196,28
"RRM2B",133,251,131,651,372,0
"RRN3",166,154,174,369,193,189
"RRNAD1",151,115,95,1208,273,0
"RRP1",101,398,133,138,258,639
"RRP12",114,585,106,89,328,0
"RRP15",52,167,95,391,171,6
"RRP1B",435,263,345,396,709,1053
"RRP36",302,1631,454,555,887,22
"RRP7A",530,1713,514,314,1315,235
"RRP8",98,313,111,92,231,0
"RRP9",61,96,82,153,265,182
"RRS1",353,359,435,453,830,7
"RS1",0,0,0,0,0,0
"RSAD1",290,440,277,256,291,1
"RSAD2",199,0,851,1,320,29
"RSBN1",500,59,208,171,246,0
"RSBN1L",456,268,366,335,308,0
"RSC1A1",0,0,0,0,0,0
"RSF1",1162,195,926,733,590,3599
"RSL1D1",401,270,418,329,284,0
"RSL24D1",371,163,147,259,207,15
"RSPH1",6,30,51,328,39,723
"RSPH10B",0,0,0,1,0,0
"RSPH10B2",0,0,0,0,0,0
"RSPH14",1,0,0,0,0,0
"RSPH3",254,927,420,1384,822,690
"RSPH4A",3,1,17,0,1,0
"RSPH6A",0,0,0,0,0,1
"RSPH9",2,0,22,0,24,0
"RSPO1",30,0,19,0,2,2
"RSPO2",0,0,0,0,0,0
"RSPO3",141,0,65,1,13,0
"RSPO4",16,0,0,1,18,0
"RSPRY1",139,97,182,188,174,91
"RSRC1",493,456,515,115,209,8
"RSRC2",409,723,358,490,547,1
"RSRP1",1393,125,454,420,821,0
"RSU1",289,192,453,177,610,236
"RTBDN",0,0,0,0,0,0
"RTCA",235,540,266,120,523,665
"RTCB",305,1529,284,288,707,847
"RTEL1",0,0,0,0,0,0
"RTEL1-TNFRSF6B",4,0,0,0,0,0
"RTF1",734,963,644,527,1076,9
"RTKN",199,962,433,342,1146,314
"RTKN2",15,29,5,0,26,0
"RTL1",0,0,0,0,0,0
"RTN1",51,1,29,13,31,0
"RTN2",21,313,45,130,170,1
"RTN3",723,3932,2510,1382,2923,168
"RTN4",2806,1664,2578,5152,2522,1271
"RTN4IP1",10,73,7,97,101,0
"RTN4R",162,64,91,65,69,29
"RTN4RL1",23,211,155,427,98,154
"RTN4RL2",0,0,0,0,6,0
"RTP1",6,1,0,0,0,0
"RTP2",0,0,0,0,0,0
"RTP3",0,0,0,0,0,0
"RTP4",105,0,57,0,136,0
"RTP5",15,0,0,0,11,0
"RTTN",17,2,2,0,3,0
"RUFY1",329,883,403,809,1148,151
"RUFY2",80,7,29,12,76,0
"RUFY3",611,365,831,710,463,2
"RUFY4",108,0,83,0,11,0
"RUNDC1",233,633,320,920,490,193
"RUNDC3A",13,0,0,0,40,0
"RUNDC3B",21,63,13,0,86,0
"RUNX1",569,681,1086,1417,3383,330
"RUNX1T1",804,5347,782,178,564,26
"RUNX2",297,2,390,690,167,0
"RUNX3",1018,44,252,189,43,841
"RUSC1",265,1739,1120,2341,1190,957
"RUSC2",17,0,11,49,13,0
"RUVBL1",166,71,207,699,223,1
"RUVBL2",112,848,248,261,746,212
"RWDD1",314,122,244,274,157,1
"RWDD2A",28,71,20,9,37,0
"RWDD2B",160,185,189,456,164,0
"RWDD3",0,0,9,0,0,1
"RWDD4",90,70,76,80,372,24
"RXFP1",0,0,0,0,0,0
"RXFP2",0,0,0,0,0,0
"RXFP3",0,0,1,0,0,0
"RXFP4",6,0,0,0,0,0
"RXRA",1023,3083,1434,1423,3222,3338
"RXRB",277,530,487,837,420,577
"RXRG",0,0,0,0,0,0
"RYBP",478,54,622,999,931,2
"RYK",233,21,86,283,57,0
"RYR1",29,0,2,0,7,2
"RYR2",17,21,7,0,15,0
"RYR3",7,0,0,0,1,0
"S100A1",24,0,11,2537,84,0
"S100A10",1363,253,2015,2879,1919,1730
"S100A11",1550,4783,5389,10116,7601,8142
"S100A12",6,14,0,5,1,0
"S100A13",1219,138,1012,2759,3572,890
"S100A14",139,7,5234,44547,2054,1217
"S100A16",682,104,1819,16033,2673,2568
"S100A2",8,0,6,15,123,0
"S100A3",14,0,21,0,13,0
"S100A4",3064,104,4281,846,521,3753
"S100A5",0,0,0,31,0,0
"S100A6",4099,64,3677,7037,784,834
"S100A7",38,17,6277,1934,22,72
"S100A7A",0,54,148,81,0,0
"S100A8",242,104,3300,565,38,2228
"S100A9",1248,141,4325,3741,29,16443
"S100B",83,13,6,0,33,0
"S100G",0,0,0,24,12,0
"S100P",27,1757,209,1230,1518,3269
"S100PBP",574,687,661,461,1153,49
"S100Z",5,0,2,0,0,0
"S1PR1",62,4,3,0,18,0
"S1PR2",166,16,130,1,136,0
"S1PR3",18,8,11,0,12,4
"S1PR4",98,8,4,0,6,0
"S1PR5",19,0,9,0,0,0
"SAA1",829,29,227,60,166,381
"SAA2",119,0,67,0,8,0
"SAA2-SAA4",9,0,0,0,0,0
"SAA4",0,0,15,0,0,0
"SAAL1",127,95,117,84,219,0
"SAC3D1",346,468,580,234,367,0
"SACM1L",909,695,702,1234,1816,1
"SACS",131,40,55,76,94,0
"SAE1",642,4282,1472,1840,7948,335
"SAFB",90,38,53,54,45,0
"SAFB2",564,390,480,225,333,0
"SAG",3,1,1,0,8,0
"SAGE1",0,0,0,0,0,0
"SALL1",24,0,87,0,25,0
"SALL2",33,11,15,182,305,0
"SALL3",1,0,0,0,0,0
"SALL4",31,0,85,112,7,0
"SAMD1",303,5,132,394,65,0
"SAMD10",271,752,141,1057,1298,273
"SAMD11",34,0,146,188,90,9
"SAMD12",3,11,0,133,60,0
"SAMD13",15,988,13,0,16,0
"SAMD14",3,2,30,0,24,0
"SAMD15",0,0,8,0,0,0
"SAMD3",108,0,20,0,10,0
"SAMD4A",152,38,98,1,113,0
"SAMD4B",924,263,1030,710,762,17
"SAMD5",22,0,8,15,12,0
"SAMD7",0,0,0,0,0,0
"SAMD8",33,1,15,54,18,0
"SAMD9",214,1,115,28,13,1
"SAMD9L",168,6,90,4,69,0
"SAMHD1",2547,273,1494,570,570,1
"SAMM50",290,1766,507,573,521,0
"SAMSN1",183,2,48,8,28,1
"SAP130",113,270,102,135,223,0
"SAP18",1049,5388,1731,2846,6346,58
"SAP25",8,39,10,0,10,0
"SAP30",17,0,18,10,0,0
"SAP30BP",398,353,338,262,514,71
"SAP30L",368,915,386,1059,1882,7
"SAPCD1",0,0,0,0,0,0
"SAPCD2",34,104,113,253,112,139
"SAR1A",679,719,1033,491,1223,1678
"SAR1B",299,2466,471,1208,1248,22
"SARAF",1435,4414,791,2577,1538,51
"SARDH",5,10,14,43,45,0
"SARM1",89,0,126,8,195,0
"SARNP",44,119,58,38,213,0
"SARS2",195,419,155,33,338,1
"SART1",78,17,52,110,95,14
"SART3",361,1282,311,609,554,208
"SASH1",512,363,829,2515,704,1
"SASH3",339,9,75,29,11,0
"SASS6",17,41,14,0,20,0
"SAT1",4028,2999,1367,1539,1237,1274
"SAT2",541,524,492,700,1227,282
"SATB1",428,28,411,47,86,1
"SATB2",21,0,2,5,67,0
"SATL1",0,22,0,0,0,0
"SAV1",73,53,100,136,88,0
"SAXO1",0,0,0,0,0,0
"SAXO2",4,2,0,0,3,0
"SAYSD1",162,606,305,512,897,154
"SBDS",8,10,28,0,2,0
"SBF1",1602,3126,1856,1113,2201,947
"SBF2",367,287,368,212,1429,12
"SBK1",62,0,139,931,238,0
"SBK2",0,0,0,0,0,0
"SBK3",0,0,0,0,0,0
"SBNO1",797,456,471,453,368,2181
"SBNO2",648,1320,1196,1448,1378,128
"SBSN",0,0,0,20,0,64
"SBSPON",74,0,6,0,423,0
"SC5D",39,15,52,22,40,0
"SCAF1",74,91,109,57,66,0
"SCAF11",2019,1298,1698,1236,1954,839
"SCAF4",140,91,99,83,143,98
"SCAF8",137,138,128,131,158,151
"SCAI",68,94,55,0,40,0
"SCAMP1",387,3819,740,1408,2388,149
"SCAMP2",1573,595,1254,3971,1674,4
"SCAMP3",518,2010,899,2267,1449,280
"SCAMP4",367,1944,1251,1590,759,881
"SCAMP5",422,59,160,175,782,0
"SCAND1",151,458,280,243,376,1
"SCAP",626,1279,612,811,1271,12
"SCAPER",378,53,152,210,165,0
"SCARA3",1176,4789,1421,640,1890,2431
"SCARA5",26,0,5,0,26,0
"SCARB1",1058,417,735,673,1029,1
"SCARB2",769,350,836,630,783,14
"SCARF1",67,1,16,0,9,0
"SCARF2",74,0,202,13,108,138
"SCCPDH",185,49,1867,1866,2149,10
"SCD",897,16811,2292,6343,4518,164
"SCD5",60,32,103,122,614,25
"SCEL",3,0,0,0,0,0
"SCFD1",278,49,216,92,134,2
"SCFD2",218,788,382,417,507,24
"SCG2",4,0,0,0,0,0
"SCG3",0,0,0,0,0,0
"SCG5",61,44,107,69,225,0
"SCGB1A1",0,0,0,0,2,0
"SCGB1C1",0,0,0,0,0,0
"SCGB1C2",0,0,0,0,0,0
"SCGB1D1",4,0,1,0,0,0
"SCGB1D2",2278,0,1852,70,181,1
"SCGB1D4",5,0,8,161,0,0
"SCGB2A1",45,15,111,464,82,0
"SCGB2A2",16456,8,18305,159,518,1015
"SCGB2B2",0,546,0,0,0,0
"SCGB3A1",20,7,0,129,25,0
"SCGB3A2",7,0,0,0,0,0
"SCGN",0,34,0,0,0,0
"SCHIP1",0,0,21,0,25,0
"SCIMP",164,33,18,59,28,0
"SCIN",34,49,28,93,66,0
"SCLT1",96,51,65,32,39,0
"SCLY",24,0,11,1,38,0
"SCMH1",195,34,125,156,324,1
"SCML1",14,0,4,0,6,0
"SCML2",0,0,0,0,5,0
"SCML4",605,0,42,0,9,0
"SCN10A",0,0,0,0,0,0
"SCN11A",16,0,0,0,0,0
"SCN1A",9,0,0,0,13,0
"SCN1B",484,226,374,501,1090,289
"SCN2A",3,0,0,103,6,0
"SCN2B",25,0,130,0,12,0
"SCN3A",9,0,0,2,5,0
"SCN3B",6,0,12,0,24,0
"SCN4A",72,2,13,0,39,0
"SCN4B",34,18,22,0,31,0
"SCN5A",0,0,0,5,0,0
"SCN7A",11,0,8,0,5,0
"SCN8A",11,83,66,54,180,0
"SCN9A",48,0,1,0,15,1
"SCNM1",289,496,625,653,747,261
"SCNN1A",287,1820,426,1589,3445,1362
"SCNN1B",564,132,57,0,166,0
"SCNN1D",43,30,73,89,169,0
"SCNN1G",21,11,0,0,23,0
"SCO1",367,945,327,792,1123,0
"SCOC",332,1071,765,1341,2673,180
"SCP2",129,161,134,292,212,0
"SCP2D1",0,0,0,0,0,0
"SCPEP1",387,519,105,220,80,260
"SCRG1",0,0,8,0,0,0
"SCRIB",375,1211,564,856,1854,375
"SCRN1",172,0,122,277,31,0
"SCRN2",202,855,289,452,397,835
"SCRN3",24,28,51,130,107,0
"SCRT1",0,0,0,0,0,0
"SCRT2",0,0,0,0,0,0
"SCT",1,0,2,0,0,0
"SCTR",0,0,0,0,0,0
"SCUBE1",0,0,60,0,0,0
"SCUBE2",65,25,814,633,7218,15
"SCUBE3",9,0,19,23,4,0
"SCX",68,13,193,208,288,0
"SCYL1",897,1760,2613,2956,3003,803
"SCYL2",124,145,127,130,116,0
"SCYL3",103,551,174,501,184,1
"SDAD1",375,706,328,549,656,0
"SDC1",1954,1054,14083,6644,8784,80071
"SDC2",406,32,653,76,432,17
"SDC3",276,9,109,158,221,0
"SDC4",1227,3300,1429,1448,7189,482
"SDCBP",2510,131,878,1275,692,4
"SDCBP2",91,108,96,99,519,0
"SDCCAG8",659,507,667,1496,525,1651
"SDE2",32,10,40,55,33,0
"SDF2",87,18,88,264,77,0
"SDF2L1",1859,1630,2495,2595,1074,2130
"SDF4",2320,3964,3909,3845,2909,929
"SDHA",345,629,175,346,846,0
"SDHAF1",124,112,65,0,127,799
"SDHAF2",236,1083,443,746,878,495
"SDHAF3",11,10,10,34,8,0
"SDHAF4",19,38,23,57,11,1
"SDHB",56,34,46,3,101,0
"SDHC",150,390,265,449,241,1
"SDHD",32,16,14,0,10,0
"SDK1",79,0,64,86,36,2
"SDK2",0,0,1,0,44,0
"SDR16C5",0,4649,122,180,75,0
"SDR39U1",509,800,479,708,2420,97
"SDR42E1",53,127,0,1,178,0
"SDR42E2",2,0,0,0,0,0
"SDR9C7",4,0,0,0,0,0
"SDS",175,2,79,81,37,0
"SDSL",92,108,69,518,135,0
"SEBOX",0,0,0,0,0,0
"SEC11A",1654,741,1300,2116,2706,72
"SEC11C",470,138,84,190,76,303
"SEC13",620,456,1097,721,1372,56
"SEC14L1",181,13,47,59,73,0
"SEC14L2",53,0,72,154,271,3
"SEC14L3",0,0,0,0,0,0
"SEC14L4",0,0,0,0,0,1
"SEC14L5",2,3,0,0,6,38
"SEC14L6",2,0,14,0,1,0
"SEC16A",857,4089,1593,4015,3097,1114
"SEC16B",0,0,23,0,15,0
"SEC22A",52,43,45,24,80,0
"SEC22B",57,147,142,97,127,0
"SEC22C",111,154,167,310,194,101
"SEC23A",194,16,270,153,272,79
"SEC23B",448,1687,414,1356,1207,0
"SEC23IP",144,345,196,214,429,18
"SEC24A",85,163,186,351,134,0
"SEC24B",127,32,74,86,223,0
"SEC24C",192,56,171,314,272,0
"SEC24D",279,180,862,392,435,12
"SEC31A",587,982,1290,545,842,2188
"SEC31B",331,225,151,163,409,986
"SEC61A1",2407,3025,3759,2454,2779,68
"SEC61A2",35,116,68,22,162,0
"SEC61B",350,181,533,291,235,0
"SEC61G",185,52,249,199,71,0
"SEC62",1966,724,1395,1198,920,219
"SEC63",413,261,383,451,314,0
"SECISBP2",271,42,116,120,117,0
"SECISBP2L",273,871,296,597,833,0
"SECTM1",315,31,366,106,310,204
"SEH1L",52,82,45,18,173,0
"SEL1L",1213,392,706,1293,572,14
"SEL1L2",0,0,0,0,0,0
"SEL1L3",654,52,6,100,62,0
"SELE",0,0,0,0,0,0
"SELENBP1",307,6087,1497,2889,4367,700
"SELL",388,109,43,259,26,8
"SELP",31,0,0,0,4,0
"SELPLG",498,108,110,166,116,0
"SEMA3A",35,16,145,0,18,0
"SEMA3B",83,12,135,553,425,1
"SEMA3C",313,259,576,2881,419,3
"SEMA3D",8,0,167,0,14,0
"SEMA3E",16,51,4,96,80,0
"SEMA3F",229,152,233,1391,1636,0
"SEMA3G",147,79,51,54,314,0
"SEMA4A",101,9,38,507,43,1
"SEMA4B",462,282,256,1494,967,1
"SEMA4C",428,114,667,492,2483,1
"SEMA4D",598,241,160,279,237,0
"SEMA4F",49,26,48,249,120,2
"SEMA4G",14,0,21,0,28,0
"SEMA5A",306,22,475,6,412,0
"SEMA5B",15,94,76,21,105,0
"SEMA6A",124,29,22,204,58,0
"SEMA6B",46,8,70,41,66,0
"SEMA6C",94,43,191,199,120,0
"SEMA6D",65,1,26,1,20,0
"SEMA7A",53,1,106,88,51,0
"SEMG1",0,0,0,0,0,0
"SEMG2",0,0,0,0,0,0
"SENP1",77,3,55,86,34,0
"SENP2",79,188,121,358,204,0
"SENP3",173,154,184,327,162,325
"SENP5",80,71,80,87,125,0
"SENP6",118,48,70,46,71,0
"SENP7",169,77,108,0,181,0
"SENP8",31,2,35,28,47,0
"SEPHS1",240,398,219,101,561,288
"SEPHS2",224,155,234,1026,607,1
"SEPSECS",41,11,15,0,41,0
"SERAC1",77,313,156,236,310,1
"SERBP1",1324,2791,1428,2146,2700,764
"SERF1A",0,0,0,0,0,0
"SERF2",5464,2150,6705,23558,2298,244
"SERGEF",142,90,54,5,243,0
"SERHL2",19,8283,160,46,67,0
"SERINC1",388,1537,449,1688,1770,6
"SERINC2",521,1407,2402,7887,2016,16198
"SERINC3",754,967,1105,1616,1457,992
"SERINC4",0,0,0,0,15,0
"SERINC5",147,331,248,128,317,466
"SERP1",1134,8748,2102,4033,4030,1324
"SERP2",41,0,25,28,90,0
"SERPINA1",162,84,49,6,117,561
"SERPINA10",0,0,0,0,0,0
"SERPINA11",25,0,10,24,5,0
"SERPINA12",0,0,0,0,0,0
"SERPINA2",0,0,0,0,0,0
"SERPINA3",0,0,0,0,7,0
"SERPINA4",0,0,0,0,0,0
"SERPINA5",764,0,302,620,408,0
"SERPINA6",0,0,0,0,37,0
"SERPINA7",0,0,0,0,0,0
"SERPINA9",0,0,0,5,0,0
"SERPINB1",818,102,591,1485,1013,0
"SERPINB10",0,0,0,0,0,0
"SERPINB11",0,0,0,1,0,0
"SERPINB12",0,0,0,0,0,0
"SERPINB13",0,1,0,0,0,0
"SERPINB2",7,0,2,0,0,0
"SERPINB3",240,0,0,0,6,0
"SERPINB4",45,0,0,0,0,0
"SERPINB5",22,0,0,37,23,0
"SERPINB6",468,196,470,623,668,0
"SERPINB7",0,0,0,0,3,0
"SERPINB8",57,24,54,22,45,0
"SERPINB9",338,77,376,311,353,2
"SERPINC1",3,0,36,2,0,0
"SERPIND1",0,0,0,0,0,0
"SERPINE1",30,6,69,110,221,0
"SERPINE2",1171,315,653,666,288,410
"SERPINE3",0,0,0,0,0,0
"SERPINF1",2812,66,2889,310,2052,14
"SERPINF2",154,0,72,0,181,0
"SERPING1",7216,609,9496,1370,5856,2563
"SERPINH1",2336,312,10834,3214,2882,699
"SERPINI1",14,157,38,55,115,0
"SERPINI2",0,0,0,0,1,0
"SERTAD1",253,188,254,218,521,6
"SERTAD2",449,209,545,199,433,90
"SERTAD3",5,17,2,6,41,0
"SERTAD4",499,3597,1945,4828,2266,90
"SERTM1",0,0,0,0,0,0
"SESN1",133,211,60,374,44,0
"SESN2",346,464,424,707,673,2
"SESN3",85,37,104,74,82,0
"SESTD1",257,161,514,131,697,804
"SET",342,199,287,966,213,2
"SETBP1",309,237,464,665,246,371
"SETD1A",157,252,220,693,485,131
"SETD1B",669,1070,563,1072,821,1
"SETD2",178,5,108,263,126,1
"SETD3",299,57,219,331,189,133
"SETD4",156,216,185,189,464,0
"SETD5",3336,4931,5906,3084,5072,277
"SETD6",166,227,74,198,317,0
"SETD7",372,144,348,210,301,1
"SETD9",25,5,28,61,15,0
"SETDB1",422,527,519,1764,886,84
"SETDB2",154,69,38,39,66,0
"SETMAR",106,378,142,117,154,0
"SETSIP",0,0,0,0,0,0
"SETX",492,776,576,369,839,59
"SEZ6",0,0,11,0,9,0
"SEZ6L",2,0,0,0,1,0
"SEZ6L2",319,14,494,18,634,0
"SF1",1561,1114,1622,1600,2121,289
"SF3A1",672,906,614,985,1135,484
"SF3A2",99,115,219,207,104,370
"SF3A3",267,91,300,296,329,7
"SF3B1",1541,1106,1246,1624,2832,983
"SF3B2",1327,3408,2855,3091,4815,4905
"SF3B3",588,992,628,636,1363,536
"SF3B4",517,29,812,2627,295,0
"SF3B5",1839,6609,4322,4314,3911,10382
"SF3B6",137,1280,286,339,641,9
"SFI1",124,396,267,126,123,2
"SFMBT1",277,553,267,59,1333,887
"SFMBT2",50,5,56,57,9,6
"SFN",152,89,1201,1549,751,1144
"SFPQ",1365,2149,1405,1967,3211,0
"SFR1",35,95,16,37,158,0
"SFRP1",482,28,43,82,297,0
"SFRP2",817,0,1365,509,1676,93
"SFRP4",790,4,408,139,493,4
"SFRP5",6,12,2,0,1,97
"SFSWAP",513,306,438,140,278,26
"SFT2D1",168,149,151,197,332,0
"SFT2D2",486,690,767,2228,429,124
"SFT2D3",22,76,33,62,66,0
"SFTA2",0,0,0,0,0,0
"SFTA3",0,0,0,0,0,0
"SFTPA1",0,0,0,0,0,0
"SFTPA2",0,0,0,0,0,0
"SFTPB",0,0,0,0,0,0
"SFTPC",0,0,0,0,0,0
"SFTPD",7,4,0,0,11,0
"SFXN1",176,137,187,272,449,0
"SFXN2",156,1164,131,577,1071,1
"SFXN3",516,34,908,349,958,373
"SFXN4",493,645,611,779,762,902
"SFXN5",124,48,365,59,1395,1
"SGCA",0,0,8,0,0,0
"SGCB",108,0,131,50,173,1
"SGCD",243,11,676,64,564,9
"SGCE",24,0,5,43,9,0
"SGCG",0,0,0,0,1,0
"SGCZ",0,0,0,0,0,0
"SGIP1",299,48,1375,74,559,3957
"SGK1",511,367,193,109,67,1
"SGK2",12,0,30,0,72,0
"SGK3",104,41,78,58,238,0
"SGMS1",19,27,70,27,28,0
"SGMS2",127,47,140,65,117,0
"SGPL1",302,826,545,1723,581,35
"SGPP1",170,4,104,75,218,0
"SGPP2",4,69,0,0,0,0
"SGSH",191,65,143,147,300,23
"SGSM1",19,1,9,3,35,0
"SGSM2",847,5405,2129,1597,5319,945
"SGSM3",448,1197,872,572,302,2815
"SGTA",590,337,1708,688,249,1308
"SGTB",136,16,85,50,82,0
"SH2B1",918,2140,1454,4565,2167,294
"SH2B2",51,56,22,122,23,0
"SH2B3",146,16,103,76,64,1
"SH2D1A",57,0,0,1,0,0
"SH2D1B",23,2,0,0,0,0
"SH2D2A",536,6,113,0,59,0
"SH2D3A",111,48,33,161,37,0
"SH2D3C",293,139,213,202,284,4
"SH2D4A",42,3292,42,1,97,667
"SH2D4B",0,0,0,0,0,0
"SH2D5",0,0,2,0,0,0
"SH2D6",0,0,11,0,0,0
"SH2D7",0,0,0,0,0,0
"SH3BGR",9,2,0,14,18,0
"SH3BGRL",1056,258,2222,11185,3271,290
"SH3BGRL2",129,166,189,646,218,0
"SH3BGRL3",3119,936,2980,2172,1029,4283
"SH3BP1",555,87,347,334,523,16
"SH3BP2",1764,179,658,383,1248,0
"SH3BP4",190,74,153,320,101,0
"SH3BP5",634,8,395,100,520,667
"SH3BP5L",484,909,1351,3744,745,3773
"SH3D19",167,20,113,75,236,0
"SH3D21",164,67,80,180,258,0
"SH3GL1",657,3077,2556,1197,1620,1652
"SH3GL2",0,2,0,0,2,0
"SH3GL3",0,0,0,0,1,0
"SH3GLB1",466,601,762,345,1004,91
"SH3GLB2",789,6338,1884,2793,5488,1754
"SH3KBP1",812,33,488,277,544,34
"SH3PXD2A",780,112,1806,1059,1998,1636
"SH3PXD2B",604,45,1066,222,856,2
"SH3RF1",78,75,85,605,381,0
"SH3RF2",44,98,5,54,33,0
"SH3RF3",148,37,177,88,144,0
"SH3TC1",157,4,48,121,41,351
"SH3TC2",34,0,0,0,4,0
"SH3YL1",184,472,175,477,515,15
"SHANK1",0,0,10,0,1,7
"SHANK2",92,46,84,201,231,20
"SHARPIN",307,397,423,451,1028,0
"SHB",53,117,70,113,148,212
"SHBG",3,0,0,0,0,0
"SHC1",1667,1704,3180,5720,3175,1916
"SHC2",298,78,342,134,222,0
"SHC3",20,1,2,0,12,0
"SHC4",0,0,0,0,3,0
"SHCBP1",19,0,23,7,27,0
"SHCBP1L",0,0,0,0,0,0
"SHD",0,0,0,0,0,0
"SHE",67,22,58,0,33,1
"SHF",47,1,52,0,53,1
"SHH",1,0,0,0,17,0
"SHISA2",51,0,37,13,27,0
"SHISA3",0,7,0,0,0,0
"SHISA4",91,0,130,562,319,144
"SHISA5",2231,2379,2696,5865,6705,1688
"SHISA6",3,2,4,20,20,0
"SHISA7",0,0,0,0,1,0
"SHISA8",5,0,0,0,0,0
"SHISA9",0,2,28,0,47,0
"SHKBP1",264,260,332,203,387,444
"SHMT1",48,21,19,61,111,0
"SHMT2",464,1541,582,963,1070,94
"SHOC2",185,117,187,230,74,62
"SHOX",2,0,4,0,0,0
"SHOX2",463,741,724,49,129,0
"SHPK",60,360,118,32,255,0
"SHPRH",178,19,102,149,82,1
"SHQ1",110,630,196,614,419,111
"SHROOM1",406,1266,1136,188,366,89
"SHROOM2",12,93,89,126,362,1
"SHROOM3",113,862,227,121,770,117
"SHROOM4",40,1,66,17,33,0
"SHTN1",165,1028,330,1016,620,88
"SI",0,0,0,0,0,0
"SIAE",105,54,31,96,38,0
"SIAH1",65,1,94,82,77,0
"SIAH2",86,278,168,3962,553,56
"SIAH3",5,0,0,0,3,0
"SIDT1",49,66,16,49,22,0
"SIDT2",786,436,509,567,685,234
"SIGIRR",899,242,596,776,737,338
"SIGLEC1",1349,172,719,170,447,131
"SIGLEC10",137,17,82,21,18,486
"SIGLEC11",7,0,15,0,0,0
"SIGLEC12",14,0,0,15,4,0
"SIGLEC14",67,0,41,0,10,0
"SIGLEC15",67,430,88,169,0,0
"SIGLEC5",17,0,0,0,14,0
"SIGLEC6",0,0,8,0,0,0
"SIGLEC7",212,99,56,0,33,1
"SIGLEC8",78,39,16,4,26,0
"SIGLEC9",129,30,52,1,11,0
"SIGLECL1",0,0,0,1,0,0
"SIGMAR1",385,4781,715,1509,1140,662
"SIK1",0,0,0,0,0,0
"SIK2",154,104,94,234,173,0
"SIK3",116,55,67,10,73,0
"SIKE1",28,102,37,10,95,0
"SIL1",289,345,355,198,335,0
"SIM1",0,0,4,1,6,1
"SIM2",0,0,60,25,0,0
"SIMC1",32,35,34,50,228,0
"SIN3A",323,477,335,1011,596,2
"SIN3B",844,1328,1208,744,1804,133
"SIPA1",111,27,112,121,210,0
"SIPA1L1",170,27,142,101,68,6
"SIPA1L2",233,55,668,406,494,0
"SIPA1L3",27,200,67,156,227,1
"SIRPA",1830,83,1008,345,574,650
"SIRPB1",52,2,45,0,4,0
"SIRPB2",27,0,8,0,0,0
"SIRPD",0,7,0,0,0,0
"SIRPG",159,0,0,61,7,0
"SIRT1",167,97,100,393,377,0
"SIRT2",278,200,205,71,249,0
"SIRT3",190,745,230,629,380,1
"SIRT4",3,0,6,0,1,0
"SIRT5",165,186,166,153,245,0
"SIRT6",182,399,526,200,152,0
"SIRT7",387,531,554,377,589,1
"SIT1",135,16,20,0,5,0
"SIVA1",746,1802,1515,3292,1321,176
"SIX1",154,42,206,131,1868,1
"SIX2",10,1,5,274,0,0
"SIX3",8,11,9,45,0,0
"SIX4",60,9,45,85,266,1
"SIX5",470,1384,1043,1929,2446,31
"SIX6",0,0,0,0,0,0
"SKA1",23,274,35,35,194,956
"SKA2",222,358,814,1724,467,367
"SKA3",3,126,43,113,55,1
"SKAP1",103,0,6,229,38,0
"SKAP2",719,347,423,254,322,396
"SKI",1330,3207,2372,1279,5890,1384
"SKIDA1",13,3,34,7,36,0
"SKIL",267,712,755,537,1143,0
"SKIV2L",168,785,232,174,303,0
"SKOR1",7,0,5,0,5,0
"SKOR2",0,0,0,0,0,0
"SKP1",2033,4267,3508,9752,9005,1135
"SKP2",29,14,61,52,24,0
"SLA",380,17,111,50,36,0
"SLA2",74,18,24,0,0,0
"SLAIN1",5,77,1,11,3,1
"SLAIN2",147,323,263,224,254,25
"SLAMF1",260,0,0,0,12,0
"SLAMF6",40,0,0,2,1,0
"SLAMF7",832,34,55,98,52,0
"SLAMF8",525,16,180,0,52,0
"SLAMF9",0,0,2,0,4,0
"SLBP",66,48,37,65,125,0
"SLC10A1",0,0,0,0,0,0
"SLC10A2",0,0,0,0,0,0
"SLC10A3",157,180,165,170,292,0
"SLC10A4",0,0,0,0,3,0
"SLC10A5",1,20,3,63,33,0
"SLC10A6",0,0,0,0,0,0
"SLC10A7",7,14,25,20,35,0
"SLC11A1",327,8,227,10,80,0
"SLC11A2",1038,287,567,1572,817,113
"SLC12A1",1,260,5,0,1,0
"SLC12A2",1488,1359,786,44771,816,274
"SLC12A3",0,114,0,0,0,0
"SLC12A4",205,102,318,113,348,615
"SLC12A5",12,6,6,0,165,135
"SLC12A6",328,89,148,200,170,5
"SLC12A7",558,894,649,1802,2279,31
"SLC12A8",59,26,52,67,9,0
